('SL04652-2022-11-01-2625','S110-9','uil', 'LB')
('SL04652-2022-11-02-12575','S524-23','mFmqRW', 'SL')
('SL12058-2022-11-01-12414','S518-6','ebfkFJmYFUoDikgW', 'UB')
('SL22517-2022-11-02-12559','S524-7','TPuwwSXtjUsRirSE', 'SL')
('SL22517-2022-11-01-12490','S521-10','tznmAPC', 'MB')
('AC12058-2022-11-01-12693','A706-3','IOCQJPkiJbk', 'UB')
('AC04652-2022-11-01-12873','A716-3','lMsmMVFumSC', 'UB')
('AC04652-2022-11-01-12882','A716-12','fvKlkXt', 'SU')
('AC04652-2022-11-01-12892','A717-4','yLE', 'UB')
('SL12058-2022-11-01-12451','S519-19','tDpeZ', 'UB')
('AC12058-2022-11-01-12721','A707-13','QfzTKytJI', 'LB')
('SL04652-2022-11-02-12637','S527-13','pBoJRZZ', 'MB')
('AC04652-2022-11-02-12754','A709-10','rnkePc', 'UB')
('AC22517-2022-11-01-12789','A711-9','ScZjT', 'UB')
('SL04652-2022-11-01-12633','S527-9','xcqp', 'LB')
('AC04652-2022-11-01-12940','A719-16','pqZFTzVgoorcJJ', 'UB')
('AC22517-2022-11-02-12733','A708-7','CpcOoaH', 'LB')
('AC12058-2022-11-01-12777','A710-15','qzSIapDSTuQezGB', 'UB')
('AC12058-2022-11-01-12778','A710-16','eNTLxvSkpwQroe', 'UB')
('SL12058-2022-11-01-12498','S521-18','RyCLBtv', 'MB')
('SL04652-2022-11-02-12708','S530-12','FBMYxb', 'LB')
('AC04652-2022-11-02-12812','A712-14','owND', 'LB')
('SL12058-2022-11-01-12537','S523-9','WGxE', 'LB')
('SL12058-2022-11-01-12540','S523-12','ghiXnTkb', 'LB')
('SL12058-2022-11-01-12541','S523-13','uvmAvliCEcSjMa', 'MB')
('AC22517-2022-11-02-12792','A711-12','egiVRi', 'SU')
('AC22517-2022-11-02-12793','A711-13','DumNpnuYJSv', 'LB')
('SL04652-2022-11-02-12714','S530-18','B', 'MB')
('SL04652-2022-11-01-12701','S530-5','WwALQmOqvd', 'MB')
('AC22517-2022-11-01-12861','A715-9','IhYgNwEWMTbSKX', 'UB')
('SL22517-2022-11-01-12640','S527-16','sVvxc', 'SU')
('AC22517-2022-11-02-12819','A713-3','wk', 'UB')
('AC22517-2022-11-01-12866','A715-14','HbidxkP', 'LB')
('AC22517-2022-11-02-12825','A713-9','JHTFUgmKYGtodBMw', 'UB')
('SL04652-2022-11-01-12716','S530-20','ibKqFPWhi', 'LB')
('AC04652-2022-11-01-13021','A724-7','beAkJ', 'LB')
('SL12058-2022-11-01-12572','S524-20','nMsAmlJNGV', 'LB')
('AC04652-2022-11-01-13067','A726-17','EsAXP', 'SL')
('SL04652-2022-11-02-12783','S533-15','WRoRUzyGRRQd', 'SL')
('AC22517-2022-11-01-12918','A718-12','OBQ', 'SU')
('AC22517-2022-11-02-12874','A716-4','ZLAXwlxr', 'UB')
('AC04652-2022-11-01-13072','A727-4','ZpUxYKD', 'UB')
('SL22517-2022-11-02-12787','S533-19','ZJ', 'UB')
('SL12058-2022-11-01-12669','S528-21','RflfRsm', 'MB')
('SL22517-2022-11-01-12745','S532-1','xDhm', 'LB')
('SL22517-2022-11-02-12797','S534-5','sJJoHqrD', 'MB')
('AC12058-2022-11-01-12947','A720-5','Ng', 'SL')
('SL22517-2022-11-01-12751','S532-7','CZNHkdfRMGpqlvZ', 'SL')
('AC22517-2022-11-01-12980','A722-2','JsmcDvZ', 'LB')
('AC04652-2022-11-02-12962','A721-2','MQ', 'LB')
('AC12058-2022-11-01-12953','A720-11','qHGUfFwPJRh', 'SL')
('AC22517-2022-11-01-13016','A724-2','ytSbjmoApmD', 'LB')
('AC22517-2022-11-02-12949','A720-7','ELxYXf', 'LB')
('SL04652-2022-11-01-12862','S536-22','zdpnBxrHVmpPXJ', 'UB')
('AC04652-2022-11-01-13183','A733-7','EgInVN', 'LB')
('AC22517-2022-11-02-12961','A721-1','BWDlO', 'LB')
('AC12058-2022-11-01-13000','A723-4','AcRvPv', 'UB')
('SL12058-2022-11-01-12737','S531-17','mjimUPpOyMmV', 'LB')
('SL04652-2022-11-02-12906','S538-18','NwjySeS', 'MB')
('AC04652-2022-11-02-13032','A724-18','ZGaafjJaPbnio', 'SU')
('AC04652-2022-11-01-13212','A734-18','C', 'SU')
('AC22517-2022-11-02-12997','A723-1','ChMfxyuLThfwp', 'LB')
('SL22517-2022-11-01-12831','S535-15','Y', 'SL')
('AC22517-2022-11-01-13069','A727-1','s', 'LB')
('SL22517-2022-11-02-12903','S538-15','RiNHBKAoCvmxrhky', 'SL')
('SL04652-2022-11-02-12926','S539-14','Y', 'UB')
('SL12058-2022-11-01-12770','S533-2','FFnypurgdqDQ', 'MB')
('AC22517-2022-11-02-13005','A723-9','tyGPnZE', 'UB')
('AC22517-2022-11-02-13028','A724-14','mHJMYugRknUsQjXD', 'LB')
('SL12058-2022-11-01-12803','S534-11','g', 'UB')
('SL04652-2022-11-02-12945','S540-9','iXgkKwrbQBAg', 'LB')
('AC22517-2022-11-01-13099','A728-13','hAWy', 'LB')
('AC04652-2022-11-01-13255','A737-7','TKPXurGpvzAOSQD', 'LB')
('SL12058-2022-11-01-12808','S534-16','OCfFNEUZF', 'SU')
('SL04652-2022-11-01-12937','S540-1','TKvhPnN', 'LB')
('SL12058-2022-11-01-12840','S535-24','P', 'SU')
('SL12058-2022-11-01-12841','S536-1','Ll', 'LB')
('AC22517-2022-11-02-13064','A726-14','FgNbXzgL', 'LB')
('SL22517-2022-11-02-12974','S541-14','EJLNdDDWJL', 'UB')
('SL22517-2022-11-02-12975','S541-15','NS', 'SL')
('AC22517-2022-11-01-13149','A731-9','tXyhCKxyNxoY', 'UB')
('SL04652-2022-11-01-12992','S542-8','FZbOFdWS', 'SU')
('SL22517-2022-11-02-12988','S542-4','gmbKTvqzwcFP', 'LB')
('SL22517-2022-11-01-12922','S539-10','FMIe', 'MB')
('SL04652-2022-11-02-13023','S543-15','RXPZjxQqBiDflSV', 'SL')
('AC04652-2022-11-02-13157','A731-17','iLA', 'SL')
('SL22517-2022-11-01-12933','S539-21','H', 'MB')
('SL04652-2022-11-01-13008','S542-24','RvhzTluJTRlEgM', 'SU')
('SL04652-2022-11-02-13033','S544-1','vjTNxTLoUi', 'LB')
('SL22517-2022-11-02-13003','S542-19','WsNBmDIQi', 'UB')
('AC12058-2022-11-01-13128','A730-6','NJcYUCIEJtaBR', 'SU')
('AC22517-2022-11-02-13093','A728-7','VBPBHra', 'LB')
('SL04652-2022-11-01-13011','S543-3','PPUfagwZZ', 'UB')
('AC12058-2022-11-01-13131','A730-9','tm', 'UB')
('AC22517-2022-11-01-13167','A732-9','lkeFCVHLZ', 'UB')
('AC04652-2022-11-01-13323','A741-3','EjpPNvUTHS', 'UB')
('SL04652-2022-11-01-13013','S543-5','qoaJqro', 'MB')
('AC04652-2022-11-02-13171','A732-13','pCtw', 'LB')
('SL22517-2022-11-01-12942','S540-6','NEi', 'UB')
('SL22517-2022-11-01-12943','S540-7','FELhhfd', 'SL')
('SL22517-2022-11-02-13010','S543-2','OMrbqheE', 'MB')
('SL04652-2022-11-01-13016','S543-8','QeptSmuAdj', 'SU')
('AC22517-2022-11-01-13187','A733-11','SuJhSoDKvoyv', 'SL')
('AC12058-2022-11-01-13151','A731-11','LNyTBc', 'SL')
('AC04652-2022-11-01-13355','A742-17','OU', 'SL')
('AC04652-2022-11-01-13356','A742-18','BupFxy', 'SU')
('SL22517-2022-11-02-13050','S544-18','tWfmSlxl', 'MB')
('SL12058-2022-11-01-12897','S538-9','BEjfPeUQxupw', 'LB')
('SL22517-2022-11-01-12981','S541-21','QsgikrZlXFeNA', 'MB')
('AC12058-2022-11-01-13191','A733-15','fYiUZZSWLWuFbjC', 'UB')
('AC04652-2022-11-02-13215','A735-3','VisDL', 'UB')
('SL22517-2022-11-02-13061','S545-5','ogdZZnbvojcN', 'MB')
('SL04652-2022-11-01-13068','S545-12','pSBImt', 'LB')
('AC22517-2022-11-02-13162','A732-4','XClw', 'UB')
('SL04652-2022-11-01-13070','S545-14','AavgzSg', 'UB')
('SL04652-2022-11-02-13078','S545-22','VBpejmpud', 'UB')
('SL22517-2022-11-01-12999','S542-15','uOuIkYG', 'SL')
('SL22517-2022-11-01-13000','S542-16','Z', 'SU')
('AC22517-2022-11-01-13232','A736-2','sNGPbPKSrEAP', 'LB')
('SL12058-2022-11-01-12915','S539-3','m', 'UB')
('AC22517-2022-11-02-13170','A732-12','GNdMdaejn', 'SU')
('SL22517-2022-11-02-13075','S545-19','vAVlv', 'UB')
('SL04652-2022-11-01-13083','S546-3','cAiLfnyhOnxo', 'UB')
('SL22517-2022-11-02-13077','S545-21','CYSaqTdXsWi', 'MB')
('SL04652-2022-11-02-13085','S546-5','MuCnUxBV', 'MB')
('AC12058-2022-11-01-13204','A734-10','eLvqB', 'UB')
('SL12058-2022-11-01-12920','S539-8','slVAMlv', 'SU')
('SL22517-2022-11-02-13081','S546-1','FgpbPJ', 'LB')
('AC04652-2022-11-01-13400','A745-8','oOpQ', 'LB')
('AC22517-2022-11-02-13179','A733-3','QZ', 'UB')
('AC12058-2022-11-01-13212','A734-18','YILRoJKBGnk', 'SU')
('AC04652-2022-11-02-13230','A735-18','tBkwGF', 'SU')
('AC04652-2022-11-01-13421','A746-11','ceRjaarqGyxVRiP', 'SL')
('SL22517-2022-11-02-13109','S547-5','g', 'MB')
('AC22517-2022-11-01-13319','A740-17','XejZ', 'SL')
('AC04652-2022-11-01-13477','A749-13','HfdcGnZimlpPeUb', 'LB')
('SL12058-2022-11-01-13016','S543-8','arOUMA', 'SU')
('AC12058-2022-11-01-13301','A739-17','oAaexVkN', 
