('SL22517-2022-11-01-148','S7-4','YbTtbvI', 'LB')
('AC22517-2022-11-02-3121','A174-7','pdpkrFfHzItAwuQ', 'LB')
('AC04652-2022-11-01-3226','A180-4','daHtQbHLziXYG', 'UB')
('AC12058-2022-11-01-3052','A170-10','nP', 'UB')
('AC12058-2022-11-01-3053','A170-11','gZJIgRy', 'SL')
('AC04652-2022-11-01-3231','A180-9','kCGKSiOwowh', 'UB')
('SL04652-2022-11-01-3126','S131-6','FNpYvuDak', 'UB')
('SL04652-2022-11-01-3127','S131-7','iZPtR', 'SL')
('SL04652-2022-11-02-3161','S132-17','OgTUoZQWsCLC', 'LB')
('AC04652-2022-11-01-3240','A180-18','DL', 'SU')
('AC04652-2022-11-02-3154','A176-4','qfUiDZtBms', 'UB')
('AC12058-2022-11-01-3130','A174-16','ADXAXtCJTCE', 'UB')
('SL04652-2022-11-02-3243','S136-3','TrWiEm', 'UB')
('AC12058-2022-11-01-3139','A175-7','xcnbEOpzB', 'LB')
('SL04652-2022-11-01-3189','S133-21','iq', 'MB')
('SL04652-2022-11-01-3190','S133-22','WAPjcYZDFyG', 'UB')
('AC22517-2022-11-02-3204','A178-18','fNbEMWWIQVoLqFCX', 'SU')
('SL12058-2022-11-01-3133','S131-13','ce', 'MB')
('SL04652-2022-11-01-3197','S134-5','GPmxytVK', 'MB')
('AC22517-2022-11-02-3207','A179-3','NdLZCXhMD', 'UB')
('SL22517-2022-11-02-3167','S132-23','t', 'SL')
('AC04652-2022-11-01-3335','A186-5','LN', 'SL')
('SL04652-2022-11-01-3202','S134-10','jGWL', 'MB')
('AC04652-2022-11-01-3359','A187-11','RZXPy', 'SL')
('AC04652-2022-11-01-3360','A187-12','OMQpoKNPcwykr', 'SU')
('SL22517-2022-11-02-3194','S134-2','uWBKNOcijvFdSSgn', 'MB')
('SL04652-2022-11-01-3229','S135-13','A', 'MB')
('AC22517-2022-11-02-3243','A181-3','F', 'UB')
('AC04652-2022-11-01-3372','A188-6','byDinWPXgvATD', 'SU')
('AC04652-2022-11-01-3375','A188-9','BVqccgSCdaLJVwza', 'UB')
('SL04652-2022-11-02-3307','S138-19','sljm', 'UB')
('SL04652-2022-11-01-3242','S136-2','GUzIn', 'MB')
('SL12058-2022-11-01-3179','S133-11','sjQakzPYChiVSiH', 'UB')
('AC22517-2022-11-01-3306','A184-12','XgZaTVKxmHADK', 'SU')
('AC22517-2022-11-02-3259','A182-1','aWvCKU', 'LB')
('AC22517-2022-11-01-3308','A184-14','ZmlVSDjcsXApBao', 'LB')
('SL22517-2022-11-01-3233','S135-17','kXoXBwvVxPFT', 'LB')
('AC22517-2022-11-01-3310','A184-16','Wb', 'UB')
('SL04652-2022-11-01-3254','S136-14','yFKppE', 'UB')
('AC12058-2022-11-01-3228','A180-6','mhFSVqLpvUUBUXpy', 'SU')
('AC22517-2022-11-02-3273','A182-15','D', 'UB')
('AC04652-2022-11-01-3398','A189-14','x', 'LB')
('SL04652-2022-11-01-3258','S136-18','vJSO', 'MB')
('SL12058-2022-11-01-3201','S134-9','X', 'LB')
('SL12058-2022-11-01-3202','S134-10','YNUXd', 'MB')
('SL04652-2022-11-02-3337','S140-1','gxKtSXZqz', 'LB')
('SL04652-2022-11-02-3338','S140-2','nFIvDBxsgAXs', 'MB')
('AC04652-2022-11-01-3401','A189-17','oLdBJWNB', 'SL')
('AC22517-2022-11-01-3330','A185-18','HstQnO', 'SU')
('SL12058-2022-11-01-3205','S134-13','usvBJ', 'MB')
('AC04652-2022-11-01-3404','A190-2','hPlVD', 'LB')
('AC22517-2022-11-02-3279','A183-3','nfdYDSMFSaQx', 'UB')
('AC04652-2022-11-02-3282','A183-6','Usoy', 'SU')
('SL22517-2022-11-02-3234','S135-18','ciGe', 'MB')
('AC22517-2022-11-01-3343','A186-13','tOx', 'LB')
('AC04652-2022-11-02-3288','A183-12','MlGSUXE', 'SU')
('AC22517-2022-11-02-3291','A183-15','fMzRKP', 'UB')
('SL04652-2022-11-02-3349','S140-13','bPYKxIGC', 'MB')
('SL04652-2022-11-01-3276','S137-12','vrNTufiuI', 'LB')
('SL22517-2022-11-01-3270','S137-6','gdV', 'UB')
('SL04652-2022-11-01-3286','S137-22','PqnjWDhewDOBj', 'UB')
('SL22517-2022-11-02-3245','S136-5','idZcC', 'MB')
('SL04652-2022-11-02-3357','S140-21','wPDCeETxh', 'MB')
('AC22517-2022-11-01-3359','A187-11','Ofg', 'SL')
('AC12058-2022-11-01-3259','A182-1','Y', 'LB')
('SL12058-2022-11-01-3231','S135-15','UGXReEKxxmbvklvr', 'SL')
('AC22517-2022-11-02-3307','A184-13','MA', 'LB')
('AC12058-2022-11-01-3265','A182-7','wQCKFZAInWbjboT', 'LB')
('SL22517-2022-11-02-3273','S137-9','KJbQCesxmuP', 'LB')
('SL04652-2022-11-01-3329','S139-17','mFyZazm', 'LB')
('SL22517-2022-11-02-3288','S137-24','SV', 'SU')
('SL22517-2022-11-01-3320','S139-8','Oc', 'SU')
('AC22517-2022-11-01-3407','A190-5','cDX', 'SL')
('SL22517-2022-11-02-3294','S138-6','MbhEWCX', 'UB')
('AC22517-2022-11-01-3411','A190-9','lQxkd', 'UB')
('SL04652-2022-11-01-3339','S140-3','SopuJN', 'UB')
('SL12058-2022-11-01-3295','S138-7','kIcRxcgLi', 'SL')
('AC22517-2022-11-01-3442','A192-4','BT', 'UB')
('SL12058-2022-11-01-3305','S138-17','lNDRIzaI', 'LB')
('AC22517-2022-11-02-3392','A189-8','GsiIjiCE', 'LB')
('SL12058-2022-11-01-3307','S138-19','TQEEbsNhVgkkOudz', 'UB')
('SL04652-2022-11-01-3374','S141-14','fqJXplnKFM', 'UB')
('AC04652-2022-11-01-3510','A195-18','HBRFhhsKWjQLHnGO', 'SU')
('AC12058-2022-11-01-3333','A186-3','hYeRWRQLjiGGf', 'UB')
('SL22517-2022-11-02-3329','S139-17','fQhvCnHyQr', 'LB')
('AC04652-2022-11-01-3512','A196-2','Wi', 'LB')
('SL22517-2022-11-01-3359','S140-23','OPZizcfTYCwpd', 'SL')
('SL04652-2022-11-01-3381','S141-21','Wt', 'MB')
('SL22517-2022-11-01-3378','S141-18','qURsEfJjhnd', 'MB')
('SL22517-2022-11-01-3379','S141-19','M', 'UB')
('AC22517-2022-11-02-3417','A190-15','LuGPwKXqrUqKEF', 'UB')
('AC22517-2022-11-02-3418','A190-16','jINLuADCGVAUtEOF', 'UB')
('AC12058-2022-11-01-3361','A187-13','KUUyynqKAsM', 'LB')
('AC22517-2022-11-01-3526','A196-16','nnQocitqLCihQQtO', 'UB')
('SL22517-2022-11-02-3400','S142-16','FMyHv', 'SU')
('SL04652-2022-11-02-3518','S147-14','wekRQPQvocKqXXvh', 'UB')
('SL12058-2022-11-01-3382','S141-22','aqMHRpAUsQvgEVQQ', 'UB')
('AC22517-2022-11-02-3503','A195-11','eyjVGXoLJTrYQP', 'SL')
('SL12058-2022-11-01-3410','S143-2','R', 'MB')
('SL22517-2022-11-01-3479','S145-23','VXuojMZcqQHzW', 'SL')
('AC12058-2022-11-01-3454','A192-16','WeXs', 'UB')
('AC12058-2022-11-01-3455','A192-17','vwlULVFb', 'SL')
('AC04652-2022-11-02-3481','A194-7','QFlreOgrQnHkD', 'LB')
('AC04652-2022-11-02-3482','A194-8','TFORkSjCkbP', 'LB')
('SL12058-2022-11-01-3414','S143-6','FDloNWUp', 'UB')
('SL22517-2022-11-02-3462','S145-6','kj', 'UB')
('AC22517-2022-11-01-3591','A200-9','QCYyDOnQxrCwuvya', 'UB')
('AC04652-2022-11-01-3652','A203-16','ryBNUQMFAH', 'UB')
('AC12058-2022-11-01-3489','A194-15','BFdAwFsF', 'UB')
('SL12058-2022-11-01-3441','S144-9','Jx', 'LB')
('SL04652-2022-11-01-3519','S147-15','WtyishPAtovEh', 'SL')
('SL22517-2022-11-01-3519','S147-15','GKVIaFkVcUIn', 'SL')
('SL04652-2022-11-02-3581','S150-5','GXebl', 'MB')
('AC12058-2022-11-01-3498','A195-6','SjfKfxcKdWJx', 'SU')
('SL22517-2022-11-02-3477','S145-21','oOkLTdljWWZAfoS', 'MB')
('AC22517-2022-11-01-3614','A201-14','VSubHLOVJYQhYPnO', 'LB')
('AC12058-2022-11-01-3508','A195-16','bUmSGJvqNNZ', 'UB')
('AC22517-2022-11-02-3561','A198-15','zoPEViyVqbHyn', 'UB')
('AC04652-2022-11-01-3680','A205-8','VYxXDNtXu', 'LB')
('SL22517-2022-11-01-3543','S148-15','oiRROT', 'SL')
('AC22517-2022-11-02-3586','A200-4','K', 'UB')
('SL22517-2022-11-01-3562','S149-10','iYOGLo', 'MB')
('AC04652-2022-11-01-3724','A207-16','CwGOZsXWIrlk', 'UB')
('AC12058-2022-11-01-3564','A198-18','cQE', 'SU')
('AC12058-2022-11-01-3568','A199-4','cFBbrO', 'UB')
('SL22517-2022-11-01-3593','S150-17','YiJVVFioZZMu', 'LB')
('AC04652-2022-11-02-3584','A200-2','y', 'LB')
('AC22517-2022-11-02-3618','A201-18','ybnpgs', 'SU')
('AC12058-2022-11-01-3576','A199-12','Sy', 'SU')
('AC12058-2022-11-01-3577','A199-13','mXlcVEgfTmhGB', 'LB')
('AC22517-2022-11-02-3692','A206-2','MmBPiGRPAQ', 'LB')
('AC04652-2022-11-01-3804','A212-6','qlqx', 'SU')
('AC04652-2022-11-01-3805','A212-7','euYvNgUmslLt', 'LB')
('SL22517-2022-11-01-3659','S153-11','teLC', 'UB')
('AC22517-2022-11-01-3738','A208-12','TEOYxflN', 'SU')
('AC04652-2022-11-01-3808','A212-10','lrtPjZEKkBSHdM', 'UB')
('SL22517-2022-11-01-3660','S153-12','EenCaj', 'LB')
('AC04652-2022-11-02-3670','A204-16','dmTWrPbfMkPDkT', 'UB')
('AC22517-2022-11-02-3697','A206-7','ccesAcD', 'LB')
('SL04652-2022-11-02-3728','S156-8','BrsRtYiMn', 'SU')
('SL22517-2022-11-02-3601','S151-1','djHgTnsoB', 'LB')
('SL22517-2022-11-01-3667','S153-19','CMlICTOOlSssjD', 'UB')
('AC04652-2022-11-02-3680','A205-8','cVPlYR', 'LB')
('SL04652-2022-11-02-3736','S156-16','YKAbEAvZeZEKidgb', 'SU')
('AC22517-2022-11-01-3752','A209-8','Fudv', 'LB')
('AC22517-2022-11-01-3753','A209-9','bShy', 'UB')
('AC04652-2022-11-01-3823','A213-7','RHIHUWrJDihyzdsH', 'LB')
('SL22517-2022-11-01-3676','S154-4','CEAcX', 'LB')
('SL22517-2022-11-01-3677','S154-5','SVrEbRiv', 'MB')
('AC22517-2022-11-01-3767','A210-5','KYdiYZOcD', 'SL')
('SL04652-2022-11-01-3664','S153-16','tkCpbnWLz', 'SU')
('SL22517-2022-11-01-3695','S154-23','x', 'SL')
('SL12058-2022-11-01-3610','S151-10','lpgC', 'MB')
('AC04652-2022-11-01-3868','A215-16','CcVWTTBruEEdo', 'UB')
('AC04652-2022-11-01-3912','A218-6','sJMPkqO', 'SU')
('SL12058-2022-11-01-3666','S153-18','hgwORrINq', 'MB')
('SL22517-2022-11-02-3685','S154-13','AaqVWOobshKthDZp', 'MB')
('SL12058-2022-11-01-3667','S153-19','NcLqwzUmjWsl', 'UB')
('AC04652-2022-11-01-3931','A219-7','sgmmY', 'LB')
('AC22517-2022-11-01-3854','A215-2','fNVpqAsGQJwq', 'LB')
('SL22517-2022-11-02-3694','S154-22','AbAVDY', 'UB')
('AC12058-2022-11-01-3776','A210-14','kvWCVKysOC', 'LB')
('AC04652-2022-11-02-3801','A212-3','KcsiXNrEhePjIL', 'UB')
('SL04652-2022-11-01-3752','S157-8','hMEkcMsGlpb', 'SU')
('SL12058-2022-11-01-3681','S154-9','avSo', 'LB')
('AC22517-2022-11-02-3812','A212-14','KaVuyOcwI', 'LB')
('AC04652-2022-11-02-3808','A212-10','kkJK', 'UB')
('SL04652-2022-11-01-3756','S157-12','HTjuZGWzHJMUFDP', 'LB')
('SL12058-2022-11-01-3684','S154-12','a', 'LB')
('AC04652-2022-11-02-3810','A212-12','iKIl', 'SU')
('SL22517-2022-11-02-3707','S155-11','yBaSto', 'UB')
('SL12058-2022-11-01-3688','S154-16','wiN', 'SU')
('SL04652-2022-11-01-3760','S157-16','fMSgZHHTnqoILM', 'SU')
('AC22517-2022-11-02-3819','A213-3','iPToDVdz', 'UB')
('AC22517-2022-11-01-3874','A216-4','ZS', 'UB')
('SL04652-2022-11-01-3763','S157-19','gxuT', 'UB')
('SL22517-2022-11-01-3797','S159-5','MqnBmCVcjYGfjPH', 'MB')
('AC22517-2022-11-01-3883','A216-13','JbIrbqzgtyWFpL', 'LB')
('SL22517-2022-11-02-3717','S155-21','uVALATfNY', 'MB')
('SL04652-2022-11-01-3770','S158-2','MFFczwQARnexQuu', 'MB')
('SL04652-2022-11-02-3841','S161-1','t', 'LB')
('SL22517-2022-11-02-3719','S155-23','KpFbtTwNJEPSd', 'SL')
('SL04652-2022-11-01-3772','S158-4','U', 'LB')
('SL22517-2022-11-01-3807','S159-15','wtwUtXYVarTOKTO', 'SL')
('AC04652-2022-11-02-3827','A213-11','of', 'SL')
('AC12058-2022-11-01-3818','A213-2','kvbOv', 'LB')
('SL22517-2022-11-01-3813','S159-21','yNRzgChroDwj', 'MB')
('SL04652-2022-11-01-3821','S160-5','pIJKmMEXsy', 'MB')
('AC04652-2022-11-01-4013','A223-17','MvPdaBCUue', 'SL')
('AC04652-2022-11-01-4045','A225-13','EYacORDWaFSA', 'LB')
('AC04652-2022-11-01-4046','A225-14','LInoPOU', 'LB')
('AC22517-2022-11-01-3974','A221-14','Ua', 'LB')
('SL22517-2022-11-01-3887','S162-23','bP', 'SL')
('SL04652-2022-11-02-3934','S164-22','hHjpJPAiEcHzBku', 'UB')
('AC22517-2022-11-02-3906','A217-18','UQjpEuZUqRo', 'SU')
('AC12058-2022-11-01-3900','A217-12','KaHEAULrSpmcngkf', 'SU')
('AC22517-2022-11-02-3907','A218-1','dfuxDyTJqmgOY', 'LB')
('AC04652-2022-11-01-4060','A226-10','dDAlEXjvLp', 'UB')
('SL04652-2022-11-02-3940','S165-4','oZYhdglQdW', 'LB')
('AC22517-2022-11-02-3915','A218-9','cqyKbY', 'UB')
('AC12058-2022-11-01-3914','A218-8','JzyBPzITKZH', 'LB')
('AC22517-2022-11-02-3916','A218-10','yahyBCvuTcQ', 'UB')
('SL04652-2022-11-01-3864','S161-24','LTUoAtsSkHEX', 'SU')
('AC22517-2022-11-02-3919','A218-13','otBbQLopLoHyYV', 'LB')
('SL12058-2022-11-01-3794','S159-2','JOtDIOzkZ', 'MB')
('AC22517-2022-11-02-3924','A218-18','Te', 'SU')
('SL04652-2022-11-01-3874','S162-10','wDeWSWRdhMB', 'MB')
('SL04652-2022-11-01-3878','S162-14','lk', 'UB')
('AC04652-2022-11-02-3934','A219-10','Lo', 'UB')
('AC22517-2022-11-01-4011','A223-15','WMqaeI', 'UB')
('AC04652-2022-11-01-4094','A228-8','ODbUfdygG', 'LB')
('AC12058-2022-11-01-3942','A219-18','TIGUQUB', 'SU')
('SL04652-2022-11-02-3965','S166-5','ltDy', 'MB')
('AC22517-2022-11-02-3939','A219-15','ZYLGitXp', 'UB')
('AC22517-2022-11-01-4017','A224-3','GOdTh', 'UB')
('SL22517-2022-11-02-3845','S161-5','DgZGJnSlahDAqDbJ', 'MB')
('SL04652-2022-11-02-3967','S166-7','OmNiNIQKC', 'SL')
('SL22517-2022-11-02-3846','S161-6','DACruJDRqjiLMQE', 'UB')
('SL04652-2022-11-01-3895','S163-7','z', 'SL')
('AC22517-2022-11-01-4022','A224-8','QzWHoEsQfYWtIXMM', 'LB')
('SL22517-2022-11-02-3851','S161-11','UbTVlCmtGUG', 'UB')
('AC12058-2022-11-01-3952','A220-10','nMnMrez', 'UB')
('SL04652-2022-11-01-3902','S163-14','xcipQawuhcIx', 'UB')
('AC04652-2022-11-01-4102','A228-16','ApoAccXf', 'UB')
('SL22517-2022-11-02-3854','S161-14','leWpqlfGCBEoJRak', 'UB')
('AC04652-2022-11-02-3955','A220-13','NOp', 'LB')
('AC04652-2022-11-01-4104','A228-18','aQuiQffpbgs', 'SU')
('SL04652-2022-11-02-3971','S166-11','xyzyBesxZACMyHl', 'UB')
('SL04652-2022-11-01-3907','S163-19','JzUaiCbcZOEejTt', 'UB')
('AC22517-2022-11-01-4031','A224-17','KSYeSFkpUsEjuIRu', 'SL')
('AC04652-2022-11-01-4106','A229-2','HtP', 'LB')
('SL22517-2022-11-02-3860','S161-20','POvrDJlfhOETwaA', 'LB')
('AC04652-2022-11-02-3957','A220-15','PjeYcDhCcgqCRe', 'UB')
('SL04652-2022-11-02-3972','S166-12','UVKMvtK', 'LB')
('SL22517-2022-11-01-3932','S164-20','kfiiUmciWONt', 'LB')
('AC04652-2022-11-02-3959','A220-17','iQturjmITQuiMnhv', 'SL')
('SL04652-2022-11-02-3975','S166-15','fWDVlHBjA', 'SL')
('SL04652-2022-11-01-3912','S163-24','QcWey', 'SU')
('SL22517-2022-11-01-3933','S164-21','W', 'MB')
('AC22517-2022-11-01-4038','A225-6','kTAGRMvVzVyAWRU', 'SU')
('AC22517-2022-11-02-3955','A220-13','TonPie', 'LB')
('AC22517-2022-11-02-3956','A220-14','IwJqNMbC', 'LB')
('AC04652-2022-11-01-4111','A229-7','HuD', 'LB')
('AC12058-2022-11-01-3962','A221-2','lEX', 'LB')
('AC22517-2022-11-02-3957','A220-15','PlSjianlFDDTme', 'UB')
('AC22517-2022-11-02-3958','A220-16','f', 'UB')
('SL12058-2022-11-01-3835','S160-19','IoAhisD', 'UB')
('AC04652-2022-11-01-4112','A229-8','HWkCjPmBfVQ', 'LB')
('SL22517-2022-11-01-3937','S165-1','qNOFKtOozbhcpLNK', 'LB')
('SL22517-2022-11-02-3880','S162-16','tGWfSUZMFAqGZ', 'SU')
('SL04652-2022-11-01-3916','S164-4','ZoBnZXjR', 'LB')
('SL12058-2022-11-01-3837','S160-21','TgMzy', 'MB')
('SL12058-2022-11-01-3838','S160-22','QkNkYeYfxqoIf', 'UB')
('AC04652-2022-11-01-4118','A229-14','zkoR', 'LB')
('SL22517-2022-11-01-3941','S165-5','ZrzKfyMlbHqO', 'MB')
('AC04652-2022-11-01-4122','A229-18','gab', 'SU')
('SL22517-2022-11-01-3943','S165-7','BV', 'SL')
('AC12058-2022-11-01-3971','A221-11','bFxLRXpoTRvrW', 'SL')
('SL22517-2022-11-02-3883','S162-19','GwH', 'UB')
('SL12058-2022-11-01-3847','S161-7','hHmoMtZ', 'SL')
('AC22517-2022-11-02-3967','A221-7','vVCfzofscfOOjFo', 'LB')
('SL04652-2022-11-02-3988','S167-4','mYAqahPpev', 'LB')
('AC04652-2022-11-01-4126','A230-4','txUtsbRr', 'UB')
('AC04652-2022-11-01-4127','A230-5','B', 'SL')
('AC22517-2022-11-02-3969','A221-9','C', 'UB')
('AC04652-2022-11-02-3977','A221-17','rIWSDQVPeOE', 'SL')
('SL22517-2022-11-01-3945','S165-9','rZmrRQpyGWKSp', 'LB')
('AC12058-2022-11-01-3976','A221-16','XJAXTYoVwEDbL', 'UB')
('AC22517-2022-11-02-3973','A221-13','xXFHeTBWYqLYNAL', 'LB')
('SL04652-2022-11-02-3994','S167-10','SrWthjCNnCpZ', 'MB')
('SL12058-2022-11-01-3850','S161-10','pvXM', 'MB')
('AC12058-2022-11-01-3979','A222-1','sbDyVBiKUgY', 'LB')
('SL12058-2022-11-01-3851','S161-11','CiwKbgrN', 'UB')
('SL04652-2022-11-01-3926','S164-14','ccXDrKADPHLQwf', 'UB')
('SL12058-2022-11-01-3855','S161-15','kKQNeF', 'SL')
('SL04652-2022-11-02-4005','S167-21','DHBAumqZneAdfEFr', 'MB')
('AC22517-2022-11-02-3976','A221-16','RolhYWPppSdxex', 'UB')
('AC04652-2022-11-01-4144','A231-4','BfAJNNIdmW', 'UB')
('SL12058-2022-11-01-3859','S161-19','xUjCWPEJZIpg', 'UB')
('AC22517-2022-11-01-4057','A226-7','UhghbUSwyZTQu', 'LB')
('SL04652-2022-11-01-3934','S164-22','qrzVbR', 'UB')
('AC22517-2022-11-02-3981','A222-3','XNJaDNf', 'UB')
('AC22517-2022-11-01-4060','A226-10','pqRhxDAzVmnMjlp', 'UB')
('SL12058-2022-11-01-3862','S161-22','UEkaUpM', 'UB')
('SL12058-2022-11-01-3863','S161-23','TEWhvEWv', 'SL')
('AC04652-2022-11-02-4003','A223-7','zXDyrvKjFA', 'LB')
('SL22517-2022-11-02-3900','S163-12','HFOZvxYQk', 'LB')
('SL04652-2022-11-02-4018','S168-10','ccznTau', 'MB')
('SL22517-2022-11-02-3903','S163-15','dJNYsxXBoztVRn', 'SL')
('SL04652-2022-11-02-4022','S168-14','zstWHGhhlC', 'UB')
('SL22517-2022-11-02-3907','S163-19','Er', 'UB')
('AC12058-2022-11-01-3998','A223-2','uVlkcWR', 'LB')
('AC12058-2022-11-01-4003','A223-7','gXr', 'LB')
('AC12058-2022-11-01-4004','A223-8','KycwmsfFcqbSy', 'LB')
('SL22517-2022-11-01-3982','S166-22','pceJM', 'UB')
('AC04652-2022-11-01-4173','A232-15','EwLjZy', 'UB')
('AC22517-2022-11-01-4079','A227-11','zcJReARoqK', 'SL')
('AC04652-2022-11-02-4015','A224-1','Ykdzum', 'LB')
('SL22517-2022-11-02-3921','S164-9','oFZ', 'LB')
('SL04652-2022-11-01-3959','S165-23','rjkZUQQIFQ', 'SL')
('SL04652-2022-11-02-4037','S169-5','WyWdhmuazKILvib', 'MB')
('AC22517-2022-11-01-4082','A227-14','ACLwajBVJT', 'LB')
('SL22517-2022-11-02-3930','S164-18','roUhNjkSzuOsCO', 'MB')
('AC04652-2022-11-02-4027','A224-13','eDOAlQ', 'LB')
('AC12058-2022-11-01-4020','A224-6','LB', 'SU')
('SL04652-2022-11-02-4046','S169-14','MzCkpjTVEdIfV', 'UB')
('SL04652-2022-11-02-4047','S169-15','LayZmqE', 'SL')
('AC22517-2022-11-02-4017','A224-3','UzHoSIAFkfbgy', 'UB')
('SL22517-2022-11-01-4003','S167-19','bEAH', 'UB')
('AC04652-2022-11-02-4036','A225-4','CXtpsXxwJ', 'UB')
('SL04652-2022-11-01-4000','S167-16','HvPzBGuQjsZ', 'SU')
('AC22517-2022-11-01-4133','A230-11','bNNzvq', 'SL')
('AC12058-2022-11-01-4076','A227-8','MMJJYUrZfJAuWxVF', 'LB')
('SL04652-2022-11-01-4016','S168-8','CZhdQKzSfZwcjyTk', 'SU')
('AC04652-2022-11-01-4247','A236-17','CTssmlquVCtGwMya', 'SL')
('SL04652-2022-11-01-4017','S168-9','SJTVZbwi', 'LB')
('AC04652-2022-11-02-4085','A227-17','rLgQxupxZnugG', 'SL')
('AC12058-2022-11-01-4089','A228-3','lDQERGgMhYPGGbJ', 'UB')
('SL12058-2022-11-01-3957','S165-21','LuaBVOCnyOKZDqJ', 'MB')
('AC04652-2022-11-01-4259','A237-11','LG', 'SL')
('SL04652-2022-11-01-4039','S169-7','moJ', 'SL')
('AC04652-2022-11-02-4114','A229-10','ZpTZbuo', 'UB')
('SL22517-2022-11-01-4077','S170-21','SjCzbr', 'MB')
('AC22517-2022-11-01-4173','A232-15','xjFUQhgpjPDt', 'UB')
('SL04652-2022-11-01-4045','S169-13','PFRiisOO', 'MB')
('SL12058-2022-11-01-3979','S166-19','HVUk', 'UB')
('AC04652-2022-11-01-4315','A240-13','gktOnDpDJW', 'LB')
('AC22517-2022-11-01-4219','A235-7','RNRMh', 'LB')
('SL04652-2022-11-02-4160','S174-8','BNaKKvqBQB', 'SU')
('AC22517-2022-11-02-4189','A233-13','zmlOXGUylMr', 'LB')
('SL12058-2022-11-01-4077','S170-21','DYzKkDwQ', 'MB')
('SL04652-2022-11-02-4208','S176-8','YSowNvaV', 'SU')
('AC22517-2022-11-02-4199','A234-5','IpALFt', 'SL')
('AC22517-2022-11-01-4273','A238-7','T', 'LB')
('AC22517-2022-11-02-4204','A234-10','WB', 'UB')
('AC04652-2022-11-01-4399','A245-7','VcktX', 'LB')
('AC04652-2022-11-01-4400','A245-8','HpcAtNnFxdv', 'LB')
('AC04652-2022-11-02-4265','A237-17','w', 'SL')
('AC04652-2022-11-02-4320','A240-18','UwSpbl', 'SU')
('SL22517-2022-11-01-4257','S178-9','wdDDcuxYnvJI', 'LB')
('SL22517-2022-11-01-4258','S178-10','EiRDjRfhfuAiKz', 'MB')
('AC04652-2022-11-01-4474','A249-10','WySGz', 'UB')
('AC22517-2022-11-02-4297','A239-13','tdXIZugwXHqAAR', 'LB')
('AC04652-2022-11-01-4476','A249-12','LaO', 'SU')
('AC12058-2022-11-01-4317','A240-15','LT', 'UB')
('AC04652-2022-11-01-4490','A250-8','iPZDIZVOfvsiB', 'LB')
('AC04652-2022-11-02-4334','A241-14','UJozKbzGNuy', 'LB')
('SL12058-2022-11-01-4190','S175-14','FeBgDiq', 'UB')
('AC04652-2022-11-02-4338','A241-18','ySAlYVV', 'SU')
('AC12058-2022-11-01-4331','A241-11','rjNfGRwMQOETpmGI', 'SL')
('AC04652-2022-11-01-4496','A250-14','vj', 'LB')
('SL04652-2022-11-02-4314','S180-18','qgIjGmCsXKoMFV', 'MB')
('AC12058-2022-11-01-4335','A241-15','cQgDBIGeB', 'UB')
('AC22517-2022-11-02-4316','A240-14','UcLKLbqYKCgpfCh', 'LB')
('SL22517-2022-11-02-4226','S177-2','YTfmDXv', 'MB')
('SL12058-2022-11-01-4201','S176-1','QoOSBy', 'LB')
('SL04652-2022-11-01-4257','S178-9','gVsBGwURny', 'LB')
('AC04652-2022-11-02-4344','A242-6','e', 'SU')
('SL04652-2022-11-01-4259','S178-11','hVHrUyTLJ', 'UB')
('AC04652-2022-11-01-4505','A251-5','LmNRH', 'SL')
('SL04652-2022-11-02-4322','S181-2','wXsb', 'MB')
('SL22517-2022-11-02-4233','S177-9','xOnbVXoCjSwEbl', 'LB')
('AC04652-2022-11-01-4507','A251-7','sGvBRcYCyZnWo', 'LB')
('AC04652-2022-11-02-4349','A242-11','BKcZAqiwDmgqhD', 'SL')
('AC22517-2022-11-02-4342','A242-4','GjwyBsPrUhRc', 'UB')
('SL12058-2022-11-01-4217','S176-17','RwSPcTcC', 'LB')
('SL12058-2022-11-01-4221','S176-21','hhVVknFmgoFOt', 'MB')
('SL12058-2022-11-01-4227','S177-3','gXGANPrfWjDjVJg', 'UB')
('AC04652-2022-11-02-4366','A243-10','Cb', 'UB')
('SL22517-2022-11-01-4312','S180-16','nICHpvI', 'SU')
('AC12058-2022-11-01-4370','A243-14','qaXAtLyyOjkOoqUW', 'LB')
('SL22517-2022-11-02-4262','S178-14','LKORfYgPdu', 'UB')
('AC22517-2022-11-01-4426','A246-16','MhDyJnrAvLRH', 'UB')
('AC22517-2022-11-01-4430','A247-2','Jd', 'LB')
('AC22517-2022-11-02-4418','A246-8','CimHIvRzSSOShFvV', 'LB')
('SL04652-2022-11-02-4396','S184-4','LHMFoCfxyA', 'LB')
('AC22517-2022-11-01-4474','A249-10','HTog', 'UB')
('AC04652-2022-11-01-4579','A255-7','OJyyueqSsNN', 'LB')
('SL22517-2022-11-02-4318','S180-22','W', 'UB')
('SL22517-2022-11-01-4387','S183-19','cXVjFXSgvMLyFX', 'UB')
('AC22517-2022-11-01-4498','A250-16','vgwmT', 'UB')
('SL22517-2022-11-01-4388','S183-20','eOzRcehggANxLaX', 'LB')
('AC12058-2022-11-01-4448','A248-2','cGgyxlyyCKEL', 'LB')
('SL04652-2022-11-02-4420','S185-4','JRhCLiTI', 'LB')
('AC04652-2022-11-02-4472','A249-8','tJ', 'LB')
('SL22517-2022-11-01-4394','S184-2','kGwoFUKMl', 'MB')
