('SL04652-2022-11-02-2230','S93-22','dtPipLdvgGGSvqs', 'UB')
('AC22517-2022-11-01-12043','A670-1','fDVhsQSMfEIuyC', 'LB')
('AC12058-2022-11-01-12039','A669-15','cOynAkPhT', 'UB')
('AC04652-2022-11-01-12237','A680-15','VAX', 'UB')
('AC04652-2022-11-02-12048','A670-6','IG', 'SU')
('AC22517-2022-11-02-12016','A668-10','zd', 'UB')
('SL12058-2022-11-01-11821','S493-13','ALSsPdCQmUfmNUpp', 'MB')
('SL22517-2022-11-01-11875','S495-19','UvBvlNcjchPDBdVm', 'UB')
('AC22517-2022-11-01-12049','A670-7','oecOqJwS', 'LB')
('AC04652-2022-11-02-12052','A670-10','oQjq', 'UB')
('SL22517-2022-11-02-11953','S499-1','M', 'LB')
('SL22517-2022-11-01-11879','S495-23','klAuZ', 'SL')
('SL04652-2022-11-02-11942','S498-14','yRXmRRiYBe', 'UB')
('AC04652-2022-11-01-12243','A681-3','FEZixrDQkjtc', 'UB')
('SL22517-2022-11-02-11959','S499-7','B', 'SL')
('SL22517-2022-11-01-11893','S496-13','qfZXAs', 'MB')
('AC22517-2022-11-02-12034','A669-10','NRpBe', 'UB')
('SL22517-2022-11-02-11996','S500-20','XErMzDpJU', 'LB')
('SL22517-2022-11-02-11997','S500-21','QmhyVutzhwiWu', 'MB')
('SL22517-2022-11-02-11998','S500-22','HidOKMvlKyPjEH', 'UB')
('AC12058-2022-11-01-12100','A673-4','kkAIFnQcIjGv', 'UB')
('SL22517-2022-11-02-12000','S500-24','NBMdOwIBMfhlokQ', 'SU')
('SL04652-2022-11-01-11969','S499-17','bhCoAPP', 'LB')
('AC22517-2022-11-02-12069','A671-9','z', 'UB')
('SL04652-2022-11-02-11995','S500-19','SivhhfEEW', 'UB')
('SL04652-2022-11-02-12017','S501-17','DgdVLDgeivIDp', 'LB')
('AC22517-2022-11-01-12126','A674-12','pDRuA', 'SU')
('SL22517-2022-11-02-12037','S502-13','idlBgKEXILQ', 'MB')
('SL22517-2022-11-02-12038','S502-14','WUPJlWEcHsldniBi', 'UB')
('AC04652-2022-11-02-12134','A675-2','ntloVCMKOt', 'LB')
('AC22517-2022-11-01-12140','A675-8','CYLLJG', 'LB')
('AC04652-2022-11-01-12334','A686-4','IqeOUXdLCq', 'UB')
('AC12058-2022-11-01-12154','A676-4','SEfVM', 'UB')
('SL04652-2022-11-02-12031','S502-7','S', 'SL')
('AC12058-2022-11-01-12156','A676-6','DZCaYnw', 'SU')
('SL22517-2022-11-01-11968','S499-16','beorZzg', 'SU')
('SL04652-2022-11-01-12026','S502-2','BT', 'MB')
('AC22517-2022-11-02-12130','A674-16','YMrdoNxWvQ', 'UB')
('AC04652-2022-11-01-12344','A686-14','KVayA', 'LB')
('SL04652-2022-11-01-12027','S502-3','TPdAANAOrqQyE', 'UB')
('SL12058-2022-11-01-11918','S497-14','jY', 'UB')
('SL12058-2022-11-01-11919','S497-15','DAPI', 'SL')
('AC22517-2022-11-01-12154','A676-4','LBtPQkLg', 'UB')
('AC04652-2022-11-02-12156','A676-6','KCzwmeSw', 'SU')
('AC22517-2022-11-01-12155','A676-5','OpToXFhaCCThkC', 'SL')
('AC04652-2022-11-02-12158','A676-8','KPwmzNwkTQ', 'LB')
('AC04652-2022-11-02-12165','A676-15','azRGufY', 'UB')
('AC22517-2022-11-01-12166','A676-16','Y', 'UB')
('AC12058-2022-11-01-12182','A677-14','AsUalAffUr', 'LB')
('AC22517-2022-11-01-12172','A677-4','XajtCW', 'UB')
('SL04652-2022-11-01-12061','S503-13','ttiBvWRMg', 'MB')
('AC22517-2022-11-01-12193','A678-7','ojnLtb', 'LB')
('SL04652-2022-11-01-12078','S504-6','iELfUA', 'UB')
('AC12058-2022-11-01-12213','A679-9','KgBRIFMWcZm', 'UB')
('AC22517-2022-11-01-12198','A678-12','rLbbRTMUJyMV', 'SU')
('AC22517-2022-11-01-12200','A678-14','LcAiKb', 'LB')
('AC22517-2022-11-01-12201','A678-15','ffjkPtuncti', 'UB')
('SL04652-2022-11-02-12145','S507-1','TUwUoTLMPApBJ', 'LB')
('SL22517-2022-11-02-12158','S507-14','NPPTTNCnQV', 'UB')
('AC04652-2022-11-01-12433','A691-13','boyuettARt', 'LB')
('AC04652-2022-11-01-12437','A691-17','IdG', 'SL')
('SL22517-2022-11-01-12076','S504-4','XMpN', 'LB')
('AC22517-2022-11-01-12260','A682-2','C', 'LB')
('SL22517-2022-11-01-12083','S504-11','ACPImTBHITe', 'UB')
('AC12058-2022-11-01-12278','A683-2','JMpirz', 'LB')
('SL12058-2022-11-01-12098','S505-2','CIGommQzLzbBgqD', 'MB')
('SL22517-2022-11-02-12253','S511-13','QnpDvDLHhZ', 'MB')
('SL04652-2022-11-01-12231','S510-15','AfRgHqkMc', 'SL')
('AC22517-2022-11-02-12334','A686-4','iUzTgtOhwKhFf', 'UB')
('SL04652-2022-11-02-12255','S511-15','CZdKgbOwjldserbh', 'SL')
('AC22517-2022-11-02-12339','A686-9','PPeAiFYucbph', 'UB')
('AC04652-2022-11-01-12566','A699-2','RYvAazQJSoeTEfs', 'LB')
('SL04652-2022-11-02-12265','S512-1','KA', 'LB')
('AC22517-2022-11-02-12345','A686-15','GRUxbVGyGtwsoV', 'UB')
('SL04652-2022-11-02-12269','S512-5','uJrhbxtCGQPsKJX', 'MB')
('SL04652-2022-11-01-12242','S511-2','vIcesfnpP', 'MB')
('AC12058-2022-11-01-12390','A689-6','IMBszDDEBUfsTeml', 'SU')
('AC22517-2022-11-02-12381','A688-15','kslijZBt', 'UB')
('AC04652-2022-11-01-12629','A702-11','yPiX', 'SL')
('SL04652-2022-11-02-12375','S516-15','cTmOq', 'SL')
('SL12058-2022-11-01-12204','S509-12','cGaTf', 'LB')
('SL04652-2022-11-01-12357','S515-21','FImkK', 'MB')
('AC22517-2022-11-02-12463','A693-7','CYtRPgLiOTfeBZTI', 'LB')
('AC04652-2022-11-01-12690','A705-18','uRC', 'SU')
('SL12058-2022-11-01-12241','S511-1','YAZl', 'LB')
('AC22517-2022-11-02-12470','A693-14','jUivcjvJRTqIoxPb', 'LB')
('AC22517-2022-11-01-12502','A695-10','IMtRiGpkOrOWV', 'UB')
('AC22517-2022-11-01-12504','A695-12','kAEDKpje', 'SU')
('AC04652-2022-11-01-12705','A706-15','WEBmPDIZ', 'UB')
('AC22517-2022-11-01-12580','A699-16','OxGayHLYWfl', 'UB')
('SL12058-2022-11-01-12312','S513-24','EzVpVViCskssdKa', 'SU')
('AC04652-2022-11-01-12779','A710-17','FrJoWZMCTTVkFIrA', 'SL')
('SL04652-2022-11-01-12456','S519-24','PmUcWmitcMiyo', 'SU')
('AC04652-2022-11-02-12592','A700-10','cjDHGeAMg', 'UB')
('SL22517-2022-11-01-12391','S517-7','mjkAyXsDf', 'SL')
('AC12058-2022-11-01-12602','A701-2','IXkZNbfC', 'LB')
('AC12058-2022-11-01-12603','A701-3','OEDAKSOtXXEB', 'UB')
('AC22517-2022-11-01-12587','A700-5','OXEdqEzkkIcLi', 'SL')
('SL04652-2022-11-01-12463','S520-7','VS', 'SL')
('AC22517-2022-11-02-12546','A697-18','ltoFDuzlwnuPdZA', 'SU')
('AC04652-2022-11-01-12790','A711-10','p', 'UB')
('SL22517-2022-11-01-12401','S517-17','qEqXZHZDn', 'LB')
('SL04652-2022-11-01-12474','S520-18','WYfOkcohVCE', 'MB')
('AC22517-2022-11-02-12560','A698-14','ifUx', 'LB')
('SL22517-2022-11-02-12494','S521-14','VpjMoYHvGIPzfTf', 'UB')
('AC12058-2022-11-01-12621','A702-3','eqGByYFowQyUOV', 'UB')
('SL04652-2022-11-02-12508','S522-4','No', 'LB')
('AC22517-2022-11-01-12616','A701-16','yGgAGT', 'UB')
('SL12058-2022-11-01-12339','S515-3','mVZKaBSTGPhN', 'UB')
('AC04652-2022-11-02-12626','A702-8','v', 'LB')
('AC22517-2022-11-01-12628','A702-10','cTbSDb', 'UB')
('AC04652-2022-11-02-12629','A702-11','SSHxytrh', 'SL')
('AC22517-2022-11-02-12580','A699-16','YwuOqCUKgAwpp', 'UB')
('AC22517-2022-11-02-12581','A699-17','IElc', 'SL')
('AC22517-2022-11-02-12586','A700-4','ld', 'UB')
('AC22517-2022-11-01-12636','A702-18','UKdjGXTIMYUc', 'SU')
('AC22517-2022-11-02-12588','A700-6','KzmK', 'SU')
('SL12058-2022-11-01-12354','S515-18','th', 'MB')
('SL04652-2022-11-01-12513','S522-9','KHuo', 'LB')
('SL22517-2022-11-02-12542','S523-14','kTRJJndSxrniFoQA', 'UB')
('SL12058-2022-11-01-12390','S517-6','ullcJTdPzORzIr', 'UB')
('AC12058-2022-11-01-12671','A704-17','hVlInZOdHeCSWS', 'SL')
('SL12058-2022-11-01-12394','S517-10','adBe', 'MB')
('AC22517-2022-11-02-12631','A702-13','zhoHuJ', 'LB')
('SL12058-2022-11-01-12397','S517-13','sS', 'MB')
('AC12058-2022-11-01-12677','A705-5','piIutPna', 'SL')
('AC22517-2022-11-02-12638','A703-2','BQuNuAVqld', 'LB')
('AC22517-2022-11-01-12686','A705-14','uBCbDrsfNHpc', 'LB')
('AC22517-2022-11-02-12674','A705-2','WAjdgQTSDizDGmdi', 'LB')
('SL04652-2022-11-01-12615','S526-15','RVVnLylZkR', 'SL')
('SL12058-2022-11-01-12480','S520-24','pdkBQWrYQAlIsux', 'SU')
('SL04652-2022-11-01-12619','S526-19','vOySUD', 'UB')
('AC04652-2022-11-02-12755','A709-11','NvlrVQXnMZ', 'SL')
('AC04652-2022-11-02-12756','A709-12','ZOqlalsZPcEzJbc', 'SU')
('SL04652-2022-11-02-12667','S528-19','mM', 'UB')
('SL04652-2022-11-01-12642','S527-18','Rt', 'MB')
('SL04652-2022-11-01-12644','S527-20','XMrVmNEu', 'LB')
('AC04652-2022-11-02-12773','A710-11','orBVBZ', 'SL')
('AC04652-2022-11-01-12952','A720-10','WOjSJ', 'UB')
('SL22517-2022-11-02-12647','S527-23','Nw', 'SL')
('AC12058-2022-11-01-12793','A711-13','wn', 'LB')
('AC12058-2022-11-01-12794','A711-14','gk', 'LB')
('SL04652-2022-11-01-12649','S528-1','eccDtJLhEOTQGxjf', 'LB')
('SL12058-2022-11-01-12509','S522-5','J', 'MB')
('SL04652-2022-11-02-12681','S529-9','wv', 'LB')
('AC22517-2022-11-01-12810','A712-12','vHQSLXqQOk', 'SU')
('SL12058-2022-11-01-12513','S522-9','OqrKfDY', 'LB')
('AC04652-2022-11-01-12964','A721-4','qFrDxibrcnRlwbZC', 'UB')
('AC04652-2022-11-01-12965','A721-5','vsnXuiNDaFrZulMH', 'SL')
('SL04652-2022-11-01-12697','S530-1','yJsaBoknPXD', 'LB')
('SL12058-2022-11-01-12554','S524-2','LYukWKyyHbcST', 'MB')
('SL04652-2022-11-02-12727','S531-7','YtwvZp', 'SL')
('AC04652-2022-11-02-12884','A716-14','dAfGmJ', 'LB')
('AC22517-2022-11-02-12863','A715-11','qInkd', 'SL')
('AC04652-2022-11-01-13064','A726-14','jMwGxFYf', 'LB')
('AC22517-2022-11-02-12870','A715-18','VueOjzbns', 'SU')
('SL22517-2022-11-01-12699','S530-3','IACeAtHqQhXCrQN', 'UB')
('SL22517-2022-11-01-12700','S530-4','xgtLGEeIHJkCx', 'LB')
('SL12058-2022-11-01-12631','S527-7','Vcnca', 'SL')
('SL04652-2022-11-01-12779','S533-11','qgvSfOfIhalNp', 'UB')
('SL22517-2022-11-02-12769','S533-1','SUkYXfMTr', 'LB')
('SL12058-2022-11-01-12635','S527-11','oCcIfKbyId', 'UB')
('SL04652-2022-11-01-12784','S533-16','LDsk', 'SU')
('AC04652-2022-11-02-12924','A718-18','wpJrp', 'SU')
('AC12058-2022-11-01-12921','A718-15','UWIR', 'UB')
('AC04652-2022-11-01-13099','A728-13','GYiMpRJ', 'LB')
('AC04652-2022-11-02-12934','A719-10','LUcmyquCCPvl', 'UB')
('AC04652-2022-11-01-13107','A729-3','mz', 'UB')
('AC04652-2022-11-02-12938','A719-14','wxhJAlegBvbkIyfn', 'LB')
('SL04652-2022-11-01-12792','S533-24','wzOjSVqxtZf', 'SU')
('AC04652-2022-11-01-13168','A732-10','ApH', 'UB')
('SL12058-2022-11-01-12715','S530-19','XwrXMYeLNkter', 'UB')
('SL04652-2022-11-01-12853','S536-13','ov', 'MB')
('AC04652-2022-11-01-13173','A732-15','HXC', 'UB')
('AC04652-2022-11-02-13004','A723-8','rVUSKJCIf', 'LB')
('AC12058-2022-11-01-13002','A723-6','tRUQUNdEFBG', 'SU')
('SL22517-2022-11-02-12872','S537-8','KSams', 'SU')
('SL22517-2022-11-01-12806','S534-14','xiImC', 'UB')
('SL04652-2022-11-01-12876','S537-12','VrXUnVnAahchWJH', 'LB')
('AC04652-2022-11-01-13202','A734-8','gmzCPXhJ', 'LB')
('SL22517-2022-11-02-12881','S537-17','vbYQspcZwvMZJeT', 'LB')
('SL22517-2022-11-01-12817','S535-1','pULpLELSjAhCWoW', 'LB')
('SL04652-2022-11-01-12887','S537-23','ScCQBPur', 'SL')
('AC22517-2022-11-02-12994','A722-16','UlddbJEgsASsH', 'UB')
('SL12058-2022-11-01-12793','S534-1','cok', 'LB')
('SL12058-2022-11-01-12794','S534-2','g', 'MB')
('SL12058-2022-11-01-12795','S534-3','dNClviMmPxa', 'UB')
('SL04652-2022-11-01-12923','S539-11','XAtBQVsh', 'UB')
('SL12058-2022-11-01-12797','S534-5','msnN', 'MB')
('SL22517-2022-11-01-12856','S536-16','NAUvMv', 'SU')
('SL04652-2022-11-02-12939','S540-3','GE', 'UB')
('SL22517-2022-11-02-12923','S539-11','oSXceiuQhmQpi', 'UB')
('AC04652-2022-11-02-13077','A727-9','bS', 'UB')
('AC22517-2022-11-02-13024','A724-10','GzcBLCPyxyoM', 'UB')
('SL22517-2022-11-02-12949','S540-13','jZnMaFiFlyskPzio', 'MB')
('SL04652-2022-11-01-12955','S540-19','BrXZbXCRO', 'UB')
('AC04652-2022-11-02-13114','A729-10','NmcLap', 'UB')
('AC12058-2022-11-01-13072','A727-4','tOFIenklXTGv', 'UB')
('SL22517-2022-11-01-12885','S537-21','WfgxvftyLwuOi', 'MB')
('AC04652-2022-11-02-13117','A729-13','WFncd', 'LB')
('AC12058-2022-11-01-13077','A727-9','zwYLKODSIotm', 'UB')
('AC12058-2022-11-01-13078','A727-10','GvtrGSVa', 'UB')
('AC04652-2022-11-01-13272','A738-6','SPPvgx', 'SU')
('SL04652-2022-11-01-12964','S541-4','qYyUsSjvlsgiBluE', 'LB')
('SL04652-2022-11-01-12990','S542-6','BnosrpJRBSeStg', 'UB')
('AC12058-2022-11-01-13106','A729-2','sWueOkJdqxQuKnLW', 'LB')
('SL22517-2022-11-01-12912','S538-24','dGDFGWKbtCAoI', 'SU')
('SL04652-2022-11-02-13012','S543-4','Ig', 'LB')
('SL04652-2022-11-02-13017','S543-9','w', 'LB')
('SL04652-2022-11-01-13000','S542-16','KvSlDMWzbKdJDGZi', 'SU')
('SL04652-2022-11-02-13024','S543-16','oTQiFUljku', 'SU')
('SL04652-2022-11-02-13025','S543-17','ZpKu', 'LB')
('AC12058-2022-11-01-13120','A729-16','kidSRagDUPmyny', 'UB')
('SL22517-2022-11-02-12996','S542-12','JIzuaDhgRDyBfiI', 'LB')
('AC04652-2022-11-01-13308','A740-6','deZlAESqd', 'SU')
('AC22517-2022-11-02-13090','A728-4','IkM', 'UB')
('AC04652-2022-11-01-13312','A740-10','gaJDtHDtdq', 'UB')
('AC04652-2022-11-01-13313','A740-11','qLkzP', 'SL')
('AC12058-2022-11-01-13129','A730-7','a', 'LB')
('AC04652-2022-11-02-13165','A732-7','NYtTeUDlN', 'LB')
('AC04652-2022-11-01-13322','A741-2','u', 'LB')
('AC12058-2022-11-01-13135','A730-13','RDaysO', 'LB')
('AC22517-2022-11-01-13174','A732-16','UWvyE', 'UB')
('AC04652-2022-11-01-13334','A741-14','OOYoxhbQeRTIqvWf', 'LB')
('SL22517-2022-11-02-13016','S543-8','KAxaaClax', 'SU')
('SL04652-2022-11-02-13038','S544-6','mmfLPJ', 'UB')
('AC12058-2022-11-01-13144','A731-4','hJtYzNMAbN', 'UB')
('SL22517-2022-11-02-13019','S543-11','gXQPwoAB', 'UB')
('SL22517-2022-11-01-12950','S540-14','j', 'UB')
('AC04652-2022-11-02-13178','A733-2','dzkjTix', 'LB')
('SL04652-2022-11-01-13025','S543-17','sMkRPWfwn', 'LB')
('SL22517-2022-11-02-13021','S543-13','LlcebonpGRy', 'MB')
('SL12058-2022-11-01-12881','S537-17','QIBAUZZDBH', 'LB')
('SL04652-2022-11-01-13031','S543-23','NPQocWUoxFCd', 'SL')
('SL22517-2022-11-01-12956','S540-20','yqGzWkdmKetNU', 'LB')
('AC22517-2022-11-01-13194','A733-18','kCjY', 'SU')
('AC04652-2022-11-02-13186','A733-10','aSDhwWCywOyhO', 'UB')
('AC04652-2022-11-01-13353','A742-15','coCdQtAau', 'UB')
('SL22517-2022-11-01-12961','S541-1','lWVXZGZIxL', 'LB')
('SL04652-2022-11-02-13053','S544-21','rNjGxUDVGFPljicm', 'MB')
('AC22517-2022-11-01-13196','A734-2','svwEwoaQ', 'LB')
('SL04652-2022-11-02-13056','S544-24','cYXjRSHECVNrR', 'SU')
('SL22517-2022-11-01-12966','S541-6','dnPgmVeKUa', 'UB')
('SL22517-2022-11-02-13044','S544-12','BXXQiXbyQcfugu', 'LB')
('SL22517-2022-11-02-13054','S544-22','miFKPxIg', 'UB')
('AC22517-2022-11-02-13145','A731-5','HLXcQNizC', 'SL')
('AC04652-2022-11-02-13211','A734-17','bcwIchYLzkbe', 'SL')
('SL04652-2022-11-01-13059','S545-3','umjM', 'UB')
('SL22517-2022-11-01-12988','S542-4','cZ', 'LB')
('AC22517-2022-11-01-13243','A736-13','DduSMDt', 'LB')
('AC22517-2022-11-01-13265','A737-17','vgYSIdxK', 'SL')
('SL22517-2022-11-01-13026','S543-18','xNBsTTtkpTn', 'MB')
('AC22517-2022-11-02-13236','A736-6','TnvNHyXoVtV', 'SU')
('SL22517-2022-11-01-13064','S545-8','AZDIcPcDdj', 'SU')
('AC04652-2022-11-02-13287','A739-3','Z', 'UB')
('SL22517-2022-11-02-13145','S548-17','LU', 'LB')
('AC04652-2022-11-02-13305','A740-3','pFsWVbIWULKZ', 'UB')
('AC04652-2022-11-01-13488','A750-6','NbpGhRQMZ', 'SU')
('SL04652-2022-11-02-13164','S549-12','mxmDTQvbjM',
