('AC04652-2022-11-02-7','A1-7','YTd', 'LB')
('AC12058-2022-11-01-5492','A306-2','vcfr', 'LB')
('AC04652-2022-11-01-5528','A308-2','XmTad', 'LB')
('AC22517-2022-11-02-5591','A311-11','tQxWFdGRB', 'SL')
('SL04652-2022-11-01-5507','S230-11','zQlpCpS', 'UB')
('SL12058-2022-11-01-5489','S229-17','fM', 'LB')
('SL04652-2022-11-02-5476','S229-4','xwAkO', 'LB')
('SL04652-2022-11-01-5516','S230-20','KycCKsZXCbrOW', 'LB')
('SL22517-2022-11-02-5569','S233-1','Con', 'LB')
('AC04652-2022-11-02-5412','A301-12','hO', 'SU')
('SL22517-2022-11-01-5502','S230-6','EfKEpNwi', 'UB')
('AC22517-2022-11-01-5395','A300-13','ikLtUOLsKoZfAUP', 'LB')
('SL22517-2022-11-02-5575','S233-7','zuQfeyLj', 'SL')
('AC04652-2022-11-02-5422','A302-4','GeyRFlwmSWx', 'UB')
('AC04652-2022-11-01-5544','A308-18','QKlSzCcyxBMnypu', 'SU')
('AC12058-2022-11-01-5510','A307-2','ktvXKO', 'LB')
('SL04652-2022-11-02-5489','S229-17','UTDYiwuV', 'LB')
('AC04652-2022-11-01-5550','A309-6','JgQzvqPUpqgfgb', 'SU')
('AC12058-2022-11-01-5512','A307-4','KwoUqe', 'UB')
('SL22517-2022-11-02-5582','S233-14','BKflVDXxmGReY', 'UB')
('SL22517-2022-11-01-5531','S231-11','jEgHKdY', 'UB')
('AC04652-2022-11-02-5453','A303-17','KoRihxTSoil', 'SL')
('SL04652-2022-11-01-5554','S232-10','REhqZWRnz', 'MB')
('SL22517-2022-11-01-5534','S231-14','QGo', 'UB')
('SL04652-2022-11-01-5556','S232-12','XMHKxoPWse', 'LB')
('AC04652-2022-11-02-5456','A304-2','wxcJPtmzKL', 'LB')
('SL22517-2022-11-02-5611','S234-19','wczhWSOiaCLRf', 'UB')
('AC22517-2022-11-01-5431','A302-13','sRHvM', 'LB')
('SL04652-2022-11-02-5533','S231-13','KVHWB', 'MB')
('SL12058-2022-11-01-5539','S231-19','MdyF', 'UB')
('SL12058-2022-11-01-5541','S231-21','XDr', 'MB')
('SL22517-2022-11-02-5617','S235-1','hZ', 'LB')
('AC04652-2022-11-02-5467','A304-13','WGDWQRwDACoqOZS', 'LB')
('AC12058-2022-11-01-5561','A309-17','UkUExx', 'SL')
('SL12058-2022-11-01-5552','S232-8','XQKGFgslVR', 'SU')
('SL22517-2022-11-02-5631','S235-15','EgTFEbeEZCDqtJgD', 'SL')
('AC04652-2022-11-02-5475','A305-3','HDOLPpEWcjSiMG', 'UB')
('SL22517-2022-11-02-5634','S235-18','XaxM', 'MB')
('AC04652-2022-11-01-5596','A311-16','W', 'UB')
('SL22517-2022-11-02-5636','S235-20','yg', 'LB')
('AC12058-2022-11-01-5568','A310-6','SwFnhEljTTrqYg', 'SU')
('AC22517-2022-11-02-5668','A315-16','Nsj', 'UB')
('SL04652-2022-11-02-5553','S232-9','uAEJTFASsbDWZvc', 'LB')
('SL12058-2022-11-01-5562','S232-18','NAEG', 'MB')
('SL22517-2022-11-02-5645','S236-5','Pv', 'MB')
('SL22517-2022-11-01-5568','S232-24','VuJ', 'SU')
('AC22517-2022-11-01-5457','A304-3','vffTUOXhuoXKlm', 'UB')
('SL22517-2022-11-02-5651','S236-11','lYnnxjgEuJAYGIXv', 'UB')
('SL12058-2022-11-01-5568','S232-24','cmLmHE', 'SU')
('SL12058-2022-11-01-5569','S233-1','bKjD', 'LB')
('SL12058-2022-11-01-5570','S233-2','SavgXe', 'MB')
('SL12058-2022-11-01-5571','S233-3','pUrFQTjtdXPAhcs', 'UB')
('AC04652-2022-11-01-5614','A312-16','LUkGYgmUFfkK', 'UB')
('SL22517-2022-11-02-5660','S236-20','lmRfHcggVfRWKVeg', 'LB')
('SL22517-2022-11-02-5661','S236-21','IdildiKpvv', 'MB')
('AC22517-2022-11-02-5688','A316-18','BFoIrkmsryOnM', 'SU')
('AC04652-2022-11-01-5624','A313-8','KIuKGiSRSPFMBR', 'LB')
('AC22517-2022-11-01-5473','A305-1','hyqdLSOg', 'LB')
('SL12058-2022-11-01-5588','S233-20','c', 'LB')
('AC22517-2022-11-02-5698','A317-10','uTGmoLHMIOGNQ', 'UB')
('SL04652-2022-11-01-5610','S234-18','buh', 'MB')
('AC22517-2022-11-02-5703','A317-15','DqaAtXEFpOakA', 'UB')
('AC22517-2022-11-01-5480','A305-8','YFyfOQEBpUjxRTUb', 'LB')
('SL04652-2022-11-01-5613','S234-21','tFm', 'MB')
('AC12058-2022-11-01-5610','A312-12','YSAJh', 'SU')
('AC22517-2022-11-01-5483','A305-11','EHEk', 'SL')
('AC12058-2022-11-01-5613','A312-15','QnWNQb', 'UB')
('AC22517-2022-11-01-5485','A305-13','ZuIsWHhCU', 'LB')
('AC12058-2022-11-01-5615','A312-17','BuUAz', 'SL')
('AC12058-2022-11-01-5617','A313-1','WrPVkeLr', 'LB')
('AC12058-2022-11-01-5618','A313-2','YxRydaRJx', 'LB')
('SL22517-2022-11-01-5609','S234-17','K', 'LB')
('AC22517-2022-11-02-5718','A318-12','TNnAHCcjkroJJ', 'SU')
('AC04652-2022-11-02-5526','A307-18','gHNC', 'SU')
('SL04652-2022-11-01-5623','S235-7','LgTyjj', 'SL')
('SL04652-2022-11-02-5594','S234-2','vGkhftJYaGUq', 'MB')
('SL04652-2022-11-02-5595','S234-3','defOWRPSSqqYtAlM', 'UB')
('SL22517-2022-11-02-5696','S238-8','D', 'SU')
('AC22517-2022-11-02-5721','A318-15','EKhHiTbUWoC', 'UB')
('AC22517-2022-11-02-5722','A318-16','ckR', 'UB')
('SL04652-2022-11-02-5599','S234-7','rhZKmgdROcwdWQ', 'SL')
('SL04652-2022-11-01-5628','S235-12','dFBnFrMHRmH', 'LB')
('SL12058-2022-11-01-5610','S234-18','uOLaTMBagFSCHYAE', 'MB')
('AC04652-2022-11-01-5654','A315-2','rStVnlzAVK', 'LB')
('AC12058-2022-11-01-5634','A313-18','GYWkYavWRH', 'SU')
('AC22517-2022-11-02-5726','A319-2','OzxDV', 'LB')
('SL22517-2022-11-01-5615','S234-23','jZXr', 'SL')
('AC12058-2022-11-01-5636','A314-2','kPKeXrZjfSq', 'LB')
('AC22517-2022-11-02-5730','A319-6','WeRtmzzsPd', 'SU')
('SL12058-2022-11-01-5618','S235-2','xK', 'MB')
('AC04652-2022-11-02-5538','A308-12','fjP', 'SU')
('AC12058-2022-11-01-5679','A316-9','JFtWJJslVEb', 'UB')
('AC04652-2022-11-02-5578','A310-16','nNZWiNz', 'UB')
('SL12058-2022-11-01-5649','S236-9','xUETCSwc', 'LB')
('SL12058-2022-11-01-5652','S236-12','kbc', 'LB')
('SL04652-2022-11-01-5675','S237-11','KbwkOtXPehwPjd', 'UB')
('SL04652-2022-11-02-5655','S236-15','JgzjRRJhJW', 'SL')
('SL12058-2022-11-01-5658','S236-18','aiTwhGotmRZ', 'MB')
('SL04652-2022-11-01-5678','S237-14','JciNvRumf', 'UB')
('AC22517-2022-11-02-5775','A321-15','PXXasrJOvCZz', 'UB')
('AC04652-2022-11-01-5715','A318-9','uUeASw', 'UB')
('AC04652-2022-11-02-5599','A312-1','zJvCBwMtZkfaLLT', 'LB')
('AC12058-2022-11-01-5713','A318-7','aUc', 'LB')
('AC12058-2022-11-01-5717','A318-11','kgQzMHFgOXOh', 'SL')
('SL12058-2022-11-01-5683','S237-19','UDz', 'UB')
('AC22517-2022-11-01-5591','A311-11','IcoEeZjggDkzO', 'SL')
('SL22517-2022-11-01-5687','S237-23','r', 'SL')
('SL22517-2022-11-01-5688','S237-24','yQXbFCqiYrNPlu', 'SU')
('SL04652-2022-11-01-5714','S239-2','YDWIeCRvXU', 'MB')
('AC04652-2022-11-01-5748','A320-6','qVywmCkRPcamhgZe', 'SU')
('SL12058-2022-11-01-5699','S238-11','AjBqkfWKlFV', 'UB')
('AC04652-2022-11-01-5767','A321-7','cXxnU', 'LB')
('SL22517-2022-11-01-5703','S238-15','bLlEBruYizTBJb', 'SL')
('SL12058-2022-11-01-5703','S238-15','yTywMydFTUYj', 'SL')
('AC04652-2022-11-02-5643','A314-9','WsvtRPy', 'UB')
('SL22517-2022-11-01-5711','S238-23','plvKxCSQAtmOE', 'SL')
('SL22517-2022-11-01-5712','S238-24','ZhxhmDP', 'SU')
('SL22517-2022-11-01-5713','S239-1','vnsgGRsNRv', 'LB')
('AC04652-2022-11-01-5775','A321-15','MBWrQm', 'UB')
('AC12058-2022-11-01-5761','A321-1','WQrjzthAr', 'LB')
('AC22517-2022-11-01-5617','A313-1','JeFcAZtHdiYHS', 'LB')
('SL22517-2022-11-02-5799','S242-15','NspMMrmCkyGontnR', 'SL')
('AC22517-2022-11-02-5837','A325-5','tBl', 'SL')
('AC04652-2022-11-01-5781','A322-3','iUgbNWAp', 'UB')
('SL22517-2022-11-02-5802','S242-18','FwhpjQfRbLAk', 'MB')
('SL04652-2022-11-01-5755','S240-19','ZV', 'UB')
('AC04652-2022-11-02-5658','A315-6','XsHruleO', 'SU')
('AC04652-2022-11-01-5783','A322-5','sphSHyqZICiDBD', 'SL')
('AC04652-2022-11-01-5785','A322-7','hxvOGBZZZgxOYUo', 'LB')
('AC04652-2022-11-02-5662','A315-10','whSULOEfwowhij', 'UB')
('SL04652-2022-11-01-5762','S241-2','cOJ', 'MB')
('AC04652-2022-11-01-5789','A322-11','VluwssBy', 'SL')
('AC04652-2022-11-01-5790','A322-12','aMPsTsaJjlXuvG', 'SU')
('AC04652-2022-11-01-5791','A322-13','aXehe', 'LB')
('AC22517-2022-11-01-5633','A313-17','rc', 'SL')
('SL22517-2022-11-02-5813','S243-5','NvtGzEXzQaF', 'MB')
('AC04652-2022-11-01-5793','A322-15','IIvyRlNjnvBBNo', 'UB')
('AC04652-2022-11-02-5669','A315-17','cSimKivZnrm', 'SL')
('AC04652-2022-11-02-5670','A315-18','agaabKkcxMHCWSQU', 'SU')
('AC04652-2022-11-02-5671','A316-1','QkA', 'LB')
('AC04652-2022-11-01-5794','A322-16','fVmlCZ', 'UB')
('AC04652-2022-11-02-5678','A316-8','wcJOVLbVaKWa', 'LB')
('SL04652-2022-11-01-5823','S243-15','SDW', 'SL')
('SL22517-2022-11-02-5884','S246-4','mogpKLbmKA', 'LB')
('SL22517-2022-11-02-5885','S246-5','PFqftxAauEe', 'MB')
('AC22517-2022-11-02-5916','A329-12','WAdZJGtZIfMIjF', 'SU')
('SL22517-2022-11-02-5888','S246-8','wSnBSrbZQy', 'SU')
('AC22517-2022-11-02-5917','A329-13','ksZzuW', 'LB')
('AC22517-2022-11-02-5918','A329-14','DQ', 'LB')
('AC04652-2022-11-01-5872','A327-4','NBBfQGgRC', 'UB')
('SL22517-2022-11-02-5892','S246-12','fcHxXITbIJGd', 'LB')
('SL22517-2022-11-01-5836','S244-4','LmejAHdqRvK', 'LB')
('SL22517-2022-11-01-5838','S244-6','nKgpNKugdECXimaM', 'UB')
('AC04652-2022-11-02-5803','A323-7','M', 'LB')
('AC22517-2022-11-01-5788','A322-10','OznYXzqu', 'UB')
('AC12058-2022-11-01-5920','A329-16','NELLTyxO', 'UB')
('AC12058-2022-11-01-5921','A329-17','rffgKTh', 'SL')
('SL22517-2022-11-02-5959','S249-7','VqYidrADfwNZNlZG', 'SL')
('AC22517-2022-11-01-5796','A322-18','jEyA', 'SU')
('AC04652-2022-11-01-5941','A331-1','HJHXc', 'LB')
('AC04652-2022-11-02-5830','A324-16','j', 'UB')
('SL22517-2022-11-01-5870','S245-14','lA', 'UB')
('AC12058-2022-11-01-5939','A330-17','MbEBBxfj', 'SL')
('SL12058-2022-11-01-5887','S246-7','wu', 'SL')
('AC04652-2022-11-01-5960','A332-2','NtAhHeonAKrbZ', 'LB')
('AC12058-2022-11-01-5941','A331-1','AzhXHzkIL', 'LB')
('AC04652-2022-11-01-5964','A332-6','vlEzsO', 'SU')
('SL04652-2022-11-01-5912','S247-8','TASXHgNuOxg', 'SU')
('SL22517-2022-11-01-5887','S246-7','kJAQYSMGCRnmYRp', 'SL')
('SL12058-2022-11-01-5892','S246-12','XAemazLLPZIaTk', 'LB')
('SL12058-2022-11-01-5895','S246-15','GLBwEefFadSAIT', 'SL')
('AC22517-2022-11-02-6048','A336-18','mKrNHkA', 'SU')
('AC04652-2022-11-01-6003','A334-9','ZABeYWuZSi', 'UB')
('AC04652-2022-11-01-6012','A334-18','PfammZR', 'SU')
('SL22517-2022-11-01-5949','S248-21','fpQNapr', 'MB')
('SL04652-2022-11-01-5964','S249-12','FKHwdskVGFKA', 'LB')
('AC22517-2022-11-01-5888','A328-2','nFdZFCRp', 'LB')
('AC04652-2022-11-02-5938','A330-16','oFeAM', 'UB')
('SL04652-2022-11-02-6002','S251-2','sWqspHhKRzuv', 'MB')
('AC22517-2022-11-01-5929','A330-7','gLUviYRDI', 'LB')
('AC04652-2022-11-02-5950','A331-10','z', 'UB')
('AC22517-2022-11-02-6122','A341-2','TjBhvGYEky', 'LB')
('SL04652-2022-11-02-6006','S251-6','oba', 'UB')
('SL22517-2022-11-02-6099','S255-3','BiXTKfrLyPPVXj', 'UB')
('AC22517-2022-11-02-6125','A341-5','cKZaslBGszTtIwQW', 'SL')
('AC22517-2022-11-02-6127','A341-7','LsxeWRqUtOTu', 'LB')
('SL12058-2022-11-01-5996','S250-20','bRhTJtWcIMaYbiB', 'LB')
('SL12058-2022-11-01-5998','S250-22','fqDtAnQqTg', 'UB')
('AC04652-2022-11-02-5972','A332-14','W', 'LB')
('SL04652-2022-11-01-6012','S251-12','u', 'LB')
('SL12058-2022-11-01-6006','S251-6','iFCOqyviTkOmCM', 'UB')
('AC22517-2022-11-02-6139','A342-1','acshMD', 'LB')
('SL22517-2022-11-02-6117','S255-21','buCgm', 'MB')
('AC04652-2022-11-01-6099','A339-15','IDiRkrLT', 'UB')
('SL04652-2022-11-02-6029','S252-5','dhuDXWN', 'MB')
('SL12058-2022-11-01-6014','S251-14','e', 'UB')
('SL22517-2022-11-01-6006','S251-6','ebAsNRm', 'UB')
('AC04652-2022-11-01-6102','A339-18','pMo', 'SU')
('SL04652-2022-11-01-6020','S251-20','lpbC', 'LB')
('AC04652-2022-11-02-5988','A333-12','Gbw', 'SU')
('SL22517-2022-11-02-6124','S256-4','PIlObZ', 'LB')
('AC22517-2022-11-01-5956','A331-16','pTnYnvrmCepyGnK', 'UB')
('SL22517-2022-11-01-6011','S251-11','jN', 'UB')
('AC22517-2022-11-01-5958','A331-18','lGDKwkCscEBIYc', 'SU')
('AC22517-2022-11-01-5959','A332-1','DmkPFnlVpIeDVD', 'LB')
('AC04652-2022-11-02-5999','A334-5','DozWLRMQVNyb', 'SL')
('AC04652-2022-11-01-6114','A340-12','oxqDtTQ', 'SU')
('AC22517-2022-11-01-5969','A332-11','BDCGfKRUyXxMlUe', 'SL')
('SL12058-2022-11-01-6037','S252-13','cDPOshJCKcL', 'MB')
('SL04652-2022-11-01-6041','S252-17','EufJ', 'LB')
('SL04652-2022-11-01-6042','S252-18','ErgZfDlEiMTvGucD', 'MB')
('AC04652-2022-11-02-6006','A334-12','UILBRw', 'SU')
('SL04652-2022-11-02-6058','S253-10','zlcgMZtoOuYx', 'MB')
('SL04652-2022-11-02-6060','S253-12','kMXdESI', 'LB')
('AC22517-2022-11-02-6171','A343-15','rpXqkleZitYD', 'UB')
('AC22517-2022-11-01-5975','A332-17','DOULniiTCwiuIOYG', 'SL')
('AC04652-2022-11-01-6122','A341-2','LkiYXCMBFEDrO', 'LB')
('SL22517-2022-11-02-6145','S257-1','NoxKeuCTJ', 'LB')
('AC22517-2022-11-02-6174','A343-18','MvfwWXqRRb', 'SU')
('AC12058-2022-11-01-6088','A339-4','cTMwHNqSTnL', 'UB')
('AC04652-2022-11-02-6019','A335-7','ZYxelo', 'LB')
('SL22517-2022-11-01-6044','S252-20','CeN', 'LB')
('AC04652-2022-11-01-6128','A341-8','bmbjzCBMpWRghMOz', 'LB')
('AC22517-2022-11-02-6178','A344-4','QLBWjlCw', 'UB')
('AC22517-2022-11-02-6179','A344-5','fWYvAaRtRyRRr', 'SL')
