('AC22517-2022-11-01-2208','A123-12','JXszNdqMPowwP', 'SU')
('SL12058-2022-11-01-11650','S486-10','pxofMsF', 'MB')
('SL22517-2022-11-02-11781','S491-21','U', 'MB')
('SL12058-2022-11-01-11655','S486-15','JbKxHioD', 'SL')
('SL22517-2022-11-01-11694','S488-6','VcVEraeJIgrmA', 'UB')
('SL22517-2022-11-01-11695','S488-7','nxivDGGENwKJKzF', 'SL')
('SL22517-2022-11-02-11788','S492-4','GPw', 'LB')
('AC22517-2022-11-02-11833','A658-7','fltBQChKnZsJ', 'LB')
('SL22517-2022-11-01-11718','S489-6','ZkYYMkXEuoc', 'UB')
('SL04652-2022-11-02-11817','S493-9','UVSw', 'LB')
('SL22517-2022-11-02-11863','S495-7','ssUlSw', 'SL')
('SL04652-2022-11-01-11821','S493-13','zjdCkiMO', 'MB')
('SL22517-2022-11-02-11872','S495-16','peQtwpzhRfAzjn', 'SU')
('SL22517-2022-11-01-11846','S494-14','ZAvOwMOR', 'UB')
('SL04652-2022-11-01-11872','S495-16','b', 'SU')
('AC22517-2022-11-02-11979','A666-9','qBsyRjR', 'UB')
('AC12058-2022-11-01-12009','A668-3','GnlbjvFgcWOCSZ', 'UB')
('AC22517-2022-11-01-12016','A668-10','GCYInAcAg', 'UB')
('AC12058-2022-11-01-12011','A668-5','Gbq', 'SL')
('AC22517-2022-11-01-12018','A668-12','OrGNdBogD', 'SU')
('SL12058-2022-11-01-11795','S492-11','xkpDBWFfBRFgVq', 'UB')
('AC04652-2022-11-02-12085','A672-7','FmEqTDSpmv', 'LB')
('SL04652-2022-11-01-11952','S498-24','qMAZ', 'SU')
('AC04652-2022-11-01-12268','A682-10','ZSdkGapOLYLruE', 'UB')
('AC04652-2022-11-01-12269','A682-11','VwyUj', 'SL')
('AC04652-2022-11-01-12270','A682-12','zCIXS', 'SU')
('AC22517-2022-11-01-12090','A672-12','MJskLRUxpovuPKA', 'SU')
('AC22517-2022-11-01-12091','A672-13','noxlBIiiYgMssjI', 'LB')
('SL12058-2022-11-01-11858','S495-2','cgZHOGyEaRkdO', 'MB')
('SL04652-2022-11-02-11984','S500-8','m', 'SU')
('SL22517-2022-11-01-11918','S497-14','lcb', 'UB')
('SL12058-2022-11-01-11861','S495-5','xMO', 'MB')
('AC12058-2022-11-01-12094','A672-16','SggiAwFyqz', 'UB')
('AC12058-2022-11-01-12096','A672-18','FKsiHDSJatuzTpu', 'SU')
('AC22517-2022-11-01-12100','A673-4','roOUNbBBHjUf', 'UB')
('AC04652-2022-11-01-12286','A683-10','HcqobRekP', 'UB')
('SL12058-2022-11-01-11869','S495-13','myfisdW', 'MB')
('AC04652-2022-11-01-12300','A684-6','OEFgLlig', 'SU')
('AC22517-2022-11-01-12116','A674-2','hcnXQMT', 'LB')
('AC12058-2022-11-01-12118','A674-4','QRzkqJlCeYjO', 'UB')
('AC04652-2022-11-02-12119','A674-5','QIxNm', 'SL')
('SL04652-2022-11-01-12048','S502-24','jA', 'SU')
('AC04652-2022-11-02-12172','A677-4','wVDWslB', 'UB')
('AC22517-2022-11-02-12148','A675-16','RXdiKcEHMCpnGw', 'UB')
('AC04652-2022-11-02-12179','A677-11','pXQvClX', 'SL')
('SL12058-2022-11-01-11942','S498-14','RWhfSJKRdzY', 'UB')
('SL12058-2022-11-01-11943','S498-15','RjzLzTrQR', 'SL')
('SL12058-2022-11-01-11945','S498-17','fiHfJafEWGCZ', 'LB')
('SL12058-2022-11-01-11946','S498-18','dPNXmZgeBJOwpguF', 'MB')
('AC22517-2022-11-01-12192','A678-6','ejOJBoInQWqHi', 'SU')
('AC12058-2022-11-01-12219','A679-15','VlqqLa', 'UB')
('SL22517-2022-11-01-12016','S501-16','OJobUYpnQRzq', 'SU')
('SL04652-2022-11-01-12086','S504-14','hcOaSGjLUrRKfSt', 'UB')
('AC04652-2022-11-01-12385','A689-1','ZtSlJNFXF', 'LB')
('AC04652-2022-11-01-12386','A689-2','pJJ', 'LB')
('SL22517-2022-11-02-12112','S505-16','xLNqeKXFXivoBWXM', 'SU')
('SL04652-2022-11-02-12105','S505-9','PikJvpAW', 'LB')
('SL04652-2022-11-02-12106','S505-10','tsbobdjln', 'MB')
('AC22517-2022-11-01-12219','A679-15','QIFwyrtMD', 'UB')
('SL22517-2022-11-02-12122','S506-2','Oo', 'MB')
('SL22517-2022-11-02-12123','S506-3','PlCsfqegpSztnSO', 'UB')
('AC22517-2022-11-01-12221','A679-17','PsdTegmf', 'SL')
('AC22517-2022-11-02-12193','A678-7','DsDaTBKvm', 'LB')
('AC22517-2022-11-02-12194','A678-8','hMHCrqQheE', 'LB')
('SL04652-2022-11-02-12113','S505-17','UVtXagCtTwyz', 'LB')
('SL04652-2022-11-01-12111','S505-15','vanDf', 'SL')
('SL22517-2022-11-01-12059','S503-11','eypZdiEwb', 'UB')
('AC12058-2022-11-01-12260','A682-2','ubfwQNZNqhb', 'LB')
('AC04652-2022-11-01-12416','A690-14','XLmcYrG', 'LB')
('SL12058-2022-11-01-11997','S500-21','pVJkTDCzdkXUgd', 'MB')
('AC22517-2022-11-01-12250','A681-10','hYwZsqkSCodZbgSc', 'UB')
('SL12058-2022-11-01-12001','S501-1','rMSfCfq', 'LB')
('SL04652-2022-11-02-12138','S506-18','qulPXKQgD', 'MB')
('SL04652-2022-11-01-12122','S506-2','Go', 'MB')
('AC04652-2022-11-01-12425','A691-5','HyZ', 'SL')
('SL22517-2022-11-02-12155','S507-11','sbdZWTBFBvbmuQXT', 'UB')
('SL04652-2022-11-01-12126','S506-6','DZ', 'UB')
('AC04652-2022-11-01-12431','A691-11','tarPSKeH', 'SL')
('AC04652-2022-11-01-12432','A691-12','sQjBbaha', 'SU')
('AC04652-2022-11-01-12439','A692-1','flEjybu', 'LB')
('AC22517-2022-11-02-12266','A682-8','waIDMhmJmHCVa', 'LB')
('SL12058-2022-11-01-12042','S502-18','JWEUemI', 'MB')
('SL12058-2022-11-01-12045','S502-21','JwoIBbqiMg', 'MB')
('SL04652-2022-11-02-12196','S509-4','CKHmRxHRJA', 'LB')
('AC22517-2022-11-01-12337','A686-7','UedgayBnNFc', 'LB')
('SL04652-2022-11-01-12212','S509-20','BOERc', 'LB')
('AC04652-2022-11-01-12528','A696-18','eXghMMTRMR', 'SU')
('SL04652-2022-11-01-12215','S509-23','kuvVPDnT', 'SL')
('SL04652-2022-11-02-12238','S510-22','lvigu', 'UB')
('AC22517-2022-11-01-12342','A686-12','zAZUPn', 'SU')
('SL04652-2022-11-01-12216','S509-24','AKLgnOQeCfLUK', 'SU')
('SL04652-2022-11-01-12217','S510-1','avqvxXGQboBBCbz', 'LB')
('AC12058-2022-11-01-12369','A688-3','qfYvAtpFUG', 'UB')
('AC22517-2022-11-01-12363','A687-15','VQlCLyxrAH', 'UB')
('AC04652-2022-11-02-12354','A687-6','qmihbRBA', 'SU')
('SL04652-2022-11-02-12252','S511-12','MSLKHz', 'LB')
('AC04652-2022-11-01-12556','A698-10','hqnnpBsrnHh', 'UB')
('SL22517-2022-11-01-12221','S510-5','hQxmlVyVO', 'MB')
('SL04652-2022-11-02-12306','S513-18','oJuB', 'MB')
('SL04652-2022-11-01-12270','S512-6','pAGYUgmQ', 'UB')
('AC04652-2022-11-02-12407','A690-5','RkUD', 'SL')
('AC22517-2022-11-02-12382','A688-16','gVnIqaC', 'UB')
('AC04652-2022-11-01-12621','A702-3','lnTGTmpAg', 'UB')
('SL22517-2022-11-01-12247','S511-7','tJMEWWswcWpiIVzB', 'SL')
('AC22517-2022-11-02-12393','A689-9','dPXj', 'UB')
('AC04652-2022-11-02-12429','A691-9','TJimn', 'UB')
('SL04652-2022-11-01-12300','S513-12','M', 'LB')
('SL12058-2022-11-01-12179','S508-11','dnaFpropIkxDg', 'UB')
('SL04652-2022-11-02-12331','S514-19','lPusVeuIlRhCcw', 'UB')
('AC12058-2022-11-01-12457','A693-1','seQrO', 'LB')
('SL04652-2022-11-01-12304','S513-16','OUorXIhZ', 'SU')
('SL04652-2022-11-02-12338','S515-2','mqEBwmzqwEwh', 'MB')
('SL04652-2022-11-01-12359','S515-23','XHFsdXlHJL', 'SL')
('AC04652-2022-11-02-12494','A695-2','sIxldbmWnoWi', 'LB')
('AC12058-2022-11-01-12508','A695-16','NWDNgikUM', 'UB')
('SL04652-2022-11-02-12396','S517-12','speSOjNKiw', 'LB')
('AC04652-2022-11-02-12499','A695-7','sUm', 'LB')
('SL04652-2022-11-01-12373','S516-13','JTiWAd', 'MB')
('SL22517-2022-11-01-12307','S513-19','Fk', 'UB')
('AC22517-2022-11-02-12476','A694-2','NbcxyzVhUXU', 'LB')
('SL04652-2022-11-02-12419','S518-11','m', 'UB')
('SL22517-2022-11-02-12400','S517-16','oZNCQqPFe', 'SU')
('AC12058-2022-11-01-12527','A696-17','PQcHh', 'SL')
('AC04652-2022-11-01-12709','A707-1','aQZLO', 'LB')
('AC22517-2022-11-02-12479','A694-5','WmqF', 'SL')
('SL12058-2022-11-01-12253','S511-13','gZdDUMCzA', 'MB')
('SL22517-2022-11-01-12326','S514-14','FsjqcN', 'UB')
('AC22517-2022-11-02-12489','A694-15','JtTbNbrlRQe', 'UB')
('SL22517-2022-11-01-12332','S514-20','IeCkfLrjUKkBT', 'LB')
('AC22517-2022-11-01-12548','A698-2','OuBUxIeldluuqAqY', 'LB')
('AC04652-2022-11-01-12743','A708-17','dXtRcaLy', 'SL')
('AC04652-2022-11-02-12565','A699-1','nTCagSWFAQZeVv', 'LB')
('SL12058-2022-11-01-12291','S513-3','bvspoczzADB', 'UB')
('AC04652-2022-11-02-12566','A699-2','YcGDgsjnW', 'LB')
('AC22517-2022-11-02-12514','A696-4','DKwlhtbbsB', 'UB')
('SL12058-2022-11-01-12295','S513-7','pwKAFyEvspBCLLLt', 'SL')
('SL04652-2022-11-02-12456','S519-24','FmzBdxLSoFhjtAHY', 'SU')
('SL22517-2022-11-02-12448','S519-16','de', 'SU')
('SL12058-2022-11-01-12298','S513-10','IoImkf', 'MB')
('SL04652-2022-11-01-12439','S519-7','FSeJQNvPAzEEbw', 'SL')
('SL12058-2022-11-01-12300','S513-12','VfJDWwQKv', 'LB')
('SL22517-2022-11-02-12455','S519-23','rorVYP', 'SL')
('AC04652-2022-11-02-12576','A699-12','QuyCdiHIwJCDb', 'SU')
('SL22517-2022-11-01-12373','S516-13','mq', 'MB')
('SL12058-2022-11-01-12305','S513-17','FxuCnCgQhUufe', 'LB')
('SL22517-2022-11-02-12460','S520-4','YfznPMis', 'LB')
('AC22517-2022-11-01-12572','A699-8','IOuUvpwxQgreMnRH', 'LB')
('SL22517-2022-11-01-12385','S517-1','vAsK', 'LB')
('AC04652-2022-11-02-12582','A699-18','WFYVDHcxM', 'SU')
('SL12058-2022-11-01-12309','S513-21','HEOWHYWJaVNSpC', 'MB')
('AC22517-2022-11-01-12576','A699-12','vjRMEOyfAMqAiY', 'SU')
('AC12058-2022-11-01-12594','A700-12','FBjlIakCTNeDwAJ', 'SU')
('AC04652-2022-11-02-12584','A700-2','GCv', 'LB')
('AC22517-2022-11-01-12578','A699-14','vGTDNYWulFs', 'LB')
('AC22517-2022-11-01-12579','A699-15','TYigWjtrlqlg', 'UB')
('SL22517-2022-11-01-12390','S517-6','cTTEipx', 'UB')
('AC22517-2022-11-01-12581','A699-17','PDZB', 'SL')
('SL04652-2022-11-02-12483','S521-3','gBr', 'UB')
('AC04652-2022-11-01-12780','A710-18','bvGgmcQmVkpxbm', 'SU')
('AC04652-2022-11-01-12788','A711-8','HSUYXpsF', 'LB')
('AC22517-2022-11-01-12602','A701-2','lKbGzybdg', 'LB')
('AC04652-2022-11-01-12803','A712-5','XIr', 'SL')
('SL22517-2022-11-02-12493','S521-13','rqVJSUKhznRTYDmu', 'MB')
('SL12058-2022-11-01-12330','S514-18','gyVvXYwuxEEvDu', 'MB')
('SL22517-2022-11-01-12413','S518-5','Jbg', 'MB')
('SL04652-2022-11-01-12482','S521-2','jeZ', 'MB')
('AC04652-2022-11-02-12614','A701-14','eAonBHbpN', 'LB')
('AC22517-2022-11-01-12680','A705-8','l', 'LB')
('SL22517-2022-11-01-12477','S520-21','YcyCIueJtxOudC', 'MB')
('AC12058-2022-11-01-12685','A705-13','rbYHiTCviEbd', 'LB')
('SL12058-2022-11-01-12415','S518-7','u', 'SL')
('AC12058-2022-11-01-12687','A705-15','onaP', 'UB')
('AC12058-2022-11-01-12689','A705-17','hS', 'SL')
('SL04652-2022-11-01-12547','S523-19','lzaZMg', 'UB')
('AC12058-2022-11-01-12694','A706-4','TRAOiqneDGHe', 'UB')
('SL04652-2022-11-02-12579','S525-3','zsPqa', 'UB')
('SL12058-2022-11-01-12453','S519-21','bVUnDXb', 'MB')
('SL04652-2022-11-02-12609','S526-9','kEmjwMgQesmFF', 'LB')
('SL04652-2022-11-02-12610','S526-10','wLSygCgFvzlhiqtL', 'MB')
('SL22517-2022-11-02-12585','S525-9','TZNjCHz', 'LB')
('AC12058-2022-11-01-12728','A708-2','HpcjDpGMUMHVIGD', 'LB')
('AC12058-2022-11-01-12729','A708-3','cpezDI', 'UB')
('SL22517-2022-11-01-12529','S523-1','JvlnYepsLHU', 'LB')
('AC22517-2022-11-02-12688','A705-16','DhmMOnYMcCtTJT', 'UB')
('AC04652-2022-11-01-12903','A717-15','DOJcsebW', 'UB')
('AC22517-2022-11-01-12748','A709-4','c', 'UB')
('AC04652-2022-11-02-12759','A709-15','vfrfbD', 'UB')
('AC12058-2022-11-01-12784','A711-4','FmjvbAnEanInFDXC', 'UB')
('SL22517-2022-11-01-12578','S525-2','LKbHcyQznAKBWMt', 'MB')
('SL22517-2022-11-02-12642','S527-18','jAMRzWAzT', 'MB')
('AC04652-2022-11-01-12951','A720-9','lzatOrx', 'UB')
('SL22517-2022-11-02-12646','S527-22','JaBXMvjDvarRP', 'UB')
('AC04652-2022-11-02-12777','A710-15','y', 'UB')
('AC04652-2022-11-01-12961','A721-1','KSYGCbdkaeaQ', 'LB')
('SL04652-2022-11-01-12652','S528-4','fvfm', 'LB')
('SL22517-2022-11-02-12654','S528-6','rd', 'UB')
('SL04652-2022-11-01-12655','S528-7','xP', 'SL')
('SL22517-2022-11-01-12590','S525-14','JOyavdDvbctMP', 'UB')
('SL22517-2022-11-02-12656','S528-8','xDrFZMizfAlm', 'SU')
('SL12058-2022-11-01-12516','S522-12','vXRPfMlE', 'LB')
('SL22517-2022-11-02-12657','S528-9','KeV', 'LB')
('AC04652-2022-11-01-12973','A721-13','laJk', 'LB')
('SL04652-2022-11-01-12662','S528-14','nTjDaQntuOVVBek', 'UB')
('SL22517-2022-11-01-12599','S525-23','liCHqKPX', 'SL')
('AC22517-2022-11-02-12770','A710-8','FKOLlJtpgLfra', 'LB')
('SL04652-2022-11-02-12694','S529-22','Kq', 'UB')
('AC12058-2022-11-01-12814','A712-16','TOfgtB', 'UB')
('SL22517-2022-11-01-12600','S525-24','y', 'SU')
('AC04652-2022-11-02-12796','A711-16','qiTbnIqoAzHlere', 'UB')
('SL22517-2022-11-02-12662','S528-14','GazjNYid', 'UB')
('SL22517-2022-11-01-12601','S526-1','HkIq', 'LB')
('AC04652-2022-11-02-12798','A711-18','rJYOBQ', 'SU')
('SL12058-2022-11-01-12522','S522-18','wptCGm', 'MB')
('AC04652-2022-11-02-12823','A713-7','LOQYlfDVutUED', 'LB')
('AC22517-2022-11-01-12849','A714-15','kDwhT', 'UB')
('SL04652-2022-11-01-12702','S530-6','qDqv', 'UB')
('SL22517-2022-11-02-12697','S530-1','sW', 'LB')
('SL12058-2022-11-01-12556','S524-4','u', 'LB')
('SL22517-2022-11-01-12634','S527-10','ysQlqjzuug', 'MB')
('AC04652-2022-11-02-12833','A713-17','hOoWOjsBR', 'SL')
('SL12058-2022-11-01-12560','S524-8','ouBut', 'SU')
('SL04652-2022-11-01-12706','S530-10','iEeLfzHnwZIUieCR', 'MB')
('SL22517-2022-11-02-12703','S530-7','zDx', 'SL')
('SL22517-2022-11-01-12639','S527-15','bfZZ', 'SL')
('AC22517-2022-11-02-12820','A713-4','fyXpKlsKVHGjxVti', 'UB')
('AC22517-2022-11-01-12897','A717-9','Kgi', 'UB')
('AC22517-2022-11-02-12856','A715-4','candrNqaaVOHI', 'UB')
('AC04652-2022-11-01-13044','A725-12','JJF', 'SU')
('SL12058-2022-11-01-12592','S525-16','xIyYaeQizbBX', 'SU')
('SL22517-2022-11-02-12734','S531-14','O', 'UB')
('AC22517-2022-11-01-12901','A717-13','ikLU', 'LB')
('AC04652-2022-11-01-13052','A726-2','bzGmpcJpMyb', 'LB')
('SL22517-2022-11-01-12682','S529-10','fBdeqjqHPyaJ', 'MB')
('AC22517-2022-11-02-12861','A715-9','pHpD', 'UB')
('AC22517-2022-11-01-12906','A717-18','zDnpTWixmFieBRdV', 'SU')
('AC22517-2022-11-02-12864','A715-12','rPJSSXORVzj', 'SU')
('SL22517-2022-11-01-12690','S529-18','xcqiOBJFeNXWm', 'MB')
('SL22517-2022-11-01-12692','S529-20','rwDLWW', 'LB')
('SL12058-2022-11-01-12620','S526-20','vmeQhirVjFuQxpM', 'LB')
('SL22517-2022-11-02-12763','S532-19','cKmgKejBV', 'UB')
('SL04652-2022-11-01-12774','S533-6','Pb', 'UB')
('AC04652-2022-11-02-12917','A718-11','WOqAA', 'SL')
('AC12058-2022-11-01-12915','A718-9','MZTQHQwPIcp', 'UB')
('AC04652-2022-11-02-12919','A718-13','FCMnG', 'LB')
('SL22517-2022-11-01-12712','S530-16','HQjMf', 'SU')
('SL22517-2022-11-01-12713','S530-17','rwIhfKKomarHTpt', 'LB')
('AC04652-2022-11-01-13094','A728-8','zB', 'LB')
('AC22517-2022-11-01-12939','A719-15','yLYjpQocMJvlkVJ', 'UB')
('AC04652-2022-11-02-12922','A718-16','mb', 'UB')
('AC22517-2022-11-01-12941','A719-17','op', 'SL')
('SL22517-2022-11-01-12718','S530-22','FI', 'UB')
('SL12058-2022-11-01-12638','S527-14','cUpdCNQjxwsozcpd', 'UB')
('SL22517-2022-11-01-12719','S530-23','DqfMSpVPEuEk', 'SL')
('SL22517-2022-11-01-12720','S530-24','ZWf', 'SU')
('AC04652-2022-11-01-13102','A728-16','HmcOT', 'UB')
('SL12058-2022-11-01-12645','S527-21','cgurwQl', 'MB')
('AC22517-2022-11-01-12952','A720-10','OVcyt', 'UB')
('AC04652-2022-11-02-12970','A721-10','hDnmHqCrWKBGmajZ', 'UB')
('SL04652-2022-11-02-12852','S536-12','SzP', 'LB')
('AC12058-2022-11-01-12966','A721-6','WVLPaUuk', 'SU')
('AC22517-2022-11-01-12992','A722-14','VNryFQYh', 'LB')
('AC22517-2022-11-01-12993','A722-15','kOJwzwSfSvbvOaE', 'UB')
('SL04652-2022-11-01-12833','S535-17','IO', 'LB')
('AC04652-2022-11-01-13144','A731-4','vLCIOdw', 'UB')
('SL04652-2022-11-01-12835','S535-19','JKOsdIfYGN', 'UB')
('SL12058-2022-11-01-12693','S529-21','yojFYiAChwvEQCfT', 'MB')
('SL22517-2022-11-02-12832','S535-16','tAhadK', 'SU')
('SL04652-2022-11-02-12865','S537-1','LZb', 'LB')
('AC04652-2022-11-02-13000','A723-4','brRqqPHBGyHQyLpS', 'UB')
('SL04652-2022-11-02-12880','S537-16','FhuHASuvfJSxz', 'SU')
('AC04652-2022-11-01-13169','A732-11','lJelnFpQGjOsg', 'SL')
('SL04652-2022-11-01-12883','S537-19','SWxu', 'UB')
('AC04652-2022-11-01-13214','A735-2','IpnvWesxbCry', 'LB')
('SL12058-2022-11-01-12760','S532-16','bTaEfxPyvJlWLsI', 'SU')
('AC04652-2022-11-02-13074','A727-6','bvRVAcmurSR', 'SU')
('SL22517-2022-11-01-12853','S536-13','TijZsXxzK', 'MB')
('AC04652-2022-11-02-13075','A727-7','Ssc', 'LB')
('AC04652-2022-11-01-13245','A736-15','SUCEaJjl', 'UB')
('AC22517-2022-11-01-13086','A727-18','EE', 'SU')
('SL22517-2022-11-02-12922','S539-10','NqkQbEXWVqB', 'MB')
('AC22517-2022-11-01-13088','A728-2','AZGA', 'LB')
('AC22517-2022-11-01-13089','A728-3','jGDNQ', 'UB')
('SL22517-2022-11-01-12859','S536-19','UCuOlC', 'UB')
('AC12058-2022-11-01-13056','A726-6','czPVlaVlex', 'SU')
('SL22517-2022-11-01-12861','S536-21','GbuUWVQSaYdIDu', 'MB')
('SL04652-2022-11-02-12942','S540-6','tlGB', 'UB')
('SL12058-2022-11-01-12801','S534-9','Hp', 'LB')
('SL04652-2022-11-02-12944','S540-8','xnzomMUzVjCId', 'SU')
('SL04652-2022-11-01-12932','S539-20','qUgJWdlpVVzIDFWL', 'LB')
('AC12058-2022-11-01-13060','A726-10','yEZUaoWgborNAm', 'UB')
('AC22517-2022-11-01-13108','A729-4','H', 'UB')
('AC12058-2022-11-01-13063','A726-13','EwisieoAv', 'LB')
('AC04652-2022-11-01-13260','A737-12','BrPDUQlFQkkMnUS', 'SU')
('AC12058-2022-11-01-13064','A726-14','FF', 'LB')
('SL22517-2022-11-01-12873','S537-9','uPCFbq', 'LB')
('SL04652-2022-11-01-12944','S540-8','mXXXtJypgvnv', 'SU')
('SL04652-2022-11-02-12995','S542-11','qaYRmfe', 'UB')
('SL22517-2022-11-02-12991','S542-7','jhFfKMTURTmmOqx', 'SL')
('AC04652-2022-11-01-13301','A739-17','oNK', 'SL')
('AC22517-2022-11-01-13157','A731-17','eeL', 'SL')
('AC04652-2022-11-01-13303','A740-1','desLTwzMsHHBZy', 'LB')
('AC22517-2022-11-01-13159','A732-1','deDXiORfgWKpNB', 'LB')
('AC04652-2022-11-02-13159','A732-1','ZfdxYFWbHX', 'LB')
('AC04652-2022-11-01-13311','A740-9','JBUhknAxOq', 'UB')
('AC04652-2022-11-01-13314','A740-12','iWWxJhSmiW', 'SU')
('AC04652-2022-11-01-13315','A740-13','oEqMNYQQTP', 'LB')
('SL12058-2022-11-01-12865','S537-1','GcCHMBSnBhzhmGH', 'LB')
('AC04652-2022-11-01-13330','A741-10','TcKyeigHVlCQhW', 'UB')
('SL22517-2022-11-02-13012','S543-4','tdcCxUraKorrfCIj', 'LB')
('SL12058-2022-11-01-12875','S537-11','FyrMpPWh', 'UB')
('AC12058-2022-11-01-13140','A730-18','rkFJHl', 'SU')
('SL22517-2022-11-02-13014','S543-6','NdlTslSietM', 'UB')
('AC04652-2022-11-01-13346','A742-8','xQZTIbuD', 'LB')
('AC22517-2022-11-01-13191','A733-15','PeCXngo', 'UB')
('AC12058-2022-11-01-13155','A731-15','XRRqYFi', 'UB')
('AC12058-2022-11-01-13156','A731-16','WBUGhwHgCKol', 'UB')
('AC04652-2022-11-02-13184','A733-8','zKBYibxQY', 'LB')
('SL22517-2022-11-02-13030','S543-22','tXtvjOTfl', 'UB')
('SL22517-2022-11-02-13039','S544-7','jHcBxdiuXqaUhpwo', 'SL')
('AC04652-2022-11-02-13193','A733-17','hTZqrMfzV', 'SL')
('AC22517-2022-11-02-13141','A731-1','aLU', 'LB')
('AC04652-2022-11-02-13235','A736-5','iixMIvn', 'SL')
('SL04652-2022-11-01-13109','S547-5','BoyEr', 'MB')
('AC04652-2022-11-01-13414','A746-4','WVNpBRIyOePLEYSi', 'UB')
('AC22517-2022-11-02-13193','A733-17','c', 'SL')
('SL22517-2022-11-01-13023','S543-15','JnZGzBphsAWnIfA', 'SL')
('SL22517-2022-11-02-13111','S547-7','JwsMBheNa', 'SL')
('SL12058-2022-11-01-12937','S540-1','IqmWntFdNIzvMry', 'LB')
('SL12058-2022-11-01-12938','S540-2','lqxPdXJcSfldl', 'MB')
('SL04652-2022-11-02-13111','S547-7','mAZgYOP', 'SL')
('SL04652-2022-11-01-13123','S547-19','XNdEOYJGkKMWmxi', 'UB')
('AC22517-2022-11-02-13205','A734-11','eBPwDKDRjtYl', 'SL')
('AC04652-2022-11-02-13254','A737-6','lD', 'SU')
('SL12058-2022-11-01-12946','S540-10','YMFzM', 'MB')
('SL22517-2022-11-01-13036','S544-4','ElHgncuiAcRV', 'LB')
('SL22517-2022-11-02-13118','S547-14','SemmoejW', 'UB')
('SL22517-2022-11-02-13119','S547-15','pwphbeQfuYnybi', 'SL')
('AC04652-2022-11-01-13443','A747-15','pXq', 'UB')
('SL04652-2022-11-02-13121','S547-17','QhI', 'LB')
('AC04652-2022-11-02-13264','A737-16','yAxdEiOND', 'UB')
('SL04652-2022-11-02-13124','S547-20','unsPLSgGBdrIddG', 'LB')
('AC04652-2022-11-01-13449','A748-3','lJhBVggiKiW', 'UB')
('AC22517-2022-11-02-13217','A735-5','VfpsbCQZ', 'SL')
('AC04652-2022-11-01-13450','A748-4','wbj', 'UB')
('SL22517-2022-11-01-13047','S544-15','Zc', 'SL')
('SL22517-2022-11-02-13130','S548-2','rsafoWfPr', 'MB')
('AC04652-2022-11-02-13271','A738-5','KbgrmQRAxj', 'SL')
('AC04652-2022-11-02-13272','A738-6','qHbieaVZ', 'SU')
('SL12058-2022-11-01-12952','S540-16','iRpAXVBsAn', 'SU')
('SL04652-2022-11-01-13139','S548-11','kPbuQ', 'UB')
('AC04652-2022-11-01-13463','A748-17','sFYoRNfqM', 'SL')
('SL12058-2022-11-01-12958','S540-22','lbTO', 'UB')
('SL04652-2022-11-01-13144','S548-16','QGKD', 'SU')
('AC12058-2022-11-01-13249','A737-1','GJCgZyReZTPaLp', 'LB')
('SL04652-2022-11-01-13147','S548-19','xkFxuKwJVl', 'UB')
('SL22517-2022-11-01-13059','S545-3','cMhvbWsCB', 'UB')
('SL04652-2022-11-01-13149','S548-21','ClzSYBf', 'MB')
('SL04652-2022-11-02-13143','S548-15','jEBExcvxBk', 'SL')
('AC22517-2022-11-02-13235','A736-5','WbXME', 'SL')
('SL22517-2022-11-02-13144','S548-16','aZqhfipwPGLCGy', 'SU')
('AC04652-2022-11-02-13323','A741-3','b', 'UB')
('SL12058-2022-11-01-12998','S542-14','vznXk', 'UB')
('AC04652-2022-11-01-13508','A751-8','AbUfSVwyosRqaBij', 'LB')
('SL04652-2022-11-01-13192','S550-16','wKryBY', 'SU')
('AC22517-2022-11-01-13360','A743-4','vVBycP', 'UB')
('SL22517-2022-11-02-13194','S550-18','ESFfVUdmZsJTB', 'MB')
('SL04652-2022-11-02-13191','S550-15','KKdQnVyWFAP', 'SL')
('SL22517-2022-11-01-13117','S547-13','ZxGuKOckFMxN', 'MB')
('AC22517-2022-11-02-13291','A739-7','KmbntUtDrys', 'LB')
('SL22517-2022-11-02-13200','S550-24','wkS', 'S
