('AC04652-2022-11-02-25','A2-7','LhDI', 'LB')
('AC12058-2022-11-01-5033','A280-11','TzHvBflCqZrswy', 'SL')
('SL04652-2022-11-01-5060','S211-20','QaaNK', 'LB')
('SL12058-2022-11-01-4988','S208-20','xKKepZXIxdcwwJ', 'LB')
('AC04652-2022-11-01-5044','A281-4','rKOiZmZWXu', 'UB')
('AC22517-2022-11-01-4873','A271-13','RbzDHf', 'LB')
('SL22517-2022-11-02-5102','S213-14','OfLwFuu', 'UB')
('AC04652-2022-11-01-5046','A281-6','hDSTqOVpVKti', 'SU')
('SL04652-2022-11-02-4989','S208-21','vDC', 'MB')
('AC22517-2022-11-01-4877','A271-17','ltaQjHpjRXqsj', 'SL')
('AC22517-2022-11-01-4878','A271-18','DjIgBcsADl', 'SU')
('AC04652-2022-11-02-4990','A278-4','ommQShH', 'UB')
('AC04652-2022-11-02-4991','A278-5','iDzx', 'SL')
('SL22517-2022-11-01-5040','S210-24','tm', 'SU')
('SL12058-2022-11-01-5000','S209-8','whnDLYEnXCzACuWH', 'SU')
('SL04652-2022-11-01-5076','S212-12','EIQNBaRjXeG', 'LB')
('SL04652-2022-11-01-5077','S212-13','eYjocSMwvXt', 'MB')
('AC22517-2022-11-01-4885','A272-7','MK', 'LB')
('AC04652-2022-11-02-5002','A278-16','WUoLLQOpYiGYCPx', 'UB')
('SL04652-2022-11-01-5080','S212-16','KzjmrdggudCJS', 'SU')
('AC22517-2022-11-01-4887','A272-9','hzrJbQjdyvPxVvO', 'UB')
('SL22517-2022-11-01-5045','S211-5','XQrxBJVKoj', 'MB')
('SL22517-2022-11-02-5119','S214-7','EoHNA', 'SL')
('SL04652-2022-11-02-5013','S209-21','jdQecOmkuiEvhBzS', 'MB')
('AC04652-2022-11-01-5079','A283-3','TMCsVqZokgFOfhNm', 'UB')
('AC04652-2022-11-01-5080','A283-4','EjQlaJ', 'UB')
('AC04652-2022-11-01-5081','A283-5','rcrCKNfEs', 'SL')
('SL04652-2022-11-02-5032','S210-16','XwSh', 'SU')
('AC04652-2022-11-01-5085','A283-9','pND', 'UB')
('AC22517-2022-11-01-4925','A274-11','wwYNbEqWyHHYlq', 'SL')
('AC12058-2022-11-01-5082','A283-6','APySBEojRN', 'SU')
('AC22517-2022-11-02-5145','A286-15','WlefdHKEKTWGd', 'UB')
('SL04652-2022-11-01-5117','S214-5','HcoTxvmWP', 'MB')
('SL04652-2022-11-02-5044','S211-4','QzBd', 'LB')
('AC22517-2022-11-02-5147','A286-17','JNtGIImtR', 'SL')
('AC04652-2022-11-02-5041','A281-1','MUWVTQ', 'LB')
('SL22517-2022-11-01-5081','S212-17','RX', 'LB')
('AC04652-2022-11-01-5097','A284-3','yXDZKHAhYoAFMwaz', 'UB')
('SL12058-2022-11-01-5050','S211-10','P', 'MB')
('SL04652-2022-11-01-5122','S214-10','PdcUsN', 'MB')
('AC04652-2022-11-01-5101','A284-7','KimkVkn', 'LB')
('AC04652-2022-11-02-5045','A281-5','dhJXjtZssgyzwYw', 'SL')
('SL22517-2022-11-02-5161','S216-1','Vqiz', 'LB')
('AC22517-2022-11-02-5154','A287-6','s', 'SU')
('AC12058-2022-11-01-5096','A284-2','riaWc', 'LB')
('AC04652-2022-11-02-5047','A281-7','qNSpYqY', 'LB')
('SL22517-2022-11-02-5166','S216-6','WZvsnAUgUujkdd', 'UB')
('SL22517-2022-11-02-5168','S216-8','EP', 'SU')
('AC12058-2022-11-01-5099','A284-5','rbiz', 'SL')
('AC12058-2022-11-01-5100','A284-6','yWRHQd', 'SU')
('AC22517-2022-11-01-4947','A275-15','ChkNdpciLeOIOGVs', 'UB')
('AC22517-2022-11-02-5162','A287-14','Li', 'LB')
('AC12058-2022-11-01-5108','A284-14','ZZJXl', 'LB')
('SL22517-2022-11-01-5094','S213-6','ffhMlXLlgyZKDF', 'UB')
('SL12058-2022-11-01-5069','S212-5','YcxAKvLl', 'MB')
('SL12058-2022-11-01-5072','S212-8','TjBPJZCmfvVOdrea', 'SU')
('SL04652-2022-11-01-5150','S215-14','xjKECB', 'UB')
('SL22517-2022-11-02-5182','S216-22','PcHqVZgjv', 'UB')
('SL22517-2022-11-01-5103','S213-15','EoHzpcYinXKerx', 'SL')
('SL22517-2022-11-01-5104','S213-16','q', 'SU')
('SL22517-2022-11-01-5105','S213-17','Wsqezeo', 'LB')
('SL22517-2022-11-02-5185','S217-1','YWrPbrPsXKDpk', 'LB')
('SL12058-2022-11-01-5083','S212-19','J', 'UB')
('SL04652-2022-11-01-5165','S216-5','t', 'MB')
('AC22517-2022-11-02-5203','A290-1','huMdOhk', 'LB')
('SL22517-2022-11-01-5131','S214-19','sFSiH', 'UB')
('SL04652-2022-11-02-5107','S213-19','RUK', 'UB')
('AC04652-2022-11-02-5100','A284-6','FltEgwEJWgXYOC', 'SU')
('AC22517-2022-11-02-5223','A291-3','DpwOCaPjyPCsJf', 'UB')
('AC22517-2022-11-01-5012','A279-8','VmbR', 'LB')
('AC04652-2022-11-01-5160','A287-12','JYfcDpDbXxlxm', 'SU')
('SL22517-2022-11-01-5148','S215-12','DAcWBxrCuJmX', 'LB')
('SL22517-2022-11-01-5154','S215-18','jAMYvFIz', 'MB')
('AC04652-2022-11-01-5167','A288-1','YbbwbwvE', 'LB')
('AC04652-2022-11-01-5170','A288-4','pVhj', 'UB')
('AC12058-2022-11-01-5175','A288-9','mdSfwQubPjDlZud', 'UB')
('SL12058-2022-11-01-5131','S214-19','uJPhgrVw', 'UB')
('AC04652-2022-11-02-5111','A284-17','DjvPSPF', 'SL')
('AC22517-2022-11-02-5236','A291-16','XekwDY', 'UB')
('SL04652-2022-11-02-5133','S214-21','GczgimpmFiyo', 'MB')
('SL04652-2022-11-02-5134','S214-22','vqK', 'UB')
('AC12058-2022-11-01-5186','A289-2','OgEMBKRDNyGwZ', 'LB')
('AC04652-2022-11-01-5183','A288-17','wcowGqQXfeecDo', 'SL')
('SL12058-2022-11-01-5142','S215-6','YTAfUEehVw', 'UB')
('AC04652-2022-11-01-5186','A289-2','xW', 'LB')
('SL22517-2022-11-01-5174','S216-14','AKBJGxaWWGOYSDJ', 'UB')
('AC04652-2022-11-01-5193','A289-9','b', 'UB')
('AC04652-2022-11-02-5129','A285-17','wvuEaPjDWE', 'SL')
('SL12058-2022-11-01-5158','S215-22','PFYpVTxMrHfDGkP', 'UB')
('SL22517-2022-11-01-5213','S218-5','pcFQLfSWD', 'MB')
('AC22517-2022-11-01-5076','A282-18','ysLqWovKNBCOLN', 'SU')
('SL04652-2022-11-01-5243','S219-11','GeQHGWALRlXBFiTu', 'UB')
('SL22517-2022-11-02-5305','S222-1','AjcyEnLb', 'LB')
('AC04652-2022-11-01-5240','A292-2','rnXO', 'LB')
('SL04652-2022-11-01-5262','S220-6','huGwqhNkwQxB', 'UB')
('AC04652-2022-11-02-5175','A288-9','MotURGPoqXuaku', 'UB')
('SL04652-2022-11-02-5208','S217-24','PKVu', 'SU')
('AC22517-2022-11-02-5307','A295-15','TqvqtVUyP', 'UB')
('SL22517-2022-11-01-5236','S219-4','uKPGstb', 'LB')
('SL04652-2022-11-01-5303','S221-23','OIYpudzywVfFja', 'SL')
('AC22517-2022-11-01-5140','A286-10','MekzXomDYbdJl', 'UB')
('SL12058-2022-11-01-5258','S220-2','rFlZEgs', 'MB')
('AC12058-2022-11-01-5279','A294-5','OZb', 'SL')
('SL22517-2022-11-01-5289','S221-9','bZTeWvUDFWhf', 'LB')
('SL04652-2022-11-02-5276','S220-20','qnzrThngDCKosH', 'LB')
('AC04652-2022-11-02-5228','A291-8','SHeHrNqorcRGd', 'LB')
('SL12058-2022-11-01-5286','S221-6','YqrlMbY', 'UB')
('AC12058-2022-11-01-5309','A295-17','bYneuVcPilLXECuJ', 'SL')
('SL22517-2022-11-02-5371','S224-19','pU', 'UB')
('SL04652-2022-11-01-5327','S222-23','Rtvw', 'SL')
('SL22517-2022-11-01-5295','S221-15','MQPMcWdRSA', 'SL')
('AC22517-2022-11-01-5179','A288-13','JsoFO', 'LB')
('AC04652-2022-11-01-5327','A296-17','cNZgowOzEn', 'SL')
('AC04652-2022-11-01-5329','A297-1','YqICzHrM', 'LB')
('AC22517-2022-11-01-5190','A289-6','MhI', 'SU')
('SL04652-2022-11-02-5288','S221-8','Y', 'SU')
('SL12058-2022-11-01-5298','S221-18','iJqCkRse', 'MB')
('AC12058-2022-11-01-5329','A297-1','gvGYvGNaGK', 'LB')
('SL04652-2022-11-02-5293','S221-13','ag', 'MB')
('SL04652-2022-11-02-5294','S221-14','ZFXExvGs', 'UB')
('AC22517-2022-11-02-5404','A301-4','HNzNvkWGkHDWaDNt', 'UB')
('AC04652-2022-11-01-5345','A297-17','MF', 'SL')
('SL22517-2022-11-02-5386','S225-10','zssJLywRlYkdJSDL', 'MB')
('SL22517-2022-11-01-5320','S222-16','h', 'SU')
('AC12058-2022-11-01-5338','A297-10','ICE', 'UB')
('SL22517-2022-11-02-5388','S225-12','zuAzxeNA', 'LB')
('AC04652-2022-11-02-5250','A292-12','yo', 'SU')
('SL22517-2022-11-01-5323','S222-19','rDrKu', 'UB')
('AC22517-2022-11-01-5209','A290-7','y', 'LB')
('SL04652-2022-11-01-5346','S223-18','TTsQGJgfMMFw', 'MB')
('SL12058-2022-11-01-5313','S222-9','HJollxZXjOnDZGZ', 'LB')
('SL04652-2022-11-01-5349','S223-21','qtOdjSS', 'MB')
('AC22517-2022-11-02-5426','A302-8','wLSUHivy', 'LB')
('SL22517-2022-11-01-5333','S223-5','CpNxZWj', 'MB')
('SL22517-2022-11-02-5396','S225-20','VfaiOg', 'LB')
('SL04652-2022-11-01-5356','S224-4','kh', 'LB')
('SL22517-2022-11-01-5336','S223-8','dKdUCWJvyLpoU', 'SU')
('SL04652-2022-11-01-5358','S224-6','XSGebaCiNHgtand', 'UB')
('SL22517-2022-11-01-5338','S223-10','IAIeiQkuoOu', 'MB')
('AC12058-2022-11-01-5354','A298-8','GanWBVQhlRpV', 'LB')
('SL12058-2022-11-01-5355','S224-3','trZNmEAuHGZF', 'UB')
('SL22517-2022-11-02-5424','S226-24','AHTKouHtZ', 'SU')
('AC22517-2022-11-02-5479','A305-7','fVdD', 'LB')
('AC22517-2022-11-02-5509','A307-1','udnYykKmMYXybGbt', 'LB')
('AC04652-2022-11-01-5454','A303-18','ptaenakUgpqk', 'SU')
('AC22517-2022-11-01-5302','A295-10','zOnTYFNyZ', 'UB')
('SL12058-2022-11-01-5414','S226-14','EiWEbne', 'UB')
('SL22517-2022-11-01-5423','S226-23','HYpECCs', 'SL')
('AC22517-2022-11-02-5520','A307-12','ALn', 'SU')
('AC22517-2022-11-02-5521','A307-13','McyBjmbCGpPDBRSs', 'LB')
('AC12058-2022-11-01-5431','A302-13','CCpauDMAnimgFg', 'LB')
('AC22517-2022-11-02-5526','A307-18','Ci', 'SU')
('SL22517-2022-11-01-5428','S227-4','HSWWYADZcQOK', 'LB')
('AC04652-2022-11-01-5465','A304-11','gOIjzwTCGbelAy', 'SL')
('AC22517-2022-11-01-5318','A296-8','sLud', 'LB')
('AC04652-2022-11-01-5467','A304-13','GoTvVlab', 'LB')
('SL12058-2022-11-01-5436','S227-12','IqVNxdQiKnhbLmnz', 'LB')
('SL04652-2022-11-01-5452','S228-4','zTkxOlsYvMpbh', 'LB')
('SL04652-2022-11-01-5453','S228-5','iwTBpwNRUGH', 'MB')
('SL22517-2022-11-02-5500','S230-4','NOY', 'LB')
('AC12058-2022-11-01-5467','A304-13','ErGkNaxi', 'LB')
('AC22517-2022-11-01-5371','A299-7','wHhHAqcWFjrZRKG', 'LB')
('AC22517-2022-11-02-5578','A310-16','Mm', 'UB')
('SL04652-2022-11-01-5493','S229-21','NdIOUzKFWwAtis', 'MB')
('SL12058-2022-11-01-5474','S229-2','RNcIcfWkIVooX', 'MB')
('SL22517-2022-11-01-5478','S229-6','AYQStdlibXebMY', 'UB')
('SL12058-2022-11-01-5475','S229-3','sXUlwYAKa', 'UB')
('SL04652-2022-11-01-5497','S230-1','MhYUhgiBBqwW', 'LB')
('AC04652-2022-11-01-5518','A307-10','mNemITVB', 'UB')
('SL22517-2022-11-01-5481','S229-9','sJuGbzVyxTUbyYHR', 'LB')
('SL04652-2022-11-02-5462','S228-14','ZpXGPFeLkk', 'UB')
('AC04652-2022-11-01-5524','A307-16','bWB', 'UB')
('AC22517-2022-11-02-5589','A311-9','BVkEl', 'UB')
('AC22517-2022-11-01-5383','A300-1','YNdx', 'LB')
('SL22517-2022-11-02-5562','S232-18','OgMzxrrGX', 'MB')
('AC22517-2022-11-02-5592','A311-12','kBgCFFdzMymYalyW', 'SU')
('SL12058-2022-11-01-5491','S229-19','K', 'UB')
('AC22517-2022-11-01-5389','A300-7','RXjWhEhlXTnRSUsd', 'LB')
('SL04652-2022-11-01-5517','S230-21','b', 'MB')
('AC22517-2022-11-02-5601','A312-3','w', 'UB')
('SL12058-2022-11-01-5499','S230-3','vRK', 'UB')
('SL22517-2022-11-02-5571','S233-3','CruvjKs', 'UB')
('SL22517-2022-11-02-5572','S233-4','HwfhJpCdycsnZf', 'LB')
('AC22517-2022-11-01-5399','A300-17','PsxvsZHoNMMb', 'SL')
('AC04652-2022-11-01-5543','A308-17','LhYqGayGLrg', 'SL')
('SL22517-2022-11-01-5507','S230-11','KVM', 'UB')
('SL22517-2022-11-01-5508','S230-12','RUfymKC', 'LB')
('AC12058-2022-11-01-5509','A307-1','DnOLZFC', 'LB')
('AC04652-2022-11-01-5549','A309-5','h', 'SL')
('AC12058-2022-11-01-5511','A307-3','dGIeHQA', 'UB')
('SL22517-2022-11-01-5513','S230-17','jAaGmKw', 'LB')
('SL04652-2022-11-01-5531','S231-11','Qi', 'UB')
('SL04652-2022-11-01-5532','S231-12','sW', 'LB')
('AC12058-2022-11-01-5516','A307-8','yhVBHbYq', 'LB')
('AC22517-2022-11-02-5617','A313-1','iTcRO', 'LB')
('SL04652-2022-11-01-5572','S233-4','VpqCdqjyTu', 'LB')
('SL12058-2022-11-01-5546','S232-2','qnetwZopFKt', 'MB')
('AC04652-2022-11-01-5589','A311-9','nXjBKMAJ', 'UB')
('AC12058-2022-11-01-5564','A310-2','dkfAb', 'LB')
('SL04652-2022-11-01-5575','S233-7','VxhxZddJPbtT', 'SL')
('AC22517-2022-11-02-5661','A315-9','WczwoPYmVdq', 'UB')
('AC22517-2022-11-01-5449','A303-13','O', 'LB')
('SL12058-2022-11-01-5560','S232-16','ik', 'SU')
('SL22517-2022-11-01-5565','S232-21','EXaWaTOfXFhCuRa', 'MB')
('AC22517-2022-11-02-5671','A316-1','KagrnFop', 'LB')
('AC22517-2022-11-01-5454','A303-18','f', 'SU')
('SL22517-2022-11-01-5567','S232-23','nHKG', 'SL')
('AC22517-2022-11-02-5675','A316-5','OwmMHizik', 'SL')
('SL22517-2022-11-01-5569','S233-1','Tb', 'LB')
('SL22517-2022-11-02-5650','S236-10','LsHXXdrIWhFLoE', 'MB')
('SL22517-2022-11-02-5652','S236-12','mKFuifudvHyYg', 'LB')
('AC22517-2022-11-02-5678','A316-8','jdXDmiyzSOrBgm', 'LB')
('SL04652-2022-11-01-5599','S234-7','FMFfL', 'SL')
('SL04652-2022-11-02-5569','S233-1','iJj', 'LB')
('AC22517-2022-11-02-5685','A316-15','AzpQRjAM', 'UB')
('SL12058-2022-11-01-5579','S233-11','ocbwgAGts', 'UB')
('AC04652-2022-11-01-5634','A313-18','GHKxFzjSOoneftdx', 'SU')
('AC22517-2022-11-02-5702','A317-14','A', 'LB')
('AC04652-2022-11-02-5514','A307-6','zkeBPSwbqQsro', 'SU')
('AC04652-2022-11-01-5640','A314-6','xkjLeebUHAyfGgYL', 'SU')
('AC04652-2022-11-02-5515','A307-7','Lkvkmlj', 'LB')
('SL04652-2022-11-01-5614','S234-22','gyenEZFrj', 'UB')
('SL04652-2022-11-02-5585','S233-17','NHpWsvjYePMjZXG', 'LB')
('SL12058-2022-11-01-5594','S234-2','RgyYueimLLbuEz', 'MB')
('AC22517-2022-11-01-5484','A305-12','Z', 'SU')
('SL22517-2022-11-01-5603','S234-11','cmDozdQr', 'UB')
('AC22517-2022-11-02-5711','A318-5','npAhHH', 'SL')
('SL04652-2022-11-01-5617','S235-1','QwSJdhcHgLKrw', 'LB')
('AC04652-2022-11-01-5644','A314-10','ZNHwayxRjscCuPjq', 'UB')
('AC04652-2022-11-02-5542','A308-16','uGtxRm', 'UB')
('AC22517-2022-11-01-5511','A307-3','drRPVlRCk', 'UB')
('AC22517-2022-11-01-5512','A307-4','AeqbSNCoADcPSVa', 'UB')
('SL04652-2022-11-01-5638','S235-22','WsjVEafXT', 'UB')
('AC22517-2022-11-02-5737','A319-13','yscNDmvxSxXxRscw', 'LB')
('AC22517-2022-11-01-5515','A307-7','y', 'LB')
('SL12058-2022-11-01-5627','S235-11','PNQiqBGC', 'UB')
('AC22517-2022-11-01-5517','A307-9','ZWKlNhNDzsR', 'UB')
('AC22517-2022-11-01-5518','A307-10','vglRYupN', 'UB')
('SL22517-2022-11-02-5714','S239-2','sUxVCDWdtMIxYzC', 'MB')
('SL04652-2022-11-01-5644','S236-4','EiGDVnQvBHzAeDxm', 'LB')
('AC04652-2022-11-02-5553','A309-9','jVAiSmMeqpaEGKWB', 'UB')
('SL04652-2022-11-01-5647','S236-7','NthUPCtMcrPQXeRa', 'SL')
('SL04652-2022-11-02-5622','S235-6','Ssb', 'UB')
('AC22517-2022-11-02-5749','A320-7','VtyRMFaManMF', 'LB')
('AC22517-2022-11-01-5528','A308-2','iCvmZiZTYAa', 'LB')
('SL22517-2022-11-01-5633','S235-17','FO', 'LB')
('AC04652-2022-11-01-5686','A316-16','uLGkv', 'UB')
('SL12058-2022-11-01-5637','S235-21','GqMwwyYPh', 'MB')
('AC04652-2022-11-01-5688','A316-18','QBCByGUxvh', 'SU')
('SL12058-2022-11-01-5639','S235-23','pATmBiOGhH', 'SL')
('SL22517-2022-11-02-5724','S239-12','nSVwNnXtm', 'LB')
('AC22517-2022-11-01-5535','A308-9','VvzGhS', 'UB')
('SL04652-2022-11-02-5634','S235-18','hvCXqpgxrwUtn', 'MB')
('AC04652-2022-11-02-5570','A310-8','w', 'LB')
('SL04652-2022-11-02-5637','S235-21','rMbzMYomwxt', 'MB')
('AC04652-2022-11-02-5572','A310-10','SLboKfmZlmgBSdhF', 'UB')
('AC22517-2022-11-02-5762','A321-2','w', 'LB')
('AC04652-2022-11-01-5697','A317-9','NznpNYOQGQW', 'UB')
('AC12058-2022-11-01-5676','A316-6','BBpWt', 'SU')
('SL04652-2022-11-01-5668','S237-4','lLO', 'LB')
('SL12058-2022-11-01-5645','S236-5','AptdWN', 'MB')
('AC04652-2022-11-01-5699','A317-11','SXvUaHbaPGOlnQ', 'SL')
('AC22517-2022-11-02-5767','A321-7','CcszngEccUHQZ', 'LB')
('AC22517-2022-11-02-5768','A321-8','xIIlAOkrtbH', 'LB')
('SL04652-2022-11-01-5670','S237-6','gXM', 'UB')
('SL22517-2022-11-01-5651','S236-11','SulmaiwzbTCChKKS', 'UB')
('SL04652-2022-11-01-5674','S237-10','IlFBPKkr', 'MB')
('AC04652-2022-11-01-5706','A317-18','KsXSKyNsNRfDLve', 'SU')
('SL22517-2022-11-01-5657','S236-17','GRZBCy', 'LB')
('AC04652-2022-11-02-5591','A311-11','fKJeYjmmkkKDNT', 'SL')
('SL04652-2022-11-01-5679','S237-15','jaSHgaJAz', 'SL')
('AC04652-2022-11-02-5593','A311-13','JcmgthvoeJa', 'LB')
('SL04652-2022-11-02-5661','S236-21','trVp', 'MB')
('SL22517-2022-11-02-5738','S240-2','EXES', 'MB')
('AC04652-2022-11-01-5718','A318-12','ZlF', 'SU')
('AC22517-2022-11-01-5566','A310-4','BN', 'UB')
('SL12058-2022-11-01-5665','S237-1','mFboJbhHKWbUKB', 'LB')
('AC04652-2022-11-01-5722','A318-16','S', 'UB')
('SL22517-2022-11-02-5746','S240-10','uQiXkexAKQaiNQEU', 'MB')
('SL04652-2022-11-02-5672','S237-8','xUdkJZzzuVR', 'SU')
('AC04652-2022-11-02-5613','A312-15','sGttOMOQ', 'UB')
('SL04652-2022-11-02-5674','S237-10','y', 'MB')
('AC04652-2022-11-01-5734','A319-10','dPNPvByZPX', 'UB')
('SL22517-2022-11-02-5759','S240-23','KjnrkXtMSTIklEF', 'SL')
('AC22517-2022-11-02-5800','A323-4','GDj', 'UB')
('AC04652-2022-11-01-5737','A319-13','XfYL', 'LB')
('AC04652-2022-11-01-5738','A319-14','iWVPUDotkHw', 'LB')
('AC12058-2022-11-01-5708','A318-2','nDzQMJUvRQL', 'LB')
('SL04652-2022-11-01-5702','S238-14','fYYCZc', 'UB')
('AC12058-2022-11-01-5716','A318-10','ZzmYXvDJwh', 'UB')
('SL04652-2022-11-01-5711','S238-23','fqu', 'SL')
('SL12058-2022-11-01-5684','S237-20','naplOaYyNNktSQmq', 'LB')
('SL12058-2022-11-01-5685','S237-21','yxt', 'MB')
('AC04652-2022-11-02-5629','A313-13','vn', 'LB')
('SL12058-2022-11-01-5690','S238-2','ZtXEpRI', 'MB')
('AC04652-2022-11-01-5751','A320-9','NzVfEJCHoXA', 'UB')
('AC04652-2022-11-02-5633','A313-17','nU', 'SL')
('SL22517-2022-11-02-5776','S241-16','JfOsrAqWfReCb', 'SU')
('AC04652-2022-11-01-5753','A320-11','hacnswckHcblyVSg', 'SL')
('AC22517-2022-11-01-5600','A312-2','SJNwATWprrojYbp', 'LB')
('AC22517-2022-11-01-5601','A312-3','xZTkeZDtVu', 'UB')
('AC12058-2022-11-01-5730','A319-6','grOa', 'SU')
('AC04652-2022-11-01-5760','A320-18','EeTsNWzqopTjRRH', 'SU')
('SL04652-2022-11-01-5726','S239-14','SHHIPrtVRehQJh', 'UB')
('SL22517-2022-11-02-5783','S241-23','hEGOGzjrL', 'SL')
('AC12058-2022-11-01-5745','A320-3','Shl', 'UB')
('SL04652-2022-11-01-5736','S239-24','lIJPkjJfSmAf', 'SU')
('AC22517-2022-11-02-5827','A324-13','pAXHXQUxqSwhLr', 'LB')
('AC22517-2022-11-01-5607','A312-9','Bsu', 'UB')
('SL22517-2022-11-02-5791','S242-7','UIhAk', 'SL')
('SL12058-2022-11-01-5706','S238-18','JDjrTgOkYVpbc', 'MB')
('AC04652-2022-11-01-5769','A321-9','R', 'UB')
('AC22517-2022-11-01-5614','A312-16','QGFfluWpHFBxv', 'UB')
('SL04652-2022-11-02-5710','S238-22','pZItiEBknf', 'UB')
('SL04652-2022-11-02-5711','S238-23','X', 'SL')
('AC22517-2022-11-02-5832','A324-18','LBrGtf', 'SU')
('SL12058-2022-11-01-5712','S238-24','kapBtSM', 'SU')
('SL22517-2022-11-02-5796','S242-12','GPdNV', 'LB')
('SL12058-2022-11-01-5714','S239-2','pJYcioiTKvjNhMu', 'MB')
('SL22517-2022-11-02-5801','S242-17','Rs', 'LB')
('SL04652-2022-11-01-5753','S240-17','eeOcvYLXx', 'LB')
('SL04652-2022-11-02-5716','S239-4','yaWyyuXZcf', 'LB')
('SL04652-2022-11-02-5717','S239-5','sIpwgCPho', 'MB')
('SL04652-2022-11-02-5718','S239-6','SUEXlLaVez', 'UB')
('AC04652-2022-11-02-5659','A315-7','a', 'LB')
('AC22517-2022-11-02-5841','A325-9','ljPdXmz', 'UB')
('SL04652-2022-11-01-5759','S240-23','LuZ', 'SL')
('AC22517-2022-11-02-5842','A325-10','PLbULyvbB', 'UB')
('SL22517-2022-11-01-5725','S239-13','oAM', 'MB')
('AC22517-2022-11-01-5627','A313-11','n', 'SL')
('SL22517-2022-11-01-5726','S239-14','KfK', 'UB')
('SL04652-2022-11-02-5723','S239-11','pTVre', 'UB')
('AC04652-2022-11-02-5664','A315-12','tFVyIaZAXJpL', 'SU')
('AC22517-2022-11-01-5630','A313-14','KvgkyPSpTMy', 'LB')
('AC22517-2022-11-01-5631','A313-15','mKHCCla', 'UB')
('AC22517-2022-11-01-5632','A313-16','SGXZoJBkRsLCSS', 'UB')
('AC12058-2022-11-01-5777','A321-17','ugk', 'SL')
('SL04652-2022-11-02-5729','S239-17','RWGWjhxQzOrTww', 'LB')
('SL22517-2022-11-01-5740','S240-4','gBS', 'LB')
('SL04652-2022-11-01-5777','S241-17','iEphTYeFEWXhPy', 'LB')
('AC22517-2022-11-01-5649','A314-15','hUQLys', 'UB')
('SL12058-2022-11-01-5732','S239-20','gaWVX', 'LB')
('AC22517-2022-11-01-5650','A314-16','SGn', 'UB')
('SL22517-2022-11-01-5747','S240-11','wbbPdGq', 'UB')
('AC04652-2022-11-01-5797','A323-1','LcbkKAweq', 'LB')
('SL12058-2022-11-01-5735','S239-23','lhaEpHIl', 'SL')
('AC12058-2022-11-01-5786','A322-8','GY', 'LB')
('SL22517-2022-11-01-5749','S240-13','eTXGLTuPkzR', 'MB')
('AC04652-2022-11-02-5689','A317-1','gPjQJsrkxqmdG', 'LB')
('SL22517-2022-11-01-5754','S240-18','CYTJiCCneH', 'MB')
('SL22517-2022-11-01-5755','S240-19','wgjaoS', 'UB')
('AC04652-2022-11-02-5694','A317-6','Qii', 'SU')
('SL12058-2022-11-01-5744','S240-8','oBnXYmsAhINCcE', 'SU')
('AC22517-2022-11-02-5872','A327-4','LPqyyBCkeZWqJZny', 'UB')
('SL04652-2022-11-01-5797','S242-13','EVi', 'MB')
('AC22517-2022-11-01-5667','A315-15','WjdJeENipMVJDzRY', 'UB')
('AC22517-2022-11-01-5669','A315-17','QrPyOlYQguXQs', 'SL')
('AC04652-2022-11-01-5816','A324-2','SbTHpuM', 'LB')
('AC22517-2022-11-01-5672','A316-2','KbkfEYyE', 'LB')
('SL12058-2022-11-01-5764','S241-4','ZiBfMbPUXtmFn', 'LB')
('AC22517-2022-11-02-5881','A327-13','mAmnGhrwbLHSpNN', 'LB')
('SL12058-2022-11-01-5766','S241-6','mIhaEhliNPMFSlRk', 'UB')
('SL22517-2022-11-02-5847','S244-15','ecjUB', 'SL')
('AC04652-2022-11-02-5714','A318-8','SnmfaeNqJ', 'LB')
('SL22517-2022-11-01-5780','S241-20','bwNFAJMqRyjO', 'LB')
('AC22517-2022-11-02-5886','A327-18','i', 'SU')
('AC04652-2022-11-02-5718','A318-12','DYDKSXBwDpcaqMpA', 'SU')
('AC12058-2022-11-01-5812','A323-16','dtpLRrHadKaXps', 'UB')
('AC04652-2022-11-02-5720','A318-14','qUiefw', 'LB')
('AC12058-2022-11-01-5813','A323-17','SqxUvzMVjyaoJfA', 'SL')
('AC04652-2022-11-01-5831','A324-17','DzbcjfNwzINUCy', 'SL')
('AC04652-2022-11-01-5832','A324-18','KNZBYznWGd', 'SU')
('AC04652-2022-11-02-5722','A318-16','LAqqvQBvCWXboO', 'UB')
('AC12058-2022-11-01-5818','A324-4','b', 'UB')
('SL22517-2022-11-01-5784','S241-24','MZy', 'SU')
('SL22517-2022-11-02-5850','S244-18','TRbmHL', 'MB')
('AC12058-2022-11-01-5820','A324-6','yftjjPXUzzl', 'SU')
('AC04652-2022-11-01-5837','A325-5','dKgMEOZUKRCXpbHp', 'SL')
('SL04652-2022-11-02-5780','S241-20','gVfNckJzOXcLbw', 'LB')
('SL22517-2022-11-02-5854','S244-22','eqiYcvpUfYUP', 'UB')
('AC22517-2022-11-01-5713','A318-7','NvFfsv', 'LB')
('SL22517-2022-11-02-5890','S246-10','vpvgT', 'MB')
('AC12058-2022-11-01-5855','A326-5','tHGqLPxLUFb', 'SL')
('AC12058-2022-11-01-5856','A326-6','zLZIjfnIhS', 'SU')
('AC22517-2022-11-02-5922','A329-18','s', 'SU')
('AC22517-2022-11-01-5719','A318-13','HvCKkVKh', 'LB')
('AC22517-2022-11-01-5720','A318-14','cZDB', 'LB')
