('AC22517-2022-11-01-390','A22-12','mKnVzhaEMqsDar', 'SU')
('SL22517-2022-11-02-8765','S366-5','NvAfRuweqMa', 'MB')
('SL04652-2022-11-01-8772','S366-12','qUfldUTKfCGe', 'LB')
('SL22517-2022-11-01-8748','S365-12','fSIedSLqvfzX', 'LB')
('AC12058-2022-11-01-8877','A494-3','gWyZvVteVqLJBTx', 'UB')
('AC22517-2022-11-02-8972','A499-8','MrTxBN', 'LB')
('AC04652-2022-11-01-9190','A511-10','g', 'UB')
('SL04652-2022-11-01-8842','S369-10','ixipBblkigSm', 'MB')
('AC22517-2022-11-01-8922','A496-12','qpRLc', 'SU')
('SL04652-2022-11-01-8880','S370-24','gbrAVbAczns', 'SU')
('AC04652-2022-11-02-8996','A500-14','AoQaVva', 'LB')
('AC04652-2022-11-01-9231','A513-15','SUb', 'UB')
('AC12058-2022-11-01-8946','A497-18','durcWPG', 'SU')
('SL12058-2022-11-01-8745','S365-9','qBVjUJVXnwg', 'LB')
('SL22517-2022-11-02-8892','S371-12','etKJDcaPj', 'LB')
('SL22517-2022-11-01-8851','S369-19','eFaCAwcuBADdafJ', 'UB')
('SL04652-2022-11-01-8891','S371-11','tF', 'UB')
('AC04652-2022-11-01-9235','A514-1','xDhduxSTCQTre', 'LB')
('SL22517-2022-11-02-8897','S371-17','IPgvOxpUyr', 'LB')
('AC22517-2022-11-02-9017','A501-17','EVXeGzpjbMtg', 'SL')
('AC04652-2022-11-01-9238','A514-4','hNVltTzB', 'UB')
('SL12058-2022-11-01-8848','S369-16','uFgNkfSzfRShB', 'SU')
('SL04652-2022-11-01-8995','S375-19','jCXGGvC', 'UB')
('AC22517-2022-11-01-9089','A505-17','Zii', 'SL')
('AC12058-2022-11-01-9090','A505-18','KcxpAghkiUtJdsH', 'SU')
('AC22517-2022-11-01-9101','A506-11','hdopjNUORBh', 'SL')
('AC22517-2022-11-02-9177','A510-15','CXxXFkhGXO', 'UB')
('SL22517-2022-11-02-9050','S378-2','HCxBk', 'MB')
('SL22517-2022-11-01-8998','S375-22','daLO', 'UB')
('SL04652-2022-11-02-9045','S377-21','DdycdQVYkLatlq', 'MB')
('SL04652-2022-11-02-9046','S377-22','czqKh', 'UB')
('SL22517-2022-11-01-9000','S375-24','o', 'SU')
('SL22517-2022-11-02-9055','S378-7','QkgOYPImj', 'SL')
('AC22517-2022-11-02-9178','A510-16','PItLLpsrEb', 'UB')
('SL04652-2022-11-01-9062','S378-14','fwnnuFnPKL', 'UB')
('SL22517-2022-11-01-9001','S376-1','JdslGwncw', 'LB')
('AC22517-2022-11-02-9181','A511-1','GSRGqrm', 'LB')
('SL22517-2022-11-01-9002','S376-2','GZTqTYXb', 'MB')
('AC22517-2022-11-01-9126','A507-18','fhqUfYYpkyqHio', 'SU')
('AC12058-2022-11-01-9142','A508-16','IdTIzZH', 'UB')
('AC04652-2022-11-02-9191','A511-11','dhYTC', 'SL')
('AC12058-2022-11-01-9144','A508-18','afKIahEATXPt', 'SU')
('SL22517-2022-11-02-9081','S379-9','hnDy', 'LB')
('AC22517-2022-11-01-9194','A511-14','ryDSlnRtllGyWz', 'LB')
('AC22517-2022-11-02-9246','A514-12','NSTvjOsPPOcXvtB', 'SU')
('AC22517-2022-11-02-9247','A514-13','qNgsnFjq', 'LB')
('AC04652-2022-11-01-9466','A526-16','gFsHvivCi', 'UB')
('SL22517-2022-11-01-9084','S379-12','zbexSyQZEcfRFTdB', 'LB')
('AC12058-2022-11-01-9197','A511-17','wNyCRJZH', 'SL')
('SL22517-2022-11-01-9087','S379-15','I', 'SL')
('SL04652-2022-11-02-9144','S381-24','FSjBPcwRxlPI', 'SU')
('SL12058-2022-11-01-9022','S376-22','ubwXHpxwnxaqJd', 'UB')
('AC04652-2022-11-01-9479','A527-11','pXLlQETwhS', 'SL')
('AC04652-2022-11-02-9246','A514-12','jjKJrCmd', 'SU')
('AC04652-2022-11-01-9483','A527-15','VcdlhbFFr', 'UB')
('AC04652-2022-11-02-9250','A514-16','mKCe', 'UB')
('AC04652-2022-11-01-9484','A527-16','BF', 'UB')
('AC04652-2022-11-01-9485','A527-17','IBpkGTeqixYhbGnn', 'SL')
('AC04652-2022-11-01-9486','A527-18','vaNvbQdJyva', 'SU')
('SL04652-2022-11-01-9138','S381-18','bHjfksMxlVR', 'MB')
('AC12058-2022-11-01-9214','A512-16','q', 'UB')
('AC04652-2022-11-01-9487','A528-1','NGlVUFAqgopJsg', 'LB')
('AC04652-2022-11-02-9256','A515-4','tIAckCpdCiOgEX', 'UB')
('SL22517-2022-11-01-9102','S380-6','aNT', 'UB')
('SL22517-2022-11-02-9149','S382-5','v', 'MB')
('SL12058-2022-11-01-9034','S377-10','MxSSCxLDuUCmJEjd', 'MB')
('AC22517-2022-11-01-9236','A514-2','CQClkqoDIxoUatl', 'LB')
('AC22517-2022-11-02-9282','A516-12','DRjedoPVZ', 'SU')
('AC04652-2022-11-01-9498','A528-12','YHfMNTihxIu', 'SU')
('SL22517-2022-11-02-9156','S382-12','uFbqa', 'LB')
('AC22517-2022-11-01-9241','A514-7','aIVkFNyziwzJLV', 'LB')
('AC22517-2022-11-01-9242','A514-8','JMwoKDpOxZpmY', 'LB')
('SL22517-2022-11-02-9158','S382-14','PrHBsUL', 'UB')
('SL12058-2022-11-01-9042','S377-18','pZyDPszRYEeng', 'MB')
('SL12058-2022-11-01-9043','S377-19','ExsPFVGKQlVoz', 'UB')
('AC04652-2022-11-02-9269','A515-17','ITMylbuayt', 'SL')
('SL04652-2022-11-01-9154','S382-10','TYYHtQbYpwbGrUsC', 'MB')
('SL04652-2022-11-01-9155','S382-11','WAkdKrNqUDKwLZG', 'UB')
('SL22517-2022-11-01-9115','S380-19','kBx', 'UB')
('SL04652-2022-11-02-9168','S382-24','A', 'SU')
('AC12058-2022-11-01-9231','A513-15','CCE', 'UB')
('AC04652-2022-11-01-9512','A529-8','iRNn', 'LB')
('AC04652-2022-11-01-9513','A529-9','vtwQOeoTIe', 'UB')
('SL22517-2022-11-01-9120','S380-24','ZX', 'SU')
('SL12058-2022-11-01-9049','S378-1','PGGEoQjZ', 'LB')
('SL22517-2022-11-01-9121','S381-1','WLCggZx', 'LB')
('AC04652-2022-11-01-9533','A530-11','smcRE', 'SL')
('SL22517-2022-11-02-9187','S383-19','qeyWCFnj', 'UB')
('SL22517-2022-11-01-9147','S382-3','jqlguIfb', 'UB')
('SL12058-2022-11-01-9066','S378-18','KkvOJHSw', 'MB')
('AC22517-2022-11-02-9316','A518-10','hxOXe', 'UB')
('AC04652-2022-11-02-9316','A518-10','ehKfsX', 'UB')
('AC04652-2022-11-02-9317','A518-11','RfjcnCBvNmRzh', 'SL')
('AC04652-2022-11-02-9318','A518-12','uig', 'SU')
('AC22517-2022-11-02-9319','A518-13','l', 'LB')
('AC22517-2022-11-01-9287','A516-17','JHSk', 'SL')
('AC04652-2022-11-01-9543','A531-3','vfpaln', 'UB')
('SL12058-2022-11-01-9071','S378-23','hcogrRDecedZIN', 'SL')
('SL12058-2022-11-01-9072','S378-24','WkfgwqlZBGDF', 'SU')
('AC04652-2022-11-01-9546','A531-6','AQQROftXJxlf', 'SU')
('SL22517-2022-11-02-9196','S384-4','TPYyLWdd', 'LB')
('SL22517-2022-11-01-9159','S382-15','tTNExmBSCYh', 'SL')
('AC12058-2022-11-01-9321','A518-15','n', 'UB')
('AC04652-2022-11-02-9378','A521-18','uaEcBpPXxd', 'SU')
('AC04652-2022-11-02-9379','A522-1','ELJEesJ', 'LB')
('AC04652-2022-11-01-9595','A534-1','SZ', 'LB')
('AC04652-2022-11-02-9381','A522-3','znlyqhspdsHR', 'UB')
('AC22517-2022-11-01-9333','A519-9','BGiURPFWYSsVhe', 'UB')
('AC04652-2022-11-02-9385','A522-7','PbhLcBsWaLehN', 'LB')
('SL22517-2022-11-02-9244','S386-4','ejkNpZ', 'LB')
('AC04652-2022-11-01-9602','A534-8','LnyIPLL', 'LB')
('AC04652-2022-11-02-9388','A522-10','EuURiNsyk', 'UB')
('AC22517-2022-11-01-9371','A521-11','uBulNy', 'SL')
('AC22517-2022-11-01-9372','A521-12','RkPdrsVjQo', 'SU')
('SL12058-2022-11-01-9180','S383-12','rklSOieLjqf', 'LB')
('AC04652-2022-11-01-9650','A537-2','UYgeaCSguWgIBJr', 'LB')
('AC22517-2022-11-02-9410','A523-14','RyUTIheUnccCNVa', 'LB')
('AC22517-2022-11-01-9394','A522-16','qtfCfbctPXkwB', 'UB')
('SL22517-2022-11-02-9306','S388-18','IphZI', 'MB')
('AC04652-2022-11-01-9657','A537-9','XHYKcVPxLUS', 'UB')
('SL04652-2022-11-01-9304','S388-16','ioBbikLurKi', 'SU')
('SL22517-2022-11-01-9264','S386-24','BluyrDuNDzyXenB', 'SU')
('AC22517-2022-11-02-9422','A524-8','PKNGHQk', 'LB')
('AC04652-2022-11-01-9661','A537-13','wLmrgCIIspfmAWL', 'LB')
('SL04652-2022-11-01-9309','S388-21','RnkfYPvqmntu', 'MB')
('AC22517-2022-11-02-9427','A524-13','C', 'LB')
('AC22517-2022-11-01-9414','A523-18','vNIT', 'SU')
('SL12058-2022-11-01-9238','S385-22','IXaPgmZlhWUtLDz', 'UB')
('AC12058-2022-11-01-9509','A529-5','apYktE', 'SL')
('SL04652-2022-11-02-9437','S394-5','ml', 'MB')
('AC04652-2022-11-02-9538','A530-16','rlEtf', 'UB')
('SL04652-2022-11-01-9419','S393-11','EkUBIhlUBdf', 'UB')
('AC22517-2022-11-02-9545','A531-5','izmIFd', 'SL')
('SL04652-2022-11-01-9422','S393-14','WNQghVuN', 'UB')
('SL12058-2022-11-01-9312','S388-24','thVDvTkQZmbTBr', 'SU')
('SL04652-2022-11-02-9445','S394-13','aNIDKfNd', 'MB')
('SL22517-2022-11-02-9434','S394-2','zom', 'MB')
('AC22517-2022-11-01-9532','A530-10','HJb', 'UB')
('AC04652-2022-11-01-9796','A545-4','QKmfqvLBJy', 'UB')
('AC04652-2022-11-02-9550','A531-10','laUIoba', 'UB')
('AC04652-2022-11-02-9551','A531-11','QfSwXHlw', 'SL')
('SL04652-2022-11-01-9424','S393-16','vjPeH', 'SU')
('SL12058-2022-11-01-9316','S389-4','ZiDhM', 'LB')
('AC12058-2022-11-01-9573','A532-15','RwlwzdAppu', 'UB')
('AC04652-2022-11-01-9842','A547-14','z', 'LB')
('AC22517-2022-11-02-9596','A534-2','xgtOVTN', 'LB')
('AC04652-2022-11-01-9843','A547-15','RgnupXx', 'UB')
('AC12058-2022-11-01-9586','A533-10','JoRDiVoKLeGMO', 'UB')
('SL22517-2022-11-02-9503','S396-23','DFVSyldyJjz', 'SL')
('SL22517-2022-11-02-9504','S396-24','BzqMWXNZ', 'SU')
('SL04652-2022-11-01-9491','S396-11','miAdWQoxEL', 'UB')
('SL22517-2022-11-01-9445','S394-13','mAygOBOc', 'MB')
('AC22517-2022-11-02-9619','A535-7','bawJYYX', 'LB')
('AC04652-2022-11-01-9863','A548-17','VzjqGSwbDPtmikI', 'SL')
('SL22517-2022-11-01-9449','S394-17','UiaFJcqJGVk', 'LB')
('SL22517-2022-11-02-9515','S397-11','LrQvyTSi', 'UB')
('SL22517-2022-11-02-9517','S397-13','OgpVENYcixE', 'MB')
('SL12058-2022-11-01-9393','S392-9','vRzSZaQGaDsA', 'LB')
('AC22517-2022-11-01-9601','A534-7','pGgPlRInd', 'LB')
('AC22517-2022-11-02-9639','A536-9','FhjYs', 'UB')
('SL12058-2022-11-01-9398','S392-14','RkPMqdZ', 'UB')
('SL04652-2022-11-02-9540','S398-12','fXDz', 'LB')
('AC04652-2022-11-01-9895','A550-13','nRWbG', 'LB')
('AC04652-2022-11-01-9896','A550-14','eXRodXg', 'LB')
('SL04652-2022-11-02-9548','S398-20','onF', 'LB')
('AC04652-2022-11-02-9646','A536-16','HNAlRCz', 'UB')
('AC12058-2022-11-01-9653','A537-5','K', 'SL')
('AC22517-2022-11-02-9679','A538-13','jpw', 'LB')
('SL22517-2022-11-02-9568','S399-16','ogtVBNNZTowo', 'SU')
('SL22517-2022-11-01-9501','S396-21','K', 'MB')
('SL22517-2022-11-01-9502','S396-22','FItBXJqjvUbOXE', 'UB')
('SL04652-2022-11-02-9562','S399-10','YLkElqsWAp', 'MB')
('SL12058-2022-11-01-9433','S394-1','pfwbqWmo', 'LB')
('AC04652-2022-11-01-9911','A551-11','reKIRarKM', 'SL')
('AC12058-2022-11-01-9656','A537-8','tgytSr', 'LB')
('SL04652-2022-11-01-9551','S398-23','qwGNokPlq', 'SL')
('SL22517-2022-11-01-9510','S397-6','zdqVrkwqkYgNqp', 'UB')
('SL04652-2022-11-02-9567','S399-15','amczaoaYCnUfqBz', 'SL')
('AC22517-2022-11-01-9648','A536-18','hlrxhFRAHrma', 'SU')
('SL04652-2022-11-02-9570','S399-18','vILDEGnecRY', 'MB')
('SL22517-2022-11-01-9525','S397-21','xeqQlkdXW', 'MB')
('SL22517-2022-11-01-9527','S397-23','XaPUlG', 'SL')
('AC22517-2022-11-02-9712','A540-10','cCAPLfSNjMSh', 'UB')
('AC22517-2022-11-01-9668','A538-2','hD', 'LB')
('AC04652-2022-11-01-9937','A553-1','HXwyTIJkdq', 'LB')
('SL22517-2022-11-02-9789','S408-21','jNtNGd', 'MB')
('SL22517-2022-11-02-9809','S409-17','ypHPS', 'LB')
('AC12058-2022-11-01-9885','A550-3','n', 'UB')
('AC04652-2022-11-01-10116','A562-18','ifFlp', 'SU')
('AC04652-2022-11-01-10117','A563-1','BtEYP', 'LB')
('SL22517-2022-11-01-9714','S405-18','mpVRrAibCuSKBiuI', 'MB')
('AC04652-2022-11-01-10121','A563-5','hWvlOsbnEQgSJYsY', 'SL')
('SL04652-2022-11-01-9796','S409-4','pXyzTTIKDZHEN', 'LB')
('SL04652-2022-11-02-9789','S408-21','yfgTckVFsfE', 'MB')
('SL04652-2022-11-01-9797','S409-5','OcWRMgd', 'MB')
('SL12058-2022-11-01-9653','S403-5','XDdFuJIdp', 'MB')
('SL22517-2022-11-02-9836','S410-20','yp', 'LB')
('AC22517-2022-11-02-9937','A553-1','IDptLjyxX', 'LB')
('SL04652-2022-11-01-9804','S409-12','rrIqtRacHQDZgeV', 'LB')
('AC04652-2022-11-01-10140','A564-6','xbvBBZE', 'SU')
('SL04652-2022-11-01-9806','S409-14','QfdiEsXS', 'UB')
('SL04652-2022-11-01-9807','S409-15','VdEiPLtH', 'SL')
('AC04652-2022-11-01-10143','A564-9','FuWEHEENjYgKvohJ', 'UB')
('AC12058-2022-11-01-9912','A551-12','qQewVofkN', 'SU')
('SL22517-2022-11-01-9739','S406-19','adxpMfHzhVpK', 'UB')
('SL12058-2022-11-01-9664','S403-16','z', 'SU')
('SL04652-2022-11-01-9810','S409-18','LJDxC', 'MB')
('SL22517-2022-11-02-9844','S411-4','kfXNuFrfAzlV', 'LB')
('SL04652-2022-11-01-9863','S411-23','Uo', 'SL')
('AC04652-2022-11-01-10191','A567-3','fmkX', 'UB')
('AC22517-2022-11-01-10021','A557-13','SGHeoFOdFWEE', 'LB')
('SL22517-2022-11-01-9859','S411-19','xUbMhONPoNf', 'UB')
('AC22517-2022-11-02-10066','A560-4','tm', 'UB')
('AC04652-2022-11-01-10249','A570-7','fqHILuCYomFuQF', 'LB')
('AC22517-2022-11-02-10070','A560-8','iGcArUO', 'LB')
('AC12058-2022-11-01-10045','A559-1','tRNabVRlJB', 'LB')
('AC12058-2022-11-01-10059','A559-15','Bqgf', 'UB')
('SL22517-2022-11-02-9984','S416-24','ctwBXl', 'SU')
('AC04652-2022-11-01-10278','A571-18','rRDlLxeSKuD', 'SU')
('SL12058-2022-11-01-9839','S410-23','JipJAVwAAvHOt', 'SL')
('AC12058-2022-11-01-10085','A561-5','bwDqYJIvtQ', 'SL')
('AC12058-2022-11-01-10093','A561-13','NSCkC', 'LB')
('SL22517-2022-11-01-9910','S413-22','LDlnZTsJFN', 'UB')
('AC22517-2022-11-02-10144','A564-10','mzePThOWX', 'UB')
('AC04652-2022-11-02-10126','A563-10','cpObVdF', 'UB')
('AC04652-2022-11-01-10321','A574-7','dFZgUUBrnSmXFiul', 'LB')
('SL12058-2022-11-01-9881','S412-17','mRYLTPnes', 'LB')
('SL04652-2022-11-02-10047','S419-15','tp', 'SL')
('AC12058-2022-11-01-10151','A564-17','UkNGBNXtEtjkH', 'SL')
('SL04652-2022-11-01-10016','S418-8','LiDOLgHjUaUzirn', 'SU')
('AC22517-2022-11-02-10167','A565-15','VZkjqjKjoafWr', 'UB')
('SL04652-2022-11-02-10073','S420-17','OjoOplp', 'LB')
('SL22517-2022-11-01-9961','S416-1','MXFHBrTXoIY', 'LB')
('SL04652-2022-11-02-10090','S421-10','TNDfsUP', 'MB')
('AC22517-2022-11-01-10181','A566-11','aCXzq', 'SL')
('SL04652-2022-11-02-10101','S421-21','Code', 'MB')
('AC04652-2022-11-02-10204','A567-16','loLmQdkpxyTpk', 'UB')
('AC04652-2022-11-01-10389','A578-3','CrRhcd', 'UB')
('AC22517-2022-11-01-10183','A566-13','KZhAbR', 'LB')
('AC22517-2022-11-01-10184','A566-14','txtifDiw', 'LB')
('AC12058-2022-11-01-10217','A568-11','fOdIFC', 'SL')
('SL04652-2022-11-01-10080','S420-24','HcsasjZMkxDjRqB', 'SU')
('SL22517-2022-11-01-10001','S417-17','HJcFoBgIgMSwhSXP', 'LB')
('SL22517-2022-11-01-10004','S417-20','NdBbNhzAszKXkY', 'LB')
('SL22517-2022-11-01-10020','S418-12','sxbDLer', 'LB')
('AC22517-2022-11-02-10241','A569-17','VRBzGSjEPFjTHyUj', 'SL')
('AC22517-2022-11-01-10220','A568-14','BtGFlB', 'LB')
('SL04652-2022-11-01-10110','S422-6','kddjD', 'UB')
('AC04652-2022-11-02-10249','A570-7','DBfivmFbhK', 'LB')
('AC04652-2022-11-02-10250','A570-8','iWbWOYfXGCgTlouO', 'LB')
('SL22517-2022-11-02-10137','S423-9','RSVnavM', 'LB')
('AC12058-2022-11-01-10295','A572-17','sqJt', 'SL')
('SL04652-2022-11-01-10175','S424-23','XUL', 'SL')
('SL12058-2022-11-01-10036','S419-4','CxZgAKMHWR', 'LB')
('AC04652-2022-11-01-10500','A584-6','iUJSTfLeCpFUzNCr', 'SU')
('AC22517-2022-11-02-10316','A574-2','Xk', 'LB')
('AC22517-2022-11-02-10317','A574-3','mUFN', 'UB')
('SL12058-2022-11-01-10049','S419-17','nBlqhKEYxeOv', 'LB')
('AC22517-2022-11-02-10320','A574-6','KRmuTkAqryDcXz', 'SU')
('SL12058-2022-11-01-10053','S419-21','NxWPXAfcGTkugDdh', 'MB')
('SL22517-2022-11-01-10107','S422-3','WHMg', 'UB')
('AC22517-2022-11-01-10292','A572-14','RxYPWoGPhNDwD', 'LB')
('SL22517-2022-11-02-10197','S425-21','BhtUpKG', 'MB')
('SL04652-2022-11-01-10184','S425-8','oQlCuOIOaOYhHb', 'SU')
('AC22517-2022-11-01-10302','A573-6','vMjXTDTrfRo', 'SU')
('SL22517-2022-11-01-10111','S422-7','TCbKXXQaIM', 'SL')
('SL22517-2022-11-01-10112','S422-8','G', 'SU')
('SL22517-2022-11-02-10198','S425-22','vUbaVC', 'UB')
('SL04652-2022-11-02-10238','S427-14','jfhgXQFfMrTb', 'UB')
('SL04652-2022-11-02-10240','S427-16','qRkjncJzeOuCTL', 'SU')
('AC22517-2022-11-02-10328','A574-14','gIeCLhuXYrM', 'LB')
('SL04652-2022-11-01-10196','S425-20','X', 'LB')
('SL12058-2022-11-01-10065','S420-9','zY', 'LB')
('SL22517-2022-11-01-10155','S424-3','CjycLhybeNv', 'UB')
('SL12058-2022-11-01-10093','S421-13','zVklkjduJeUk', 'MB')
('SL22517-2022-11-02-10241','S427-17','zNoKhvwFOlCiKInS', 'LB')
('SL22517-2022-11-01-10159','S424-7','ykcHFPfRjaH', 'SL')
('AC12058-2022-11-01-10355','A576-5','e', 'SL')
('SL04652-2022-11-01-10232','S427-8','B', 'SU')
('AC22517-2022-11-01-10333','A575-1','wtWK', 'LB')
('SL22517-2022-11-01-10160','S424-8','YmUjdV', 'SU')
('SL04652-2022-11-02-10269','S428-21','temhStIoYNyaSCFa', 'MB')
('AC04652-2022-11-01-10566','A587-18','dXqGwMZeYBSkwcC', 'SU')
('AC22517-2022-11-02-10386','A577-18','yTtRGZejrCbq', 'SU')
('SL12058-2022-11-01-10155','S424-3','XeLyPxoYsZulJFAC', 'UB')
('SL12058-2022-11-01-10211','S426-11','oaTcWAFdDP', 'UB')
('SL22517-2022-11-01-10282','S429-10','LIOFvNpHlZeliT', 'MB')
('AC12058-2022-11-01-10467','A582-9','DldpdtqKshELLTn', 'UB')
('AC22517-2022-11-01-10450','A581-10','NweQqc', 'UB')
('AC22517-2022-11-01-10451','A581-11','kygBgLioNk', 'SL')
('AC12058-2022-11-01-10470','A582-12','RTtr', 'SU')
('SL22517-2022-11-01-10283','S429-11','PMWayvH', 'UB')
('SL04652-2022-11-01-10353','S432-9','KLgANRNRCUOQF', 'LB')
('SL04652-2022-11-02-10382','S433-14','rVauLlDjYNd', 'UB')
('SL04652-2022-11-01-10354','S432-10','rOltIbU', 'MB')
('SL04652-2022-11-02-10383','S433-15','mmSoLyauvFTWXXX', 'SL')
('AC22517-2022-11-01-10455','A581-15','CzrmpcFFMvpWPgf', 'UB')
('SL22517-2022-11-01-10288','S429-16','wvh', 'SU')
('AC22517-2022-11-01-10456','A581-16','ZeskggpPvSa', 'UB')
('SL22517-2022-11-01-10297','S430-1','eTiODizEc', 'LB')
('SL04652-2022-11-01-10365','S432-21','VuSffQezsRNNqCO', 'MB')
('AC22517-2022-11-02-10484','A583-8','lihKe', 'LB')
('AC22517-2022-11-02-10485','A583-9','glelXlfWcAuJXY', 'UB')
('SL22517-2022-11-01-10300','S430-4','wM', 'LB')
('AC12058-2022-11-01-10491','A583-15','Wfk', 'UB')
('SL04652-2022-11-01-10368','S432-24','ZEaPJAGCXVks', 'SU')
('AC12058-2022-11-01-10492','A583-16','zpAT', 'UB')
('AC22517-2022-11-01-10468','A582-10','NyqQulxJECjjSjQ', 'UB')
('SL04652-2022-11-02-10409','S434-17','cbvjObjj', 'LB')
('SL22517-2022-11-01-10304','S430-8','ZfBKWvgZPJGUYJ', 'SU')
('AC22517-2022-11-01-10475','A582-17','VZkNqWeZv', 'SL')
('AC22517-2022-11-01-10477','A583-1','EYnpZcZXITbkj', 'LB')
('AC04652-2022-11-01-10693','A595-1','pd', 'LB')
('SL04652-2022-11-02-10416','S434-24','tXxXjvvTufMnMB', 'SU')
('AC04652-2022-11-02-10510','A584-16','ptcEfm', 'UB')
('SL04652-2022-11-02-10426','S435-10','yG', 'MB')
('SL12058-2022-11-01-10272','S428-24','G', 'SU')
('SL22517-2022-11-02-10450','S436-10','EpRubAoseGVMdr', 'MB')
('AC22517-2022-11-02-10535','A586-5','PwbM', 'SL')
('SL12058-2022-11-01-10274','S429-2','kjqTNOALfDp', 'MB')
('AC22517-2022-11-02-10537','A586-7','brZWmKEdi', 'LB')
('AC04652-2022-11-01-10714','A596-4','UeAIuQeccxnSCc', 'UB')
('AC04652-2022-11-02-10535','A586-5','sxoG', 'SL')
('AC22517-2022-11-01-10502','A584-8','jjvH', 'LB')
('AC22517-2022-11-02-10541','A586-11','nxCAJPWPWC', 'SL')
('AC12058-2022-11-01-10533','A586-3','uuuXHP', 'UB')
('AC22517-2022-11-01-10547','A586-17','SjNjavXnIGycmG', 'SL')
('SL12058-2022-11-01-10316','S430-20','f', 'LB')
('AC12058-2022-11-01-10598','A589-14','EtBtCdQANooVcp', 'LB')
('AC04652-2022-11-02-10611','A590-9','rnvMgXyoHUJo', 'UB')
('SL12058-2022-11-01-10364','S432-20','Sc', 'LB')
('AC04652-2022-11-02-10615','A590-13','sXJkxnoX', 'LB')
('SL04652-2022-11-02-10528','S439-16','uaniBGXcblopFbN', 'SU')
('AC12058-2022-11-01-10603','A590-1','hDJyxmkrkrUc', 'LB')
('SL04652-2022-11-02-10537','S440-1','xZwPb', 'LB')
('AC04652-2022-11-02-10623','A591-3','YJpK', 'UB')
('SL04652-2022-11-02-10539','S440-3','fcih', 'UB')
('SL22517-2022-11-02-10556','S440-20','ivXIKhsafrnqysjk', 'LB')
('SL22517-2022-11-01-10456','S436-16','PV', 'SU')
('SL04652-2022-11-02-10559','S440-23','cqoOdufOxGdiYcV', 'SL')
('AC22517-2022-11-02-10656','A592-18','IJiheSfRTs', 'SU')
('SL04652-2022-11-01-10526','S439-14','wnGUJbSm', 'UB')
('AC22517-2022-11-01-10628','A591-8','rvXaEUaId', 'LB')
('SL12058-2022-11-01-10409','S434-17','UFJzbieUM', 'LB')
('AC04652-2022-11-02-10652','A592-14','pXRRMQRYfupeDWfm', 'LB')
('AC04652-2022-11-01-10826','A602-8','JAMxstiW', 'LB')
('AC04652-2022-11-02-10699','A595-7','CUXwu', 'LB')
('SL04652-2022-11-02-10614','S443-6','IZlIjyV', 'UB')
('SL22517-2022-11-02-10620','S443-12','moxKFPTcK', 'LB')
('SL04652-2022-11-01-10579','S441-19','eVDdUTXTPggfYC', 'UB')
('SL04652-2022-11-01-10580','S441-20','mINZNVIfYxGCG', 'LB')
('SL22517-2022-11-01-10513','S439-1','QeQnkOkmJKuTV', 'LB')
('SL12058-2022-11-01-10470','S437-6','IcS', 'UB')
('SL04652-2022-11-02-10620','S443-12','XifkxVqqZQjNhAJ', 'LB')
('AC22517-2022-11-02-10719','A596-9','MTg', 'UB')
('SL04652-2022-11-01-10586','S442-2','EqeSnE', 'MB')
('SL12058-2022-11-01-10496','S438-8','JeifSmUgj', 'SU')
('SL12058-2022-11-01-10517','S439-5','yDrwdCWMThvJnFUJ', 'MB')
('AC04652-2022-11-01-10933','A608-7','OHGaAVdR', 'LB')
('SL22517-2022-11-01-10588','S442-4','rgcILWbcCFIk', 'LB')
('AC04652-2022-11-01-10936','A608-10','dnLlXADYg', 'UB')
('SL12058-2022-11-01-10598','S442-14','eiNtG', 'UB')
('SL04652-2022-11-02-10753','S449-1','yTSdPzqGxuY', 'LB')
('AC04652-2022-11-02-10842','A603-6','UA', 'SU')
('AC04652-2022-11-01-11011','A612-13','olH', 'LB')
('SL22517-2022-11-02-10755','S449-3','bocPOx', 'UB')
('AC04652-2022-11-02-10856','A604-2','kPnxcTdUrOcE', 'LB')
('AC22517-2022-11-02-10873','A605-1','nJInECBA', 'LB')
('AC22517-2022-11-01-10843','A603-7','DXnmqOFBVdaV', 'LB')
('AC22517-2022-11-01-10939','A608-13','jhduNiWmRfFVR', 'LB')
('SL04652-2022-11-02-10854','S453-6','htFSYpmt', 'UB')
('SL04652-2022-11-02-10855','S453-7','rARyoYdkRQ', 'SL')
('AC22517-2022-11-01-10944','A608-18','iQDxaeIbr', 'SU')
('AC22517-2022-11-02-10962','A609-18','oZuGZHvghGgrMk', 'SU')
('AC22517-2022-11-01-10954','A609-10','SPoCAwbZdxYCXrB', 'UB')
('SL22517-2022-11-01-10762','S449-10','TWtrKxNVNvhYAZm', 'MB')
('AC04652-2022-11-01-11115','A618-9','RelkylEmh', 'UB')
('SL22517-2022-11-01-10763','S449-11','CymjUxq', 'UB')
('SL12058-2022-11-01-10720','S447-16','gGVjFmw', 'SU')
('AC12058-2022-11-01-10964','A610-2','pDHUTJxLGGCMJJGU', 'LB')
('SL04652-2022-11-02-10882','S454-10','EUcGJqpCRtVDds', 'MB')
('SL04652-2022-11-02-10883','S454-11','vDOICokMJdgQXY', 'UB')
('AC04652-2022-11-01-11120','A618-14','uubYNScxRKh', 'LB')
('AC04652-2022-11-01-11121','A618-15','HqflyCZdsBRz', 'UB')
('SL22517-2022-11-02-10871','S453-23','VrqNk', 'SL')
