('SL12058-2022-11-01-1','S1-1','thYjYi', 'LB')
('SL12058-2022-11-01-5147','S215-11','PC', 'UB')
('SL22517-2022-11-01-5176','S216-16','M', 'SU')
('SL12058-2022-11-01-5149','S215-13','zOtHQvCsfGV', 'MB')
('AC04652-2022-11-01-5194','A289-10','qmmWCAURVyiJLVN', 'UB')
('AC04652-2022-11-01-5195','A289-11','lTfmfWDjE', 'SL')
('SL22517-2022-11-01-5182','S216-22','lE', 'UB')
('SL12058-2022-11-01-5154','S215-18','bZ', 'MB')
('SL22517-2022-11-02-5262','S220-6','VWIBJAXSIcyYjAq', 'UB')
('SL12058-2022-11-01-5155','S215-19','sRdIVwAcoRZabwY', 'UB')
('SL22517-2022-11-02-5265','S220-9','gPE', 'LB')
('AC22517-2022-11-01-5051','A281-11','SIuLnXziyAAG', 'SL')
('AC04652-2022-11-02-5143','A286-13','PbLO', 'LB')
('SL22517-2022-11-01-5197','S217-13','azCDhHqw', 'MB')
('AC04652-2022-11-02-5147','A286-17','OGXlMwdcM', 'SL')
('SL22517-2022-11-01-5200','S217-16','sICv', 'SU')
('SL22517-2022-11-02-5279','S220-23','ayFfpxmTFVjrIHq', 'SL')
('SL22517-2022-11-02-5281','S221-1','YAz', 'LB')
('AC12058-2022-11-01-5217','A290-15','VFD', 'UB')
('AC04652-2022-11-02-5158','A287-10','QYQUeL', 'UB')
('SL12058-2022-11-01-5182','S216-22','ak', 'UB')
('AC22517-2022-11-01-5073','A282-15','UKLzptxd', 'UB')
('AC04652-2022-11-02-5162','A287-14','EMMcMnvOCeZdDbXa', 'LB')
('SL04652-2022-11-02-5190','S217-6','HwtFeXNsOzTp', 'UB')
('AC22517-2022-11-01-5077','A283-1','Y', 'LB')
('SL22517-2022-11-02-5297','S221-17','OL', 'LB')
('AC22517-2022-11-02-5287','A294-13','cgETm', 'LB')
('SL04652-2022-11-02-5194','S217-10','TlamubD', 'MB')
('SL04652-2022-11-02-5195','S217-11','Xb', 'UB')
('AC04652-2022-11-02-5164','A287-16','c', 'UB')
('SL04652-2022-11-01-5248','S219-16','wqXl', 'SU')
('SL22517-2022-11-02-5302','S221-22','QkjewHV', 'UB')
('SL04652-2022-11-01-5250','S219-18','PoStRDsMEa', 'MB')
('SL22517-2022-11-02-5304','S221-24','qlpL', 'SU')
('SL22517-2022-11-01-5224','S218-16','iyVJdYrMNfUzB', 'SU')
('AC22517-2022-11-02-5294','A295-2','GfC', 'LB')
('AC22517-2022-11-01-5089','A283-13','Bupi', 'LB')
('SL12058-2022-11-01-5199','S217-15','IXEBdCM', 'SL')
('SL04652-2022-11-01-5257','S220-1','PWNSTWSfJzsK', 'LB')
('SL22517-2022-11-02-5310','S222-6','jyNMMg', 'UB')
('AC12058-2022-11-01-5230','A291-10','XRmYdn', 'UB')
('AC22517-2022-11-01-5095','A284-1','fYJS', 'LB')
('AC22517-2022-11-01-5096','A284-2','LfJJfrfaTP', 'LB')
('SL22517-2022-11-02-5314','S222-10','Iy', 'MB')
('SL12058-2022-11-01-5204','S217-20','TdalOFnQfkI', 'LB')
('SL22517-2022-11-02-5315','S222-11','CIN', 'UB')
('SL12058-2022-11-01-5206','S217-22','AkWeX', 'UB')
('SL04652-2022-11-01-5265','S220-9','aOw', 'LB')
('SL04652-2022-11-01-5266','S220-10','Cf', 'MB')
('SL12058-2022-11-01-5230','S218-22','BWztlmltOoyZd', 'UB')
('AC22517-2022-11-02-5329','A297-1','zVBoodEPR', 'LB')
('AC04652-2022-11-01-5269','A293-13','SsFaYGWfgl', 'LB')
('AC22517-2022-11-01-5126','A285-14','WH', 'LB')
('AC04652-2022-11-02-5194','A289-10','wDJWenowMAIGIu', 'UB')
('SL04652-2022-11-01-5293','S221-13','VhrqhA', 'MB')
('SL04652-2022-11-01-5295','S221-15','nZYwCBm', 'SL')
('SL04652-2022-11-01-5296','S221-16','iVVOC', 'SU')
('AC12058-2022-11-01-5266','A293-10','fau', 'UB')
('SL12058-2022-11-01-5244','S219-12','OXGyM', 'LB')
('AC12058-2022-11-01-5268','A293-12','ANfKxd', 'SU')
('SL04652-2022-11-02-5270','S220-14','LodJjhbYBrLaih', 'UB')
('AC22517-2022-11-02-5378','A299-14','YZpsrubzaFyBOMp', 'LB')
('SL04652-2022-11-02-5273','S220-17','ZzrhtbBIPda', 'LB')
('SL04652-2022-11-02-5275','S220-19','RweTjqkCm', 'UB')
('SL22517-2022-11-01-5291','S221-11','hs', 'UB')
('SL04652-2022-11-02-5281','S221-1','AJDAvQmawRC', 'LB')
('SL04652-2022-11-02-5282','S221-2','gWNFRWWWd', 'MB')
('SL22517-2022-11-01-5299','S221-19','NbmU', 'UB')
('SL22517-2022-11-02-5372','S224-20','QvJtCsyTtFCtwRkN', 'LB')
('AC22517-2022-11-01-5182','A288-16','mVKFDzGA', 'UB')
('AC04652-2022-11-01-5333','A297-5','YOQL', 'SL')
('AC22517-2022-11-01-5184','A288-18','nvHmPPPO', 'SU')
('SL04652-2022-11-01-5334','S223-6','bV', 'UB')
('SL22517-2022-11-01-5310','S222-6','ZhDPxEtKkhzRPV', 'UB')
('AC12058-2022-11-01-5319','A296-9','JZxCnrjGPm', 'UB')
('SL04652-2022-11-01-5337','S223-9','s', 'LB')
('AC22517-2022-11-02-5395','A300-13','DWMCHsQh', 'LB')
('AC04652-2022-11-01-5336','A297-8','sPxIP', 'LB')
('AC12058-2022-11-01-5323','A296-13','bJvZ', 'LB')
('AC12058-2022-11-01-5324','A296-14','gfQcUyFHZdB', 'LB')
('SL22517-2022-11-02-5380','S225-4','AiGZybtYjcbXLJ', 'LB')
('AC22517-2022-11-02-5406','A301-6','ypaxSclgRrNI', 'SU')
('AC04652-2022-11-01-5348','A298-2','DCjelUQv', 'LB')
('SL22517-2022-11-01-5321','S222-17','FlQyNgKYKac', 'LB')
('AC12058-2022-11-01-5339','A297-11','qlFbWOCH', 'SL')
('AC12058-2022-11-01-5340','A297-12','GyPA', 'SU')
('SL12058-2022-11-01-5312','S222-8','wtr', 'SU')
('AC04652-2022-11-02-5252','A292-14','ytuMwbehxqO', 'LB')
('AC12058-2022-11-01-5342','A297-14','FY', 'LB')
('AC22517-2022-11-02-5413','A301-13','XLDgEBTrEM', 'LB')
('AC04652-2022-11-02-5254','A292-16','JEiy', 'UB')
('AC04652-2022-11-01-5354','A298-8','GUKFV', 'LB')
('SL04652-2022-11-01-5373','S224-21','UeEC', 'MB')
('AC04652-2022-11-01-5390','A300-8','mVZmJL', 'LB')
('AC04652-2022-11-01-5391','A300-9','OPOiaxzs', 'UB')
('AC04652-2022-11-01-5392','A300-10','mIcRAYVxClSK', 'UB')
('SL22517-2022-11-02-5420','S226-20','HCsxO', 'LB')
('SL04652-2022-11-01-5381','S225-5','EFVlQAZudh', 'MB')
('SL04652-2022-11-01-5382','S225-6','fLmlmVEnaj', 'UB')
('SL12058-2022-11-01-5358','S224-6','zV', 'UB')
('SL22517-2022-11-02-5427','S227-3','mw', 'UB')
('AC22517-2022-11-01-5250','A292-12','dLlLOdgNRuIiVYTG', 'SU')
('AC04652-2022-11-02-5291','A294-17','RFGvpDXPW', 'SL')
('SL22517-2022-11-01-5371','S224-19','lyGZxl', 'UB')
('SL04652-2022-11-01-5388','S225-12','Lib', 'LB')
('AC04652-2022-11-01-5401','A301-1','jAEfA', 'LB')
('SL22517-2022-11-01-5372','S224-20','TcDA', 'LB')
('SL04652-2022-11-02-5343','S223-15','yOYUByWohdTMrNn', 'SL')
('AC04652-2022-11-01-5403','A301-3','kgljhBuLTuLwEKJl', 'UB')
('SL22517-2022-11-01-5374','S224-22','DeHwq', 'UB')
('AC12058-2022-11-01-5377','A299-13','KQECXX', 'LB')
('SL12058-2022-11-01-5368','S224-16','ybQQLiwb', 'SU')
('AC12058-2022-11-01-5379','A299-15','IcfmFpLlMAdbfWSa', 'UB')
('AC22517-2022-11-01-5263','A293-7','wGUVkNgCmiVz', 'LB')
('AC04652-2022-11-02-5296','A295-4','odVqieZ', 'UB')
('AC04652-2022-11-01-5412','A301-12','sBzEteRYCOC', 'SU')
('SL22517-2022-11-02-5441','S227-17','krqygegAu', 'LB')
('SL04652-2022-11-02-5349','S223-21','TtCiCU', 'MB')
('AC04652-2022-11-01-5415','A301-15','lfHFekUASgt', 'UB')
('SL12058-2022-11-01-5375','S224-23','kDtSXnC', 'SL')
('SL22517-2022-11-02-5444','S227-20','yy', 'LB')
('AC22517-2022-11-01-5271','A293-15','rT', 'UB')
('AC22517-2022-11-02-5468','A304-14','xHml', 'LB')
('AC04652-2022-11-01-5418','A301-18','VAhAhzhasF', 'SU')
('AC12058-2022-11-01-5385','A300-3','YwjOXkxjy', 'UB')
('AC22517-2022-11-02-5471','A304-17','BRiBw', 'SL')
('SL22517-2022-11-02-5446','S227-22','RAZymcssNJSAcHd', 'UB')
('AC22517-2022-11-01-5273','A293-17','pvEvHHdd', 'SL')
('AC12058-2022-11-01-5388','A300-6','DTsvGtCwEvP', 'SU')
('SL22517-2022-11-02-5449','S228-1','aRxWMCXjoFZZxQ', 'LB')
('AC22517-2022-11-01-5276','A294-2','ylX', 'LB')
('AC12058-2022-11-01-5391','A300-9','zwJPYvPaEyczUCs', 'UB')
('SL22517-2022-11-01-5384','S225-8','wEWUpzXiUUB', 'SU')
('SL22517-2022-11-02-5451','S228-3','rpppwMhf', 'UB')
('AC12058-2022-11-01-5393','A300-11','IStAqCViCPPC', 'SL')
('SL04652-2022-11-02-5357','S224-5','uECauffQdi', 'MB')
('SL04652-2022-11-02-5358','S224-6','uGrOtzJm', 'UB')
('AC04652-2022-11-02-5307','A295-15','WGyopAKm', 'UB')
('SL22517-2022-11-01-5389','S225-13','Qjm', 'MB')
('SL04652-2022-11-02-5363','S224-11','allcPDJiFAD', 'UB')
('SL22517-2022-11-02-5458','S228-10','IblpQTDxt', 'MB')
('AC22517-2022-11-02-5488','A305-16','B', 'UB')
('SL04652-2022-11-02-5366','S224-14','FdyxcvMwye', 'UB')
('AC04652-2022-11-02-5312','A296-2','OswGsMzzk', 'LB')
('AC22517-2022-11-01-5297','A295-5','WKMgipkVzAWdI', 'SL')
('AC04652-2022-11-02-5329','A297-1','WqNJjo', 'LB')
('SL04652-2022-11-02-5389','S225-13','lCMiaIOK', 'MB')
('SL12058-2022-11-01-5412','S226-12','cibbfTzyQIKfOmn', 'LB')
('AC12058-2022-11-01-5428','A302-10','RZeiF', 'UB')
('AC04652-2022-11-02-5340','A297-12','nW', 'SU')
('SL04652-2022-11-02-5397','S225-21','iZoDeCCffVU', 'MB')
('SL22517-2022-11-02-5491','S229-19','AQxapt', 'UB')
('SL12058-2022-11-01-5429','S227-5','NyLaZcL', 'MB')
('SL04652-2022-11-01-5448','S227-24','vQ', 'SU')
('SL12058-2022-11-01-5431','S227-7','cJawxKPAnVeQDP', 'SL')
('SL12058-2022-11-01-5432','S227-8','nYZuxqzixI', 'SU')
('SL12058-2022-11-01-5433','S227-9','v', 'LB')
('AC22517-2022-11-01-5319','A296-9','btstTlyaRPPu', 'UB')
('SL22517-2022-11-02-5504','S230-8','RukDsqInJvlH', 'SU')
('SL22517-2022-11-01-5439','S227-15','gFtHZ', 'SL')
('SL04652-2022-11-01-5483','S229-11','xx', 'UB')
('SL22517-2022-11-02-5536','S231-16','u', 'SU')
('AC22517-2022-11-01-5365','A299-1','RdGGMcrwDn', 'LB')
('SL04652-2022-11-02-5447','S227-23','IMRyXuTmfD', 'SL')
('SL22517-2022-11-01-5470','S228-22','ASVAZOYwJQICZ', 'UB')
('SL22517-2022-11-01-5471','S228-23','kI', 'SL')
('AC12058-2022-11-01-5477','A305-5','kKFCxQWTivQ', 'SL')
('SL12058-2022-11-01-5472','S228-24','rWLT', 'SU')
('AC12058-2022-11-01-5478','A305-6','ymUhHqQxakfqV', 'SU')
('AC04652-2022-11-02-5384','A300-2','ClfNLNFk', 'LB')
('SL04652-2022-11-01-5491','S229-19','xea', 'UB')
('SL04652-2022-11-02-5450','S228-2','gtE', 'MB')
('AC12058-2022-11-01-5483','A305-11','QXx', 'SL')
('SL04652-2022-11-01-5495','S229-23','XUdE', 'SL')
('AC12058-2022-11-01-5485','A305-13','aImEjPRqs', 'LB')
('SL22517-2022-11-02-5549','S232-5','njFqqeK', 'MB')
('AC22517-2022-11-01-5376','A299-12','RtjrvB', 'SU')
('SL04652-2022-11-02-5460','S228-12','wQ', 'LB')
('SL22517-2022-11-02-5554','S232-10','XHKhNnBRuDirRDqo', 'MB')
('AC22517-2022-11-02-5588','A311-8','CIVcEkzkYSddYW', 'LB')
('AC12058-2022-11-01-5491','A306-1','wefPdcQZQusOWVhI', 'LB')
('SL04652-2022-11-02-5465','S228-17','PMSKqZzeszwg', 'LB')
('AC22517-2022-11-01-5384','A300-2','UvQQyiaY', 'LB')
('SL22517-2022-11-01-5492','S229-20','QtzOMrBSXmRS', 'LB')
('AC22517-2022-11-02-5595','A311-15','qYvTQFmVPICj', 'UB')
('AC12058-2022-11-01-5499','A306-9','CqRpwqoqyApbp', 'UB')
('AC22517-2022-11-02-5598','A311-18','ZGWmujI', 'SU')
('SL04652-2022-11-01-5514','S230-18','QGgSNKInwwEVPq', 'MB')
('SL04652-2022-11-01-5540','S231-20','uJ', 'LB')
('SL22517-2022-11-02-5599','S234-7','vH', 'SL')
('SL04652-2022-11-01-5549','S232-5','xea', 'MB')
('SL04652-2022-11-01-5550','S232-6','KOxyFEzsp', 'UB')
('SL22517-2022-11-01-5529','S231-9','ZpEjXh', 'LB')
('AC12058-2022-11-01-5537','A308-11','weLMwRADdJ', 'SL')
('SL04652-2022-11-02-5517','S230-21','hHCpgqbC', 'MB')
('SL12058-2022-11-01-5529','S231-9','OetluRfghWQkNo', 'LB')
('SL04652-2022-11-02-5521','S231-1','GLlemvaPCU', 'LB')
('SL04652-2022-11-01-5557','S232-13','LEwTpEstmpKAqIi', 'MB')
('SL04652-2022-11-01-5558','S232-14','UghknIhw', 'UB')
('AC04652-2022-11-01-5575','A310-13','cslRtTGSjUhj', 'LB')
('SL12058-2022-11-01-5533','S231-13','tq', 'MB')
('AC22517-2022-11-02-5643','A314-9','keEgIdDJv', 'UB')
('AC12058-2022-11-01-5549','A309-5','nl', 'SL')
('AC04652-2022-11-01-5580','A310-18','hMJEqC', 'SU')
('AC12058-2022-11-01-5551','A309-7','XtAmW', 'LB')
('SL12058-2022-11-01-5538','S231-18','retTb', 'MB')
('SL04652-2022-11-02-5537','S231-17','y', 'LB')
('AC22517-2022-11-01-5436','A302-18','sz', 'SU')
('SL04652-2022-11-02-5538','S231-18','MclxM', 'MB')
('SL04652-2022-11-01-5570','S233-2','UyfHR', 'MB')
('AC12058-2022-11-01-5566','A310-4','AqHtrquH', 'UB')
('SL12058-2022-11-01-5553','S232-9','Gat', 'LB')
('AC04652-2022-11-02-5474','A305-2','EKFMbcb', 'LB')
('SL22517-2022-11-02-5632','S235-16','HQvDugbIRPZWXj', 'SU')
('SL22517-2022-11-01-5558','S232-14','qpLMMDYMznWbDcyU', 'UB')
('SL04652-2022-11-01-5598','S234-6','RRpniINTuES', 'UB')
('AC22517-2022-11-01-5469','A304-15','brHR', 'UB')
('AC04652-2022-11-01-5626','A313-10','qz', 'UB')
('AC04652-2022-11-02-5505','A306-15','zS', 'UB')
('SL04652-2022-11-01-5607','S234-15','bEbZllwbZKLShi', 'SL')
('AC22517-2022-11-02-5720','A318-14','MQnRXre', 'LB')
('AC04652-2022-11-02-5529','A308-3','wSHMQLt', 'UB')
('SL12058-2022-11-01-5603','S234-11','qBQ', 'UB')
('AC22517-2022-11-01-5497','A306-7','pfXApHJNAry', 'LB')
('SL04652-2022-11-01-5627','S235-11','nVbut', 'UB')
('SL04652-2022-11-02-5600','S234-8','vaWC', 'SU')
('AC04652-2022-11-01-5653','A315-1','u', 'LB')
('SL22517-2022-11-02-5697','S238-9','yxRfTOB', 'LB')
('AC22517-2022-11-01-5501','A306-11','p', 'SL')
('SL12058-2022-11-01-5613','S234-21','xVgLJIiZOQJipYT', 'MB')
('AC22517-2022-11-01-5503','A306-13','iqBPjfmA', 'LB')
('SL04652-2022-11-02-5605','S234-13','e', 'MB')
('AC04652-2022-11-01-5662','A315-10','cUdvHbchuYZpfhNw', 'UB')
('AC04652-2022-11-02-5539','A308-13','gICU', 'LB')
('SL12058-2022-11-01-5619','S235-3','Gbsa', 'UB')
('AC22517-2022-11-02-5734','A319-10','XbrgcMcStfcwBnU', 'UB')
('AC04652-2022-11-01-5666','A315-14','NxOzwbPo', 'LB')
('SL22517-2022-11-01-5621','S235-5','PHWCd', 'MB')
('AC12058-2022-11-01-5648','A314-14','bZzhVZsezRqrNMrq', 'LB')
('AC04652-2022-11-02-5547','A309-3','FPwyACqs', 'UB')
('SL22517-2022-11-01-5622','S235-6','rNUkBBNBsA', 'UB')
('SL04652-2022-11-01-5641','S236-1','FGEEBYzOIW', 'LB')
('AC04652-2022-11-01-5673','A316-3','QMIkPsyIyPjTp', 'UB')
('AC22517-2022-11-02-5744','A320-2','bZAxAuCqcCTxUD', 'LB')
('SL12058-2022-11-01-5628','S235-12','Q', 'LB')
('SL04652-2022-11-02-5618','S235-2','iTGuzHAHBEJoy', 'MB')
('SL04652-2022-11-01-5645','S236-5','cRnBqnabkKdJS', 'MB')
('SL04652-2022-11-02-5620','S235-4','Ssmey', 'LB')
('SL12058-2022-11-01-5630','S235-14','xcLIjPayCHEDMh', 'UB')
('AC04652-2022-11-02-5555','A309-11','fK', 'SL')
('SL04652-2022-11-01-5651','S236-11','hILspauBcg', 'UB')
('AC12058-2022-11-01-5655','A315-3','jlxQ', 'UB')
('AC12058-2022-11-01-5656','A315-4','MWuPtFAbrHRUTX', 'UB')
('AC22517-2022-11-01-5529','A308-3','eAwVEnwofogMt', 'UB')
('SL22517-2022-11-01-5632','S235-16','gbnHtFrt', 'SU')
('SL22517-2022-11-02-5719','S239-7','Nteib', 'SL')
('SL04652-2022-11-01-5653','S236-13','MPJ', 'MB')
('SL22517-2022-11-02-5750','S240-14','woLzwkV', 'UB')
('AC04652-2022-11-01-5729','A319-5','Br', 'SL')
('AC22517-2022-11-01-5575','A310-13','L', 'LB')
('AC22517-2022-11-02-5792','A322-14','AzSrGTAuhbodwI', 'LB')
('AC12058-2022-11-01-5702','A317-14','ZhzdIuxYVuHCn', 'LB')
('SL12058-2022-11-01-5671','S237-7','V', 'SL')
('AC22517-2022-11-02-5796','A322-18','fgSpgkvH', 'SU')
('AC22517-2022-11-01-5578','A310-16','B', 'UB')
('AC22517-2022-11-02-5798','A323-2','DFLkjmaOvZu', 'LB')
('SL22517-2022-11-01-5676','S237-12','JUnfoEir', 'LB')
('AC04652-2022-11-02-5619','A313-3','DqXmgUlTcJJMyxHE', 'UB')
('AC22517-2022-11-02-5801','A323-5','svuzZWPhtjXAn', 'SL')
('SL12058-2022-11-01-5675','S237-11','LOMVdEgLVnqGK', 'UB')
('AC04652-2022-11-01-5741','A319-17','HjSeBECIMgmWbV', 'SL')
('AC12058-2022-11-01-5715','A318-9','W', 'UB')
('AC04652-2022-11-01-5742','A319-18','JlIJUXyTMo', 'SU')
('AC04652-2022-11-02-5624','A313-8','rVKdaSa', 'LB')
('SL04652-2022-11-01-5710','S238-22','WkxIZZymCfRlfy', 'UB')
('AC04652-2022-11-02-5627','A313-11','Bve', 'SL')
('AC04652-2022-11-01-5745','A320-3','LM', 'UB')
('AC22517-2022-11-02-5806','A323-10','zLDQueVfh', 'UB')
('SL12058-2022-11-01-5687','S237-23','yiASY', 'SL')
('AC04652-2022-11-02-5632','A313-16','lYMBJuxyfIedSV', 'UB')
('AC12058-2022-11-01-5725','A319-1','MikqiEqFC', 'LB')
('SL04652-2022-11-01-5719','S239-7','XUXz', 'SL')
('AC22517-2022-11-01-5602','A312-4','jaytCSyRfgrtN', 'UB')
('SL22517-2022-11-02-5780','S241-20','nTxQdY', 'LB')
('SL04652-2022-11-02-5698','S238-10','rwzuMIBIGSZar', 'MB')
('SL04652-2022-11-01-5729','S239-17','LNXDgumZWYTV', 'LB')
('AC12058-2022-11-01-5747','A320-5','CuTy', 'SL')
('AC12058-2022-11-01-5748','A320-6','pqDSEqCXdpxB', 'SU')
('SL04652-2022-11-01-5740','S240-4','lVLcseNzeVaXSG', 'LB')
('AC12058-2022-11-01-5751','A320-9','ZMs', 'UB')
('SL04652-2022-11-01-5742','S240-6','vO', 'UB')
('SL04652-2022-11-02-5707','S238-19','Tog', 'UB')
('AC12058-2022-11-01-5780','A322-2','rdLDzuNBokLUO', 'LB')
('SL04652-2022-11-02-5735','S239-23','HqyxQJXZqM', 'SL')
('SL04652-2022-11-02-5738','S240-2','YhxdSN', 'MB')
('SL22517-2022-11-01-5743','S240-7','W', 'SL')
('SL04652-2022-11-01-5776','S241-16','T', 'SU')
('SL04652-2022-11-01-5789','S242-5','xr', 'MB')
('SL04652-2022-11-02-5749','S240-13','y', 'MB')
('AC22517-2022-11-01-5660','A315-8','ILyCcsJ', 'LB')
('SL04652-2022-11-02-5752','S240-16','ldtC', 'SU')
('AC04652-2022-11-01-5812','A323-16','hfkjurynB', 'UB')
('AC12058-2022-11-01-5846','A325-14','ROiBCVaux', 'LB')
('AC22517-2022-11-01-5715','A318-9','ShyOrceCqW', 'UB')
('SL22517-2022-11-02-5891','S246-11','jnictufSzIoPV', 'UB')
('AC04652-2022-11-01-5873','A327-5','OnE', 'SL')
('SL22517-2022-11-01-5811','S243-3','nXjF', 'UB')
('SL22517-2022-11-01-5812','S243-4','ghF', 'LB')
('AC22517-2022-11-01-5721','A318-15','bVSoONCnHIKAYdIb', 'UB')
('AC22517-2022-11-01-5722','A318-16','BaZRKFi', 'UB')
('AC04652-2022-11-01-5879','A327-11','gfwnBYwTJfQnYom', 'SL')
('AC04652-2022-11-02-5766','A321-6','wALEHTPmWevcLB', 'SU')
('AC22517-2022-11-02-5933','A330-11','kpwMDpDiOitSWK', 'SL')
('AC22517-2022-11-02-5934','A330-12','YltibTVEGWsfARb', 'SU')
('AC22517-2022-11-02-5935','A330-13','yxXMsdOLU', 'LB')
('AC22517-2022-11-02-5936','A330-14','vUywIKsMSnHBx', 'LB')
('SL22517-2022-11-01-5813','S243-5','WftWSaVYsk', 'MB')
('SL22517-2022-11-01-5814','S243-6','PGEwgQYy', 'UB')
('SL22517-2022-11-01-5816','S243-8','rHvpaY', 'SU')
('SL22517-2022-11-01-5817','S243-9','bzVp', 'LB')
('SL22517-2022-11-02-5904','S246-24','EXDk', 'SU')
('AC22517-2022-11-01-5746','A320-4','Hzr', 'UB')
('AC04652-2022-11-02-5781','A322-3','RedLvLFXQWq', 'UB')
('AC22517-2022-11-02-5950','A331-10','xVJnynRMjew', 'UB')
('SL04652-2022-11-02-5828','S243-20','GlCdpNgwRUcRS', 'LB')
('SL22517-2022-11-02-5917','S247-13','TTYtUIPH', 'MB')
('AC04652-2022-11-02-5782','A322-4','G', 'UB')
('AC04652-2022-11-01-5900','A328-14','f', 'LB')
('SL04652-2022-11-02-5837','S244-5','iguQV', 'MB')
('SL22517-2022-11-02-5925','S247-21','UNqCgYn', 'MB')
('AC04652-2022-11-02-5789','A322-11','TzJeniqFBhLHj', 'SL')
('AC04652-2022-11-02-5790','A322-12','ZFfbakGJEfSdjB', 'SU')
('AC22517-2022-11-02-5964','A332-6','HDDbcxSQvo', 'SU')
('AC04652-2022-11-02-5793','A322-15','WqSdvhiVkD', 'UB')
('AC22517-2022-11-01-5760','A320-18','GSeNDzifRicsSV', 'SU')
('AC04652-2022-11-02-5801','A323-5','GpUrhhvxQswT', 'SL')
('AC04652-2022-11-01-5912','A329-8','meeKj', 'LB')
('SL04652-2022-11-02-5854','S244-22','wXVWbuejr', 'UB')
('SL22517-2022-11-01-5843','S244-11','dibU', 'UB')
('AC04652-2022-11-02-5809','A323-13','xlEYSEyhHvgTWAqe', 'LB')
('SL22517-2022-11-02-5946','S248-18','wgXdUaEifYBndRI', 'MB')
('AC22517-2022-11-01-5778','A321-18','iytCVqmCyBN', 'SU')
('SL04652-2022-11-01-5875','S245-19','oholvmmvvgCzCb', 'UB')
('AC22517-2022-11-01-5782','A322-4','gTxWQBDmvok', 'UB')
('AC04652-2022-11-02-5814','A323-18','JWKgVjzUzkh', 'SU')
('SL22517-2022-11-02-5954','S249-2','P', 'MB')
('AC04652-2022-11-01-5928','A330-6','nmJpvGPxews', 'SU')
('AC04652-2022-11-01-5938','A330-16','CqPUubqLbU', 'UB')
('AC22517-2022-11-01-5794','A322-16','bCcFEmVO', 'UB')
('SL22517-2022-11-02-5966','S249-14','aAuCdTiAV', 'UB')
('SL22517-2022-11-02-5967','S249-15','qWzUQZGoGZ', 'SL')
('AC22517-2022-11-01-5798','A323-2','JrUujDWFlOgeJun', 'LB')
('SL12058-2022-11-01-5867','S245-11','UZNTtEyYxjTt', 'UB')
('AC04652-2022-11-01-5942','A331-2','OR', 'LB')
('SL12058-2022-11-01-5878','S245-22','JbFcFbnIeQJiS', 'UB')
('SL04652-2022-11-01-5902','S246-22','LrPs', 'UB')
('AC22517-2022-11-02-6011','A334-17','vYXErLYPzcIRKHEd', 'SL')
('SL04652-2022-11-02-5892','S246-12','gcWHBGsnhhS', 'LB')
('SL22517-2022-11-01-5879','S245-23','X', 'SL')
('AC04652-2022-11-01-5955','A331-15','tusna', 'UB')
('AC04652-2022-11-01-5956','A331-16','vNIzUyuGFVLevgK', 'UB')
('SL04652-2022-11-01-5905','S247-1','qJzKaU', 'LB')
('SL04652-2022-11-02-5894','S246-14','YeyXngRiOCNfS', 'UB')
('AC04652-2022-11-02-5839','A325-7','UszzaTkaYlwSVT', 'LB')
('SL22517-2022-11-01-5883','S246-3','gGeTAstSh', 'UB')
('SL22517-2022-11-02-5987','S250-11','U', 'UB')
('AC22517-2022-11-02-6016','A335-4','VEV', 'UB')
('SL22517-2022-11-02-5989','S250-13','KSykfH', 'MB')
('SL12058-2022-11-01-5915','S247-11','kG', 'UB')
('SL04652-2022-11-02-5937','S248-9','h', 'LB')
('SL04652-2022-11-02-5938','S248-10','qNgelMeOeHtnHK', 'MB')
('AC22517-2022-11-01-5860','A326-10','QUDrqXNweiDmX', 'UB')
('AC04652-2022-11-02-5891','A328-5','HIk', 'SL')
('AC04652-2022-11-02-5892','A328-6','FSWGIbsuDLaXY', 'SU')
('SL22517-2022-11-01-5926','S247-22','mtTHuEXoN', 'UB')
('AC22517-2022-11-01-5869','A327-1','VDDcNsKPWZsb', 'LB')
('AC22517-2022-11-01-5872','A327-4','a', 'UB')
('AC22517-2022-11-01-5873','A327-5','ZWWbNohjSTtID', 'SL')
('SL04652-2022-11-02-5983','S250-7','WGiP', 'SL')
('AC12058-2022-11-01-6035','A336-5','SzdkIpxsNjCWSKy', 'SL')
('SL04652-2022-11-01-5985','S250-9','qZtCovRBRHutoOF', 'LB')
('AC22517-2022-11-02-6109','A340-7','wwHTqnQJaJzNazdd', 'LB')
('SL04652-2022-11-02-5989','S250-13','AhYtAICHa', 'MB')
('SL04652-2022-11-01-5986','S250-10','hl', 'MB')
('AC22517-2022-11-02-6111','A340-9','AmLfbLkDgXHY', 'UB')
('SL04652-2022-11-02-5991','S250-15','GnssxFfZpUfvcaTf', 'SL')
('AC22517-2022-11-01-5916','A329-12','aIGnRImC', 'SU')
('SL22517-2022-11-02-6084','S254-12','DnSomwEwgdweNuc', 'LB')
('AC04652-2022-11-02-5939','A330-17','eqfVEU', 'SL')
('SL04652-2022-11-02-5995','S250-19','GLhncGNgFJtGU', 'UB')
('SL12058-2022-11-01-5977','S250-1','xCpLUGb', 'LB')
('SL22517-2022-11-01-5973','S249-21','jYhHULJVSnydrpt', 'MB')
('SL22517-2022-11-01-5974','S249-22','KTs', 'UB')
