('SL12058-2022-11-01-175','S8-7','dXKgfuSBDPKiDjI', 'SL')
('AC12058-2022-11-01-6794','A378-8','w', 'LB')
('SL04652-2022-11-02-6748','S282-4','tQSTtAyj', 'LB')
('AC04652-2022-11-01-7110','A395-18','q', 'SU')
('SL12058-2022-11-01-6642','S277-18','TEVqD', 'MB')
('SL12058-2022-11-01-6643','S277-19','cILeKY', 'UB')
('SL22517-2022-11-01-6701','S280-5','jufFQoqrETdYevkX', 'MB')
('SL04652-2022-11-01-6775','S283-7','afzBSQkhjzM', 'SL')
('SL04652-2022-11-01-6777','S283-9','Qu', 'LB')
('AC04652-2022-11-02-6837','A380-15','CzZTC', 'UB')
('SL04652-2022-11-01-6778','S283-10','LTjxNzOJE', 'MB')
('SL12058-2022-11-01-6653','S278-5','rRiVLPdBw', 'MB')
('SL04652-2022-11-01-6780','S283-12','JbnNDIJvfDwiw', 'LB')
('AC22517-2022-11-02-6869','A382-11','JScLtqWBeZR', 'SL')
('AC22517-2022-11-02-6870','A382-12','HkC', 'SU')
('AC22517-2022-11-02-6882','A383-6','J', 'SU')
('SL04652-2022-11-01-6796','S284-4','iozOTgGBm', 'LB')
('AC04652-2022-11-02-6856','A381-16','ekKqVKA', 'UB')
('AC22517-2022-11-02-6886','A383-10','qdnMIGwjSxcVu', 'UB')
('SL12058-2022-11-01-6675','S279-3','kQngwVrVxcOHMGe', 'UB')
('SL22517-2022-11-02-6842','S286-2','qwpGKdwVmgAAFaKS', 'MB')
('SL04652-2022-11-02-6828','S285-12','lAJyAAtW', 'LB')
('SL22517-2022-11-02-6847','S286-7','tdPMbdD', 'SL')
('AC04652-2022-11-01-7177','A399-13','ygCIF', 'LB')
('AC12058-2022-11-01-6937','A386-7','JcLzaPzFTAaK', 'LB')
('AC04652-2022-11-02-6931','A386-1','ZkuESxkjXeZx', 'LB')
('SL04652-2022-11-02-6898','S288-10','UrLAl', 'MB')
('AC22517-2022-11-02-6956','A387-8','xe', 'LB')
('SL04652-2022-11-01-6880','S287-16','kpZOV', 'SU')
('AC04652-2022-11-02-6935','A386-5','xxPvmbIhEIyjR', 'SL')
('AC04652-2022-11-02-6962','A387-14','PkaJKerkJeTJ', 'LB')
('SL12058-2022-11-01-6776','S283-8','QzLrVcBHpKQSZ', 'SU')
('SL12058-2022-11-01-6777','S283-9','XJGKTxelIbXAT', 'LB')
('SL04652-2022-11-02-6936','S289-24','q', 'SU')
('AC12058-2022-11-01-6981','A388-15','iSVxkfTAzmjz', 'UB')
('SL22517-2022-11-01-6948','S290-12','IN', 'LB')
('AC12058-2022-11-01-7106','A395-14','iNI', 'LB')
('AC04652-2022-11-01-7371','A410-9','CkTTpvdpBiF', 'UB')
('SL04652-2022-11-01-7037','S294-5','XRFUUiaxhWFFutK', 'MB')
('AC04652-2022-11-01-7379','A410-17','tEzzcML', 'SL')
('SL04652-2022-11-01-7063','S295-7','molo', 'SL')
('AC22517-2022-11-02-7157','A398-11','iedRAItqAodZuX', 'SL')
('SL12058-2022-11-01-6948','S290-12','ldkBgZsWblVPV', 'LB')
('AC22517-2022-11-02-7163','A398-17','dZJKcwebR', 'SL')
('AC04652-2022-11-02-7134','A397-6','juPJlEF', 'SU')
('AC22517-2022-11-02-7209','A401-9','e', 'UB')
('AC22517-2022-11-02-7218','A401-18','azntoctgk', 'SU')
('SL12058-2022-11-01-7013','S293-5','juxPWXOoRJVQv', 'MB')
('AC22517-2022-11-01-7215','A401-15','itrJPcL', 'UB')
('AC04652-2022-11-01-7495','A417-7','UzQoteUNPkN', 'LB')
('SL22517-2022-11-01-7073','S295-17','tvsuJAhv', 'LB')
('SL22517-2022-11-01-7075','S295-19','bRREgX', 'UB')
('SL22517-2022-11-01-7076','S295-20','eIfvSUYSYJJadWR', 'LB')
('SL22517-2022-11-01-7077','S295-21','EveVeoIWvJabq', 'MB')
('SL22517-2022-11-01-7078','S295-22','dsiUEs', 'UB')
('SL22517-2022-11-02-7219','S301-19','GStrCGnZ', 'UB')
('AC04652-2022-11-02-7251','A403-15','TOIoSPqGZUBpH', 'UB')
('SL22517-2022-11-01-7139','S298-11','SxyLpjBxuauia', 'UB')
('AC04652-2022-11-01-7562','A421-2','uZOeHQrQMJhOCSM', 'LB')
('AC04652-2022-11-02-7253','A403-17','jQEpuVEDyQ', 'SL')
('AC12058-2022-11-01-7282','A405-10','YbsEYUwOGKyk', 'UB')
('SL22517-2022-11-02-7243','S302-19','EJgVdtWnEvnUE', 'UB')
('AC22517-2022-11-01-7310','A407-2','QWrIVTjjsgvsmkwG', 'LB')
('AC04652-2022-11-02-7279','A405-7','HWyVbg', 'LB')
('SL22517-2022-11-02-7248','S302-24','lVKnJEVqdn', 'SU')
('AC22517-2022-11-02-7339','A408-13','q', 'LB')
('SL22517-2022-11-02-7251','S303-3','Tk', 'UB')
('SL22517-2022-11-02-7252','S303-4','uBOqGiQoIdRLmj', 'LB')
('AC04652-2022-11-02-7280','A405-8','GTSCu', 'LB')
('AC12058-2022-11-01-7309','A407-1','rkGkPvUAszzOnPN', 'LB')
('AC04652-2022-11-01-7638','A425-6','rbjEkRNhdE', 'SU')
('AC04652-2022-11-02-7347','A409-3','JTLyxe', 'UB')
('AC04652-2022-11-01-7643','A425-11','pUWDKXkHktFD', 'SL')
('SL22517-2022-11-01-7230','S302-6','oplJjxzVYEsTTCW', 'UB')
('AC04652-2022-11-02-7360','A409-16','ieUhn', 'UB')
('AC22517-2022-11-01-7368','A410-6','AmjqlyCHKt', 'SU')
('AC12058-2022-11-01-7384','A411-4','iiFEkGKTltZu', 'UB')
('SL04652-2022-11-01-7318','S305-22','t', 'UB')
('AC22517-2022-11-01-7372','A410-10','syZorofUofW', 'UB')
('AC12058-2022-11-01-7390','A411-10','zttGVuGnOrg', 'UB')
('AC12058-2022-11-01-7391','A411-11','ICtyIBg', 'SL')
('AC22517-2022-11-02-7433','A413-17','mMCeYVdeVbNADbH', 'SL')
('AC04652-2022-11-02-7375','A410-13','oUJAVTxwjy', 'LB')
('SL12058-2022-11-01-7182','S300-6','SkuNsLFw', 'UB')
('AC22517-2022-11-02-7440','A414-6','pTOCgKfpgPq', 'SU')
('AC22517-2022-11-01-7379','A410-17','RpTBmOOsnGj', 'SL')
('AC22517-2022-11-02-7441','A414-7','TRDNoECHHTeK', 'LB')
('SL04652-2022-11-01-7340','S306-20','RSLnvplsgOjzPvm', 'LB')
('AC04652-2022-11-02-7400','A412-2','rgkzotggpEaZ', 'LB')
('SL04652-2022-11-01-7347','S307-3','M', 'UB')
('SL04652-2022-11-02-7357','S307-13','tChQEftqeOBfSXIF', 'MB')
('AC22517-2022-11-01-7419','A413-3','rbQ', 'UB')
('SL22517-2022-11-02-7375','S308-7','AKsYEJVnDmgCz', 'SL')
('SL22517-2022-11-01-7288','S304-16','zDRBojYUY', 'SU')
('AC22517-2022-11-02-7497','A417-9','NVsMxQzzyp', 'UB')
('SL22517-2022-11-01-7293','S304-21','uJHcVOClqcMwT', 'MB')
('SL22517-2022-11-02-7401','S309-9','hnaDDpkNsbnisWb', 'LB')
('SL04652-2022-11-01-7374','S308-6','zkOwCVzFEqSVXe', 'UB')
('SL04652-2022-11-02-7384','S308-16','LxNHwRxQ', 'SU')
('SL22517-2022-11-01-7334','S306-14','uTDRwHODA', 'UB')
('SL04652-2022-11-02-7459','S311-19','AbUTK', 'UB')
('AC22517-2022-11-02-7580','A422-2','GAuasg', 'LB')
('AC04652-2022-11-01-7782','A433-6','HWlSfRGhtp', 'SU')
('AC12058-2022-11-01-7527','A419-3','hhWYHD', 'UB')
('SL22517-2022-11-02-7492','S313-4','d', 'LB')
('SL22517-2022-11-02-7493','S313-5','rApaq', 'MB')
('AC12058-2022-11-01-7530','A419-6','OJlTbP', 'SU')
('AC12058-2022-11-01-7531','A419-7','bLJMSqBMIokRkt', 'LB')
('SL22517-2022-11-02-7498','S313-10','ZfkRBweFnnKCGJg', 'MB')
('AC04652-2022-11-02-7600','A423-4','QfMirFxgMNgFlT', 'UB')
('SL12058-2022-11-01-7388','S308-20','viRmSU', 'LB')
('SL04652-2022-11-02-7540','S315-4','hHU', 'LB')
('AC04652-2022-11-01-7859','A437-11','Q', 'SL')
('AC04652-2022-11-01-7860','A437-12','HuUaXbzsLwnzV', 'SU')
('AC22517-2022-11-02-7663','A426-13','rsnJEXcNrw', 'LB')
('AC04652-2022-11-02-7636','A425-4','wlfFX', 'UB')
('SL22517-2022-11-01-7517','S314-5','OhIoPjOipyXErZ', 'MB')
('SL04652-2022-11-01-7592','S317-8','drhcU', 'SU')
('SL04652-2022-11-02-7612','S318-4','GZi', 'LB')
('SL22517-2022-11-02-7627','S318-19','QDJMAjPNRfXykgle', 'UB')
('AC12058-2022-11-01-7672','A427-4','PzEIg', 'UB')
('AC22517-2022-11-01-7673','A427-5','FXZ', 'SL')
('AC04652-2022-11-01-7932','A441-12','hTev', 'SU')
('SL22517-2022-11-02-7629','S318-21','jjZwSZigJKHvgiE', 'MB')
('AC12058-2022-11-01-7676','A427-8','RpmxSJBwfemWtAZ', 'LB')
('AC04652-2022-11-02-7690','A428-4','etGkkXBknK', 'UB')
('AC04652-2022-11-01-7936','A441-16','SrDc', 'UB')
('AC22517-2022-11-01-7677','A427-9','vCleq', 'UB')
('SL22517-2022-11-02-7634','S319-2','OIQRjAm', 'MB')
('AC12058-2022-11-01-7680','A427-12','bimZzIJBMQBBz', 'SU')
('AC22517-2022-11-01-7682','A427-14','weBZzrvsXC', 'LB')
('AC22517-2022-11-02-7790','A433-14','zPslJEgQkCHRGK', 'LB')
('AC22517-2022-11-02-7803','A434-9','nUpLJxRVpvuCzD', 'UB')
('SL22517-2022-11-02-7680','S320-24','e', 'SU')
('SL04652-2022-11-02-7674','S320-18','AInvCZAvxkh', 'MB')
('AC22517-2022-11-02-7805','A434-11','rODYQNRJGhovusmC', 'SL')
('SL22517-2022-11-02-7684','S321-4','gk', 'LB')
('SL22517-2022-11-01-7583','S316-23','NsOjIKzOfhKI', 'SL')
('SL22517-2022-11-01-7584','S316-24','lk', 'SU')
('SL22517-2022-11-01-7586','S317-2','ZHKAKhN', 'MB')
('AC22517-2022-11-01-7739','A430-17','FOzZtjGfapz', 'SL')
('AC12058-2022-11-01-7730','A430-8','oBeBO', 'LB')
('SL22517-2022-11-02-7689','S321-9','ZKIppYrCduUn', 'LB')
('AC04652-2022-11-01-8000','A445-8','ByMdFgirLGnDhDXl', 'LB')
('AC22517-2022-11-02-7813','A435-1','AOrb', 'LB')
('SL22517-2022-11-01-7590','S317-6','PdAN', 'UB')
('SL12058-2022-11-01-7517','S314-5','u', 'MB')
('SL22517-2022-11-01-7592','S317-8','i', 'SU')
('SL12058-2022-11-01-7567','S316-7','JsbcE', 'SL')
('SL22517-2022-11-01-7644','S319-12','f', 'LB')
('SL04652-2022-11-02-7736','S323-8','vbjHCHRlRy', 'SU')
('SL22517-2022-11-02-7740','S323-12','BAOFXUkmUYe', 'LB')
('AC04652-2022-11-01-8085','A450-3','HNILsj', 'UB')
('AC22517-2022-11-02-7923','A441-3','WO', 'UB')
('SL12058-2022-11-01-7621','S318-13','ogHGARw', 'MB')
('AC22517-2022-11-01-7856','A437-8','SuaHfFvTcjN', 'LB')
('SL22517-2022-11-01-7708','S322-4','H', 'LB')
('AC22517-2022-11-02-7942','A442-4','hefLkYislVJATtk', 'UB')
('AC22517-2022-11-02-7972','A443-16','JDP', 'UB')
('SL12058-2022-11-01-7663','S320-7','Wmjlkk', 'SL')
('SL22517-2022-11-01-7761','S324-9','RuAJMKunlpaV', 'LB')
('AC12058-2022-11-01-7894','A439-10','NXwZJYMwJUnfDBK', 'UB')
('SL12058-2022-11-01-7669','S320-13','qkjesPVk', 'MB')
('AC04652-2022-11-01-8162','A454-8','aaBwun', 'LB')
('SL04652-2022-11-01-7842','S327-18','evPQQWyEZv', 'MB')
('AC12058-2022-11-01-7917','A440-15','Ndc', 'UB')
('SL22517-2022-11-01-7775','S324-23','D', 'SL')
('SL12058-2022-11-01-7701','S321-21','ZgTMGIUgK', 'MB')
('SL04652-2022-11-02-7870','S328-22','FxTGjJTPskouaxCe', 'UB')
('AC12058-2022-11-01-7938','A441-18','OzJdNcdnWiUOjcJy', 'SU')
('AC12058-2022-11-01-7939','A442-1','BbRVlQwh', 'LB')
('AC22517-2022-11-02-8004','A445-12','gHw', 'SU')
('AC04652-2022-11-02-7959','A443-3','PApDXmdKzh', 'UB')
('AC22517-2022-11-01-7939','A442-1','RVM', 'LB')
('AC04652-2022-11-01-8205','A456-15','VGXR', 'UB')
('AC04652-2022-11-02-8026','A446-16','WwjWAAWDKAj', 'UB')
('AC22517-2022-11-02-8074','A449-10','mKLy', 'UB')
('AC12058-2022-11-01-8016','A446-6','uCOmhxVEVztu', 'SU')
('AC22517-2022-11-02-8077','A449-13','MjycdVpluQKTlh', 'LB')
('SL04652-2022-11-02-7955','S332-11','YgDSrVVgv', 'UB')
('AC04652-2022-11-02-8042','A447-14','V', 'LB')
('SL22517-2022-11-02-7960','S332-16','bthAqk', 'SU')
('SL22517-2022-11-01-7866','S328-18','pFGobASnNbysMKIJ', 'MB')
('SL22517-2022-11-01-7867','S328-19','RJhaAKarn', 'UB')
('AC04652-2022-11-02-8044','A447-16','RPnyzmyQyGTqAi', 'UB')
('AC12058-2022-11-01-8038','A447-10','YUjY', 'UB')
('SL04652-2022-11-01-7974','S333-6','KrbEvThkYMm', 'UB')
('SL22517-2022-11-02-7972','S333-4','oF', 'LB')
('SL12058-2022-11-01-7809','S326-9','DUM', 'LB')
('SL22517-2022-11-01-7901','S330-5','beOzEklCeoYbet', 'MB')
('SL22517-2022-11-01-7908','S330-12','bZoGGQazqmfA', 'LB')
('AC22517-2022-11-01-8046','A447-18','igxoeMGhxm', 'SU')
('AC04652-2022-11-01-8321','A463-5','qWBJlmPw', 'SL')
('AC12058-2022-11-01-8068','A449-4','bhkpSRTP', 'UB')
('AC04652-2022-11-01-8323','A463-7','USgSMQkFqRsJsbQ', 'LB')
('AC04652-2022-11-02-8082','A449-18','nxGs', 'SU')
('SL04652-2022-11-02-8007','S334-15','nHYHvPydvUXOSge', 'SL')
('SL04652-2022-11-01-8008','S334-16','zDCEoTcZjJoI', 'SU')
('SL04652-2022-11-01-8009','S334-17','VkBeyytYPuxemOh', 'LB')
('SL04652-2022-11-01-8010','S334-18','kvOpfoacd', 'MB')
('SL04652-2022-11-02-8011','S334-19','Wu', 'UB')
('SL22517-2022-11-02-8015','S334-23','Lhz', 'SL')
('AC12058-2022-11-01-8076','A449-12','qmemIJnmqlOS', 'SU')
('SL04652-2022-11-02-8012','S334-20','PNrtLKOvOHSv', 'LB')
('AC04652-2022-11-01-8372','A466-2','VUnsnJLaQgWijCL', 'LB')
('AC12058-2022-11-01-8116','A451-16','SKyE', 'UB')
('SL12058-2022-11-01-7902','S330-6','ZyFrHcCJfR', 'UB')
('AC12058-2022-11-01-8118','A451-18','wQnjJ', 'SU')
('SL12058-2022-11-01-7903','S330-7','B', 'SL')
('SL04652-2022-11-02-8056','S336-16','Mymz', 'SU')
('SL12058-2022-11-01-7913','S330-17','iYgwmgKcpd', 'LB')
('SL04652-2022-11-01-8082','S337-18','RViyNiFHVLzWC', 'MB')
('SL04652-2022-11-02-8080','S337-16','ZZVDfNQrGD', 'SU')
('SL22517-2022-11-01-7995','S334-3','oOT', 'UB')
('SL04652-2022-11-01-8114','S339-2','MrboECWTCcIxE', 'MB')
('AC12058-2022-11-01-8180','A455-8','dLrfP', 'LB')
('SL22517-2022-11-02-8140','S340-4','CBxzuJKmBDOapwA', 'LB')
('AC22517-2022-11-02-8260','A459-16','dNgKrzt', 'UB')
('SL22517-2022-11-01-8125','S339-13','MHBHWLAtsjlPJl', 'MB')
('AC22517-2022-11-02-8319','A463-3','oaJmnhuNjNFuP', 'UB')
('AC04652-2022-11-02-8306','A462-8','dxikqx', 'LB')
('SL04652-2022-11-02-8195','S342-11','bTEdjkbRrmleaB', 'UB')
('AC22517-2022-11-01-8259','A459-15','bStBrHvbDXYO', 'UB')
('SL04652-2022-11-02-8200','S342-16','FjnHEXsOfIKg', 'SU')
('SL04652-2022-11-02-8201','S342-17','MjTbjlr', 'LB')
('SL22517-2022-11-02-8223','S343-15','DVIzaf', 'SL')
('AC12058-2022-11-01-8279','A460-17','ZuWQvZxGTct', 'SL')
('AC22517-2022-11-01-8261','A459-17','UrehWP', 'SL')
('AC22517-2022-11-01-8263','A460-1','KwjcuWpSb', 'LB')
('SL22517-2022-11-02-8230','S343-22','pRfIJuUAyFqC', 'UB')
('AC04652-2022-11-01-8553','A476-3','sRHmYDnuUM', 'UB')
('AC12058-2022-11-01-8293','A461-13','ErrCiIzNXZNogx', 'LB')
('SL04652-2022-11-02-8218','S343-10','y', 'MB')
('SL22517-2022-11-01-8155','S340-19','xqsTBRHHzFAMjRq', 'UB')
('AC22517-2022-11-01-8279','A460-17','Oownef', 'SL')
('SL12058-2022-11-01-8086','S337-22','qPunjRTM', 'UB')
('SL22517-2022-11-02-8242','S344-10','IjaAsxhNiDNg', 'MB')
('AC12058-2022-11-01-8334','A463-18','OJkohniYpvkCnNZ', 'SU')
('AC22517-2022-11-02-8431','A469-7','wji', 'LB')
('AC12058-2022-11-01-8353','A465-1','HfXG', 'LB')
('SL22517-2022-11-01-8229','S343-21','lkJku', 'MB')
('SL22517-2022-11-01-8230','S343-22','qyCccwxYG', 'UB')
('SL04652-2022-11-01-8313','S347-9','hKFjpS', 'LB')
('AC04652-2022-11-02-8403','A467-15','aKgilJK', 'UB')
('SL22517-2022-11-02-8299','S346-19','Gc', 'UB')
('AC04652-2022-11-01-8636','A480-14','S', 'LB')
('SL04652-2022-11-01-8322','S347-18','AtelDivnyrlq', 'MB')
('SL22517-2022-11-02-8319','S347-15','hU', 'SL')
('SL22517-2022-11-02-8321','S347-17','HrFcgrBCGR', 'LB')
('AC04652-2022-11-02-8454','A470-12','po', 'SU')
('AC22517-2022-11-01-8402','A467-14','yTlO', 'LB')
('SL12058-2022-11-01-8215','S343-7','cNYILzcAHfYGG', 'SL')
('AC04652-2022-11-01-8701','A484-7','ltFFltBUwqRi', 'LB')
('AC22517-2022-11-01-8435','A469-11','qjm', 'SL')
('SL04652-2022-11-02-8384','S350-8','AoHShwtMwXsGZ', 'SU')
('SL04652-2022-11-02-8385','S350-9','BFcBuwpPYVhl', 'LB')
('AC22517-2022-11-01-8467','A471-7','ppXucLbBwESP', 'LB')
('SL04652-2022-11-02-8415','S351-15','ypgmCKd', 'SL')
('SL04652-2022-11-02-8416','S351-16','JVfDXTrscqg', 'SU')
('SL22517-2022-11-01-8347','S348-19','EJVmkEXJHFa', 'UB')
('AC22517-2022-11-01-8473','A471-13','YykkayCv', 'LB')
('AC22517-2022-11-02-8572','A477-4','fsvEEjKRoqn', 'UB')
('SL22517-2022-11-01-8364','S349-12','NYJetvqFR', 'LB')
('SL12058-2022-11-01-8281','S346-1','CpbhiVEpAaSbqY', 'LB')
('SL12058-2022-11-01-8287','S346-7','nsZvEeVdR', 'SL')
('SL04652-2022-11-02-8436','S352-12','VZHyZreVB', 'LB')
('AC04652-2022-11-01-8760','A487-12','Pevbgim', 'SU')
('AC04652-2022-11-01-8761','A487-13','WiQUBDCb', 'LB')
('AC12058-2022-11-01-8542','A475-10','vLcfrw', 'UB')
('SL04652-2022-11-01-8506','S355-10','DOXbtk', 'MB')
('AC04652-2022-11-01-8811','A490-9','DcSH', 'UB')
('SL04652-2022-11-02-8490','S354-18','oLwpQu', 'MB')
('SL12058-2022-11-01-8338','S348-10','GOIUicDsq', 'MB')
('AC04652-2022-11-02-8618','A479-14','mzCZelufglzF', 'LB')
('SL04652-2022-11-02-8497','S355-1','duggaCgKTmPPhmpn', 'LB')
('AC22517-2022-11-01-8563','A476-13','uRzVIJwKODGvi', 'LB')
('AC22517-2022-11-02-8654','A481-14','xqZpcDknINGuawEe', 'LB')
('AC04652-2022-11-01-8824','A491-4','A', 'UB')
('AC04652-2022-11-01-8825','A491-5','gvCPrcMBqas', 'SL')
('AC04652-2022-11-02-8656','A481-16','RIzhi', 'UB')
('SL22517-2022-11-01-8485','S354-13','fkLXNkFnLZQUw', 'MB')
('AC22517-2022-11-02-8689','A483-13','keT', 'LB')
('SL12058-2022-11-01-8393','S350-17','kXdNsHIFxUCalGo', 'LB')
('SL12058-2022-11-01-8394','S350-18','rQDnFBIgKat', 'MB')
('SL04652-2022-11-01-8570','S358-2','zoHaaROUV', 'MB')
('AC04652-2022-11-01-8892','A494-18','IKVslAlVKyyDSZJv', 'SU')
('AC04652-2022-11-01-8914','A496-4','IdADnfgYudie', 'UB')
('AC22517-2022-11-01-8649','A481-9','RA', 'UB')
('AC22517-2022-11-01-8650','A481-10','kL', 'UB')
('SL12058-2022-11-01-8434','S352-10','Kq', 'MB')
('AC12058-2022-11-01-8650','A481-10','Em', 'UB')
('SL04652-2022-11-01-8596','S359-4','ldiVZGJCgSehY', 'LB')
('SL22517-2022-11-01-8545','S357-1','ytflNexmcnnqO', 'LB')
('AC22517-2022-11-02-8728','A485-16','TyURvCtXAHLV', 'UB')
('SL22517-2022-11-01-8552','S357-8','fPVXPSfuzZsklMAB', 'SU')
('AC22517-2022-11-01-8701','A484-7','ugqBXRp', 'LB')
('AC12058-2022-11-01-8696','A484-2','Bv', 'LB')
('AC04652-2022-11-02-8750','A487-2','ELBIeYsTkHdkCDJ', 'LB')
('SL12058-2022-11-01-8484','S354-12','bDxDsFRVAwGOXR', 'LB')
('AC04652-2022-11-01-8976','A499-12','MVHpzQllqakjmhi', 'SU')
('AC22517-2022-11-01-8719','A485-7','xmNUTBWxfRTFtx', 'LB')
('AC04652-2022-11-02-8766','A487-18','BV', 'SU')
('SL04652-2022-11-02-8656','S361-16','cWUbvp', 'SU')
('AC04652-2022-11-02-8793','A489-9','aOMFZoAVH', 'UB')
('SL22517-2022-11-01-8648','S361-8','mxyVbDAtU', 'SU')
('SL04652-2022-11-01-8756','S365-20','ORZvBgrbWQGHYu', 'LB')
('SL22517-2022-11-02-8747','S365-11','wp', 'UB')
('SL12058-2022-11-01-8622','S360-6','o', 'UB')
('AC22517-2022-11-02-8899','A495-7','dbMaLQKVIEdkM', 'LB')
('AC04652-2022-11-02-8892','A494-18','sITZmnTMkxdYhZo', 'SU')
('SL04652-2022-11-02-8795','S367-11','sVTxb', 'UB')
('AC22517-2022-11-01-8856','A492-18','oMsEUFX', 'SU')
('AC04652-2022-11-01-9135','A508-9','NOXmQZ', 'UB')
('SL22517-2022-11-01-8759','S365-23','WMCnBGcoh', 'SL')
('SL22517-2022-11-02-8804','S367-20','IBJvqQQ', 'LB')
('SL12058-2022-11-01-8669','S362-5','oAMmstb', 'MB')
('SL12058-2022-11-01-8670','S362-6','DrZKxZELiKIgpT', 'UB')
('AC12058-2022-11-01-8879','A494-5','uxeE', 'SL')
('SL04652-2022-11-01-8806','S367-22','ax', 'UB')
('AC22517-2022-11-01-8890','A494-16','BgzlHbGrzMV', 'UB')
('AC04652-2022-11-01-9191','A511-11','G', 'SL')
('SL04652-2022-11-02-8863','S370-7','p', 'SL')
('AC04652-2022-11-01-9194','A511-14','FQLOtXwrlayVeoyX', 'LB')
('AC12058-2022-11-01-8953','A498-7','RZRdZfRsaQ', 'LB')
('SL22517-2022-11-01-8861','S370-5','bLLN', 'MB')
('AC04652-2022-11-02-9026','A502-8','HDBkdFqMEx', 'LB')
('SL12058-2022-11-01-8768','S366-8','sKuDgFoyv', 'SU')
('AC12058-2022-11-01-8972','A499-8','jBwVK', 'LB')
('AC04652-2022-11-01-9252','A514-18','PdxgwygkqZcaHV', 'SU')
('AC04652-2022-11-01-9253','A515-1','ROn', 'LB')
('SL04652-2022-11-02-8932','S373-4','n', 'LB')
('SL04652-2022-11-02-8936','S373-8','mTslDFJpIa', 'SU')
('AC04652-2022-11-01-9260','A515-8','obRr', 'LB')
('SL12058-2022-11-01-8795','S367-11','ndcug', 'UB')
('SL22517-2022-11-01-8905','S372-1','vRFDhjTDGHDblZsT', 'LB')
('AC22517-2022-11-01-9012','A501-12','zMLl', 'SU')
('SL04652-2022-11-01-8950','S373-22','PbDgvLb', 'UB')
('AC22517-2022-11-01-9042','A503-6','XQE', 'SU')
('SL12058-2022-11-01-8865','S370-9','MGTcnHJYQJf', 'LB')
('AC04652-2022-11-01-9342','A519-18','D', 'SU')
('AC22517-2022-11-01-9092','A506-2','xddhYMvQoz', 'LB')
('SL04652-2022-11-02-9031','S377-7','OLXiQdZFGG', 'SL')
('SL04652-2022-11-02-9032','S377-8','XE', 'SU')
('AC04652-2022-11-02-9156','A509-12','gaDxArEGPyD', 'SU')
('AC04652-2022-11-01-9393','A522-15','yNWVaO', 'UB')
('SL12058-2022-11-01-8917','S372-13','TzJV', 'MB')
('SL22517-2022-11-02-9043','S377-19','dBPwuJ', 'UB')
('AC04652-2022-11-02-9160','A509-16','hWPAkI', 'UB')
('SL12058-2022-11-01-8918','S372-14','GhhRVUPqeCuxPJur', 'UB')
('AC04652-2022-11-01-9397','A523-1','dB', 'LB')
('SL04652-2022-11-01-9058','S378-10','RVSTLjSDbWVQy', 'MB')
('SL12058-2022-11-01-8923','S372-19','J', 'UB')
('AC04652-2022-11-01-9399','A523-3','IfneGj', 'UB')
('SL22517-2022-11-02-9048','S377-24','vplaPCPXQbbJNGF', 'SU')
('SL22517-2022-11-02-9049','S378-1','fwB', 'LB')
('SL22517-2022-11-02-9051','S378-3','bovbIn', 'UB')
('SL12058-2022-11-01-8925','S372-21','QenlxSWl', 'MB')
('AC22517-2022-11-01-9106','A506-16','vYUPkkYI', 'UB')
('AC22517-2022-11-01-9107','A506-17','bvlylPuD', 'SL')
('AC12058-2022-11-01-9109','A507-1','eeOPXSqzsipyFBOW', 'LB')
('AC04652-2022-11-01-9406','A523-10','vOlCkjPk', 'UB')
('SL22517-2022-11-01-9003','S376-3','hBIXQuBzG', 'UB')
('AC22517-2022-11-01-9112','A507-4','RAT', 'UB')
('SL04652-2022-11-02-9056','S378-8','cO', 'SU')
('SL04652-2022-11-02-9057','S378-9','pTiM', 'LB')
('AC04652-2022-11-02-9174','A510-12','gQyz', 'SU')
('SL04652-2022-11-01-9070','S378-22','YbLMLrgklfCTxswa', 'UB')
('SL04652-2022-11-01-9073','S379-1','oxsLzuWp', 'LB')
('AC22517-2022-11-02-9188','A511-8','tHOiXNmOuSbpWA', 'LB')
('AC04652-2022-11-02-9175','A510-13','YUMBd', 'LB')
('SL04652-2022-11-02-9060','S378-12','H', 'LB')
('SL22517-2022-11-02-9065','S378-17','LIIOgJALSAArDgul', 'LB')
('SL04652-2022-11-01-9082','S379-10','uKMPvMEDMpepr', 'MB')
('AC22517-2022-11-01-9189','A511-9','McqMLq', 'UB')
('SL04652-2022-11-02-9122','S381-2','DhTChGGTPC', 'MB')
('SL22517-2022-11-01-9068','S378-20','FViKrhVjbEEacjmW', 'LB')
('AC22517-2022-11-02-9242','A514-8','yEPRZQa', 'LB')
('SL04652-2022-11-02-9130','S381-10','AuvrH', 'MB')
('AC22517-2022-11-01-9205','A512-7','ZYzmM', 'LB')
('SL22517-2022-11-02-9124','S381-4','LLkrE', 'LB')
('SL12058-2022-11-01-9015','S376-15','omMuDR', 'SL')
('AC22517-2022-11-02-9258','A515-6','ZgnwWLlAEtZ', 'SU')
('AC04652-2022-11-02-9279','A516-9','LJdECvckoJElLmCQ', 'UB')
('AC22517-2022-11-01-9275','A516-5','ASaBbiDdIxV', 'SL')
('SL12058-2022-11-01-9064','S378-16','cGNbouUyBaBLT', 'SU')
('SL04652-2022-11-02-9194','S384-2','IKGMghG', 'MB')
('AC12058-2022-11-01-9261','A515-9','kkNW', 'UB')
