('SL22517-2022-11-02-178','S8-10','UnXnBY', 'MB')
('SL22517-2022-11-02-8168','S341-8','CnlsVSEev', 'SU')
('AC22517-2022-11-02-8284','A461-4','qubzJumQarhFM', 'UB')
('SL04652-2022-11-02-8154','S340-18','vQYVlT', 'MB')
('AC04652-2022-11-02-8266','A460-4','bFHOjShrexggBUK', 'UB')
('SL12058-2022-11-01-8024','S335-8','kNfTPmGGEyaH', 'SU')
('AC22517-2022-11-02-8293','A461-13','t', 'LB')
('AC12058-2022-11-01-8237','A458-11','nwp', 'SL')
('AC04652-2022-11-02-8277','A460-15','nuklzFtRMUd', 'UB')
('SL04652-2022-11-02-8162','S341-2','dBajobwmgH', 'MB')
('AC04652-2022-11-02-8317','A463-1','tYs', 'LB')
('SL04652-2022-11-02-8206','S342-22','SYFuIPJMpZ', 'UB')
('SL04652-2022-11-02-8208','S342-24','XXJRjX', 'SU')
('SL04652-2022-11-02-8210','S343-2','ZcbUoIDQIwaqKsb', 'MB')
('AC22517-2022-11-01-8272','A460-10','HUvYWHGaSWAaY', 'UB')
('SL12058-2022-11-01-8080','S337-16','WLxIXdFKNfnu', 'SU')
('SL22517-2022-11-02-8236','S344-4','skYmEU', 'LB')
('AC12058-2022-11-01-8326','A463-10','NdULDGzHUaAm', 'UB')
('AC04652-2022-11-01-8591','A478-5','RDxmNjHhczZlbb', 'SL')
('SL22517-2022-11-02-8267','S345-11','CjZBhlPIVIe', 'UB')
('SL04652-2022-11-02-8268','S345-12','IkmkVo', 'LB')
('SL04652-2022-11-02-8269','S345-13','uEkW', 'MB')
('SL22517-2022-11-02-8283','S346-3','sBBFN', 'UB')
('SL04652-2022-11-02-8271','S345-15','qmBtYAUUphHzY', 'SL')
('AC04652-2022-11-02-8389','A467-1','lgtAoTMX', 'LB')
('SL12058-2022-11-01-8134','S339-22','ULYEmqtGGJorQRR', 'UB')
('AC04652-2022-11-02-8400','A467-12','bURIKHCrwX', 'SU')
('SL22517-2022-11-01-8238','S344-6','A', 'UB')
('SL04652-2022-11-01-8316','S347-12','NnIjJawqUzuTvS', 'LB')
('AC12058-2022-11-01-8362','A465-10','MUFwHDLwcLchJOAC', 'UB')
('AC22517-2022-11-02-8451','A470-9','xEAmT', 'UB')
('SL12058-2022-11-01-8159','S340-23','uEvhDqlUPxWrGI', 'SL')
('AC22517-2022-11-02-8457','A470-15','NaWQGqNumtGaKP', 'UB')
('AC04652-2022-11-02-8433','A469-9','hkOeFkjhMdTsQw', 'UB')
('AC04652-2022-11-02-8436','A469-12','aunyjXmavbLKRyai', 'SU')
('AC04652-2022-11-02-8452','A470-10','AsKy', 'UB')
('AC22517-2022-11-02-8490','A472-12','KX', 'SU')
('AC22517-2022-11-02-8498','A473-2','gwkgmeOO', 'LB')
('SL22517-2022-11-02-8344','S348-16','mPWTZXYFcuyz', 'SU')
('SL12058-2022-11-01-8202','S342-18','xWfHYBBZxYW', 'MB')
('SL04652-2022-11-02-8352','S348-24','OUVOqmfwvTXbRZkz', 'SU')
('SL22517-2022-11-01-8290','S346-10','vj', 'MB')
('AC22517-2022-11-02-8514','A473-18','FcDiZ', 'SU')
('AC22517-2022-11-01-8424','A468-18','grTeJUWMdPdT', 'SU')
('AC04652-2022-11-01-8693','A483-17','uqGzpvYAAemX', 'SL')
('SL04652-2022-11-02-8371','S349-19','JLehXxC', 'UB')
('AC12058-2022-11-01-8421','A468-15','yYGTMrYz', 'UB')
('SL04652-2022-11-01-8384','S350-8','MfPbDr', 'SU')
('SL12058-2022-11-01-8227','S343-19','aCgvSrwCk', 'UB')
('SL22517-2022-11-02-8369','S349-17','T', 'LB')
('AC04652-2022-11-02-8492','A472-14','dvvYIKoSC', 'LB')
('AC22517-2022-11-01-8440','A469-16','TwdBtHycaYz', 'UB')
('SL22517-2022-11-02-8372','S349-20','EawdOwWuI', 'LB')
('AC22517-2022-11-01-8446','A470-4','JZVcdMsXqTG', 'UB')
('AC04652-2022-11-02-8501','A473-5','bffwrJWgRmDxlzN', 'SL')
('SL12058-2022-11-01-8239','S344-7','NOOJXcyWvHFYW', 'SL')
('SL12058-2022-11-01-8245','S344-13','EVpsXv', 'MB')
('AC04652-2022-11-01-8721','A485-9','Ula', 'UB')
('SL04652-2022-11-02-8400','S350-24','ikwInYbiNlAjId', 'SU')
('SL04652-2022-11-02-8401','S351-1','HiBezjwDJsgncxF', 'LB')
('AC04652-2022-11-02-8512','A473-16','wbPiPD', 'UB')
('SL04652-2022-11-02-8413','S351-13','zvbCNYpbgp', 'MB')
('SL22517-2022-11-01-8344','S348-16','PIXjsyo', 'SU')
('SL22517-2022-11-02-8393','S350-17','QYdlUSeBOmJUm', 'LB')
('AC04652-2022-11-02-8525','A474-11','BGSiqJfUL', 'SL')
('SL22517-2022-11-01-8350','S348-22','uZDCl', 'UB')
('SL12058-2022-11-01-8277','S345-21','YgGvRCh', 'MB')
('AC04652-2022-11-01-8750','A487-2','HHIbXMDsKOV', 'LB')
('AC22517-2022-11-01-8488','A472-10','jcIHqbVUQcsij', 'UB')
('SL22517-2022-11-02-8417','S351-17','fpyM', 'LB')
('AC22517-2022-11-02-8580','A477-12','vA', 'SU')
('AC22517-2022-11-02-8581','A477-13','iPyKAlPSz', 'LB')
('SL22517-2022-11-01-8404','S351-4','WJbEgeQsXpOt', 'LB')
('SL22517-2022-11-01-8405','S351-5','KIBKMhYQjTzma', 'MB')
('AC04652-2022-11-02-8591','A478-5','FUWVurUa', 'SL')
('AC22517-2022-11-01-8562','A476-12','fMqsWi', 'SU')
('SL04652-2022-11-02-8533','S356-13','hTxOb', 'MB')
('SL22517-2022-11-02-8515','S355-19','gAVVUe', 'UB')
('AC22517-2022-11-01-8601','A478-15','TvuD', 'UB')
('SL12058-2022-11-01-8391','S350-15','mriGOFpPkNC', 'SL')
('AC22517-2022-11-01-8615','A479-11','YMMS', 'SL')
('SL22517-2022-11-02-8527','S356-7','PV', 'SL')
('SL04652-2022-11-01-8564','S357-20','ROafpezSHtyt', 'LB')
('AC04652-2022-11-01-8884','A494-10','yzFzmdfMw', 'UB')
('SL12058-2022-11-01-8409','S351-9','VCnNdnlJZZr', 'LB')
('SL22517-2022-11-02-8531','S356-11','RlGqbvzvW', 'UB')
('SL22517-2022-11-01-8505','S355-9','o', 'LB')
('AC04652-2022-11-01-8888','A494-14','WdHKhamb', 'LB')
('SL12058-2022-11-01-8412','S351-12','qw', 'LB')
('AC12058-2022-11-01-8628','A480-6','vryfeuhiA', 'SU')
('SL22517-2022-11-02-8577','S358-9','kClyLwaEUrRTKPqy', 'LB')
('AC22517-2022-11-01-8677','A483-1','UtAPqrtDPhAIVY', 'LB')
('SL22517-2022-11-01-8572','S358-4','wdtQWVKk', 'LB')
('AC12058-2022-11-01-8689','A483-13','ZrUHTlrQK', 'LB')
('AC04652-2022-11-02-8749','A487-1','PnGRWVOTWugaEMCY', 'LB')
('SL04652-2022-11-02-8649','S361-9','MUsdtdbQKongs', 'LB')
('SL12058-2022-11-01-8492','S354-20','TkIgUrzOIRzVnWIx', 'LB')
('AC12058-2022-11-01-8706','A484-12','Aa', 'SU')
('SL04652-2022-11-01-8643','S361-3','hlXYUT', 'UB')
('SL04652-2022-11-02-8654','S361-14','hKTVr', 'UB')
('SL04652-2022-11-02-8683','S362-19','dOWeqRL', 'UB')
('AC04652-2022-11-01-9008','A501-8','iGqS', 'LB')
('AC12058-2022-11-01-8735','A486-5','WKHFx', 'SL')
('AC04652-2022-11-01-9012','A501-12','gxt', 'SU')
('AC12058-2022-11-01-8748','A486-18','fJvctyJZ', 'SU')
('SL04652-2022-11-02-8709','S363-21','cJiozKSEOSVxNh', 'MB')
('SL04652-2022-11-01-8701','S363-13','DTfMYpHyBTSkU', 'MB')
('SL22517-2022-11-01-8668','S362-4','GKlUV', 'LB')
('AC22517-2022-11-01-8788','A489-4','tqgsLFPotBDuLT', 'UB')
('AC04652-2022-11-02-8851','A492-13','QVyqusBQdCMCbXBH', 'LB')
('SL22517-2022-11-01-8736','S364-24','HudVdLPxLaNXHWA', 'SU')
('SL22517-2022-11-01-8739','S365-3','QEUNigp', 'UB')
('SL22517-2022-11-01-8743','S365-7','OjLMKqH', 'SL')
('AC12058-2022-11-01-8839','A492-1','AyS', 'LB')
('AC04652-2022-11-01-9127','A508-1','yAhIfpNJW', 'LB')
('SL22517-2022-11-01-8749','S365-13','mFI', 'MB')
('SL22517-2022-11-02-8783','S366-23','ll', 'SL')
('SL04652-2022-11-02-8832','S368-24','CAT', 'SU')
('AC22517-2022-11-02-8952','A498-6','UHJ', 'SU')
('SL22517-2022-11-02-8821','S368-13','uqxz', 'MB')
('SL22517-2022-11-01-8790','S367-6','apnyJlKbJqkvEMr', 'UB')
('SL12058-2022-11-01-8689','S363-1','DGDUslLRKwRmS', 'LB')
('AC12058-2022-11-01-8900','A495-8','qg', 'LB')
('SL22517-2022-11-02-8849','S369-17','URNEgQZj', 'LB')
('AC12058-2022-11-01-8925','A496-15','oiSQxIokqLjI', 'UB')
('SL12058-2022-11-01-8720','S364-8','qJoToTzrMqmMs', 'SU')
('AC12058-2022-11-01-8928','A496-18','qsmqhIg', 'SU')
('AC12058-2022-11-01-8929','A497-1','OxxW', 'LB')
('AC12058-2022-11-01-8930','A497-2','mKw', 'LB')
('SL04652-2022-11-02-8877','S370-21','Bq', 'MB')
('SL22517-2022-11-01-8824','S368-16','VauWwpZhaNza', 'SU')
('SL04652-2022-11-01-8863','S370-7','cRuFTny', 'SL')
('AC22517-2022-11-01-8974','A499-10','geeEWclQECgA', 'UB')
('SL04652-2022-11-02-8938','S373-10','NabYNrkFAltFvJ', 'MB')
('SL04652-2022-11-01-8927','S372-23','jVpHjOTyRN', 'SL')
('AC22517-2022-11-01-8998','A500-16','UliSWPzzkSfo', 'UB')
('SL22517-2022-11-01-8890','S371-10','SwKvccrDffd', 'MB')
('AC22517-2022-11-01-9002','A501-2','MsTkjXhpMu', 'LB')
('AC12058-2022-11-01-8994','A500-12','dT', 'SU')
('AC12058-2022-11-01-8995','A500-13','wrQATu', 'LB')
('SL04652-2022-11-01-8936','S373-8','jzAOCIlCyWIo', 'SU')
('SL22517-2022-11-01-8897','S371-17','kFnAUj', 'LB')
('SL22517-2022-11-01-8898','S371-18','MovszGmVhn', 'MB')
('SL04652-2022-11-02-8947','S373-19','wAXIhHIGipAg', 'UB')
('SL22517-2022-11-01-8902','S371-22','LEhmYPHJ', 'UB')
('SL04652-2022-11-02-8949','S373-21','u', 'MB')
('SL04652-2022-11-01-8948','S373-20','dFCdWlbXVzd', 'LB')
('AC04652-2022-11-01-9283','A516-13','efLK', 'LB')
('SL22517-2022-11-02-8942','S373-14','owspFiuUjssud', 'UB')
('AC12058-2022-11-01-9012','A501-12','jxaiaDBpS', 'SU')
('AC04652-2022-11-01-9289','A517-1','iwMjaoEER', 'LB')
('SL22517-2022-11-01-8916','S372-12','BV', 'LB')
('AC04652-2022-11-02-9057','A504-3','r', 'UB')
('SL22517-2022-11-02-8946','S373-18','MAQKIodkZcV', 'MB')
('AC22517-2022-11-02-9078','A505-6','pUXKPnvIiqREcB', 'SU')
('AC12058-2022-11-01-9019','A502-1','yJBNoBg', 'LB')
('AC04652-2022-11-02-9069','A504-15','YSTyOSLXvhesCQdT', 'UB')
('AC22517-2022-11-01-9037','A503-1','PJAOupPjrgeLN', 'LB')
('SL04652-2022-11-02-8996','S375-20','DuA', 'LB')
('SL22517-2022-11-02-8987','S375-11','bUHgCXfRA', 'UB')
('SL12058-2022-11-01-8863','S370-7','mZeyj', 'SL')
('AC04652-2022-11-01-9339','A519-15','EbFbRJ', 'UB')
('AC22517-2022-11-01-9045','A503-9','jhjZoxauWpeQaura', 'UB')
('SL22517-2022-11-02-8990','S375-14','dibE', 'UB')
('SL22517-2022-11-01-8953','S374-1','NgvyBHClvQ', 'LB')
('SL04652-2022-11-01-9013','S376-13','fsRNTeZ', 'MB')
('AC04652-2022-11-02-9109','A507-1','k', 'LB')
('SL22517-2022-11-02-8994','S375-18','eLpBIZjAsPQe', 'MB')
('SL22517-2022-11-01-8957','S374-5','EGlORPJNU', 'MB')
('AC22517-2022-11-02-9134','A508-8','qqyISzrLUK', 'LB')
('SL22517-2022-11-01-8959','S374-7','jJmwnhCjwxIz', 'SL')
('SL12058-2022-11-01-8879','S370-23','E', 'SL')
('AC22517-2022-11-02-9138','A508-12','ZrEnKL', 'SU')
('AC22517-2022-11-02-9139','A508-13','x', 'LB')
('AC22517-2022-11-01-9074','A505-2','aNaedvf', 'LB')
('AC04652-2022-11-02-9139','A508-13','OAxGKNijs', 'LB')
('SL22517-2022-11-02-9020','S376-20','MvbbNiMqLOhXQ', 'LB')
('AC04652-2022-11-02-9142','A508-16','jdKvTtudEHSpJEpD', 'UB')
('AC04652-2022-11-02-9143','A508-17','Ol', 'SL')
('SL22517-2022-11-02-9025','S377-1','yhcs', 'LB')
('SL22517-2022-11-02-9026','S377-2','ytFLcUHJJWueCjx', 'MB')
('AC22517-2022-11-01-9084','A505-12','NSoct', 'SU')
('AC04652-2022-11-02-9147','A509-3','krRcWWe', 'UB')
('AC22517-2022-11-01-9085','A505-13','VC', 'LB')
('SL04652-2022-11-01-9043','S377-19','vd', 'UB')
('AC04652-2022-11-02-9150','A509-6','wxbFBR', 'SU')
('SL04652-2022-11-01-9046','S377-22','rGKGhTnXtzRrTcS', 'UB')
('SL12058-2022-11-01-8907','S372-3','WeQ', 'UB')
('AC22517-2022-11-02-9162','A509-18','fcxIh', 'SU')
('AC04652-2022-11-01-9379','A522-1','vilyg', 'LB')
('SL22517-2022-11-01-8978','S375-2','NLGvm', 'MB')
('SL22517-2022-11-01-8979','S375-3','mCEDwujkvFEf', 'UB')
('AC04652-2022-11-01-9384','A522-6','NPzlbGksfYy', 'SU')
('AC04652-2022-11-01-9385','A522-7','xuUAdnjivyWuG', 'LB')
('SL04652-2022-11-02-9025','S377-1','NfiTpfUo', 'LB')
('SL22517-2022-11-01-8984','S375-8','yRhDFbtcfU', 'SU')
('AC04652-2022-11-02-9153','A509-9','JjRACRFnANPcpNk', 'UB')
('SL04652-2022-11-02-9028','S377-4','VTMSfGWu', 'LB')
('SL04652-2022-11-02-9029','S377-5','aTUyUfAjbOdIZ', 'MB')
('SL04652-2022-11-02-9030','S377-6','CplEOvDAiK', 'UB')
('AC22517-2022-11-01-9095','A506-5','mZsFlIq', 'SL')
('SL22517-2022-11-01-8990','S375-14','DbsSxboOKsqQTheU', 'UB')
('AC12058-2022-11-01-9099','A506-9','MNDfEaCK', 'UB')
('SL04652-2022-11-02-9035','S377-11','FAc', 'UB')
('SL04652-2022-11-02-9039','S377-15','QwKVKD', 'SL')
('AC12058-2022-11-01-9103','A506-13','m', 'LB')
('AC04652-2022-11-01-9396','A522-18','EmTButknhEF', 'SU')
('AC22517-2022-11-01-9097','A506-7','RrxlezgtjhvV', 'LB')
('AC04652-2022-11-02-9164','A510-2','tL', 'LB')
('SL22517-2022-11-02-9056','S378-8','A', 'SU')
('SL22517-2022-11-02-9058','S378-10','xrssUVLMClM', 'MB')
('SL04652-2022-11-02-9049','S378-1','PGcuqouQRoCHiw', 'LB')
('AC04652-2022-11-01-9405','A523-9','Vr', 'UB')
('SL12058-2022-11-01-8930','S373-2','qarR', 'MB')
('SL12058-2022-11-01-8931','S373-3','bo', 'UB')
('AC22517-2022-11-01-9111','A507-3','O', 'UB')
('AC22517-2022-11-01-9172','A510-10','ZlSvCkbFehyLkPt', 'UB')
('AC04652-2022-11-01-9453','A526-3','dDJdakESPa', 'UB')
('AC12058-2022-11-01-9174','A510-12','OgHZ', 'SU')
('SL22517-2022-11-01-9062','S378-14','wTOFZs', 'UB')
('AC22517-2022-11-01-9179','A510-17','xYNPcpyNcI', 'SL')
('AC12058-2022-11-01-9177','A510-15','fORpP', 'UB')
('SL22517-2022-11-02-9109','S380-13','SKvws', 'MB')
('AC12058-2022-11-01-9179','A510-17','zdUDYKnK', 'SL')
('AC22517-2022-11-01-9186','A511-6','RHgXbTdVSYqam', 'SU')
('AC22517-2022-11-02-9240','A514-6','PGFnAd', 'SU')
('AC22517-2022-11-02-9241','A514-7','Eeosllykl', 'LB')
('AC04652-2022-11-02-9221','A513-5','FzjzNikJwgLeoKy', 'SL')
('AC22517-2022-11-01-9209','A512-11','kFEmEuWgR', 'SL')
('SL22517-2022-11-02-9127','S381-7','RrxCq', 'SL')
('AC22517-2022-11-01-9222','A513-6','YvaSEDb', 'SU')
('SL04652-2022-11-01-9134','S381-14','IiNBYSnh', 'UB')
('AC12058-2022-11-01-9211','A512-13','mWAAtQ', 'LB')
('SL22517-2022-11-02-9143','S381-23','AKshkenTOKfQpZrr', 'SL')
('SL04652-2022-11-02-9151','S382-7','xAX', 'SL')
('AC12058-2022-11-01-9218','A513-2','gnZCskutoW', 'LB')
('SL04652-2022-11-01-9147','S382-3','X', 'UB')
('SL04652-2022-11-02-9157','S382-13','DCsdhHHYKBiA', 'MB')
('AC04652-2022-11-02-9260','A515-8','taAdTbDXcINTXYo', 'LB')
('SL04652-2022-11-01-9149','S382-5','qE', 'MB')
('AC12058-2022-11-01-9233','A513-17','DvsUku', 'SL')
('SL12058-2022-11-01-9046','S377-22','ElZjMWJfjGLfK', 'UB')
('SL22517-2022-11-02-9173','S383-5','pAusjRgdiSTBqfNZ', 'MB')
('SL22517-2022-11-01-9128','S381-8','df', 'SU')
('AC04652-2022-11-02-9295','A517-7','uEusj', 'LB')
('SL04652-2022-11-01-9167','S382-23','WVjkpJyodBsUY', 'SL')
('AC22517-2022-11-02-9306','A517-18','ETqsCxele', 'SU')
('AC22517-2022-11-02-9307','A518-1','kydWQSWYcAasX', 'LB')
('AC12058-2022-11-01-9251','A514-17','lvPCwUBEZhrJ', 'SL')
('SL22517-2022-11-02-9182','S383-14','MmlfCoHEF', 'UB')
('AC04652-2022-11-02-9302','A517-14','vPASlPRlSv', 'LB')
('SL22517-2022-11-01-9139','S381-19','lBSikbsCL', 'UB')
('SL22517-2022-11-02-9185','S383-17','J', 'LB')
('SL12058-2022-11-01-9077','S379-5','rDSljsfgxvhYn', 'MB')
('AC22517-2022-11-01-9291','A517-3','prnfu', 'UB')
('SL04652-2022-11-01-9186','S383-18','oEFifoqZDMWXZt', 'MB')
('SL12058-2022-11-01-9080','S379-8','uBDdKZXVKpYn', 'SU')
('AC04652-2022-11-02-9336','A519-12','Hhe', 'SU')
('AC22517-2022-11-02-9337','A519-13','fIkSSmiX', 'LB')
('SL12058-2022-11-01-9089','S379-17','oBfxbmCfFLNNz', 'LB')
('AC04652-2022-11-01-9572','A532-14','UdAGlI', 'LB')
('SL12058-2022-11-01-9097','S380-1','Vyp', 'LB')
('SL04652-2022-11-02-9230','S385-14','iVnAWipIy', 'UB')
('SL04652-2022-11-02-9231','S385-15','SX', 'SL')
('AC22517-2022-11-02-9353','A520-11','pMDBJ', 'SL')
('SL22517-2022-11-02-9229','S385-13','CjPpEYK', 'MB')
('SL12058-2022-11-01-9123','S381-3','HabuXwekCWiKX', 'UB')
('SL04652-2022-11-01-9238','S385-22','ijjbhaKqVKEmqrRj', 'UB')
('AC04652-2022-11-01-9613','A535-1','pATnOSy', 'LB')
('SL04652-2022-11-01-9240','S385-24','Rr', 'SU')
('AC04652-2022-11-02-9408','A523-12','UR', 'SU')
('AC12058-2022-11-01-9529','A530-7','HcbvwaFbm', 'LB')
('SL12058-2022-11-01-9324','S389-12','SMTuhxWm', 'LB')
('SL04652-2022-11-02-9458','S395-2','ArLeFAble', 'MB')
('AC22517-2022-11-02-9587','A533-11','gH', 'SL')
('SL22517-2022-11-01-9424','S393-16','Ppxci', 'SU')
('AC04652-2022-11-01-9840','A547-12','kTzeROu', 'SU')
('SL12058-2022-11-01-9360','S390-24','sJVtrdvpDgDY', 'SU')
('AC04652-2022-11-02-9587','A533-11','VqloCyMHuOWRh', 'SL')
('SL22517-2022-11-01-9428','S393-20','fhwejGctQB', 'LB')
('SL22517-2022-11-02-9486','S396-6','lqMJjKWbi', 'UB')
('AC04652-2022-11-01-9844','A547-16','g', 'UB')
('SL04652-2022-11-01-9472','S395-16','yH', 'SU')
('AC12058-2022-11-01-9587','A533-11','INoxo', 'SL')
('AC22517-2022-11-01-9580','A533-4','FvNndbOw', 'UB')
('AC04652-2022-11-02-9604','A534-10','MsFm', 'UB')
('SL12058-2022-11-01-9379','S391-19','hPwXcWIBidNOf', 'UB')
('SL22517-2022-11-01-9440','S394-8','cTYndJZYS', 'SU')
('AC04652-2022-11-02-9606','A534-12','I', 'SU')
('SL04652-2022-11-02-9504','S396-24','nDzZdLFPOH', 'SU')
('AC22517-2022-11-01-9584','A533-8','CfwlRxQqkylZPFem', 'LB')
('AC22517-2022-11-02-9615','A535-3','LjsirOWx', 'UB')
('AC04652-2022-11-02-9607','A534-13','rRkowPvaeVZbBlR', 'LB')
('SL12058-2022-11-01-9381','S391-21','WsQiuwgeWvTFFJlf', 'MB')
('AC22517-2022-11-02-9620','A535-8','cMb', 'LB')
('AC22517-2022-11-01-9592','A533-16','TrwUEqoAeWtRL', 'UB')
('AC22517-2022-11-02-9623','A535-11','JLZo', 'SL')
('AC22517-2022-11-02-9633','A536-3','kzPvsA', 'UB')
('SL22517-2022-11-01-9465','S395-9','ktVCIBnJ', 'LB')
('AC22517-2022-11-01-9606','A534-12','xrcgHtkysLv', 'SU')
('AC04652-2022-11-01-9873','A549-9','dOUDgxhOIqO', 'UB')
('SL22517-2022-11-01-9518','S397-14','dDEoFxQ', 'UB')
('AC04652-2022-11-01-9919','A552-1','BRwmCIJgA', 'LB')
('SL22517-2022-11-02-9588','S400-12','iKleKZevUD', 'LB')
('AC22517-2022-11-01-9658','A537-10','SCY', 'UB')
('AC04652-2022-11-02-9679','A538-13','rjcDcSLzduZurfz', 'LB')
('SL04652-2022-11-01-9574','S399-22','FMS', 'UB')
('AC04652-2022-11-02-9707','A540-5','qUmfMjHdvo', 'SL')
('SL04652-2022-11-02-9610','S401-10','JAzIWqMKVqhXPoKC', 'MB')
('AC12058-2022-11-01-9721','A541-1','wTGEnJzZiwDwCEd', 'LB')
('SL04652-2022-11-01-9597','S400-21','EN', 'MB')
('SL22517-2022-11-02-9649','S403-1','krMyhHIIN', 'LB')
('SL22517-2022-11-02-9650','S403-2','BangecHUGHQLxYMO', 'MB')
('AC22517-2022-11-02-9760','A543-4','owIuwLuPmX', 'UB')
('SL04652-2022-11-02-9629','S402-5','zyDnGoVOfxQFC', 'MB')
('AC22517-2022-11-02-9762','A543-6','RAMeGiXjau', 'SU')
('SL04652-2022-11-01-9615','S401-15','BIuoSHYpgYhdS', 'SL')
('SL04652-2022-11-01-9619','S401-19','CEcKbsgpskgkZEb', 'UB')
('AC22517-2022-11-02-9770','A543-14','DkHLbmA', 'LB')
('AC04652-2022-11-01-9988','A555-16','guZlIxB', 'UB')
('SL04652-2022-11-02-9636','S402-12','YdRnbgfQTSPJo', 'LB')
('AC12058-2022-11-01-9750','A542-12','TUzf', 'SU')
('SL04652-2022-11-02-9639','S402-15','s', 'SL')
('SL12058-2022-11-01-9497','S396-17','gnM', 'LB')
('SL04652-2022-11-01-9631','S402-7','hjePkwjfFVzFzN', 'SL')
('SL22517-2022-11-02-9879','S412-15','QehSVHgK', 'SL')
('AC22517-2022-11-01-9944','A553-8','OfxCEc', 'LB')
('SL04652-2022-11-02-9851','S411-11','rqFMsF', 'UB')
('SL12058-2022-11-01-9708','S405-12','flGoDrqCtBZjmwjo', 'LB')
('AC22517-2022-11-02-9984','A555-12','kSVeY', 'SU')
('SL12058-2022-11-01-9710','S405-14','cClfsQDLpSxueSiZ', 'UB')
('AC22517-2022-11-01-9952','A553-16','i', 'UB')
('AC04652-2022-11-01-10175','A566-5','JURdDQRRSLVLM', 'SL')
('AC22517-2022-11-01-9956','A554-2','cMu', 'LB')
('SL22517-2022-11-02-9896','S413-8','HXVumJOizjcwK', 'SU')
('AC22517-2022-11-02-9988','A555-16','sn', 'UB')
('AC04652-2022-11-01-10180','A566-10','ATrtRcpqOZaOXj', 'UB')
('AC22517-2022-11-01-9964','A554-10','zLog', 'UB')
('AC22517-2022-11-01-9965','A554-11','pFJgBEOC', 'SL')
('SL22517-2022-11-02-9903','S413-15','gNfYqzGL', 'SL')
('SL22517-2022-11-02-9904','S413-16','bhhstth', 'SU')
('AC22517-2022-11-01-9976','A555-4','adRitLh', 'UB')
('SL12058-2022-11-01-9747','S407-3','vrWAztiyYwyjMcMU', 'UB')
('AC22517-2022-11-02-10019','A557-11','WRyFzBUZd', 'SL')
('AC22517-2022-11-01-10024','A557-16','LmjQzrn', 'UB')
('SL22517-2022-11-01-9863','S411-23','xIhNe', 'SL')
('AC12058-2022-11-01-10043','A558-17','q', 'SL')
('AC22517-2022-11-01-10040','A558-14','VCqGRkdjnmT', 'LB')
('AC22517-2022-11-01-10042','A558-16','NpRH', 'UB')
('AC12058-2022-11-01-10050','A559-6','bQxw', 'SU')
('SL04652-2022-11-02-9959','S415-23','DYiYlYzCZb', 'SL')
('SL04652-2022-11-01-9933','S414-21','hBKtuMDzvBC', 'MB')
('AC04652-2022-11-02-10069','A560-7','yXSPHCSOjGP', 'LB')
('SL12058-2022-11-01-9813','S409-21','ptqQULBxTXZ', 'MB')
('AC12058-2022-11-01-10089','A561-9','qcTtpxykjTcwn', 'UB')
('AC04652-2022-11-01-10290','A572-12','raypCD', 'SU')
('AC04652-2022-11-01-10291','A572-13','QNd', 'LB')
('SL22517-2022-11-02-10002','S417-18','Ec', 'MB')
('SL22517-2022-11-02-10003','S417-19','zfgLuVvOW', 'UB')
('SL22517-2022-11-01-9898','S413-10','NCnYFMWSMJ', 'MB')
('SL04652-2022-11-02-10000','S417-16','o', 'SU')
('SL12058-2022-11-01-9853','S411-13','eIscrgUkA', 'MB')
('AC22517-2022-11-02-10132','A563-16','nbSbEJqZkgqW', 'UB')
('AC22517-2022-11-02-10138','A564-4','WYAlXMpp', 'UB')
('AC04652-2022-11-02-10119','A563-3','jqX', 'UB')
('SL04652-2022-11-02-10006','S417-22','cXYvGEIr', 'UB')
('AC04652-2022-11-01-10315','A574-1','ZwPbfBOyg', 'LB')
('AC04652-2022-11-01-10316','A574-2','tRRAzemhWw', 'LB')
('SL22517-2022-11-01-9907','S413-19','rsXxcGhbgy', 'UB')
('AC12058-2022-11-01-10116','A562-18','nEWnsOh', 'SU')
('AC12058-2022-11-01-10117','A563-1','oqacIPgynxFuu', 'LB')
('AC22517-2022-11-02-10146','A564-12','czPSH', 'SU')
('AC04652-2022-11-02-10128','A563-12','MsdWJ', 'SU')
('SL22517-2022-11-02-10027','S418-19','FqFjwPjbT', 'UB')
('SL22517-2022-11-01-9918','S414-6','XzWvMpnR', 'UB')
('SL04652-2022-11-02-10023','S418-15','ImWJKFWOu', 'SL')
('AC04652-2022-11-01-10326','A574-12','VPBTsTJjI', 'SU')
('AC04652-2022-11-01-10327','A574-13','OCEvCsxF', 'LB')
('SL04652-2022-11-02-10024','S418-16','YKdNjbcZGn', 'SU')
('SL04652-2022-11-01-9991','S417-7','lyt', 'SL')
('SL04652-2022-11-01-9998','S417-14','RFShyRkv', 'UB')
('SL04652-2022-11-01-10000','S417-16','Ttp', 'SU')
('SL04652-2022-11-01-10002','S417-18','MgugGy', 'MB')
('SL12058-2022-11-01-9875','S412-11','HJfhgwSlQKZD', 'UB')
('SL04652-2022-11-01-10004','S417-20','WtRpCt', 'LB')
('SL04652-2022-11-01-10005','S417-21','voJrcXPEQWb', 'MB')
('SL04652-2022-11-02-10038','S419-6','YIiZMSV', 'UB')
('SL04652-2022-11-01-10007','S417-23','o', 'SL')
('AC12058-2022-11-01-10160','A565-8','nInoreCO', 'LB')
