('AC04652-2022-11-02-233','A13-17','YfSpLRmwwS', 'SL')
('SL22517-2022-11-02-9852','S411-12','KVTzEnREFwNYDUop', 'LB')
('SL22517-2022-11-01-9752','S407-8','MFLJsCh', 'SU')
('AC22517-2022-11-01-9926','A552-8','bYMYceY', 'LB')
('SL04652-2022-11-01-9822','S410-6','wIcDV', 'UB')
('SL22517-2022-11-01-9754','S407-10','YdCCVIpQSDLuqP', 'MB')
('AC12058-2022-11-01-9928','A552-10','eYrD', 'UB')
('SL22517-2022-11-01-9758','S407-14','PjDD', 'UB')
('SL22517-2022-11-02-9868','S412-4','gAtuLfoh', 'LB')
('AC04652-2022-11-02-9955','A554-1','hgZzKvkzXhPkTN', 'LB')
('SL04652-2022-11-01-9830','S410-14','zh', 'UB')
('SL22517-2022-11-01-9768','S407-24','lggBVIVGdG', 'SU')
('AC04652-2022-11-01-10163','A565-11','tuZkiqkq', 'SL')
('SL04652-2022-11-02-9840','S410-24','XwYpmETSn', 'SU')
('AC12058-2022-11-01-9941','A553-5','NQ', 'SL')
('SL04652-2022-11-02-9842','S411-2','GrtHrlWiElQGUnW', 'MB')
('SL22517-2022-11-02-9875','S412-11','IvbLDvez', 'UB')
('SL22517-2022-11-02-9877','S412-13','OmcPkJRhTWAWiM', 'MB')
('SL04652-2022-11-02-9844','S411-4','GvUhZxf', 'LB')
('AC12058-2022-11-01-9948','A553-12','rarkhQNvtCEgbBw', 'SU')
('SL04652-2022-11-01-9839','S410-23','zMnnR', 'SL')
('AC04652-2022-11-02-9967','A554-13','clQWObTsGjvmN', 'LB')
('SL22517-2022-11-01-9782','S408-14','xGYyKzGsbTjzT', 'UB')
('AC04652-2022-11-02-9972','A554-18','b', 'SU')
('SL04652-2022-11-02-9895','S413-7','gP', 'SL')
('AC04652-2022-11-01-10214','A568-8','bWrVSfFjLu', 'LB')
('SL22517-2022-11-02-9919','S414-7','yKlmB', 'SL')
('AC04652-2022-11-01-10219','A568-13','hZcparKLAjZQSUCe', 'LB')
('AC22517-2022-11-02-10032','A558-6','OWyVizqNr', 'SU')
('AC04652-2022-11-02-10019','A557-11','hrTlO', 'SL')
('SL22517-2022-11-02-9928','S414-16','G', 'SU')
('SL22517-2022-11-01-9832','S410-16','lmCGepUAUplQe', 'SU')
('AC12058-2022-11-01-10014','A557-6','OoVOcDBrbowe', 'SU')
('AC04652-2022-11-01-10222','A568-16','uclYm', 'UB')
('SL22517-2022-11-02-9962','S416-2','jlUmCaM', 'MB')
('AC12058-2022-11-01-10111','A562-13','mPSzkh', 'LB')
('SL12058-2022-11-01-9861','S411-21','ybNxdaYpJGtABXi', 'MB')
('AC04652-2022-11-01-10320','A574-6','sjCnHONjq', 'SU')
('SL22517-2022-11-01-9913','S414-1','dTgXygfL', 'LB')
('AC22517-2022-11-01-10109','A562-11','GSpRtrGG', 'SL')
('AC22517-2022-11-02-10158','A565-6','bGodSAOYnxDlYGz', 'SU')
('SL22517-2022-11-01-9929','S414-17','ZSTLlMfObeElZ', 'LB')
('AC04652-2022-11-01-10337','A575-5','oCLJNyjWvYbHRNLO', 'SL')
('SL22517-2022-11-02-10039','S419-7','AEYkKHjUcFG', 'SL')
('SL04652-2022-11-01-10065','S420-9','Dmuuqyue', 'LB')
('AC22517-2022-11-02-10212','A568-6','fvmHpOLn', 'SU')
('AC22517-2022-11-01-10188','A566-18','o', 'SU')
('SL22517-2022-11-01-9993','S417-9','xr', 'LB')
('SL12058-2022-11-01-9944','S415-8','B', 'SU')
('SL22517-2022-11-02-10105','S422-1','VFYRp', 'LB')
('SL22517-2022-11-02-10106','S422-2','uYEwlW', 'MB')
('AC04652-2022-11-01-10530','A585-18','S', 'SU')
('AC12058-2022-11-01-10331','A574-17','d', 'SL')
('AC22517-2022-11-02-10332','A574-18','IJvbhsxx', 'SU')
('AC22517-2022-11-02-10333','A575-1','nWoEaMGHBimV', 'LB')
('SL12058-2022-11-01-10071','S420-15','aLYwkiDMez', 'SL')
('SL04652-2022-11-01-10204','S426-4','ybzoEHZ', 'LB')
('SL22517-2022-11-02-10213','S426-13','OUxv', 'MB')
('SL12058-2022-11-01-10072','S420-16','kDtNVrseGmKVT', 'SU')
('SL04652-2022-11-01-10206','S426-6','gMCekyIvLJb', 'UB')
('SL12058-2022-11-01-10074','S420-18','ZmIhcXIy', 'MB')
('AC22517-2022-11-01-10316','A574-2','Hnr', 'LB')
('SL04652-2022-11-02-10248','S427-24','TJtYNZefrVIdaZs', 'SU')
('SL22517-2022-11-02-10219','S426-19','HdJsuxbkAAgit', 'UB')
('SL04652-2022-11-01-10212','S426-12','kzWwvGLOiX', 'LB')
('AC12058-2022-11-01-10339','A575-7','TsCWfs', 'LB')
('AC22517-2022-11-01-10319','A574-5','mQqMbubkQz', 'SL')
('SL04652-2022-11-01-10213','S426-13','uVtZprq', 'MB')
('SL04652-2022-11-02-10252','S428-4','IqFhsfaicoJqXei', 'LB')
('SL04652-2022-11-02-10253','S428-5','PTGCrwol', 'MB')
('SL22517-2022-11-02-10249','S428-1','xh', 'LB')
('AC22517-2022-11-01-10340','A575-8','vFpBcUqFVBISjUA', 'LB')
('AC22517-2022-11-02-10503','A584-9','zgGQgePO', 'UB')
('SL22517-2022-11-02-10419','S435-3','YFrJstR', 'UB')
('SL04652-2022-11-02-10418','S435-2','QcVy', 'MB')
('SL12058-2022-11-01-10250','S428-2','oYJsNNuRHdqyNB', 'MB')
('SL04652-2022-11-01-10383','S433-15','dyc', 'SL')
('SL04652-2022-11-02-10423','S435-7','kIvqrmXKOguesdC', 'SL')
('AC04652-2022-11-02-10513','A585-1','R', 'LB')
('SL22517-2022-11-01-10318','S430-22','YqsuBjKqFoae', 'UB')
('SL22517-2022-11-01-10320','S430-24','KTZjgNYmiRbKOJTx', 'SU')
('SL04652-2022-11-01-10385','S433-17','CrkKWQzQ', 'LB')
('SL22517-2022-11-01-10323','S431-3','oaUow', 'UB')
('SL12058-2022-11-01-10262','S428-14','xFzThrrfqHDrn', 'UB')
('SL04652-2022-11-02-10427','S435-11','AZd', 'UB')
('SL22517-2022-11-02-10449','S436-9','bJSMf', 'LB')
('AC04652-2022-11-02-10531','A586-1','KuPrEC', 'LB')
('AC04652-2022-11-02-10532','A586-2','TOETMhcyZIQZQeq', 'LB')
('AC04652-2022-11-02-10533','A586-3','NqHRydkPO', 'UB')
('SL04652-2022-11-02-10442','S436-2','RZRWnsstJWNww', 'MB')
('SL04652-2022-11-01-10404','S434-12','pQDANzQEZZmQB', 'LB')
('AC22517-2022-11-01-10503','A584-9','pIvstczia', 'UB')
('AC22517-2022-11-01-10504','A584-10','qwjzBaVxLcBCXXwe', 'UB')
('SL12058-2022-11-01-10277','S429-5','uTfwtWcHGqNWSBDg', 'MB')
('SL22517-2022-11-02-10456','S436-16','uMTXfREXYhOoZmX', 'SU')
('SL22517-2022-11-02-10457','S436-17','wAsjSEIZbI', 'LB')
('AC22517-2022-11-01-10507','A584-13','xwBAnSbbo', 'LB')
('SL22517-2022-11-02-10459','S436-19','NGTdbcxHgMqkFLR', 'UB')
('SL04652-2022-11-02-10450','S436-10','AImsorFgrfxfxUuS', 'MB')
('AC22517-2022-11-02-10548','A586-18','IYYPnydjaa', 'SU')
('SL22517-2022-11-01-10350','S432-6','vqhjSV', 'UB')
('SL04652-2022-11-01-10412','S434-20','Eehqr', 'LB')
('AC04652-2022-11-01-10726','A596-16','usqdadqoUCHgVL', 'UB')
('SL22517-2022-11-01-10354','S432-10','YtBKgeXsXk', 'MB')
('AC22517-2022-11-01-10524','A585-12','MgmZvUJHZEtD', 'SU')
('SL22517-2022-11-02-10512','S438-24','ilYMz', 'SU')
('AC04652-2022-11-02-10601','A589-17','RUlOwfDLkSo', 'SL')
('SL04652-2022-11-02-10510','S438-22','kJkOnMqh', 'UB')
('SL04652-2022-11-01-10468','S437-4','kN', 'LB')
('AC22517-2022-11-01-10597','A589-13','xCrFuvKjCGv', 'LB')
('SL12058-2022-11-01-10404','S434-12','dLdHKd', 'LB')
('AC04652-2022-11-01-10869','A604-15','btSBMV', 'UB')
('SL22517-2022-11-01-10503','S438-15','IPmVsBPi', 'SL')
('AC22517-2022-11-02-10709','A595-17','YyHmQGFDpjMEJhp', 'SL')
('SL04652-2022-11-02-10612','S443-4','EfucAvCsPS', 'LB')
('SL04652-2022-11-01-10575','S441-15','HFGGMaplAcJYQuVE', 'SL')
('AC04652-2022-11-02-10702','A595-10','oDhLvuYYVOWXV', 'UB')
('SL22517-2022-11-02-10621','S443-13','JtlAsYGR', 'MB')
('AC22517-2022-11-01-10683','A594-9','tjiODVEZXT', 'UB')
('AC22517-2022-11-02-10714','A596-4','ZnnTFMWm', 'UB')
('AC04652-2022-11-02-10709','A595-17','hZiNQkdkJk', 'SL')
('SL12058-2022-11-01-10472','S437-8','Moo', 'SU')
('AC12058-2022-11-01-10725','A596-15','WhVls', 'UB')
('SL12058-2022-11-01-10484','S437-20','c', 'LB')
('SL04652-2022-11-01-10608','S442-24','qFjxiK', 'SU')
('AC04652-2022-11-01-10908','A606-18','cJCHxh', 'SU')
('SL22517-2022-11-01-10547','S440-11','pZJotymgswZSP', 'UB')
('SL04652-2022-11-01-10613','S443-5','wgtNOEfYfgHKoGx', 'MB')
('SL04652-2022-11-01-10614','S443-6','tnPxpMQAnsK', 'UB')
('SL22517-2022-11-02-10654','S444-22','LjUKneaHjvvJSnb', 'UB')
('AC12058-2022-11-01-10739','A597-11','ufEr', 'SL')
('SL04652-2022-11-02-10656','S444-24','PmT', 'SU')
('AC04652-2022-11-02-10744','A597-16','pFiMFQwUrGfudV', 'UB')
('AC12058-2022-11-01-10746','A597-18','l', 'SU')
('SL04652-2022-11-01-10626','S443-18','KhxcEYlT', 'MB')
('AC04652-2022-11-01-10919','A607-11','VHBxTDwpJrdkeo', 'SL')
('AC22517-2022-11-01-10728','A596-18','AVwXSkTkUGucOTgm', 'SU')
('AC12058-2022-11-01-10775','A599-11','vFQrXTUrpYPVC', 'SL')
('SL22517-2022-11-02-10686','S446-6','dvrtlEzdfFsp', 'UB')
('SL22517-2022-11-02-10693','S446-13','agMq', 'MB')
('AC04652-2022-11-02-10776','A599-12','DD', 'SU')
('SL12058-2022-11-01-10551','S440-15','RpJSUGtdcIyaGEP', 'SL')
('SL22517-2022-11-01-10610','S443-2','vXYcXgFJPyBaNF', 'MB')
('SL04652-2022-11-02-10714','S447-10','kjXzAmqbujgeamI', 'MB')
('SL22517-2022-11-01-10627','S443-19','aULL', 'UB')
('SL12058-2022-11-01-10572','S441-12','NZDQVrtY', 'LB')
('SL12058-2022-11-01-10573','S441-13','NAg', 'MB')
('SL22517-2022-11-02-10754','S449-2','VkXWL', 'MB')
('AC04652-2022-11-01-11012','A612-14','YDuKsFQtfSF', 'LB')
('AC22517-2022-11-01-10841','A603-5','NzAYmhNZ', 'SL')
('AC22517-2022-11-01-10842','A603-6','CdCENNSt', 'SU')
('SL22517-2022-11-02-10761','S449-9','DeFSE', 'LB')
('AC04652-2022-11-02-10866','A604-12','TNEkIIIHLN', 'SU')
('SL12058-2022-11-01-10619','S443-11','iYfVlsNQzYr', 'UB')
('AC04652-2022-11-02-10877','A605-5','ciApTc', 'SL')
('SL22517-2022-11-02-10776','S449-24','NrDlpn', 'SU')
('AC12058-2022-11-01-10872','A604-18','LPzdR', 'SU')
('SL04652-2022-11-01-10752','S448-24','YoqR', 'SU')
('SL04652-2022-11-02-10797','S450-21','xuWg', 'MB')
('AC12058-2022-11-01-10877','A605-5','UCaiGIumgih', 'SL')
('SL22517-2022-11-01-10785','S450-9','YIFeSqXou', 'LB')
('AC04652-2022-11-01-11131','A619-7','iShZZDVc', 'LB')
('SL04652-2022-11-01-10864','S453-16','UvbnwUIVzOQcPJ', 'SU')
('SL04652-2022-11-02-10898','S455-2','jVvTFrRzvlpXDT', 'MB')
('AC04652-2022-11-02-10998','A611-18','tgkFSDgZQxeR', 'SU')
('AC04652-2022-11-01-11136','A619-12','uOOOWSwZmDeAE', 'SU')
('AC04652-2022-11-02-11005','A612-7','AbZcABGLP', 'LB')
('SL04652-2022-11-02-10910','S455-14','ATLtU', 'UB')
('SL04652-2022-11-01-10889','S454-17','TwLuyRqg', 'LB')
('SL04652-2022-11-01-10913','S455-17','omrRoP', 'LB')
('AC04652-2022-11-02-11043','A614-9','wmFYSFdyyh', 'UB')
('SL04652-2022-11-02-10941','S456-21','Jzo', 'MB')
('AC22517-2022-11-01-11023','A613-7','dBLqDuIXQjMPmkwu', 'LB')
('AC22517-2022-11-01-11024','A613-8','kEswmaA', 'LB')
('SL12058-2022-11-01-10791','S450-15','v', 'SL')
('AC12058-2022-11-01-11035','A614-1','bOTWmT', 'LB')
('AC04652-2022-11-01-11181','A622-3','NaOf', 'UB')
('AC12058-2022-11-01-11037','A614-3','WwIhSSskAHFEYzqG', 'UB')
('SL12058-2022-11-01-10792','S450-16','EXjMak', 'SU')
('AC22517-2022-11-01-11027','A613-11','DfdYnSoyGtiTvzch', 'SL')
('AC04652-2022-11-02-11049','A614-15','UJ', 'UB')
('AC22517-2022-11-02-11018','A613-2','mPKUIgGWkDZU', 'LB')
('SL12058-2022-11-01-10794','S450-18','aBMrVadwjPG', 'MB')
('AC22517-2022-11-01-11046','A614-12','GOu', 'SU')
('AC22517-2022-11-02-11037','A614-3','dyhpqAG', 'UB')
('AC12058-2022-11-01-11063','A615-11','yNgCZlnfxlnIUjUM', 'SL')
('AC12058-2022-11-01-11069','A615-17','GmuDkgzKQkPUFnm', 'SL')
('SL04652-2022-11-02-10986','S458-18','vFWw', 'MB')
('AC04652-2022-11-01-11210','A623-14','sbORbTpV', 'LB')
('SL04652-2022-11-02-11021','S460-5','hnsZIUFocLUR', 'MB')
('SL12058-2022-11-01-10927','S456-7','nzUKgRungEgZ', 'SL')
('AC12058-2022-11-01-11169','A621-9','dtURqZsmUEhAi', 'UB')
('AC12058-2022-11-01-11170','A621-10','uj', 'UB')
('AC22517-2022-11-01-11152','A620-10','mn', 'UB')
('SL22517-2022-11-01-10960','S457-16','GDPXtnjd', 'SU')
('AC22517-2022-11-01-11159','A620-17','KFufFuDb', 'SL')
('SL04652-2022-11-02-11072','S462-8','PWCmdzeMBBJT', 'SU')
('SL04652-2022-11-02-11073','S462-9','kRytapjKpTgL', 'LB')
('SL12058-2022-11-01-10947','S457-3','kbUTDFUfmifO', 'UB')
('SL22517-2022-11-02-11073','S462-9','hZJArPl', 'LB')
('AC22517-2022-11-02-11136','A619-12','PWDMlLwuc', 'SU')
('AC04652-2022-11-02-11191','A622-13','LGRjzzhCfn', 'LB')
('SL22517-2022-11-02-11074','S462-10','RcNuys', 'MB')
('AC22517-2022-11-02-11140','A619-16','mSLjfQ', 'UB')
('SL04652-2022-11-02-11078','S462-14','unPgorHzq', 'UB')
('SL04652-2022-11-01-11064','S461-24','TQkODFExKtu', 'SU')
('SL04652-2022-11-02-11083','S462-19','nHVBZClqIYEUvR', 'UB')
('AC04652-2022-11-02-11205','A623-9','FKtXhUyFLKYtth', 'UB')
('AC04652-2022-11-02-11206','A623-10','WxCpBr', 'UB')
('AC04652-2022-11-01-11376','A632-18','WoFba', 'SU')
('SL04652-2022-11-02-11115','S464-3','NoXoAkAprG', 'UB')
('SL22517-2022-11-01-11022','S460-6','SQQCwSYCec', 'UB')
('SL22517-2022-11-02-11130','S464-18','FgfNnxzES', 'MB')
('SL04652-2022-11-01-11114','S464-2','ZsrhrMZi', 'MB')
('AC22517-2022-11-02-11202','A623-6','d', 'SU')
('SL04652-2022-11-02-11140','S465-4','ynpNZ', 'LB')
('SL22517-2022-11-01-11058','S461-18','sQgEI', 'MB')
('SL22517-2022-11-02-11138','S465-2','gfPoDgQ', 'MB')
('SL22517-2022-11-01-11074','S462-10','WOwceZQCBXZZsR', 'MB')
('AC04652-2022-11-01-11428','A635-16','ukIdLsXAu', 'UB')
('SL12058-2022-11-01-11030','S460-14','IcvPsMjekJDPt', 'UB')
('SL22517-2022-11-02-11158','S465-22','jxQrQbbxdpfBpNVJ', 'UB')
('AC12058-2022-11-01-11282','A627-14','MI', 'LB')
('SL22517-2022-11-02-11160','S465-24','uhlpIaMXRQfWz', 'SU')
('AC22517-2022-11-02-11249','A625-17','nYQsSPp', 'SL')
('AC22517-2022-11-02-11250','A625-18','pNPIFleNbKPHa', 'SU')
('SL12058-2022-11-01-11049','S461-9','LYWECXJNeaWzSmN', 'LB')
('AC22517-2022-11-01-11266','A626-16','IpTNQWwivijCVb', 'UB')
('SL04652-2022-11-01-11163','S466-3','VdjZfoNwetKZbkRO', 'UB')
('AC22517-2022-11-01-11273','A627-5','uiSOI', 'SL')
('AC04652-2022-11-02-11307','A629-3','NwgMS', 'UB')
('SL04652-2022-11-02-11189','S467-5','mZJJUTiDAm', 'MB')
('AC22517-2022-11-01-11277','A627-9','p', 'UB')
('AC12058-2022-11-01-11316','A629-12','wbV', 'SU')
('AC22517-2022-11-01-11330','A630-8','aaYFpMOUCRMMW', 'LB')
('AC12058-2022-11-01-11353','A631-13','PCiTxEEvhmS', 'LB')
('SL04652-2022-11-01-11221','S468-13','EEQIWMvd', 'MB')
('AC12058-2022-11-01-11358','A631-18','Ef', 'SU')
('AC04652-2022-11-01-11512','A640-10','QwEFZp', 'UB')
('SL04652-2022-11-01-11274','S470-18','IbpVdc', 'MB')
('AC04652-2022-11-01-11562','A643-6','OFKQMOQTK', 'SU')
('SL12058-2022-11-01-11170','S466-10','njDzJhlkgnxoIt', 'MB')
('AC04652-2022-11-02-11415','A635-3','dBCyR', 'UB')
('SL04652-2022-11-02-11297','S471-17','aO', 'LB')
('AC22517-2022-11-01-11449','A637-1','i', 'LB')
('AC04652-2022-11-01-11626','A646-16','llCfkfwqMqyv', 'UB')
('SL22517-2022-11-01-11274','S470-18','CzWhoSuWXhUqOCq', 'MB')
('AC04652-2022-11-01-11631','A647-3','QTbR', 'UB')
('SL04652-2022-11-01-11350','S473-22','T', 'UB')
('AC22517-2022-11-01-11468','A638-2','AGAitAOc', 'LB')
('AC04652-2022-11-02-11471','A638-5','dmnzdyEEX', 'SL')
('AC22517-2022-11-01-11472','A638-6','IlTMmtulPPmuXLwX', 'SU')
('SL04652-2022-11-01-11352','S473-24','SbIL', 'SU')
('SL12058-2022-11-01-11238','S469-6','N', 'UB')
('AC04652-2022-11-02-11525','A641-5','PgD', 'SL')
('AC04652-2022-11-02-11526','A641-6','xoILUA', 'SU')
('SL12058-2022-11-01-11300','S471-20','kIXxSI', 'LB')
('AC12058-2022-11-01-11531','A641-11','uFuOGHpadhLvdk', 'SL')
('SL04652-2022-11-02-11422','S476-22','S', 'UB')
('AC22517-2022-11-02-11519','A640-17','jkjEXNOnEMXJc', 'SL')
('SL12058-2022-11-01-11316','S472-12','zW', 'LB')
('AC22517-2022-11-01-11540','A642-2','zbyzuKLdX', 'LB')
('AC04652-2022-11-01-11758','A654-4','szNqntDVwR', 'UB')
('AC22517-2022-11-01-11602','A645-10','uUfyyDFXoVFFen', 'UB')
('AC04652-2022-11-01-11767','A654-13','cPeBeNK', 'LB')
('AC04652-2022-11-01-11770','A654-16','ePvqzCRawEewIg', 'UB')
('SL04652-2022-11-01-11473','S479-1','fVKipSG', 'LB')
('SL22517-2022-11-02-11492','S479-20','HgqSJnsUx', 'LB')
('SL22517-2022-11-02-11493','S479-21','x', 'MB')
('AC04652-2022-11-02-11605','A645-13','ddpVwmREmBFLWnem', 'LB')
('AC22517-2022-11-02-11593','A645-1','eFcZpKHWsbwvHeS', 'LB')
('SL22517-2022-11-01-11409','S476-9','vezCDROCBxVDCx', 'LB')
('AC12058-2022-11-01-11610','A645-18','YReYzIHkmHhlv', 'SU')
('AC12058-2022-11-01-11611','A646-1','fklyr', 'LB')
('SL04652-2022-11-02-11509','S480-13','bUiwiyeHYHqFqW', 'MB')
('AC04652-2022-11-01-11901','A662-3','AHrCGkeyI', 'UB')
('SL22517-2022-11-02-11610','S484-18','qVdsoQxA', 'MB')
('AC22517-2022-11-01-11711','A651-11','xMxJb', 'SL')
('AC04652-2022-11-02-11726','A652-8','V', 'LB')
('AC22517-2022-11-01-11713','A651-13','cwc', 'LB')
('SL12058-2022-11-01-11494','S479-22','srjDn', 'UB')
('AC04652-2022-11-01-11908','A662-10','PAKKT', 'UB')
('AC04652-2022-11-01-11920','A663-4','qA', 'UB')
('AC04652-2022-11-01-11924','A663-8','CDAEkxfEyaUkMcOL', 'LB')
('SL12058-2022-11-01-11510','S480-14','QXsZNSedlVBKXKv', 'UB')
('SL22517-2022-11-02-11668','S487-4','jq', 'LB')
('SL04652-2022-11-02-11668','S487-4','hhuhOFSZfE', 'LB')
('AC04652-2022-11-02-11783','A655-11','S', 'SL')
('AC04652-2022-11-02-11784','A655-12','DOHppoXwLU', 'SU')
('SL04652-2022-11-02-11676','S487-12','ChK', 'LB')
('SL22517-2022-11-01-11614','S484-22','TNLpOqgvetFylf', 'UB')
('AC04652-2022-11-02-11807','A656-17','OvgqpGqQHmPqAXBq', 'SL')
('AC12058-2022-11-01-11788','A655-16','L', 'UB')
('SL12058-2022-11-01-11573','S483-5','ZfZSiXmyqb', 'MB')
('SL04652-2022-11-02-11706','S488-18','YtehdNGHgATY', 'MB')
('SL04652-2022-11-01-11663','S486-23','mKE', 'SL')
('AC12058-2022-11-01-11792','A656-2','dgyny', 'LB')
('SL22517-2022-11-01-11621','S485-5','ssnLziUBYiV', 'MB')
('SL22517-2022-11-01-11622','S485-6','PmpAq', 'UB')
('SL04652-2022-11-01-11666','S487-2','ESvIBSPlEXdIj', 'MB')
('AC04652-2022-11-01-12009','A668-3','IDQwrswgowzg', 'UB')
('AC22517-2022-11-02-11774','A655-2','SwPMHsmtgcsl', 'LB')
('SL22517-2022-11-02-11725','S489-13','JMtjaWwzkuh', 'MB')
('SL22517-2022-11-01-11645','S486-5','pAYAq', 'MB')
('AC22517-2022-11-01-11817','A657-9','aurUkntsjmBvA', 'UB')
('SL04652-2022-11-01-11698','S488-10','jKhQoiqOYMeGF', 'MB')
('SL12058-2022-11-01-11611','S484-19','r', 'UB')
('AC04652-2022-11-01-12027','A669-3','doqfFOCeHG', 'UB')
('AC12058-2022-11-01-11821','A657-13','FdUFxr', 'LB')
('SL04652-2022-11-02-11748','S490-12','faApmbzDp', 'LB')
('AC22517-2022-11-01-11828','A658-2','RpMfJqPcAER', 'LB')
('AC22517-2022-11-02-11812','A657-4','eWoUFqPSny', 'UB')
('AC04652-2022-11-01-12071','A671-11','npinIiYccq', 'SL')
('AC12058-2022-11-01-11856','A659-12','emJSYoOdxuRqp', 'SU')
('SL12058-2022-11-01-11647','S486-7','iavCFcGMJKowOgO', 'SL')
('SL04652-2022-11-02-11785','S492-1','y', 'LB')
('SL22517-2022-11-01-11688','S487-24','LONSkrVPRmSvN', 'SU')
('SL12058-2022-11-01-11653','S486-13','hnwEtkeXNVN', 'MB')
('AC12058-2022-11-01-11862','A659-18','mEjhYPIJRdIs', 'SU')
('AC04652-2022-11-01-12076','A671-16','nKcQRF', 'UB')
('SL04652-2022-11-02-11794','S492-10','YJiUqxZ', 'MB')
('SL04652-2022-11-02-11795','S492-11','XrTAWIlGwlSvod', 'UB')
('AC22517-2022-11-02-11828','A658-2','ngHwtAaNBHi', 'LB')
('AC12058-2022-11-01-11865','A660-3','yzzOGZPzZSKgGArS', 'UB')
('AC12058-2022-11-01-11866','A660-4','PIPdmZYHUrmKXM', 'UB')
('SL04652-2022-11-02-11798','S492-14','mEReyDwnXTvIcY', 'UB')
('SL22517-2022-11-01-11703','S488-15','UwtmbHPvBZK', 'SL')
('SL04652-2022-11-02-11807','S492-23','tbxHBZXOkRJ', 'SL')
('AC22517-2022-11-01-11885','A661-5','sjjVig', 'SL')
('SL04652-2022-11-02-11811','S493-3','HXsPmwEZR', 'UB')
('SL22517-2022-11-01-11721','S489-9','VtWmWRzU', 'LB')
('SL04652-2022-11-02-11820','S493-12','YHNQfiM', 'LB')
('SL22517-2022-11-02-11823','S493-15','wOmZvMmT', 'SL')
('SL04652-2022-11-02-11838','S494-6','GKjTjd', 'UB')
('SL22517-2022-11-01-11751','S490-15','dQBJjCUs', 'SL')
('AC22517-2022-11-01-11925','A663-9','YMXOvKIDIbCevKa', 'UB')
('AC22517-2022-11-02-11886','A661-6','xFQAqj', 'SU')
('AC22517-2022-11-02-11887','A661-7','fYJtbCafKbtZgX', 'LB')
('SL04652-2022-11-01-11794','S492-10','CothlIJT', 'MB')
('SL04652-2022-11-01-11795','S492-11','ncxFfIHpcNOkGyiQ', 'UB')
('AC04652-2022-11-02-11944','A664-10','NLICsMvZVA', 'UB')
('SL04652-2022-11-01-11797','S492-13','MbmmtsGhvnXNoSkx', 'MB')
('AC04652-2022-11-01-12132','A674-18','gEuQnpa', 'SU')
('SL22517-2022-11-02-11835','S494-3','UGma', 'UB')
('AC04652-2022-11-02-11947','A664-13','nryqAO', 'LB')
('AC12058-2022-11-01-11922','A663-6','qGsiNWrUHxJwWFRd', 'SU')
('SL12058-2022-11-01-11710','S488-22','VfgMMJSGGiICWR', 'UB')
('AC22517-2022-11-02-11893','A661-13','tmHe', 'LB')
('AC04652-2022-11-02-11950','A664-16','EKrgHD', 'UB')
('AC22517-2022-11-02-11895','A661-15','NWgXlyHDKgfhuwl', 'UB')
('AC12058-2022-11-01-11927','A663-11','jxZFxKNpri', 'SL')
('SL12058-2022-11-01-11715','S489-3','RsQrlucWiLqYCfL', 'UB')
('AC04652-2022-11-01-12138','A675-6','fsydcbHBzEwby', 'SU')
('AC22517-2022-11-02-11902','A662-4','yzIuOMawCCOzM', 'UB')
('SL22517-2022-11-01-11764','S491-4','vSeoJJR', 'LB')
('SL22517-2022-11-02-11845','S494-13','K', 'MB')
('AC04652-2022-11-02-11956','A665-4','qEhfiGqsLg', 'UB')
('SL22517-2022-11-02-11847','S494-15','HUaTbvoupeATXUpQ', 'SL')
('AC12058-2022-11-01-11953','A665-1','dqrKvD', 'LB')
('AC04652-2022-11-02-11969','A665-17','mpOXDZiLWrhR', 'SL')
('SL04652-2022-11-02-11872','S495-16','hCFnvHsSatRtDJX', 'SU')
('SL22517-2022-11-02-11871','S495-15','sZRW', 'SL')
('AC22517-2022-11-01-11962','A665-10','qSmhwI', 'UB')
('SL04652-2022-11-01-11827','S493-19','rOVocx', 'UB')
('AC22517-2022-11-01-11964','A665-12','muLtzuqAGnoe', 'SU')
('AC04652-2022-11-01-12192','A678-6','waFYnmMAtAuOCb', 'SU')
('SL22517-2022-11-02-11902','S496-22','cGYjio', 'UB')
('AC22517-2022-11-02-11954','A665-2','wCCmdaRgaSKz', 'LB')
('AC22517-2022-11-02-11959','A665-7','cIQsEcViXqJOrT', 'LB')
('AC04652-2022-11-01-12194','A678-8','LyvhWepctgkJH', 'LB')
('SL04652-2022-11-01-11853','S494-21','HAZR', 'MB')
('SL22517-2022-11-02-11903','S496-23','XVSZtcVljSCO', 'SL')
('SL04652-2022-11-01-11855','S494-23','zzeTQFzn', 'SL')
('AC22517-2022-11-01-11999','A667-11','ODiX', 'SL')
('AC22517-2022-11-01-12000','A667-12','YGpjVUZDRdHIuee', 'SU')
('AC04652-2022-11-02-12010','A668-4','PUHahsZvCr', 'UB')
('AC04652-2022-11-02-12011','A668-5','BxYTeSzEvKGNWObv', 'SL')
('AC12058-2022-11-01-11997','A667-9','LDEoSpmPuVgfJlHR', 'UB')
('SL12058-2022-11-01-11776','S491-16','itazFMDQkq', 'SU')
('SL04652-2022-11-01-11857','S495-1','BbxZhZOlnsNgN', 'LB')
('SL22517-2022-11-02-11904','S496-24','RzzqSdM', 'SU')
('SL04652-2022-11-01-11858','S495-2','mkHTCU', 'MB')
('SL22517-2022-11-01-11840','S494-8','RFXIU', 'SU')
