('AC04652-2022-11-01-8','A1-8','cvwtnIncQ', 'LB')
('AC22517-2022-11-02-3527','A196-17','NfRWgLKL', 'SL')
('AC04652-2022-11-02-3403','A190-1','hoSBKSlSEkbCa', 'LB')
('SL04652-2022-11-02-3399','S142-15','lnTMi', 'SL')
('SL12058-2022-11-01-3447','S144-15','iTDQCKg', 'SL')
('AC22517-2022-11-02-3554','A198-8','jOcyifnYpxeJYKx', 'LB')
('AC22517-2022-11-02-3555','A198-9','wFZ', 'UB')
('AC12058-2022-11-01-3493','A195-1','avTNaFTWcUFqhAqm', 'LB')
('AC22517-2022-11-01-3329','A185-17','sdYIBhyV', 'SL')
('AC22517-2022-11-02-3557','A198-11','WFYc', 'SL')
('AC22517-2022-11-01-3331','A186-1','Tddyl', 'LB')
('AC04652-2022-11-01-3511','A196-1','oNScAMqEhKgtAEY', 'LB')
('SL22517-2022-11-01-3491','S146-11','LhgxymiVds', 'UB')
('AC22517-2022-11-02-3561','A198-15','UZDsxcIRaWuNTTd', 'UB')
('SL22517-2022-11-01-3493','S146-13','ZuMqyVkxBx', 'MB')
('AC04652-2022-11-01-3517','A196-7','XpcshIA', 'LB')
('AC04652-2022-11-01-3519','A196-9','TeJos', 'UB')
('SL04652-2022-11-02-3437','S144-5','CBEcczI', 'MB')
('AC12058-2022-11-01-3503','A195-11','Kvm', 'SL')
('AC12058-2022-11-01-3504','A195-12','v', 'SU')
('AC22517-2022-11-01-3339','A186-9','zmz', 'UB')
('SL04652-2022-11-02-3446','S144-14','SP', 'UB')
('AC04652-2022-11-02-3440','A192-2','vRrKvETqcKze', 'LB')
('AC22517-2022-11-02-3576','A199-12','cGYwTMK', 'SU')
('AC04652-2022-11-02-3441','A192-3','RHRFLcHnYHTVNDt', 'UB')
('AC04652-2022-11-02-3442','A192-4','UtqfISGKHWsHola', 'UB')
('AC12058-2022-11-01-3553','A198-7','hpChTiVUVyf', 'LB')
('AC04652-2022-11-01-3554','A198-8','QwUJZHeDCpRvwGY', 'LB')
('SL04652-2022-11-02-3476','S145-20','tTy', 'LB')
('SL04652-2022-11-02-3479','S145-23','gwfmnQ', 'SL')
('AC22517-2022-11-02-3608','A201-8','PecUkPNYeOGuqy', 'LB')
('SL22517-2022-11-02-3628','S152-4','gZaeOmvCoHmwMRr', 'LB')
('SL22517-2022-11-01-3541','S148-13','cmcglVwTpJBGCgUz', 'MB')
('AC12058-2022-11-01-3563','A198-17','VJllxvp', 'SL')
('SL22517-2022-11-02-3631','S152-7','zc', 'SL')
('AC04652-2022-11-01-3566','A199-2','fgSXlkGhWqIOYr', 'LB')
('SL04652-2022-11-01-3579','S150-3','UJDCUswAptm', 'UB')
('AC22517-2022-11-02-3616','A201-16','wGvqUvoFzqXAX', 'UB')
('AC22517-2022-11-01-3397','A189-13','nttJZDHcCSC', 'LB')
('SL04652-2022-11-01-3581','S150-5','tfkFHVAjXrQKD', 'MB')
('SL12058-2022-11-01-3517','S147-13','jipoPcAR', 'MB')
('SL04652-2022-11-02-3489','S146-9','fkTpAPbfkWCIbtv', 'LB')
('SL12058-2022-11-01-3520','S147-16','gvwP', 'SU')
('AC12058-2022-11-01-3577','A199-13','UZO', 'LB')
('SL12058-2022-11-01-3522','S147-18','lQYtvIUlgGq', 'MB')
('AC22517-2022-11-01-3420','A190-18','dBWmVWCSVtOK', 'SU')
('SL12058-2022-11-01-3540','S148-12','O', 'LB')
('SL22517-2022-11-02-3646','S152-22','IMHGAVmJA', 'UB')
('AC04652-2022-11-02-3509','A195-17','VIoxavIFmwLSJWMG', 'SL')
('SL22517-2022-11-01-3584','S150-8','hBhGXnBa', 'SU')
('AC12058-2022-11-01-3595','A200-13','PttJQ', 'LB')
('AC22517-2022-11-02-3645','A203-9','qbzQsJslVlsODLAz', 'UB')
('AC22517-2022-11-01-3427','A191-7','t', 'LB')
('AC22517-2022-11-01-3430','A191-10','PzpaqHVvowlY', 'UB')
('SL12058-2022-11-01-3553','S149-1','TZfWiWPQRleAvw', 'LB')
('SL12058-2022-11-01-3556','S149-4','QgIHJIimRJB', 'LB')
('AC04652-2022-11-01-3603','A201-3','IFNabeHYBmkA', 'UB')
('AC12058-2022-11-01-3612','A201-12','EILHtpAEg', 'SU')
('SL22517-2022-11-01-3598','S150-22','AKw', 'UB')
('AC22517-2022-11-02-3658','A204-4','MnOumhnJtmCaTS', 'UB')
('AC22517-2022-11-01-3445','A192-7','lOzJgJP', 'LB')
('AC04652-2022-11-02-3542','A197-14','aJdLXOnY', 'LB')
('AC12058-2022-11-01-3628','A202-10','knEtuXpB', 'UB')
('SL04652-2022-11-02-3542','S148-14','etQ', 'UB')
('SL04652-2022-11-01-3627','S152-3','NRVJtaoCV', 'UB')
('SL22517-2022-11-02-3683','S154-11','xxJuICqLZI', 'UB')
('SL22517-2022-11-02-3685','S154-13','VHVxqVzZzFhGw', 'MB')
('AC22517-2022-11-02-3681','A205-9','OyeMrYTpcAqXxI', 'UB')
('SL12058-2022-11-01-3586','S150-10','dse', 'MB')
('AC12058-2022-11-01-3637','A203-1','MUpnKsOvldafSe', 'LB')
('AC12058-2022-11-01-3638','A203-2','SYjTco', 'LB')
('SL22517-2022-11-02-3690','S154-18','ghc', 'MB')
('SL04652-2022-11-02-3557','S149-5','GlBDkRaqhJQApbG', 'MB')
('AC22517-2022-11-02-3695','A206-5','qkpHHWjiO', 'SL')
('SL22517-2022-11-01-3633','S152-9','PA', 'LB')
('AC04652-2022-11-01-3674','A205-2','efHShn', 'LB')
('SL22517-2022-11-01-3671','S153-23','pXGTsEVaOEzBjl', 'SL')
('AC12058-2022-11-01-3700','A206-10','PRGOy', 'UB')
('AC04652-2022-11-02-3608','A201-8','cIwQBX', 'LB')
('SL22517-2022-11-02-3748','S157-4','tpedh', 'LB')
('SL12058-2022-11-01-3654','S153-6','fCzUljAVU', 'UB')
('SL22517-2022-11-01-3675','S154-3','wfgbisAREPHQ', 'UB')
('AC12058-2022-11-01-3706','A206-16','QtQYvuvwtruYEI', 'UB')
('SL04652-2022-11-02-3621','S151-21','r', 'MB')
('AC12058-2022-11-01-3737','A208-11','Ivfrva', 'SL')
('AC22517-2022-11-02-3802','A212-4','yGLetlPgGVPAoJP', 'UB')
('SL12058-2022-11-01-3686','S154-14','qXml', 'UB')
('SL04652-2022-11-01-3739','S156-19','bdDuoNgS', 'UB')
('SL22517-2022-11-01-3713','S155-17','fDgodE', 'LB')
('AC04652-2022-11-01-3736','A208-10','elezamgnJGgBJAsl', 'UB')
('SL22517-2022-11-01-3737','S156-17','j', 'LB')
('SL12058-2022-11-01-3709','S155-13','NbxYf', 'MB')
('AC04652-2022-11-01-3748','A209-4','Y', 'UB')
('SL22517-2022-11-02-3812','S159-20','ErYHhTEbAY', 'LB')
('SL04652-2022-11-01-3778','S158-10','BSoJaNN', 'MB')
('AC04652-2022-11-02-3681','A205-9','oYHhuTsVt', 'UB')
('AC04652-2022-11-02-3682','A205-10','RaGJaAzPTzBcGrR', 'UB')
('SL04652-2022-11-01-3788','S158-20','zZdTdETfwghmZ', 'LB')
('AC12058-2022-11-01-3770','A210-8','RxM', 'LB')
('AC22517-2022-11-02-3850','A214-16','oZ', 'UB')
('AC22517-2022-11-01-3613','A201-13','xGELxFdFmHskzc', 'LB')
('AC04652-2022-11-01-3815','A212-17','EtoBCTDFrQU', 'SL')
('SL04652-2022-11-01-3824','S160-8','aAKkGVBKjIHc', 'SU')
('AC04652-2022-11-01-3817','A213-1','hkXcGA', 'LB')
('AC22517-2022-11-01-3642','A203-6','TXSqe', 'SU')
('AC22517-2022-11-01-3643','A203-7','ciXpRFOue', 'LB')
('SL22517-2022-11-02-3856','S161-16','jAriKAQLGCYNh', 'SU')
('SL22517-2022-11-01-3791','S158-23','lpVUsuwd', 'SL')
('AC04652-2022-11-02-3735','A208-9','GAasBsaNRpUGgk', 'UB')
('AC22517-2022-11-01-3646','A203-10','QreafuqxVE', 'UB')
('AC12058-2022-11-01-3802','A212-4','bMCWTJweRFfX', 'UB')
('AC22517-2022-11-01-3648','A203-12','srigmRqRYnkNm', 'SU')
('SL22517-2022-11-02-3860','S161-20','fD', 'LB')
('AC04652-2022-11-01-3825','A213-9','WQife', 'UB')
('AC22517-2022-11-02-3910','A218-4','EWPwvElrX', 'UB')
('AC04652-2022-11-02-3764','A210-2','TbAroWOAKblCeIW', 'LB')
('AC22517-2022-11-01-3675','A205-3','k', 'UB')
('AC22517-2022-11-02-3914','A218-8','eFzJiCJ', 'LB')
('AC12058-2022-11-01-3840','A214-6','cYLt', 'SU')
('AC04652-2022-11-02-3772','A210-10','UDOWWTpnNwll', 'UB')
('SL04652-2022-11-01-3850','S161-10','nXaihiMOxxHfzET', 'MB')
('AC12058-2022-11-01-3843','A214-9','yyKRYNEujjdtO', 'UB')
('AC22517-2022-11-01-3680','A205-8','dgMtAqgAbOWVR', 'LB')
('AC22517-2022-11-01-3681','A205-9','UHMLAmQoiuTLZp', 'UB')
('AC22517-2022-11-01-3682','A205-10','LBLYRZh', 'UB')
('SL12058-2022-11-01-3802','S159-10','VEhXinu', 'MB')
('SL22517-2022-11-01-3839','S160-23','NyjIkcRyk', 'SL')
('SL12058-2022-11-01-3808','S159-16','ZPNtV', 'SU')
('SL04652-2022-11-01-3858','S161-18','zJDVOlmfpnt', 'MB')
('SL22517-2022-11-02-3914','S164-2','LrRcPTBIqSPh', 'MB')
('AC04652-2022-11-02-3788','A211-8','TxOaZrHP', 'LB')
('SL22517-2022-11-01-3879','S162-15','bop', 'SL')
('AC22517-2022-11-01-3721','A207-13','aiiNqyxZVxofN', 'LB')
('AC04652-2022-11-01-3920','A218-14','lrnkYEp', 'LB')
('SL04652-2022-11-01-3898','S163-10','ZpxiJFYiTSOWsI', 'MB')
('AC22517-2022-11-01-3729','A208-3','iYiDPNMTpODfI', 'UB')
('SL12058-2022-11-01-3852','S161-12','TIxSAsDVLewSByy', 'LB')
('AC12058-2022-11-01-3902','A217-14','RUXmOqtzKZLg', 'LB')
('AC12058-2022-11-01-3903','A217-15','c', 'UB')
('AC12058-2022-11-01-3907','A218-1','hYo', 'LB')
('SL04652-2022-11-01-3905','S163-17','vXzJH', 'LB')
('SL12058-2022-11-01-3856','S161-16','XaxUBkEKReqCvm', 'SU')
('AC22517-2022-11-02-3974','A221-14','QkhxeatSftOzP', 'LB')
('SL12058-2022-11-01-3863','S161-23','wuyQF', 'SL')
('SL04652-2022-11-01-3910','S163-22','PPwkfCjGbw', 'UB')
('AC04652-2022-11-01-3939','A219-15','in', 'UB')
('SL22517-2022-11-02-3976','S166-16','t', 'SU')
('SL22517-2022-11-02-3977','S166-17','PBLU', 'LB')
('SL22517-2022-11-01-3896','S163-8','wSyfBRXz', 'SU')
('SL22517-2022-11-01-3898','S163-10','BTXq', 'MB')
('AC04652-2022-11-01-3946','A220-4','OFqvBKxj', 'UB')
('AC04652-2022-11-02-3838','A214-4','OMU', 'UB')
('SL22517-2022-11-01-3901','S163-13','Fu', 'MB')
('SL22517-2022-11-01-3902','S163-14','fYGxPbDxPqwqLSQy', 'UB')
('AC04652-2022-11-02-3841','A214-7','vOUvOjMXSt', 'LB')
('AC22517-2022-11-01-3743','A208-17','myhFrX', 'SL')
('SL04652-2022-11-02-3840','S160-24','lj', 'SU')
('SL04652-2022-11-01-3913','S164-1','UOVMuOLUiMg', 'LB')
('SL22517-2022-11-02-3988','S167-4','RFvfXuFkD', 'LB')
('SL12058-2022-11-01-3871','S162-7','iRKRyP', 'SL')
('SL12058-2022-11-01-3872','S162-8','cVTJLbPEMQahzc', 'SU')
('SL22517-2022-11-02-3989','S167-5','SS', 'MB')
('AC22517-2022-11-02-3989','A222-11','JyaQWSGxZPKeFj', 'SL')
('SL22517-2022-11-01-3910','S163-22','cqoL', 'UB')
('AC22517-2022-11-02-3991','A222-13','DFOgrwZsfzv', 'LB')
('AC22517-2022-11-02-3992','A222-14','HO', 'LB')
('AC22517-2022-11-01-3750','A209-6','Laaue', 'SU')
('SL04652-2022-11-02-3843','S161-3','wHQuFmvQZs', 'UB')
('AC04652-2022-11-02-3849','A214-15','leKQxkGIqWbC', 'UB')
('SL04652-2022-11-01-3920','S164-8','FBey', 'SU')
('AC12058-2022-11-01-3920','A218-14','m', 'LB')
('SL22517-2022-11-01-3913','S164-1','iAvPDkK', 'LB')
('AC22517-2022-11-02-3998','A223-2','jQhXNrlkOHjR', 'LB')
('SL22517-2022-11-02-3997','S167-13','tuSItpzTEtDU', 'MB')
('SL22517-2022-11-01-3916','S164-4','iOUfsVsSAjpAtvM', 'LB')
('AC22517-2022-11-02-4000','A223-4','pcdxN', 'UB')
('AC22517-2022-11-01-3755','A209-11','PwKnOWor', 'SL')
('AC12058-2022-11-01-3927','A219-3','GVIGaZ', 'UB')
('AC12058-2022-11-01-3929','A219-5','OWJn', 'SL')
('AC04652-2022-11-02-3855','A215-3','powpXHbJieWWC', 'UB')
('AC04652-2022-11-01-3958','A220-16','yCvtbdC', 'UB')
('SL22517-2022-11-01-3922','S164-10','CnpH', 'MB')
('AC04652-2022-11-02-3858','A215-6','Xi', 'SU')
('SL04652-2022-11-01-3931','S164-19','WKY', 'UB')
('AC04652-2022-11-01-3965','A221-5','Rban', 'SL')
('AC04652-2022-11-02-3861','A215-9','KmROKt', 'UB')
('SL12058-2022-11-01-3888','S162-24','wPcksCa', 'SU')
('SL22517-2022-11-01-3925','S164-13','Yd', 'MB')
('SL04652-2022-11-02-3860','S161-20','bufbSTNyDZpq', 'LB')
('AC04652-2022-11-01-3968','A221-8','QCkTSx', 'LB')
('AC04652-2022-11-02-3863','A215-11','twySwKqlJGfJIV', 'SL')
('SL04652-2022-11-02-3863','S161-23','pmNdNMh', 'SL')
('SL12058-2022-11-01-3892','S163-4','TXKxZHdt', 'LB')
('AC04652-2022-11-02-3868','A215-16','ftAWZ', 'UB')
('AC04652-2022-11-01-3972','A221-12','YPhXGuvqOaBOXI', 'SU')
('AC12058-2022-11-01-3946','A220-4','bLisavoMoubMb', 'UB')
('SL22517-2022-11-02-4084','S171-4','GEq', 'LB')
('SL22517-2022-11-01-4018','S168-10','Hg', 'MB')
('SL12058-2022-11-01-3971','S166-11','IY', 'UB')
('AC22517-2022-11-01-3843','A214-9','YEOIUDmDvPRGmCHy', 'UB')
('SL04652-2022-11-01-4013','S168-5','PZACVY', 'MB')
('AC22517-2022-11-01-3845','A214-11','KZraQAdyG', 'SL')
('SL22517-2022-11-01-4023','S168-15','oAmulKtQm', 'SL')
('AC04652-2022-11-01-4046','A225-14','CxLKWaxnJKUB', 'LB')
('SL22517-2022-11-02-4093','S171-13','vcaEBOYJ', 'MB')
('SL22517-2022-11-02-4095','S171-15','tPpDfdmErLBjAgzT', 'SL')
('SL22517-2022-11-02-4096','S171-16','ONbgmtBohViE', 'SU')
('AC12058-2022-11-01-4020','A224-6','EpEBsHLYSaIv', 'SU')
('SL12058-2022-11-01-3984','S166-24','mw', 'SU')
('SL04652-2022-11-01-4019','S168-11','sAnUuyMVQwcWyWh', 'UB')
('SL22517-2022-11-01-4031','S168-23','zYVXFEnnYFEaJF', 'SL')
('AC04652-2022-11-01-4054','A226-4','AfTuIjBdHk', 'UB')
('AC22517-2022-11-01-3855','A215-3','xxHdzckscDdfypkn', 'UB')
('AC04652-2022-11-01-4056','A226-6','Q', 'SU')
('AC12058-2022-11-01-4026','A224-12','o', 'SU')
('SL22517-2022-11-01-4033','S169-1','fxXLwhUmjwdN', 'LB')
('SL22517-2022-11-02-4111','S172-7','ajclVqZv', 'SL')
('SL04652-2022-11-01-4037','S169-5','KPbZLFeJyhGf', 'MB')
('SL04652-2022-11-02-3961','S166-1','LDZS', 'LB')
('AC04652-2022-11-02-3977','A221-17','udibyEl', 'SL')
('AC04652-2022-11-01-4075','A227-7','XDwKFSVJATeR', 'LB')
('AC04652-2022-11-02-3980','A222-2','vzgHUsmmTnZq', 'LB')
('AC04652-2022-11-01-4077','A227-9','j', 'UB')
('SL12058-2022-11-01-4010','S168-2','pTcooJDTuCpOCxe', 'MB')
('AC22517-2022-11-01-3880','A216-10','MtmADdiOnbTzp', 'UB')
('SL22517-2022-11-02-4121','S172-17','Kc', 'LB')
('SL12058-2022-11-01-4014','S168-6','TIArkcuuJHLiaSGv', 'UB')
('SL22517-2022-11-02-4124','S172-20','oBXQDPEaD', 'LB')
('SL04652-2022-11-02-3970','S166-10','Sm', 'MB')
('SL12058-2022-11-01-4015','S168-7','iPsX', 'SL')
('AC22517-2022-11-01-3884','A216-14','AIcrXXnwWNqDY', 'LB')
('SL12058-2022-11-01-4020','S168-12','JRvZa', 'LB')
('SL12058-2022-11-01-4022','S168-14','EuUgvYlHleLLYt', 'UB')
('SL22517-2022-11-02-4129','S173-1','mc', 'LB')
('AC22517-2022-11-01-3891','A217-3','DIrQGYkWRxyOw', 'UB')
('SL22517-2022-11-02-4130','S173-2','BNlKxfzlyqPszf', 'MB')
('SL22517-2022-11-01-4058','S170-2','Kx', 'MB')
('SL22517-2022-11-01-4063','S170-7','ArqwumQWXEu', 'SL')
('SL04652-2022-11-01-4053','S169-21','hIfVtK', 'MB')
('AC12058-2022-11-01-4053','A226-3','aWIoYQwpZytgLmGN', 'UB')
('SL22517-2022-11-02-4135','S173-7','STEabE', 'SL')
('SL12058-2022-11-01-4028','S168-20','yLCJKsQ', 'LB')
('SL04652-2022-11-01-4054','S169-22','aprfFcRXcfFhmPVN', 'UB')
('SL04652-2022-11-01-4055','S169-23','WOsLDnCgtxKFqBT', 'SL')
('SL04652-2022-11-01-4056','S169-24','i', 'SU')
('SL22517-2022-11-01-4068','S170-12','Jvkgxpu', 'LB')
('SL04652-2022-11-01-4061','S170-5','emoDTY', 'MB')
('SL22517-2022-11-01-4070','S170-14','jPJQFsVjipazhefK', 'UB')
('AC12058-2022-11-01-4057','A226-7','oEFtxHogOA', 'LB')
('SL22517-2022-11-01-4071','S170-15','OFMMIlBXIIb', 'SL')
('AC04652-2022-11-01-4100','A228-14','IXzorRTdrdW', 'LB')
('AC04652-2022-11-02-3994','A222-16','GFA', 'UB')
('AC04652-2022-11-02-3995','A222-17','VYkEn', 'SL')
('SL04652-2022-11-01-4069','S170-13','GbLaqVFZARBmdvo', 'MB')
('SL22517-2022-11-02-4145','S173-17','UU', 'LB')
('AC04652-2022-11-02-3999','A223-3','OdoARVtPvjriJN', 'UB')
('SL04652-2022-11-01-4072','S170-16','ZTJTbLyXWIR', 'SU')
('AC22517-2022-11-02-4155','A231-15','bXsBMHdSmBaZ', 'UB')
('SL04652-2022-11-02-3987','S167-3','mZJmMIbCkD', 'UB')
('AC04652-2022-11-01-4107','A229-3','bnAytM', 'UB')
('SL04652-2022-11-01-4074','S170-18','euSGPiwL', 'MB')
('AC12058-2022-11-01-4061','A226-11','uSx', 'SL')
('SL04652-2022-11-02-3989','S167-5','mf', 'MB')
('SL22517-2022-11-02-4148','S173-20','efOsDmL', 'LB')
('SL04652-2022-11-01-4081','S171-1','xtdWGmhKclycaRLX', 'LB')
('SL22517-2022-11-02-4153','S174-1','QltvRGPpkwNyR', 'LB')
('AC04652-2022-11-01-4110','A229-6','uJBtgSLmfYcd', 'SU')
('SL22517-2022-11-02-4160','S174-8','HSYFSGP', 'SU')
('AC04652-2022-11-01-4113','A229-9','auPeopFouzASS', 'UB')
('AC04652-2022-11-01-4115','A229-11','RewShtIX', 'SL')
('SL22517-2022-11-02-4165','S174-13','nAdFRXRulGoaDGON', 'MB')
('SL12058-2022-11-01-4059','S170-3','AnSfvM', 'UB')
('AC04652-2022-11-01-4125','A230-3','YEFjhkxhcCy', 'UB')
('SL22517-2022-11-02-4168','S174-16','yLsoPisyhKe', 'SU')
('AC22517-2022-11-01-3921','A218-15','IigfGhV', 'UB')
('SL22517-2022-11-02-4176','S174-24','MVrDFxOFGhJM', 'SU')
('AC12058-2022-11-01-4085','A227-17','lOxUnojwKMHFrpPT', 'SL')
('AC04652-2022-11-02-4034','A225-2','SMbHEIsdEbcSL', 'LB')
('AC22517-2022-11-02-4183','A233-7','NLjo', 'LB')
('SL12058-2022-11-01-4067','S170-11','yILaUscnvJh', 'UB')
('SL12058-2022-11-01-4068','S170-12','V', 'LB')
('SL12058-2022-11-01-4069','S170-13','JCZpBiME', 'MB')
('SL12058-2022-11-01-4116','S172-12','gtpcfF', 'LB')
('SL22517-2022-11-01-4143','S173-15','BtI', 'SL')
('SL22517-2022-11-01-4144','S173-16','ZibZqeGyjtpZzXOK', 'SU')
('SL12058-2022-11-01-4154','S174-2','U', 'MB')
('AC04652-2022-11-01-4234','A236-4','BOQIawbVioWUnA', 'UB')
('AC22517-2022-11-01-4012','A223-16','NHafAgWbwH', 'UB')
('SL22517-2022-11-01-4195','S175-19','ZlAr', 'UB')
('SL04652-2022-11-01-4219','S176-19','yQbhPVXXeqcR', 'UB')
('SL04652-2022-11-01-4220','S176-20','t', 'LB')
('AC22517-2022-11-01-4046','A225-14','sZ', 'LB')
('SL04652-2022-11-02-4127','S172-23','fetYZJWLwfyhCUuN', 'SL')
('SL04652-2022-11-02-4128','S172-24','Cb', 'SU')
('AC04652-2022-11-02-4157','A231-17','teIgpDrHyug', 'SL')
('AC04652-2022-11-02-4158','A231-18','nLiPSWdlsyzSWhto', 'SU')
('SL22517-2022-11-02-4300','S180-4','xmwPKbFRLJ', 'LB')
('SL22517-2022-11-01-4225','S177-1','TXfMjschuVe', 'LB')
('AC22517-2022-11-01-4050','A225-18','BGxlCSbbVxgF', 'SU')
('SL12058-2022-11-01-4204','S176-4','eVp', 'LB')
('SL04652-2022-11-01-4242','S177-18','LnxsOKIHP', 'MB')
('SL22517-2022-11-02-4304','S180-8','riqxOVqtDeI', 'SU')
('SL22517-2022-11-01-4231','S177-7','QUEmV', 'SL')
('AC22517-2022-11-02-4306','A240-4','uWBChSAObv', 'UB')
('SL04652-2022-11-01-4245','S177-21','cYZiPJ', 'MB')
('AC22517-2022-11-02-4308','A240-6','SUFzmAj', 'SU')
('AC12058-2022-11-01-4230','A235-18','qcNLyty', 'SU')
('SL04652-2022-11-02-4139','S173-11','RPuGrOnwdOhnURVN', 'UB')
('AC22517-2022-11-01-4060','A226-10','KAmf', 'UB')
('AC22517-2022-11-01-4061','A226-11','qRox', 'SL')
('SL04652-2022-11-01-4247','S177-23','vFET', 'SL')
('AC22517-2022-11-02-4313','A240-11','RuGviBPFtGq', 'SL')
('AC12058-2022-11-01-4236','A236-6','IQ', 'SU')
('SL12058-2022-11-01-4216','S176-16','bAHuUETZiGEMkg', 'SU')
('SL22517-2022-11-01-4241','S177-17','fb', 'LB')
('AC12058-2022-11-01-4239','A236-9','ClwbeIhD', 'UB')
('AC22517-2022-11-01-4069','A227-1','PjH', 'LB')
('SL04652-2022-11-01-4252','S178-4','mAgngd', 'LB')
('SL12058-2022-11-01-4220','S176-20','JhfXDKdPz', 'LB')
('SL04652-2022-11-01-4254','S178-6','NJyGjZHuNTL', 'UB')
('AC12058-2022-11-01-4244','A236-14','icjKYDJGGsnbgq', 'LB')
('AC04652-2022-11-01-4279','A238-13','GsHnVvNR', 'LB')
('SL04652-2022-11-02-4153','S174-1','PiVdwqrJvqgRvgCC', 'LB')
('SL04652-2022-11-02-4154','S174-2','UiNXlWkk', 'MB')
('SL04652-2022-11-01-4259','S178-11','IoOlAeJTVqCy', 'UB')
('AC04652-2022-11-02-4186','A233-10','HrInaxuJb', 'UB')
('SL22517-2022-11-01-4248','S177-24','FWWMWlqSFvM', 'SU')
('SL04652-2022-11-01-4261','S178-13','dzXCzDsIjXAOyp', 'MB')
('SL04652-2022-11-01-4263','S178-15','noWmmvUqPu', 'SL')
('AC04652-2022-11-01-4281','A238-15','cKVkGxBHWzt', 'UB')
('AC22517-2022-11-01-4082','A227-14','ozZ', 'LB')
('SL22517-2022-11-01-4255','S178-7','Yz', 'SL')
('AC04652-2022-11-01-4286','A239-2','rDDDHIWbGia', 'LB')
('AC04652-2022-11-01-4288','A239-4','AQOG', 'UB')
('SL22517-2022-11-01-4257','S178-9','tvISXLYe', 'LB')
('AC04652-2022-11-01-4289','A239-5','LpKSw', 'SL')
('AC22517-2022-11-02-4327','A241-7','cjNWTidBTiyl', 'LB')
('SL22517-2022-11-02-4337','S181-17','ecuUvjKoLT', 'LB')
('SL22517-2022-11-01-4262','S178-14','tptKLHabMv', 'UB')
('AC04652-2022-11-01-4295','A239-11','yQuqP', 'SL')
('SL12058-2022-11-01-4240','S177-16','KVlzjyXooebPqQGg', 'SU')
('SL22517-2022-11-02-4340','S181-20','XdrnGfgk', 'LB')
('AC04652-2022-11-01-4298','A239-14','uKnntRfqMVU', 'LB')
('AC04652-2022-11-02-4208','A234-14','XpeFS', 'LB')
('AC12058-2022-11-01-4266','A237-18','WTf', 'SU')
('SL22517-2022-11-01-4271','S178-23','TmaHbry', 'SL')
('AC22517-2022-11-02-4334','A241-14','k', 'LB')
('SL04652-2022-11-02-4195','S175-19','f', 'UB')
('SL22517-2022-11-01-4296','S179-24','ssWVtcmwzUrkDJT', 'SU')
('SL04652-2022-11-01-4292','S179-20','BjnduzDXYxcHpSdC', 'LB')
('AC04652-2022-11-02-4228','A235-16','eVxEdIpq', 'UB')
('AC12058-2022-11-01-4291','A239-7','SJIawTVNS', 'LB')
('SL22517-2022-11-02-4368','S182-24','xhAL', 'SU')
('SL12058-2022-11-01-4285','S179-13','DgEHEBHqSfo', 'MB')
('SL22517-2022-11-01-4313','S180-17','VogaxaIyBDn', 'LB')
('SL22517-2022-11-02-4384','S183-16','xJ', 'SU')
('AC22517-2022-11-01-4143','A231-3','cG', 'UB')
('SL04652-2022-11-02-4221','S176-21','cXlSRhCxDAALphb', 'MB')
('SL04652-2022-11-02-4222','S176-22','knQBvoELHIj', 'UB')
('AC04652-2022-11-01-4343','A242-5','LmNttbzCfGBxchI', 'SL')
('SL22517-2022-11-02-4400','S184-8','kEgfUg', 'SU')
('SL22517-2022-11-02-4401','S184-9','vJzXjkiKYkd', 'LB')
('AC04652-2022-11-02-4262','A237-14','iphkHusx', 'LB')
('AC22517-2022-11-01-4161','A232-3','WGxLppkWZC', 'UB')
('AC04652-2022-11-02-4267','A238-1','qB', 'LB')
('AC12058-2022-11-01-4328','A241-8','xyySJDrARJpHcL', 'LB')
('AC04652-2022-11-02-4269','A238-3','slabzn', 'UB')
('SL04652-2022-11-02-4245','S177-21','MPI', 'MB')
('SL12058-2022-11-01-4322','S181-2','jEhFEzUe', 'MB')
('AC12058-2022-11-01-4333','A241-13','z', 'LB')
('AC04652-2022-11-01-4363','A243-7','GgLzoIBAto', 'LB')
('AC04652-2022-11-01-4364','A243-8','E', 'LB')
('AC22517-2022-11-02-4398','A245-6','rDXrWNqDUxF', 'SU')
('AC12058-2022-11-01-4337','A241-17','plVSpN', 'SL')
('SL22517-2022-11-02-4453','S186-13','iOaiIwbqwXfrj', 'MB')
('AC22517-2022-11-02-4440','A247-12','gEyvacqUDjMTW', 'SU')
('SL04652-2022-11-02-4295','S179-23','EwOkVzNrUrlTqEa', 'SL')
('AC22517-2022-11-01-4207','A234-13','UTpbOhUvxI', 'LB')
('SL12058-2022-11-01-4360','S182-16','Cdi', 'SU')
('SL04652-2022-11-02-4298','S180-2','qHEvt', 'MB')
('AC22517-2022-11-01-4208','A234-14','GWSxJzAs', 'LB')
('SL12058-2022-11-01-4365','S182-21','jwoQCezOLayDUk', 'MB')
('SL12058-2022-11-01-4366','S182-22','sADFYPaXeBA', 'UB')
('SL22517-2022-11-02-4464','S186-24','hCeAIOXLcSIiYSUA', 'SU')
('AC22517-2022-11-02-4446','A247-18','mnBwEKmvBGnaAkX', 'SU')
('SL22517-2022-11-02-4466','S187-2','rfh', 'MB')
('SL04652-2022-11-02-4302','S180-6','guqAasSiJdiO', 'UB')
