('AC22517-2022-11-02-18','A1-18','fjTg', 'SU')
('AC22517-2022-11-02-2886','A161-6','lLuwCaWSNCvmoh', 'SU')
('AC04652-2022-11-02-2812','A157-4','IzQwXKLqBPXtw', 'UB')
('SL04652-2022-11-01-2876','S120-20','BGMZntm', 'LB')
('AC22517-2022-11-02-2928','A163-12','U', 'SU')
('SL22517-2022-11-02-2917','S122-13','gOpmKQzmXOkoQs', 'MB')
('AC12058-2022-11-01-2868','A160-6','YWoWhkShO', 'SU')
('SL04652-2022-11-01-2910','S122-6','I', 'UB')
('AC12058-2022-11-01-2872','A160-10','TqcihuCpzxWOHA', 'UB')
('AC12058-2022-11-01-2873','A160-11','TDiGwWXuXrdP', 'SL')
('AC22517-2022-11-02-2931','A163-15','KFebiwA', 'UB')
('AC22517-2022-11-02-2932','A163-16','PCkmrJePzhKqyvTG', 'UB')
('SL22517-2022-11-01-2898','S121-18','L', 'MB')
('AC22517-2022-11-01-2728','A152-10','TCvKTxfFf', 'UB')
('AC04652-2022-11-02-2846','A159-2','uqdgPzyYKZYykBOE', 'LB')
('SL22517-2022-11-02-2990','S125-14','HrukQlSslLM', 'UB')
('AC22517-2022-11-01-2783','A155-11','FQ', 'SL')
('SL12058-2022-11-01-2924','S122-20','UGz', 'LB')
('AC04652-2022-11-01-2977','A166-7','zFdg', 'LB')
('AC04652-2022-11-01-2978','A166-8','JYqTBvHnsDbnxRoy', 'LB')
('AC04652-2022-11-02-2919','A163-3','GyWLhhMXBaEGr', 'UB')
('AC22517-2022-11-02-3006','A167-18','U', 'SU')
('SL04652-2022-11-02-2904','S121-24','XkGCjmB', 'SU')
('SL22517-2022-11-01-2972','S124-20','MWvgAKQlkfqLy', 'LB')
('AC04652-2022-11-02-2935','A164-1','lRckzRZd', 'LB')
('SL04652-2022-11-01-2996','S125-20','XC', 'LB')
('AC22517-2022-11-01-2808','A156-18','aOhuhJQ', 'SU')
('AC04652-2022-11-02-2942','A164-8','gjiriDthTbpcd', 'LB')
('SL04652-2022-11-02-2915','S122-11','Y', 'UB')
('AC12058-2022-11-01-2974','A166-4','CUNyYqeMkKS', 'UB')
('AC04652-2022-11-01-3008','A168-2','eFrejlcLgF', 'LB')
('AC04652-2022-11-02-2951','A164-17','EcbstwZAGXzNvX', 'SL')
('AC12058-2022-11-01-2978','A166-8','AlFCGCgopMGDn', 'LB')
('AC22517-2022-11-01-2826','A157-18','vHUP', 'SU')
('SL12058-2022-11-01-2956','S124-4','Mrb', 'LB')
('SL12058-2022-11-01-2957','S124-5','cwmtVzgcsa', 'MB')
('AC22517-2022-11-01-2828','A158-2','aMjwcb', 'LB')
('AC22517-2022-11-02-3047','A170-5','YgUEVGtVOkdxz', 'SL')
('SL04652-2022-11-02-2932','S123-4','QAeZioRsM', 'LB')
('AC22517-2022-11-01-2831','A158-5','BeqjlsNBa', 'SL')
('AC04652-2022-11-02-2964','A165-12','WN', 'SU')
('SL12058-2022-11-01-2963','S124-11','jSqiFwWLrPzyMz', 'UB')
('AC22517-2022-11-01-2834','A158-8','AmMlCl', 'LB')
('SL12058-2022-11-01-2965','S124-13','KHqazsewjZsyiz', 'MB')
('AC12058-2022-11-01-2993','A167-5','hQJPnmuAJ', 'SL')
('SL04652-2022-11-01-3014','S126-14','AUaSnSTytjKiZDz', 'UB')
('SL04652-2022-11-02-2938','S123-10','bEcWmCY', 'MB')
('SL04652-2022-11-02-2939','S123-11','ZBNEKaZAgohX', 'UB')
('SL12058-2022-11-01-3007','S126-7','kVpdi', 'SL')
('AC12058-2022-11-01-3029','A169-5','pAzCGPSkybD', 'SL')
('SL22517-2022-11-01-3074','S129-2','N', 'MB')
('SL12058-2022-11-01-3045','S127-21','kPA', 'MB')
('SL04652-2022-11-02-3016','S126-16','PWmTgqirXMj', 'SU')
('AC22517-2022-11-02-3150','A175-18','XqWFtvkHwxOYgHQn', 'SU')
('AC22517-2022-11-01-2919','A163-3','mGVswvzzCOUMzm', 'UB')
('AC22517-2022-11-01-2920','A163-4','gDVqDMpmokUUVa', 'UB')
('SL04652-2022-11-02-3022','S126-22','AYqALhMUaQLhFVO', 'UB')
('AC22517-2022-11-02-3152','A176-2','keOscl', 'LB')
('AC04652-2022-11-02-3052','A170-10','jlIdNy', 'UB')
('AC22517-2022-11-02-3156','A176-6','rMlNBlF', 'SU')
('SL22517-2022-11-02-3126','S131-6','NmHgWm', 'UB')
('SL04652-2022-11-02-3031','S127-7','yHGPyTKxJCly', 'SL')
('AC12058-2022-11-01-3080','A172-2','uNSAnsWepDBT', 'LB')
('AC04652-2022-11-01-3106','A173-10','gG', 'UB')
('AC04652-2022-11-01-3107','A173-11','OWRdFb', 'SL')
('AC04652-2022-11-01-3108','A173-12','aFQe', 'SU')
('AC04652-2022-11-01-3109','A173-13','XLFnDDkcde', 'LB')
('AC22517-2022-11-02-3162','A176-12','qnXjkjavsqYfa', 'SU')
('SL04652-2022-11-01-3120','S130-24','x', 'SU')
('AC22517-2022-11-02-3165','A176-15','aEtXcYksOdVRGUB', 'UB')
('SL04652-2022-11-01-3121','S131-1','l', 'LB')
('AC04652-2022-11-02-3075','A171-15','UiRGEWpFjUtpO', 'UB')
('SL04652-2022-11-02-3057','S128-9','CX', 'LB')
('AC04652-2022-11-01-3125','A174-11','hxoiaEPJJr', 'SL')
('SL04652-2022-11-02-3059','S128-11','zuyad', 'UB')
('SL12058-2022-11-01-3074','S129-2','NaiDTG', 'MB')
('SL04652-2022-11-02-3061','S128-13','pxpXtGexxXN', 'MB')
('SL04652-2022-11-02-3062','S128-14','JPPwUmAXjI', 'UB')
('AC04652-2022-11-01-3132','A174-18','jilMBYX', 'SU')
('SL12058-2022-11-01-3080','S129-8','DTkQFqlibAN', 'SU')
('SL22517-2022-11-01-3119','S130-23','VgMiKPnbVqEmVRvc', 'SL')
('SL04652-2022-11-02-3068','S128-20','nc', 'LB')
('AC22517-2022-11-02-3185','A177-17','uFXRuI', 'SL')
('AC04652-2022-11-02-3092','A172-14','jHFrdkvKPY', 'LB')
('SL04652-2022-11-02-3090','S129-18','RRAv', 'MB')
('AC22517-2022-11-02-3198','A178-12','BEaLAnsn', 'SU')
('AC04652-2022-11-01-3145','A175-13','fc', 'LB')
('AC04652-2022-11-02-3116','A174-2','wTGhObwXN', 'LB')
('AC22517-2022-11-02-3200','A178-14','EQeeslmbviBS', 'LB')
('SL12058-2022-11-01-3096','S129-24','fXhTzcyrfkihuPdj', 'SU')
('AC12058-2022-11-01-3138','A175-6','QPnlY', 'SU')
('AC22517-2022-11-01-2995','A167-7','BZxAm', 'LB')
('AC04652-2022-11-01-3152','A176-2','qKcOykKFzqJYON', 'LB')
('AC04652-2022-11-02-3124','A174-10','bhmZHRR', 'UB')
('AC12058-2022-11-01-3141','A175-9','faf', 'UB')
('AC22517-2022-11-01-3000','A167-12','rULoB', 'SU')
('SL12058-2022-11-01-3103','S130-7','wgUxFdV', 'SL')
('AC22517-2022-11-01-3002','A167-14','ZKupJ', 'LB')
('SL22517-2022-11-01-3161','S132-17','bEklMJliCVgTln', 'LB')
('SL04652-2022-11-02-3110','S130-14','Fce', 'UB')
('AC22517-2022-11-02-3212','A179-8','YxWXm', 'LB')
('SL04652-2022-11-01-3192','S133-24','ipymMJ', 'SU')
('AC22517-2022-11-02-3236','A180-14','bWHkmjCDIxQnaab', 'LB')
('AC22517-2022-11-02-3237','A180-15','WuEH', 'UB')
('SL22517-2022-11-02-3211','S134-19','Foqv', 'UB')
('AC04652-2022-11-02-3147','A175-15','xbBv', 'UB')
('AC04652-2022-11-02-3150','A175-18','deB', 'SU')
('AC12058-2022-11-01-3236','A180-14','BDIYFYvu', 'LB')
('AC04652-2022-11-01-3243','A181-3','YONOgtaVY', 'UB')
('AC22517-2022-11-02-3304','A184-10','JguM', 'UB')
('AC12058-2022-11-01-3238','A180-16','kA', 'UB')
('AC04652-2022-11-01-3246','A181-6','JyAUSY', 'SU')
('SL22517-2022-11-02-3288','S137-24','iJlAKguhiwkoyB', 'SU')
('AC12058-2022-11-01-3248','A181-8','pqPHwttBxlJOv', 'LB')
('SL04652-2022-11-01-3285','S137-21','NZolMShZDtjcCar', 'MB')
('AC12058-2022-11-01-3253','A181-13','ZfP', 'LB')
('SL04652-2022-11-01-3286','S137-22','HJqJShazMzbCmm', 'UB')
('AC04652-2022-11-01-3256','A181-16','SOZnkXEiGKNB', 'UB')
('SL22517-2022-11-02-3300','S138-12','DwFoXuB', 'LB')
('SL22517-2022-11-02-3307','S138-19','zzLjVxzKtSEtFjq', 'UB')
('AC22517-2022-11-01-3133','A175-1','zSvG', 'LB')
('AC22517-2022-11-01-3134','A175-2','J', 'LB')
('AC12058-2022-11-01-3298','A184-4','KSjALAxmZiSWc', 'UB')
('SL12058-2022-11-01-3244','S136-4','pMh', 'LB')
('AC04652-2022-11-01-3297','A184-3','tFgOqzcibcmeqCI', 'UB')
('SL04652-2022-11-01-3321','S139-9','nljvpccCCgo', 'LB')
('AC04652-2022-11-01-3301','A184-7','oIDARnOZLpfzc', 'LB')
('SL22517-2022-11-02-3374','S141-14','xwrOOXUpg', 'UB')
('SL22517-2022-11-01-3329','S139-17','p', 'LB')
('AC12058-2022-11-01-3330','A185-18','GWrlGbkb', 'SU')
('SL04652-2022-11-02-3275','S137-11','eQQGIiYaYTCUxPe', 'UB')
('AC04652-2022-11-01-3333','A186-3','aUJSncBpZSivE', 'UB')
('AC12058-2022-11-01-3364','A187-16','hMqmq', 'UB')
('SL04652-2022-11-02-3308','S138-20','TRLVgHinFI', 'LB')
('SL22517-2022-11-01-3368','S141-8','RostEak', 'SU')
('SL04652-2022-11-01-3398','S142-14','WmBcpBSci', 'UB')
('AC22517-2022-11-02-3429','A191-9','WDULYDqEG', 'UB')
('AC22517-2022-11-02-3430','A191-10','efqM', 'UB')
('AC22517-2022-11-02-3431','A191-11','NZdiv', 'SL')
('SL04652-2022-11-01-3406','S142-22','g', 'UB')
('SL04652-2022-11-01-3407','S142-23','mertexRSnY', 'SL')
('SL04652-2022-11-02-3317','S139-5','XoU', 'MB')
('AC04652-2022-11-02-3336','A186-6','aYo', 'SU')
('AC22517-2022-11-01-3235','A180-13','wiKlmBuOYHMJJICk', 'LB')
('SL22517-2022-11-02-3471','S145-15','SfFZzEveQuF', 'SL')
('SL12058-2022-11-01-3381','S141-21','jViIGwq', 'MB')
('AC22517-2022-11-02-3501','A195-9','HGwWOLYdTTs', 'UB')
('SL04652-2022-11-01-3477','S145-21','TopvCDFqPGrysKd', 'MB')
('AC04652-2022-11-02-3393','A189-9','lnK', 'UB')
('SL22517-2022-11-01-3444','S144-12','hGtpVUwCnzjSMIU', 'LB')
('AC22517-2022-11-02-3519','A196-9','jf', 'UB')
('AC12058-2022-11-01-3463','A193-7','A', 'LB')
('AC22517-2022-11-02-3524','A196-14','W', 'LB')
('SL22517-2022-11-01-3450','S144-18','aZU', 'MB')
('SL04652-2022-11-01-3481','S146-1','SxZpsFNMDpOGtd', 'LB')
('AC22517-2022-11-02-3526','A196-16','X', 'UB')
('SL12058-2022-11-01-3411','S143-3','NlCTE', 'UB')
('SL12058-2022-11-01-3412','S143-4','kHUdCBrUxKZuQci', 'LB')
('AC12058-2022-11-01-3470','A193-14','u', 'LB')
('SL22517-2022-11-01-3454','S144-22','RbVARKgC', 'UB')
('SL22517-2022-11-01-3455','S144-23','eyaV', 'SL')
('AC22517-2022-11-01-3302','A184-8','RXOZupXErcCm', 'LB')
('SL04652-2022-11-02-3404','S142-20','JchL', 'LB')
('AC04652-2022-11-02-3408','A190-6','rRKAq', 'SU')
('SL04652-2022-11-02-3405','S142-21','XxzsfaGa', 'MB')
('AC22517-2022-11-02-3536','A197-8','tleTRLqG', 'LB')
('SL22517-2022-11-01-3464','S145-8','DzKHIohJqxH', 'SU')
('AC04652-2022-11-02-3413','A190-11','GoKoZSKoLWPp', 'SL')
('AC22517-2022-11-02-3539','A197-11','pxtFQHOkGJMG', 'SL')
('SL04652-2022-11-01-3492','S146-12','MJXZBckgrjAIKo', 'LB')
('SL04652-2022-11-02-3412','S143-4','SaTgMKDJnEp', 'LB')
('AC22517-2022-11-01-3316','A185-4','GQHfDnaoJaskztxQ', 'UB')
('SL22517-2022-11-02-3535','S148-7','XVhJXg', 'SL')
('SL04652-2022-11-01-3528','S147-24','zMibOrwTGyD', 'SU')
('SL12058-2022-11-01-3466','S145-10','gwXdVXGVFrShnZwK', 'MB')
('SL04652-2022-11-01-3531','S148-3','qUrdZQp', 'UB')
('SL04652-2022-11-01-3533','S148-5','UvgWeb', 'MB')
('AC12058-2022-11-01-3515','A196-5','VnNjB', 'SL')
('SL04652-2022-11-02-3448','S144-16','Ag', 'SU')
('AC04652-2022-11-01-3536','A197-8','UbJCdpW', 'LB')
('AC22517-2022-11-02-3579','A199-15','AtXSrfJN', 'UB')
('SL22517-2022-11-02-3589','S150-13','QReiyyV', 'MB')
('AC04652-2022-11-02-3451','A192-13','tTFUgiFQo', 'LB')
('SL22517-2022-11-02-3593','S150-17','oOfwRuKqvtX', 'LB')
('AC04652-2022-11-01-3541','A197-13','VRuMiNcQtdDDdYlf', 'LB')
('SL22517-2022-11-01-3514','S147-10','zaFvcetPxoD', 'MB')
('AC04652-2022-11-02-3456','A192-18','EEEHErcKpAFaXvsF', 'SU')
('SL22517-2022-11-02-3602','S151-2','RKsCPUhvz', 'MB')
('SL12058-2022-11-01-3487','S146-7','tIyACCkQ', 'SL')
('AC12058-2022-11-01-3542','A197-14','OdYB', 'LB')
('AC22517-2022-11-02-3597','A200-15','xNzuuTuTOuS', 'UB')
('SL04652-2022-11-01-3560','S149-8','M', 'SU')
('AC22517-2022-11-02-3599','A200-17','wA', 'SL')
('SL12058-2022-11-01-3514','S147-10','YEE', 'MB')
('AC12058-2022-11-01-3575','A199-11','EHrDIO', 'SL')
('SL04652-2022-11-02-3519','S147-15','eahKZTIzpqIB', 'SL')
('AC12058-2022-11-01-3603','A201-3','oHdHawLSgPyxg', 'UB')
('SL04652-2022-11-02-3521','S147-17','kfXpAmcsmfKTq', 'LB')
('AC04652-2022-11-02-3521','A196-11','sFh', 'SL')
('SL22517-2022-11-01-3595','S150-19','QfSnglC', 'UB')
('SL04652-2022-11-01-3610','S151-10','MComTUSLza', 'MB')
('AC12058-2022-11-01-3613','A201-13','FH', 'LB')
('SL12058-2022-11-01-3558','S149-6','cIFpKXKOD', 'UB')
('AC12058-2022-11-01-3615','A201-15','YnvwnEPKFrdhHvyP', 'UB')
('AC22517-2022-11-02-3659','A204-5','DEncXAYv', 'SL')
('SL04652-2022-11-02-3527','S147-23','wPjKfzJoJRhe', 'SL')
('AC22517-2022-11-01-3443','A192-5','aKeRdeJpskVLEwY', 'SL')
('AC22517-2022-11-02-3663','A204-9','HLmBGNZhmFO', 'UB')
('SL22517-2022-11-02-3674','S154-2','jOKSuHdFWPWSby', 'MB')
('SL22517-2022-11-01-3608','S151-8','zePXpXrvIw', 'SU')
('SL12058-2022-11-01-3570','S149-18','KbTW', 'MB')
('SL04652-2022-11-02-3537','S148-9','nuJbExiPZQGBes', 'LB')
('AC22517-2022-11-02-3672','A204-18','DH', 'SU')
('AC04652-2022-11-02-3543','A197-15','IrDaA', 'UB')
('SL22517-2022-11-01-3623','S151-23','fJCwdzoSRRJUYF', 'SL')
('SL04652-2022-11-02-3555','S149-3','lTPOL', 'UB')
('AC12058-2022-11-01-3645','A203-9','vHowavaRtfXWUhgh', 'UB')
('AC22517-2022-11-01-3467','A193-11','ZHd', 'SL')
('SL22517-2022-11-01-3626','S152-2','OhwhTBOS', 'MB')
('SL22517-2022-11-02-3694','S154-22','kNKNPoTaoS', 'UB')
('AC12058-2022-11-01-3651','A203-15','Xqc', 'UB')
('SL04652-2022-11-02-3561','S149-9','XoVBsNszAVAzRO', 'LB')
('AC04652-2022-11-01-3643','A203-7','SRID', 'LB')
('AC04652-2022-11-02-3575','A199-11','tMOSRtkXxR', 'SL')
('AC04652-2022-11-02-3576','A199-12','kaKmmYhl', 'SU')
('SL04652-2022-11-02-3573','S149-21','RjHtpJmjSJ', 'MB')
('AC22517-2022-11-02-3714','A207-6','fZSHqqNoHLMlQI', 'SU')
('SL04652-2022-11-01-3657','S153-9','fXtpQu', 'LB')
('AC04652-2022-11-02-3582','A199-18','QWd', 'SU')
('SL22517-2022-11-02-3714','S155-18','mQDaSzjpkNGHDCB', 'MB')
('AC12058-2022-11-01-3667','A204-13','wVr', 'LB')
('AC12058-2022-11-01-3668','A204-14','hjOHLrc', 'LB')
('AC04652-2022-11-02-3584','A200-2','kJApMUPU', 'LB')
('AC22517-2022-11-02-3722','A207-14','FZShdGWqlYfXS', 'LB')
('AC12058-2022-11-01-3672','A204-18','imSnOnX', 'SU')
('SL12058-2022-11-01-3625','S152-1','vtSqCFs', 'LB')
('AC22517-2022-11-01-3506','A195-14','jJZpdVAOAHHzik', 'LB')
('AC22517-2022-11-01-3507','A195-15','vSyHx', 'UB')
('AC22517-2022-11-01-3508','A195-16','lLGXS', 'UB')
('SL22517-2022-11-01-3651','S153-3','c', 'UB')
('SL04652-2022-11-01-3671','S153-23','yFRutCJFpMQqaQS', 'SL')
('AC12058-2022-11-01-3679','A205-7','MG', 'LB')
('AC12058-2022-11-01-3680','A205-8','v', 'LB')
('SL22517-2022-11-02-3731','S156-11','zJmirjHIkJYm', 'UB')
('SL04652-2022-11-01-3676','S154-4','fYM', 'LB')
('SL04652-2022-11-02-3598','S150-22','iIDukzPcXZiZdV', 'UB')
('AC04652-2022-11-01-3669','A204-15','kfamZRx', 'UB')
('AC04652-2022-11-01-3670','A204-16','fKdjpWXKsBkahbx', 'UB')
('SL04652-2022-11-01-3681','S154-9','dnaK', 'LB')
('SL22517-2022-11-01-3662','S153-14','CUOqRqHMxi', 'UB')
('SL04652-2022-11-01-3684','S154-12','okIIDNyzBhGaet', 'LB')
('SL04652-2022-11-01-3685','S154-13','BLrdRfYysHcTOuvI', 'MB')
('AC12058-2022-11-01-3695','A206-5','IakxXxqS', 'SL')
('SL22517-2022-11-02-3744','S156-24','BP', 'SU')
('SL04652-2022-11-01-3690','S154-18','dwBQysv', 'MB')
('AC04652-2022-11-02-3605','A201-5','hSVz', 'SL')
('AC04652-2022-11-02-3606','A201-6','WvskMhLhCCAmGVY', 'SU')
('SL22517-2022-11-01-3668','S153-20','wBjIkuWtbRVTekAs', 'LB')
('SL04652-2022-11-01-3698','S155-2','FzdxeAsoGCFC', 'MB')
('AC04652-2022-11-02-3607','A201-7','gOWjDzp', 'LB')
('SL22517-2022-11-02-3747','S157-3','hWAQUvjjKSEhlJF', 'UB')
('AC22517-2022-11-01-3530','A197-2','DV', 'LB')
('SL04652-2022-11-02-3617','S151-17','ZZHlcdScqcXEWyn', 'LB')
('AC04652-2022-11-01-3679','A205-7','eLSxOSrPwbX', 'LB')
('AC22517-2022-11-02-3751','A209-7','vrtrMisAB', 'LB')
('AC04652-2022-11-02-3612','A201-12','YFiuRwZC', 'SU')
('SL22517-2022-11-01-3705','S155-9','YIEazsddJrKqAIE', 'LB')
('SL04652-2022-11-01-3736','S156-16','FFS', 'SU')
('AC22517-2022-11-02-3801','A212-3','qDOUmPTItk', 'UB')
('SL04652-2022-11-02-3662','S153-14','EGWQMpKNc', 'UB')
('SL22517-2022-11-02-3786','S158-18','osIOHeXUXJyRU', 'MB')
('SL22517-2022-11-01-3721','S156-1','tfsYjQMng', 'LB')
('SL04652-2022-11-02-3672','S153-24','uosS', 'SU')
('AC22517-2022-11-02-3819','A213-3','mDMPlYKshhTjFLcr', 'UB')
('AC22517-2022-11-01-3580','A199-16','MhBztMxIRxj', 'UB')
('SL22517-2022-11-01-3730','S156-10','TeeVHWOV', 'MB')
('SL22517-2022-11-01-3740','S156-20','DzMvteSXmQugs', 'LB')
('SL12058-2022-11-01-3715','S155-19','dsWxulNXZOL', 'UB')
('AC22517-2022-11-02-3838','A214-4','ioMizu', 'UB')
('SL04652-2022-11-02-3692','S154-20','YuVTMxD', 'LB')
('AC22517-2022-11-01-3601','A201-1','TRGzLcDhCPgVdtOO', 'LB')
('SL04652-2022-11-01-3779','S158-11','yhqMS', 'UB')
('SL04652-2022-11-01-3782','S158-14','maDbgp', 'UB')
('AC22517-2022-11-02-3846','A214-12','gXoBNtbUbwUB', 'SU')
('AC12058-2022-11-01-3768','A210-6','MxHQOOKcM', 'SU')
('SL12058-2022-11-01-3727','S156-7','roLbCF', 'SL')
('SL22517-2022-11-01-3752','S157-8','aKnvTPWmtmBFkFgT', 'SU')
('SL12058-2022-11-01-3729','S156-9','llxgvP', 'LB')
('AC12058-2022-11-01-3771','A210-9','PwkFEKoPoWCCx', 'UB')
('AC04652-2022-11-02-3695','A206-5','UcvZHe', 'SL')
('AC22517-2022-11-02-3853','A215-1','mfm', 'LB')
('AC04652-2022-11-02-3696','A206-6','BdNzqPIbrdSvvSH', 'SU')
('AC22517-2022-11-01-3616','A201-16','fTlnkJrO', 'UB')
('AC04652-2022-11-02-3698','A206-8','esUGPz', 'LB')
('AC04652-2022-11-02-3699','A206-9','gdikbIXKMsFbh', 'UB')
('SL22517-2022-11-02-3833','S160-17','CRVJpEbgK', 'LB')
('AC22517-2022-11-02-3863','A215-11','y', 'SL')
('SL12058-2022-11-01-3738','S156-18','VXDEs', 'MB')
('AC22517-2022-11-01-3628','A202-10','lsxwlzbLPj', 'UB')
('SL04652-2022-11-02-3710','S155-14','CGSLojwhinfOg', 'UB')
('SL04652-2022-11-01-3809','S159-17','QRLAVXUeRRsGCb', 'LB')
('AC04652-2022-11-02-3710','A207-2','Ojp', 'LB')
('SL22517-2022-11-01-3774','S158-6','QG', 'UB')
('SL22517-2022-11-01-3775','S158-7','JPFzqQEu', 'SL')
('AC22517-2022-11-01-3632','A202-14','SRutHyWuzG', 'LB')
('AC04652-2022-11-01-3795','A211-15','csLvLfpjNgr', 'UB')
('AC12058-2022-11-01-3783','A211-3','LyfJsYFCu', 'UB')
('AC22517-2022-11-01-3633','A202-15','WicArbcpbYIfhPv', 'UB')
('AC22517-2022-11-01-3634','A202-16','KhGgyNp', 'UB')
('AC04652-2022-11-01-3801','A212-3','UWRmXD', 'UB')
('SL22517-2022-11-01-3779','S158-11','PEoD', 'UB')
('AC12058-2022-11-01-3786','A211-6','DONZap', 'SU')
('SL22517-2022-11-01-3780','S158-12','c', 'LB')
('SL12058-2022-11-01-3757','S157-13','RmxEgKeXHhE', 'MB')
('SL22517-2022-11-02-3847','S161-7','ZUfYTZVil', 'SL')
('SL04652-2022-11-01-3821','S160-5','HtmNFynJoHeUnP', 'MB')
('AC04652-2022-11-01-3806','A212-8','ED', 'LB')
('SL22517-2022-11-01-3783','S158-15','RmIYxgZK', 'SL')
('SL04652-2022-11-02-3730','S156-10','H', 'MB')
('AC22517-2022-11-02-3880','A216-10','DFbZhTfYpuu', 'UB')
('AC04652-2022-11-02-3726','A207-18','WhyLPyagIfptgEZ', 'SU')
('SL22517-2022-11-01-3785','S158-17','JUeO', 'LB')
('AC12058-2022-11-01-3813','A212-15','nYApzGjlCKgq', 'UB')
('AC22517-2022-11-02-3894','A217-6','XRtWIIE', 'SU')
('AC22517-2022-11-01-3656','A204-2','dvXMqviQxmvCry', 'LB')
('SL22517-2022-11-01-3804','S159-12','wGJEFe', 'LB')
('SL22517-2022-11-02-3873','S162-9','NiA', 'LB')
('AC22517-2022-11-01-3661','A204-7','olpVoKoBedCjKe', 'LB')
('SL04652-2022-11-01-3836','S160-20','oH', 'LB')
('SL22517-2022-11-01-3806','S159-14','peWdOxE', 'UB')
('SL22517-2022-11-01-3810','S159-18','EdOr', 'MB')
('SL04652-2022-11-02-3756','S157-12','Z', 'LB')
('SL22517-2022-11-01-3813','S159-21','Gp', 'MB')
('AC04652-2022-11-02-3757','A209-13','iLBHvQYLoX', 'LB')
('SL22517-2022-11-02-3890','S163-2','DdgVpD', 'MB')
('SL04652-2022-11-02-3766','S157-22','AYNNWebUoTEfq', 'UB')
('AC04652-2022-11-02-3765','A210-3','j', 'UB')
('SL22517-2022-11-01-3826','S160-10','XmHvdebwVkKqgeQ', 'MB')
('SL22517-2022-11-01-3827','S160-11','rxdnrqLWuZImZ', 'UB')
('SL04652-2022-11-02-3774','S158-6','jEGPnNgqbZ', 'UB')
('SL12058-2022-11-01-3797','S159-5','KaOAhEtKdyvgj', 'MB')
('SL22517-2022-11-02-3936','S164-24','TmdHgHyd', 'SU')
('SL22517-2022-11-01-3869','S162-5','PWuCmybJlBcuY', 'MB')
('AC22517-2022-11-01-3710','A207-2','mwFLBowVQPyWP', 'LB')
('AC12058-2022-11-01-3879','A216-9','FDYwKDiAlpXciIy', 'UB')
('AC22517-2022-11-02-3954','A220-12','fUpc', 'SU')
('SL22517-2022-11-01-3872','S162-8','bvAuMXrztw', 'SU')
('AC12058-2022-11-01-3884','A216-14','mmuHuqxC', 'LB')
('SL22517-2022-11-02-3942','S165-6','KiGItUQAZOhR', 'UB')
('SL04652-2022-11-01-3886','S162-22','vZBRabZKPlcD', 'UB')
('AC22517-2022-11-02-3958','A220-16','xVWsCUZnCwmZ', 'UB')
('SL04652-2022-11-01-3891','S163-3','CMZjuPnbzJ', 'UB')
('SL12058-2022-11-01-3838','S160-22','WbYwtyol', 'UB')
('AC12058-2022-11-01-3893','A217-5','kyutdMHc', 'SL')
('SL04652-2022-11-01-3895','S163-7','hspH', 'SL')
('AC04652-2022-11-01-3926','A219-2','UbZAfxAxvnTh', 'LB')
('SL22517-2022-11-01-3886','S162-22','vAyhzH', 'UB')
('SL22517-2022-11-01-3892','S163-4','SAy', 'LB')
('AC22517-2022-11-02-3976','A221-16','IDLYFRPJiwnam', 'UB')
('SL22517-2022-11-02-3979','S166-19','aaFDmZTL', 'UB')
('SL12058-2022-11-01-3865','S162-1','CUbFfP', 'LB')
('SL22517-2022-11-01-3900','S163-12','rvtGDrPRDFGws', 'LB')
('AC04652-2022-11-02-3839','A214-5','lwwRER', 'SL')
('AC04652-2022-11-02-3840','A214-6','qhYJnvWIevRcF', 'SU')
('SL12058-2022-11-01-3866','S162-2','ysfwtuwwzbH', 'MB')
('AC04652-2022-11-02-3842','A214-8','WPJAo', 'LB')
('SL12058-2022-11-01-3873','S162-9','QvAU', 'LB')
('AC22517-2022-11-01-3752','A209-8','XKIRWkUyqqWwVxf', 'LB')
('AC22517-2022-11-02-4004','A223-8','DNpouldEJ', 'LB')
('SL22517-2022-11-02-3998','S167-14','vCZfxfwxYlsTw', 'UB')
('SL04652-2022-11-01-3922','S164-10','pZtZNOlr', 'MB')
('SL04652-2022-11-02-3852','S161-12','GITDbyhpx', 'LB')
('SL22517-2022-11-01-3921','S164-9','Ygh', 'LB')
('AC22517-2022-11-02-4008','A223-12','pfie', 'SU')
('SL04652-2022-11-01-3925','S164-13','InpheaJ', 'MB')
('AC04652-2022-11-02-3859','A215-7','wjUGIYIMqdu', 'LB')
('AC12058-2022-11-01-3933','A219-9','runcJVHawZlmhyVb', 'UB')
('SL04652-2022-11-02-3857','S161-17','awRuQ', 'LB')
('SL04652-2022-11-01-3932','S164-20','qVAENgsFAlKTGOjf', 'LB')
('AC22517-2022-11-02-4011','A223-15','oaTgZYXzBqRrp', 'UB')
('AC12058-2022-11-01-3936','A219-12','DrHSLGZCV', 'SU')
('SL04652-2022-11-01-3937','S165-1','jwwQrobxuETVHMvQ', 'LB')
('AC22517-2022-11-02-4015','A224-1','bLQGPHVIC', 'LB')
('AC22517-2022-11-01-3765','A210-3','GvtCriQ', 'UB')
('SL04652-2022-11-02-3861','S161-21','umxvFAzvZzlXLFo', 'MB')
('AC12058-2022-11-01-3939','A219-15','ViJiuE', 'UB')
('SL22517-2022-11-01-3931','S164-19','Do', 'UB')
