('AC12058-2022-11-01-2019','A113-3','ejzAKW', 'UB')
('SL22517-2022-11-02-11433','S477-9','lmcpnNrlVYHvRTw', 'LB')
('AC22517-2022-11-01-11551','A642-13','zNRPzrmyPCISC', 'LB')
('SL12058-2022-11-01-11337','S473-9','X', 'LB')
('AC22517-2022-11-01-11572','A643-16','eIBbjusCBaVqcz', 'UB')
('AC04652-2022-11-02-11575','A644-1','bAynZIYlpSMn', 'LB')
('SL22517-2022-11-01-11377','S475-1','QUVI', 'LB')
('SL04652-2022-11-02-11470','S478-22','hNeghSHXCVlljQ', 'UB')
('SL22517-2022-11-01-11378','S475-2','rXNftihJK', 'MB')
('AC22517-2022-11-02-11559','A643-3','m', 'UB')
('SL04652-2022-11-02-11471','S478-23','dDOXgEGwJQvd', 'SL')
('SL12058-2022-11-01-11345','S473-17','kLc', 'LB')
('AC22517-2022-11-01-11581','A644-7','QfAJeSZhlJ', 'LB')
('SL04652-2022-11-02-11474','S479-2','amRyZjZQirjbIUuE', 'MB')
('AC04652-2022-11-01-11754','A653-18','WqZHrLMruXoLy', 'SU')
('AC12058-2022-11-01-11589','A644-15','fiWwqHXkxTyFrPZ', 'UB')
('AC04652-2022-11-02-11580','A644-6','GwNueLHuPmjvjq', 'SU')
('AC04652-2022-11-02-11581','A644-7','BPf', 'LB')
('SL22517-2022-11-02-11533','S481-13','FTVzKqJu', 'MB')
('SL04652-2022-11-01-11509','S480-13','PS', 'MB')
('SL04652-2022-11-01-11510','S480-14','CoOOVxzGjRrOQY', 'UB')
('AC12058-2022-11-01-11653','A648-7','VLCpjaRMJYPkbsA', 'LB')
('AC04652-2022-11-01-11824','A657-16','oWKkNtzrIYyDP', 'UB')
('AC22517-2022-11-01-11650','A648-4','YcMFnduhybH', 'UB')
('SL22517-2022-11-02-11551','S482-7','yhJweMVT', 'SL')
('SL04652-2022-11-02-11551','S482-7','ESb', 'SL')
('SL04652-2022-11-02-11554','S482-10','Ip', 'MB')
('AC22517-2022-11-01-11654','A648-8','Zqy', 'LB')
('AC22517-2022-11-01-11655','A648-9','PCsFbng', 'UB')
('AC04652-2022-11-01-11913','A662-15','IUewTVXdBmfioTC', 'UB')
('AC22517-2022-11-02-11710','A651-10','hQDV', 'UB')
('SL12058-2022-11-01-11527','S481-7','Kg', 'SL')
('SL04652-2022-11-02-11659','S486-19','zIxJrdLSi', 'UB')
('SL04652-2022-11-01-11634','S485-18','jlJbcNiYJuKpTKP', 'MB')
('SL04652-2022-11-01-11639','S485-23','ix', 'SL')
('SL22517-2022-11-02-11676','S487-12','iqMvr', 'LB')
('AC04652-2022-11-02-11809','A657-1','bSMjsdILB', 'LB')
('AC22517-2022-11-01-11797','A656-7','DCWiYOz', 'LB')
('SL22517-2022-11-02-11704','S488-16','aAZNbCSMJayuMcQf', 'SU')
('AC04652-2022-11-02-11819','A657-11','dhLfdFnoNtPMca', 'SL')
('SL04652-2022-11-02-11717','S489-5','a', 'MB')
('AC04652-2022-11-02-11824','A657-16','JE', 'UB')
('SL04652-2022-11-02-11723','S489-11','RDXDj', 'UB')
('AC04652-2022-11-01-12008','A668-2','wynrENLMgcoppX', 'LB')
('SL22517-2022-11-02-11730','S489-18','dZuXtNBKFrfn', 'MB')
('SL22517-2022-11-01-11681','S487-17','MYCk', 'LB')
('AC12058-2022-11-01-11846','A659-2','peuEOjojiivpm', 'LB')
('AC22517-2022-11-01-11854','A659-10','PZbavhyKW', 'UB')
('AC04652-2022-11-02-11875','A660-13','QckINNgHNQXTaE', 'LB')
('AC04652-2022-11-02-11876','A660-14','ZoBTPsDKQZu', 'LB')
('SL22517-2022-11-02-11771','S491-11','TLGIfEcxbXKjpHZZ', 'UB')
('AC12058-2022-11-01-11870','A660-8','cpppipyeIIJ', 'LB')
('AC22517-2022-11-01-11881','A661-1','ZvNWwkQ', 'LB')
('SL22517-2022-11-01-11775','S491-15','qb', 'SL')
('SL12058-2022-11-01-11726','S489-14','mRCDiqoPuoBWP', 'UB')
('AC04652-2022-11-01-12157','A676-7','zTkyJfXcFApmy', 'LB')
('SL22517-2022-11-02-11907','S497-3','YmLQJQErjBrcPIHi', 'UB')
('SL04652-2022-11-02-11909','S497-5','lNBdCiS', 'MB')
('SL22517-2022-11-02-11938','S498-10','qMq', 'MB')
('SL22517-2022-11-02-11940','S498-12','UoGURnX', 'LB')
('SL12058-2022-11-01-11811','S493-3','cqgyozFRbBCJWJ', 'UB')
('SL04652-2022-11-01-11903','S496-23','Vi', 'SL')
('AC22517-2022-11-01-12055','A670-13','WSWNFzeoFcmoL', 'LB')
('SL22517-2022-11-02-11957','S499-5','liDkKhbJ', 'MB')
('SL22517-2022-11-02-11958','S499-6','nOc', 'UB')
('SL22517-2022-11-02-11960','S499-8','q', 'SU')
('SL04652-2022-11-02-11944','S498-16','gLRjiSgHWrBl', 'SU')
('SL22517-2022-11-01-11883','S496-3','Ls', 'UB')
('AC04652-2022-11-01-12245','A681-5','YDuVi', 'SL')
('SL04652-2022-11-02-11946','S498-18','zotQAdVEnetNo', 'MB')
('SL04652-2022-11-02-11947','S498-19','ktEZQrGMHuP', 'UB')
('SL22517-2022-11-01-11888','S496-8','QakBhBEiidHhu', 'SU')
('AC04652-2022-11-02-12065','A671-5','NiWPSGaYpiczQI', 'SL')
('SL12058-2022-11-01-11826','S493-18','HHIsCoLACUUG', 'MB')
('SL22517-2022-11-02-11966','S499-14','YJSRY', 'UB')
('AC04652-2022-11-02-12067','A671-7','PrzZ', 'LB')
('AC22517-2022-11-01-12066','A671-6','VEHPYFQdgpRGWju', 'SU')
('SL22517-2022-11-01-11895','S496-15','FtnBfUdNDGpZCBzg', 'SL')
('AC22517-2022-11-02-12035','A669-11','sS', 'SL')
('SL04652-2022-11-01-11929','S498-1','ALFUPTDPlNeVpEXu', 'LB')
('AC22517-2022-11-01-12072','A671-12','lCfBuFjOR', 'SU')
('AC04652-2022-11-01-12255','A681-15','U', 'UB')
('SL04652-2022-11-02-11967','S499-15','oorSttRKJNVCBWvI', 'SL')
('AC04652-2022-11-01-12256','A681-16','TBxWuSneafLFCJkP', 'UB')
('AC04652-2022-11-02-12076','A671-16','jyQEvxhNCnwDbhEX', 'UB')
('SL22517-2022-11-02-11975','S499-23','pYpgkqsmHjZosZ', 'SL')
('AC12058-2022-11-01-12072','A671-12','TRUGffnjACabVMME', 'SU')
('SL04652-2022-11-02-11973','S499-21','iLrrzvYD', 'MB')
('AC22517-2022-11-01-12086','A672-8','EB', 'LB')
('SL22517-2022-11-02-11980','S500-4','GcOSXrwmnXntU', 'LB')
('SL12058-2022-11-01-11852','S494-20','lrPDKuhayyg', 'LB')
('AC12058-2022-11-01-12084','A672-6','PeHntM', 'SU')
('AC22517-2022-11-02-12050','A670-8','ucEtddWXI', 'LB')
('SL22517-2022-11-02-11983','S500-7','VWf', 'SL')
('SL22517-2022-11-02-11989','S500-13','iamHqpkagdDy', 'MB')
('AC22517-2022-11-01-12096','A672-18','kCBUZBYSJIHadZs', 'SU')
('AC22517-2022-11-01-12097','A673-1','GzeSsVpIZw', 'LB')
('AC22517-2022-11-02-12061','A671-1','UVAzVrTXyZ', 'LB')
('AC12058-2022-11-01-12112','A673-16','biCxFyVAaY', 'UB')
('AC22517-2022-11-01-12115','A674-1','uctLwZr', 'LB')
('SL04652-2022-11-01-12003','S501-3','NOarsLk', 'UB')
('SL04652-2022-11-01-12066','S503-18','EZgYoB', 'MB')
('AC22517-2022-11-01-12186','A677-18','RGv', 'SU')
('SL04652-2022-11-02-12078','S504-6','xccMKApzfivcXzm', 'UB')
('AC22517-2022-11-01-12195','A678-9','TFxfYU', 'UB')
('SL22517-2022-11-02-12102','S505-6','tR', 'UB')
('SL04652-2022-11-01-12081','S504-9','kLZKTffDqCNxe', 'LB')
('AC04652-2022-11-01-12379','A688-13','BEulfFesORcNwKsq', 'LB')
('SL22517-2022-11-01-12017','S501-17','ADOybjK', 'LB')
('AC04652-2022-11-01-12381','A688-15','r', 'UB')
('AC12058-2022-11-01-12221','A679-17','xWRQkGSJ', 'SL')
('AC22517-2022-11-01-12208','A679-4','hBGkgt', 'UB')
('AC22517-2022-11-01-12213','A679-9','TEwVl', 'UB')
('AC12058-2022-11-01-12243','A681-3','yAax', 'UB')
('AC22517-2022-11-01-12229','A680-7','yiKEWHZxoKIZvz', 'LB')
('SL22517-2022-11-01-12046','S502-22','E', 'UB')
('AC04652-2022-11-01-12405','A690-3','QBzunOOOlPFsMM', 'UB')
('SL22517-2022-11-01-12047','S502-23','ud', 'SL')
('AC22517-2022-11-01-12233','A680-11','nGRTECipjefj', 'SL')
('SL12058-2022-11-01-11988','S500-12','dRIqPUI', 'LB')
('AC22517-2022-11-01-12234','A680-12','CqoWF', 'SU')
('AC22517-2022-11-02-12210','A679-6','OnoL', 'SU')
('SL22517-2022-11-01-12056','S503-8','DO', 'SU')
('AC04652-2022-11-01-12422','A691-2','fZoUksKUnYOqqj', 'LB')
('AC04652-2022-11-01-12430','A691-10','NU', 'UB')
('SL22517-2022-11-01-12078','S504-6','BMznoMwSrCyp', 'UB')
('AC22517-2022-11-01-12262','A682-4','KJZDzP', 'UB')
('SL22517-2022-11-02-12166','S507-22','KqpMmmW', 'UB')
('SL22517-2022-11-01-12081','S504-9','tlnpSpw', 'LB')
('AC22517-2022-11-01-12265','A682-7','MVRRlzbEVscudJzt', 'LB')
('AC04652-2022-11-02-12254','A681-14','DRL', 'LB')
('AC12058-2022-11-01-12279','A683-3','ZtLXRNNMdsFvkjbR', 'UB')
('SL04652-2022-11-02-12195','S509-3','uffsODHGiYmWiri', 'UB')
('SL22517-2022-11-02-12199','S509-7','ZNpMAzzm', 'SL')
('AC22517-2022-11-01-12339','A686-9','Y', 'UB')
('AC04652-2022-11-02-12327','A685-15','AD', 'UB')
('SL22517-2022-11-01-12155','S507-11','W', 'UB')
('SL22517-2022-11-01-12156','S507-12','gwKU', 'LB')
('AC22517-2022-11-02-12312','A684-18','vWlPX', 'SU')
('SL22517-2022-11-02-12235','S510-19','a', 'UB')
('SL22517-2022-11-02-12237','S510-21','DjKUpr', 'MB')
('AC04652-2022-11-01-12532','A697-4','CRTqUVwOhB', 'UB')
('AC12058-2022-11-01-12375','A688-9','x', 'UB')
('AC04652-2022-11-02-12363','A687-15','pgkvEI', 'UB')
('SL12058-2022-11-01-12129','S506-9','LkgmojHMaUkxwG', 'LB')
('AC22517-2022-11-02-12361','A687-13','rxKPGWNELYgBst', 'LB')
('SL22517-2022-11-01-12214','S509-22','cAHBlhkDXZ', 'UB')
('SL22517-2022-11-01-12228','S510-12','ycLFszj', 'LB')
('AC04652-2022-11-01-12606','A701-6','qJU', 'SU')
('AC04652-2022-11-02-12405','A690-3','Vgoryt', 'UB')
('AC22517-2022-11-02-12380','A688-14','aFuCebAt', 'LB')
('SL22517-2022-11-02-12303','S513-15','cPkC', 'SL')
('SL22517-2022-11-02-12304','S513-16','T', 'SU')
('SL22517-2022-11-01-12238','S510-22','CiIUlJibHjY', 'UB')
('SL22517-2022-11-02-12306','S513-18','lPyjk', 'MB')
('AC04652-2022-11-01-12612','A701-12','fHsJEiYv', 'SU')
('SL22517-2022-11-02-12308','S513-20','hX', 'LB')
('SL22517-2022-11-02-12309','S513-21','EegCrRwOvSmA', 'MB')
('AC22517-2022-11-01-12429','A691-9','EcF', 'UB')
('AC04652-2022-11-02-12419','A690-17','hXTMjYFJAfMJRJhy', 'SL')
('SL04652-2022-11-01-12290','S513-2','WLTNSldKfB', 'MB')
('SL04652-2022-11-02-12322','S514-10','nckoKLHfb', 'MB')
('SL04652-2022-11-02-12323','S514-11','VLYrNSWn', 'UB')
('SL12058-2022-11-01-12170','S508-2','LfraxHEVOsZPMGv', 'MB')
('SL12058-2022-11-01-12171','S508-3','xukJLFkpoG', 'UB')
('AC04652-2022-11-01-12625','A702-7','woyz', 'LB')
('SL22517-2022-11-01-12249','S511-9','rMdfgkoflbti', 'LB')
('AC22517-2022-11-02-12398','A689-14','rjdgVHNVND', 'LB')
('AC04652-2022-11-02-12427','A691-7','IJNu', 'LB')
('SL22517-2022-11-01-12252','S511-12','M', 'LB')
('AC12058-2022-11-01-12452','A692-14','kAHfSNYvRO', 'LB')
('AC22517-2022-11-01-12444','A692-6','fmaDPKgFniDPe', 'SU')
('SL22517-2022-11-02-12321','S514-9','SUWDYfaeVaFPbAh', 'LB')
('AC12058-2022-11-01-12456','A692-18','Mj', 'SU')
('AC04652-2022-11-01-12635','A702-17','iRvlYrWwT', 'SL')
('SL22517-2022-11-01-12257','S511-17','dpswW', 'LB')
('AC04652-2022-11-01-12641','A703-5','rLBDpM', 'SL')
('SL22517-2022-11-01-12261','S511-21','KkVkfFRJXfX', 'MB')
('SL22517-2022-11-01-12264','S511-24','gFYDzZirl', 'SU')
('AC12058-2022-11-01-12468','A693-12','Wkf', 'SU')
('AC22517-2022-11-02-12419','A690-17','eACroiOTyLEUvh', 'SL')
('SL22517-2022-11-02-12345','S515-9','tAcyykwIwQNvrbp', 'LB')
('AC22517-2022-11-01-12463','A693-7','ssomskfw', 'LB')
('SL22517-2022-11-01-12275','S512-11','KTCPEkfD', 'UB')
('SL04652-2022-11-02-12365','S516-5','HRJzI', 'MB')
('SL04652-2022-11-02-12367','S516-7','dilpt', 'SL')
('AC22517-2022-11-01-12466','A693-10','gaAdOvnkbkWQdBw', 'UB')
('AC22517-2022-11-01-12467','A693-11','jVYWKGSrWXgJ', 'SL')
('AC22517-2022-11-02-12433','A691-13','XcvDqTdVxtiL', 'LB')
('SL04652-2022-11-01-12345','S515-9','eSNVltZJZOruWBgM', 'LB')
('SL22517-2022-11-02-12356','S515-20','mcWQ', 'LB')
('AC22517-2022-11-02-12484','A694-10','IlHPo', 'UB')
('AC12058-2022-11-01-12537','A697-9','ZnriKpYnX', 'UB')
('AC04652-2022-11-02-12534','A697-6','y', 'SU')
('SL04652-2022-11-02-12430','S518-22','VDAsyfB', 'UB')
('SL12058-2022-11-01-12267','S512-3','m', 'UB')
('SL04652-2022-11-01-12406','S517-22','snJ', 'UB')
('AC22517-2022-11-01-12544','A697-16','dlPVd', 'UB')
('AC12058-2022-11-01-12573','A699-9','GtthRVKUKKnwsycC', 'UB')
('SL22517-2022-11-01-12364','S516-4','omemkbetTHqrgphX', 'LB')
('AC04652-2022-11-01-12751','A709-7','zBFgKWtyIbjiBZGP', 'LB')
('AC04652-2022-11-01-12752','A709-8','IPCcRONSOja', 'LB')
('AC12058-2022-11-01-12577','A699-13','G', 'LB')
('AC04652-2022-11-02-12574','A699-10','uxRiySTXOC', 'UB')
('AC22517-2022-11-02-12520','A696-10','am', 'UB')
('SL12058-2022-11-01-12325','S514-13','oaNGOUfqQbxBUKkC', 'MB')
('AC22517-2022-11-01-12637','A703-1','FQLUbSWfduMPfK', 'LB')
('SL12058-2022-11-01-12352','S515-16','uXXKT', 'SU')
('SL04652-2022-11-02-12529','S523-1','FA', 'LB')
('AC04652-2022-11-01-12824','A713-8','PrPYol', 'LB')
('AC04652-2022-11-02-12642','A703-6','wYjEw', 'SU')
('AC22517-2022-11-02-12597','A700-15','jG', 'UB')
('AC04652-2022-11-01-12826','A713-10','ndl', 'UB')
('SL12058-2022-11-01-12356','S515-20','Fj', 'LB')
('AC22517-2022-11-01-12685','A705-13','vduxG', 'LB')
('SL04652-2022-11-02-12566','S524-14','rxMD', 'UB')
('SL04652-2022-11-02-12570','S524-18','ngYpydKpHI', 'MB')
('AC22517-2022-11-02-12647','A703-11','FpRCQtWP', 'SL')
('AC22517-2022-11-02-12648','A703-12','kLYWZ', 'SU')
('AC04652-2022-11-01-12867','A715-15','sodePW', 'UB')
('AC22517-2022-11-02-12654','A703-18','rEpEeZ', 'SU')
('AC22517-2022-11-01-12704','A706-14','LNXrGTXJACc', 'LB')
('SL04652-2022-11-01-12554','S524-2','fquWpPAnuJIEGU', 'MB')
('AC04652-2022-11-02-12694','A706-4','HplH', 'UB')
('AC22517-2022-11-02-12668','A704-14','vQBgoOAnzq', 'LB')
('SL04652-2022-11-01-12571','S524-19','nXEQklRYPVmjFT', 'UB')
('SL22517-2022-11-01-12512','S522-8','SC', 'SU')
('SL22517-2022-11-02-12576','S524-24','fbYcr', 'SU')
('AC22517-2022-11-01-12729','A708-3','NuMsocmBVjvqSLT', 'UB')
('AC22517-2022-11-01-12730','A708-4','vBKaybmMnCFR', 'UB')
('AC04652-2022-11-01-12897','A717-9','mcg', 'UB')
('SL22517-2022-11-01-12519','S522-15','xfqj', 'SL')
('SL04652-2022-11-02-12607','S526-7','iQg', 'SL')
('SL22517-2022-11-02-12582','S525-6','XNE', 'UB')
('AC04652-2022-11-01-12898','A717-10','SdP', 'UB')
('SL04652-2022-11-01-12588','S525-12','hwpqMoVoXAZLs', 'LB')
('AC22517-2022-11-01-12741','A708-15','IyinrVv', 'UB')
('AC12058-2022-11-01-12724','A707-16','oFT', 'UB')
('AC22517-2022-11-01-12743','A708-17','xhz', 'SL')
('SL22517-2022-11-01-12557','S524-5','ENceJeUixGIy', 'MB')
('SL22517-2022-11-01-12558','S524-6','xenfS', 'UB')
('AC22517-2022-11-02-12719','A707-11','hiDlHRACP', 'SL')
('AC22517-2022-11-01-12776','A710-14','ZQUtnxpa', 'LB')
('SL04652-2022-11-02-12647','S527-23','yvSDFB', 'SL')
('SL12058-2022-11-01-12487','S521-7','G', 'SL')
('AC12058-2022-11-01-12761','A709-17','MW', 'SL')
('AC22517-2022-11-02-12726','A707-18','ZIoEzQYzIXdvhc', 'SU')
('SL22517-2022-11-02-12630','S527-6','QGyXHMNHwGYCovu', 'UB')
('AC12058-2022-11-01-12779','A710-17','ONAwXsw', 'SL')
('SL12058-2022-11-01-12503','S521-23','enlBXVxFa', 'SL')
('AC22517-2022-11-01-12803','A712-5','APRpSzf', 'SL')
('SL22517-2022-11-01-12580','S525-4','odxmgTcUkqyA', 'LB')
('AC04652-2022-11-02-12776','A710-14','ZkrazraHGUSA', 'LB')
('SL04652-2022-11-02-12677','S529-5','gTLdUTyRi', 'MB')
('AC04652-2022-11-01-12955','A720-13','aKDuEff', 'LB')
('SL22517-2022-11-01-12582','S525-6','oPOBucQcR', 'UB')
('AC22517-2022-11-01-12808','A712-10','UTvEPxptRwVW', 'UB')
('AC12058-2022-11-01-12798','A711-18','EVOyRdsaMUhsoCP', 'SU')
('SL04652-2022-11-02-12718','S530-22','Ltr', 'UB')
('SL22517-2022-11-02-12689','S529-17','CqtzMePNfeMeBaKr', 'LB')
('SL04652-2022-11-02-12719','S530-23','FrSJDvvWtLWbIA', 'SL')
('SL22517-2022-11-01-12624','S526-24','wObgGnsAe', 'SU')
('SL22517-2022-11-02-12707','S530-11','tzAfeyCeW', 'UB')
('AC22517-2022-11-02-12834','A713-18','wpjNHUpW', 'SU')
('AC22517-2022-11-01-12885','A716-15','Uryh', 'UB')
('SL22517-2022-11-02-12715','S530-19','wkunw', 'UB')
('AC04652-2022-11-01-13038','A725-6','sppjEnrI', 'SU')
('SL22517-2022-11-02-12722','S531-2','XfwZSKUIrkYZ', 'MB')
('AC04652-2022-11-02-12863','A715-11','Hgsi', 'SL')
('AC12058-2022-11-01-12875','A716-5','ZRTYCZWnveWMR', 'SL')
('AC04652-2022-11-02-12868','A715-16','C', 'UB')
('SL04652-2022-11-02-12757','S532-13','W', 'MB')
('SL22517-2022-11-02-12735','S531-15','zA', 'SL')
('SL22517-2022-11-01-12680','S529-8','kZTSgUGFD', 'SU')
('SL04652-2022-11-02-12772','S533-4','zbgpthPKur', 'LB')
('AC04652-2022-11-02-12897','A717-9','SOhuKwOZMYuQk', 'UB')
('SL12058-2022-11-01-12613','S526-13','rEKIBuoPldUdBO', 'MB')
('AC04652-2022-11-01-13074','A727-6','nXmlKajy', 'SU')
('AC04652-2022-11-01-13075','A727-7','tcgmvAQjKHj', 'LB')
('SL22517-2022-11-01-12701','S530-5','PDhRfV', 'MB')
('SL12058-2022-11-01-12618','S526-18','OQggnnGGzuzmdk', 'MB')
('AC22517-2022-11-02-12879','A716-9','OLMlhrWthGePRmBj', 'UB')
('AC22517-2022-11-01-12925','A719-1','oOjClJhSRnO', 'LB')
('SL04652-2022-11-01-12768','S532-24','lzxyrtrFRPTyowGO', 'SU')
('SL04652-2022-11-02-12800','S534-8','NgjRsyLZi', 'SU')
('SL04652-2022-11-01-12781','S533-13','WIfP', 'MB')
('AC04652-2022-11-02-12923','A718-17','uxMul', 'SL')
('AC04652-2022-11-01-13135','A730-13','OBPzZzWLifT', 'LB')
('AC22517-2022-11-01-12984','A722-6','eMdhRTqzJDVtTboO', 'SU')
('SL22517-2022-11-01-12754','S532-10','cL', 'MB')
('SL12058-2022-11-01-12681','S529-9','YIvMorwJn', 'LB')
('AC22517-2022-11-02-12928','A719-4','TeePgK', 'UB')
('SL22517-2022-11-02-12815','S534-23','eRK', 'SL')
('AC12058-2022-11-01-12965','A721-5','jWQAdoQuPI', 'SL')
('AC04652-2022-11-02-12972','A721-12','OzlwOzv', 'SU')
('SL22517-2022-11-01-12757','S532-13','qBbbBIDvstfC', 'MB')
('SL04652-2022-11-01-12830','S535-14','wcTOKnxIASvZJ', 'UB')
('AC04652-2022-11-02-12974','A721-14','TB', 'LB')
('AC22517-2022-11-01-13024','A724-10','DPVdaPjN', 'UB')
('SL22517-2022-11-01-12785','S533-17','lU', 'LB')
('AC04652-2022-11-02-13006','A723-10','LTqzbOZn', 'UB')
('AC22517-2022-11-02-12954','A720-12','TMNaM', 'SU')
('AC12058-2022-11-01-12991','A722-13','eoshGYI', 'LB')
('SL12058-2022-11-01-12727','S531-7','qyei', 'SL')
('AC04652-2022-11-01-13181','A733-5','HdyvXochSOGPv', 'SL')
('AC22517-2022-11-01-13064','A726-14','xIerWyooLoucqFii', 'LB')
('SL12058-2022-11-01-12768','S532-24','uJTg', 'SU')
('AC04652-2022-11-01-13234','A736-4','GvOSViNW', 'UB')
('AC22517-2022-11-02-13117','A729-13','IpjMeUgSEJBKWt', 'LB')
('SL22517-2022-11-02-13028','S543-20','aMO', 'LB')
('AC22517-2022-11-02-13119','A729-15','grbRbDQEgPVOXcM', 'UB')
('AC12058-2022-11-01-13160','A732-2','gZRMHR', 'LB')
('AC04652-2022-11-02-13187','A733-11','SAYvsGqvvkwrGTi', 'SL')
('AC22517-2022-11-02-13127','A730-5','WKpGftsisF', 'SL')
('AC22517-2022-11-02-13130','A730-8','QTXyINm', 'LB')
('AC22517-2022-11-01-13200','A734-6','E', 'SU')
('AC04652-2022-11-01-13374','A743-18','iwzHnGHjEdfpU', 'SU')
('AC04652-2022-11-02-13208','A734-14','VzftkWrROivdQkQ', 'LB')
('SL04652-2022-11-02-13070','S545-14','bnKzQvVBS', 'UB')
('AC22517-2022-11-02-13150','A731-10','eBQaysgXdu', 'UB')
('AC22517-2022-11-01-13230','A735-18','tm', 'SU')
('AC04652-2022-11-02-13268','A738-2','ezBT', 'LB')
('AC22517-2022-11-02-13220','A735-8','gjaAajt', 'LB')
('AC04652-2022-11-01-13454','A748-8','ggBFnXzeSAIXCdTO', 'LB')
('AC22517-2022-11-01-13298','A739-14','wxVHZ', 'LB')
('AC12058-2022-11-01-13242','A736-12','aouiOps', 'SU')
('SL22517-2022-11-02-13133','S548-5','J', 'MB')
('AC04652-2022-11-02-13290','A739-6','V', 'SU')
('SL12058-2022-11-01-12974','S541-14','YjIWXJoDqcTcMx', 'UB')
('AC04652-2022-11-02-13299','A739-15','GWwNyXFMYGesj', 'UB')
('SL04652-2022-11-01-13174','S549-22','Qzr', 'UB')
('SL22517-2022-11-02-13206','S551-6','DWoWXy', 'UB')
('AC04652-2022-11-01-13530','A752-12','LUoXWrwWMJokiq', 'SU')
('AC04652-2022-11-02-13345','A742-7','pQowxTOiNgkUQP', 'LB')
('SL04652-2022-11-02-13203','S551-3','NQm', 'UB')
('AC12058-2022-11-01-13315','A740-13','nUw', 'LB')
('AC22517-2022-11-01-13384','A744-10','eUxQwg', 'UB')
('SL04652-2022-11-02-13206','S551-6','carHtLrSepN', 'UB')
('SL04652-2022-11-01-13230','S552-6','akPTfgdg', 'UB')
('SL04652-2022-11-01-13231','S552-7','dMMBOOvy
