('AC22517-2022-11-02-6895','A384-1','JbfwnAZTarnl', 'LB')
('AC22517-2022-11-01-7375','A410-13','SwLSnehre', 'LB')
('AC12058-2022-11-01-7321','A407-13','iYbihuZzADCTIowU', 'LB')
('SL04652-2022-11-01-7519','S314-7','CyNDW', 'SL')
('SL12058-2022-11-01-7390','S308-22','aBUU', 'UB')
('SL22517-2022-11-01-7407','S309-15','kREB', 'SL')
('SL22517-2022-11-02-7561','S316-1','PMiiDaMvkvcYkzK', 'LB')
('SL22517-2022-11-02-7562','S316-2','EEiYUm', 'MB')
('SL12058-2022-11-01-7391','S308-23','ptxYxyGFt', 'SL')
('SL22517-2022-11-01-7409','S309-17','yjeBNGBCAvdQwT', 'LB')
('SL22517-2022-11-02-7564','S316-4','SeKCXR', 'LB')
('AC04652-2022-11-01-7438','A414-4','btwsXJZdqvrZS', 'UB')
('SL12058-2022-11-01-7393','S309-1','ULMQEtNyipK', 'LB')
('AC22517-2022-11-02-7512','A418-6','qCiPwEmHYd', 'SU')
('AC04652-2022-11-02-7494','A417-6','CBvgEQf', 'SU')
('SL22517-2022-11-02-7566','S316-6','GHrIHulC', 'UB')
('SL22517-2022-11-01-7414','S309-22','rhVercpts', 'UB')
('SL04652-2022-11-02-7374','S308-6','bvctalV', 'UB')
('SL04652-2022-11-02-7375','S308-7','pSIbTwmljUdHi', 'SL')
('AC04652-2022-11-02-7497','A417-9','oEkasshrNSp', 'UB')
('SL04652-2022-11-01-7528','S314-16','SbfLJVGvhVJ', 'SU')
('SL04652-2022-11-02-7376','S308-8','iZljdB', 'SU')
('AC22517-2022-11-02-7519','A418-13','kzrkhhQFjoQ', 'LB')
('SL04652-2022-11-01-7531','S314-19','WQDYXVliZj', 'UB')
('SL12058-2022-11-01-7401','S309-9','HRHwSqMlItc', 'LB')
('SL04652-2022-11-02-7379','S308-11','wC', 'UB')
('SL04652-2022-11-02-7380','S308-12','e', 'LB')
('SL22517-2022-11-02-7573','S316-13','gmbfnCqbNdUSSWIz', 'MB')
('SL22517-2022-11-01-7418','S310-2','mZkwQvVNQbq', 'MB')
('SL22517-2022-11-01-7419','S310-3','TcFpKxf', 'UB')
('SL22517-2022-11-01-7420','S310-4','ZsKUnbFHQ', 'LB')
('AC04652-2022-11-02-7503','A417-15','lvwaxuiUFm', 'UB')
('SL04652-2022-11-01-7536','S314-24','nGoMVukhgMcCX', 'SU')
('AC22517-2022-11-02-7524','A418-18','pXacnRjYdJO', 'SU')
('AC04652-2022-11-02-7505','A417-17','WvKhVKMwJHtPh', 'SL')
('AC04652-2022-11-02-7506','A417-18','WhUb', 'SU')
('SL22517-2022-11-02-7577','S316-17','jfTnZdMH', 'LB')
('AC22517-2022-11-02-7530','A419-6','RwYfxMPOFtO', 'SU')
('SL04652-2022-11-01-7540','S315-4','vZnO', 'LB')
('AC22517-2022-11-02-7533','A419-9','IXEwTWJtpvOrTs', 'UB')
('AC04652-2022-11-01-7451','A414-17','itOWlbFqerznJvAb', 'SL')
('SL22517-2022-11-02-7580','S316-20','JkZGUNYIYJeE', 'LB')
('AC22517-2022-11-01-7403','A412-5','XQcKdL', 'SL')
('AC22517-2022-11-02-7538','A419-14','PYOvYitdfiKVo', 'LB')
('AC12058-2022-11-01-7338','A408-12','gMyLIC', 'SU')
('AC22517-2022-11-02-7539','A419-15','yiiAIETSWlo', 'UB')
('SL12058-2022-11-01-7413','S309-21','rFVHrbcFQuMxX', 'MB')
('AC04652-2022-11-01-7454','A415-2','ZmtmWFA', 'LB')
('SL12058-2022-11-01-7415','S309-23','JGV', 'SL')
('AC12058-2022-11-01-7340','A408-14','yJcxkgUEX', 'LB')
('AC22517-2022-11-01-7410','A412-12','ywOAz', 'SU')
('SL12058-2022-11-01-7417','S310-1','SGg', 'LB')
('AC04652-2022-11-01-7456','A415-4','Wf', 'UB')
('AC04652-2022-11-01-7457','A415-5','MrNWSqLdxoiDpkJ', 'SL')
('SL12058-2022-11-01-7421','S310-5','qoyheWksley', 'MB')
('AC12058-2022-11-01-7343','A408-17','NqZtnWAQs', 'SL')
('AC22517-2022-11-01-7416','A412-18','Z', 'SU')
('AC22517-2022-11-02-7545','A420-3','QIgfZj', 'UB')
('AC04652-2022-11-01-7459','A415-7','TSU', 'LB')
('SL04652-2022-11-02-7399','S309-7','iMrUKe', 'SL')
('SL12058-2022-11-01-7422','S310-6','eDBZBZgEYzQ', 'UB')
('SL22517-2022-11-01-7433','S310-17','CV', 'LB')
('SL22517-2022-11-01-7434','S310-18','Vzg', 'MB')
('SL12058-2022-11-01-7423','S310-7','aDBF', 'SL')
('SL12058-2022-11-01-7424','S310-8','vgEslnaP', 'SU')
('AC22517-2022-11-02-7552','A420-10','UIGHNQb', 'UB')
('SL04652-2022-11-02-7403','S309-11','Ly', 'UB')
('SL12058-2022-11-01-7427','S310-11','xkmWbDGFVMhWZeVz', 'UB')
('AC22517-2022-11-01-7420','A413-4','DRhbkeXLXGUsSR', 'UB')
('SL22517-2022-11-01-7438','S310-22','QsovawlEAaXkIeZ', 'UB')
('SL04652-2022-11-02-7406','S309-14','HsBlXoYCIeBNSww', 'UB')
('SL04652-2022-11-02-7407','S309-15','uzZmzPzEDUF', 'SL')
('SL12058-2022-11-01-7429','S310-13','cItV', 'MB')
('SL22517-2022-11-01-7442','S311-2','oyOLBgVXIkkJ', 'MB')
('SL22517-2022-11-01-7443','S311-3','MtLnSSGyme', 'UB')
('SL22517-2022-11-02-7599','S317-15','KjFwIRhcupCpqG', 'SL')
('AC12058-2022-11-01-7349','A409-5','jm', 'SL')
('SL04652-2022-11-02-7412','S309-20','zwIApMZfgnD', 'LB')
('AC22517-2022-11-02-7559','A420-17','YfpNMlEVW', 'SL')
('AC22517-2022-11-01-7423','A413-7','GmWNeF', 'LB')
('SL12058-2022-11-01-7437','S310-21','ijGZEvMLZJYCPQQ', 'MB')
('AC22517-2022-11-02-7562','A421-2','F', 'LB')
('AC22517-2022-11-02-7564','A421-4','DbxbimuzWyNgf', 'UB')
('AC04652-2022-11-02-7530','A419-6','q', 'SU')
('SL04652-2022-11-01-7565','S316-5','EZZ', 'MB')
('AC04652-2022-11-01-7471','A416-1','supeBxSdTqo', 'LB')
('AC22517-2022-11-01-7432','A413-16','K', 'UB')
('SL04652-2022-11-01-7566','S316-6','lU', 'UB')
('AC04652-2022-11-01-7473','A416-3','FgohAdxwnq', 'UB')
('AC12058-2022-11-01-7359','A409-15','FzwoEPsVM', 'UB')
('SL04652-2022-11-01-7567','S316-7','oSOAu', 'SL')
('SL22517-2022-11-01-7450','S311-10','R', 'MB')
('SL22517-2022-11-01-7451','S311-11','M', 'UB')
('AC04652-2022-11-02-7535','A419-11','MtRHwVZA', 'SL')
('AC04652-2022-11-01-7476','A416-6','pCwRVdfCFjwN', 'SU')
('AC04652-2022-11-01-7477','A416-7','bbRVJrkkqG', 'LB')
('SL04652-2022-11-01-7571','S316-11','qdvJaqmAnMff', 'UB')
('AC22517-2022-11-02-7571','A421-11','TOeU', 'SL')
('AC04652-2022-11-01-7478','A416-8','QS', 'LB')
('AC04652-2022-11-02-7540','A419-16','QnUVzCcJF', 'UB')
('AC12058-2022-11-01-7365','A410-3','QhI', 'UB')
('SL04652-2022-11-02-7423','S310-7','oPOP', 'SL')
('AC04652-2022-11-02-7542','A419-18','LJqQuIHBm', 'SU')
('SL12058-2022-11-01-7446','S311-6','KruHWIHiWMmsL', 'UB')
('AC22517-2022-11-02-7576','A421-16','UnT', 'UB')
('AC22517-2022-11-01-7439','A414-5','dswjehCS', 'SL')
('SL04652-2022-11-01-7573','S316-13','qHuDwLGvVkRLYR', 'MB')
('SL22517-2022-11-02-7619','S318-11','uLUAvqdjcsR', 'UB')
('AC22517-2022-11-02-7581','A422-3','GENAX', 'UB')
('SL22517-2022-11-01-7463','S311-23','wazDllhfCbZjTF', 'SL')
('SL22517-2022-11-01-7464','S311-24','VwtUozmYRSvbC', 'SU')
('SL04652-2022-11-01-7574','S316-14','ghGsyLLfXGtb', 'UB')
('AC04652-2022-11-01-7485','A416-15','rwgodn', 'UB')
('AC04652-2022-11-02-7545','A420-3','CHFU', 'UB')
('SL22517-2022-11-02-7622','S318-14','mToOFEcFEzCBVYrL', 'UB')
('AC04652-2022-11-01-7487','A416-17','YhnkbKaLVWE', 'SL')
('SL22517-2022-11-02-7623','S318-15','IPIoAjvqhUYAqRXl', 'SL')
('AC22517-2022-11-02-7594','A422-16','NAVDuBQ', 'UB')
('SL12058-2022-11-01-7453','S311-13','EjEwElpP', 'MB')
('SL22517-2022-11-01-7472','S312-8','JQjPZOsUxzeC', 'SU')
('AC22517-2022-11-02-7595','A422-17','kb', 'SL')
('SL12058-2022-11-01-7454','S311-14','viNGM', 'UB')
('SL12058-2022-11-01-7455','S311-15','AnJVXxNuhjDY', 'SL')
('AC22517-2022-11-02-7597','A423-1','thJPHjQ', 'LB')
('AC22517-2022-11-02-7598','A423-2','zuczEo', 'LB')
('SL22517-2022-11-02-7628','S318-20','dvHfnknHMOXjA', 'LB')
('SL04652-2022-11-01-7583','S316-23','ca', 'SL')
('AC22517-2022-11-01-7449','A414-15','ocGeBmTlK', 'UB')
('SL22517-2022-11-02-7629','S318-21','KsYpGyN', 'MB')
('SL04652-2022-11-02-7443','S311-3','HqrJOD', 'UB')
('AC04652-2022-11-02-7556','A420-14','quQsjIDsQzgPJS', 'LB')
('SL22517-2022-11-01-7479','S312-15','JCaeqZjKiWRDf', 'SL')
('SL04652-2022-11-01-7586','S317-2','H', 'MB')
('AC12058-2022-11-01-7378','A410-16','wDasDqSI', 'UB')
('AC12058-2022-11-01-7379','A410-17','MhmFlfWyUWswT', 'SL')
('SL22517-2022-11-01-7481','S312-17','uG', 'LB')
('AC22517-2022-11-02-7602','A423-6','Nq', 'SU')
('SL04652-2022-11-01-7591','S317-7','e', 'SL')
('SL22517-2022-11-01-7483','S312-19','nb', 'UB')
('SL04652-2022-11-02-7447','S311-7','ahqfBOyf', 'SL')
('AC04652-2022-11-02-7564','A421-4','ZiS', 'UB')
('SL22517-2022-11-01-7486','S312-22','pFFijMMFJkCa', 'UB')
('AC22517-2022-11-02-7606','A423-10','RRQxWbjpfBHBEqR', 'UB')
('SL04652-2022-11-01-7596','S317-12','IDrZvimEhX', 'LB')
('SL22517-2022-11-01-7488','S312-24','DgOMZdDmH', 'SU')
('SL22517-2022-11-02-7636','S319-4','wjpAoNMEOZwZDHy', 'LB')
('SL12058-2022-11-01-7464','S311-24','dkcsyNCdUKA', 'SU')
('AC12058-2022-11-01-7387','A411-7','saEhiPcBMGf', 'LB')
('AC22517-2022-11-01-7469','A415-17','QOyhfQJrD', 'SL')
('SL04652-2022-11-01-7597','S317-13','CJuTQywe', 'MB')
('SL22517-2022-11-02-7637','S319-5','iFveYe', 'MB')
('AC04652-2022-11-01-7504','A417-16','jxbfDH', 'UB')
('SL12058-2022-11-01-7467','S312-3','myhuBURxXdKhl', 'UB')
('AC22517-2022-11-01-7473','A416-3','OtxdPee', 'UB')
('SL12058-2022-11-01-7468','S312-4','RvblfjoEo', 'LB')
('AC04652-2022-11-02-7567','A421-7','BiBcJJdUKpNOgxo', 'LB')
('AC22517-2022-11-02-7609','A423-13','iMuHbhexIELA', 'LB')
('SL22517-2022-11-01-7496','S313-8','l', 'SU')
('AC22517-2022-11-02-7611','A423-15','OvOiznqHBCdhKt', 'UB')
('SL04652-2022-11-02-7457','S311-17','UcYlRykgMOHrMz', 'LB')
('AC04652-2022-11-01-7507','A418-1','TTqIggkgK', 'LB')
('AC12058-2022-11-01-7389','A411-9','NtsyoqhxWJlj', 'UB')
('SL22517-2022-11-01-7498','S313-10','dVUuwIi', 'MB')
('AC04652-2022-11-02-7568','A421-8','Mlrj', 'LB')
('AC22517-2022-11-02-7614','A423-18','FcmXIltuEgg', 'SU')
('AC04652-2022-11-02-7569','A421-9','ZJWFrKiKA', 'UB')
('SL04652-2022-11-01-7604','S317-20','WHUfPFvMlR', 'LB')
('SL22517-2022-11-02-7641','S319-9','gf', 'LB')
('SL04652-2022-11-01-7608','S317-24','qRvNQHur', 'SU')
('AC22517-2022-11-02-7615','A424-1','D', 'LB')
('SL22517-2022-11-02-7643','S319-11','BRtOFrCLDoKMz', 'UB')
('SL04652-2022-11-02-7459','S311-19','QWYxfBd', 'UB')
('AC22517-2022-11-01-7480','A416-10','Pq', 'UB')
('AC22517-2022-11-02-7617','A424-3','F', 'UB')
('SL12058-2022-11-01-7472','S312-8','kpfLQyOT', 'SU')
('AC22517-2022-11-02-7618','A424-4','AfqjgXTsCSKZKPIL', 'UB')
('SL22517-2022-11-02-7646','S319-14','YZDd', 'UB')
('SL22517-2022-11-02-7647','S319-15','FRlmHVyblF', 'SL')
('SL04652-2022-11-02-7463','S311-23','KuGpondKMCQBE', 'SL')
('SL22517-2022-11-02-7650','S319-18','lXTgFrOLUUoGJSku', 'MB')
('AC12058-2022-11-01-7395','A411-15','flJzyNxDgQ', 'UB')
('SL04652-2022-11-01-7615','S318-7','QeWZBOnCi', 'SL')
('AC04652-2022-11-01-7513','A418-7','wvRFFrnUMrbbIh', 'LB')
('SL12058-2022-11-01-7475','S312-11','svQHQutGNzRpqTG', 'UB')
('SL22517-2022-11-01-7504','S313-16','gUUQIl', 'SU')
('SL22517-2022-11-01-7506','S313-18','V', 'MB')
('SL12058-2022-11-01-7476','S312-12','p', 'LB')
('AC12058-2022-11-01-7397','A411-17','HijLibwgEpCV', 'SL')
('SL12058-2022-11-01-7478','S312-14','OtlKorAwslP', 'UB')
('SL22517-2022-11-02-7653','S319-21','DIribDzzpNjCwsQc', 'MB')
('AC22517-2022-11-01-7487','A416-17','JkCc', 'SL')
('SL22517-2022-11-02-7654','S319-22','STTscCmPGEweu', 'UB')
('AC04652-2022-11-02-7579','A422-1','wETDuEj', 'LB')
('SL04652-2022-11-01-7618','S318-10','jprdKPzIv', 'MB')
('AC12058-2022-11-01-7398','A411-18','leCAiwMc', 'SU')
('AC22517-2022-11-02-7626','A424-12','xJNSvacem', 'SU')
('SL22517-2022-11-02-7656','S319-24','zoQclPv', 'SU')
('SL04652-2022-11-02-7470','S312-6','tWIpqBebvfBDer', 'UB')
('SL22517-2022-11-01-7509','S313-21','DABiVzCatOAHva', 'MB')
('AC12058-2022-11-01-7400','A412-2','BvGRls', 'LB')
('AC04652-2022-11-01-7521','A418-15','yOSHeAFUKllCER', 'UB')
('SL04652-2022-11-01-7620','S318-12','zNGEBzZyuixqMR', 'LB')
('AC12058-2022-11-01-7401','A412-3','XU', 'UB')
('SL04652-2022-11-02-7472','S312-8','cECteAGLltolXod', 'SU')
('AC22517-2022-11-01-7493','A417-5','sZxXDSlrsBlay', 'SL')
('SL22517-2022-11-02-7660','S320-4','hN', 'LB')
('SL22517-2022-11-02-7661','S320-5','w', 'MB')
('AC22517-2022-11-02-7631','A424-17','gLoCN', 'SL')
('AC22517-2022-11-02-7632','A424-18','YEperT', 'SU')
('AC04652-2022-11-01-7525','A419-1','fkfg', 'LB')
('SL04652-2022-11-02-7477','S312-13','TfWsXllS', 'MB')
('AC22517-2022-11-02-7634','A425-2','fNszMeEGHYbojJ', 'LB')
('SL04652-2022-11-02-7479','S312-15','XKMRfyrSkLXVzX', 'SL')
('SL22517-2022-11-01-7512','S313-24','yQIggkrgJCqIo', 'SU')
('SL04652-2022-11-01-7626','S318-18','ZJDqOFUiWXnRRkK', 'MB')
('SL22517-2022-11-02-7662','S320-6','fjNYDquvQljnB', 'UB')
('SL22517-2022-11-01-7513','S314-1','LGvSjqUhX', 'LB')
('AC22517-2022-11-01-7498','A417-10','gJQurfsEdLQji', 'UB')
('AC04652-2022-11-01-7531','A419-7','UrbEwicGJJGZRamb', 'LB')
('SL04652-2022-11-02-7483','S312-19','MCrIgecMy', 'UB')
('SL22517-2022-11-02-7664','S320-8','psbceVteZPHPdm', 'SU')
('SL12058-2022-11-01-7490','S313-2','E', 'MB')
('SL12058-2022-11-01-7491','S313-3','PGoCmSxVGHE', 'UB')
('SL04652-2022-11-02-7485','S312-21','phpSbGdcvUXkccu', 'MB')
('SL04652-2022-11-02-7486','S312-22','nTjyAkzlYRJXc', 'UB')
('SL12058-2022-11-01-7493','S313-5','DQmdw', 'MB')
('SL12058-2022-11-01-7494','S313-6','fVjv', 'UB')
('SL22517-2022-11-02-7670','S320-14','EaiTwkUsscSeb', 'UB')
('SL04652-2022-11-02-7488','S312-24','A', 'SU')
('SL04652-2022-11-02-7490','S313-2','i', 'MB')
('SL22517-2022-11-01-7517','S314-5','rT', 'MB')
('AC04652-2022-11-01-7534','A419-10','sWGtwPduqPoskO', 'UB')
('SL22517-2022-11-01-7519','S314-7','nbYdEwma', 'SL')
('SL04652-2022-11-02-7493','S313-5','BXAvuNqBgvQH', 'MB')
('AC12058-2022-11-01-7413','A412-15','yDApofOJgtOR', 'UB')
('SL04652-2022-11-02-7494','S313-6','jVQXR', 'UB')
('AC22517-2022-11-02-7643','A425-11','vhzzECJbhL', 'SL')
('AC04652-2022-11-02-7592','A422-14','fmyjdjzddhEyYW', 'LB')
('SL12058-2022-11-01-7499','S313-11','QB', 'UB')
('AC12058-2022-11-01-7417','A413-1','wSTaLo', 'LB')
('AC22517-2022-11-02-7647','A425-15','bqFsLaGgrbjA', 'UB')
('AC04652-2022-11-01-7537','A419-13','moCcRFaWi', 'LB')
('SL04652-2022-11-02-7500','S313-12','cGQAovXCrwygUBxp', 'LB')
('SL22517-2022-11-01-7521','S314-9','iHIYCrAQJrqDG', 'LB')
('AC04652-2022-11-01-7539','A419-15','WVJERYINSjK', 'UB')
('SL22517-2022-11-02-7675','S320-19','D', 'UB')
('AC04652-2022-11-02-7596','A422-18','Uxkhc', 'SU')
('AC04652-2022-11-02-7597','A423-1','JdwJpts', 'LB')
('SL12058-2022-11-01-7501','S313-13','myobjPhNkwbxImT', 'MB')
('SL22517-2022-11-01-7523','S314-11','iiErunO', 'UB')
('SL12058-2022-11-01-7502','S313-14','aTvk', 'UB')
('AC12058-2022-11-01-7422','A413-6','AIwSs', 'SU')
('SL22517-2022-11-02-7677','S320-21','oiWKZnbI', 'MB')
('AC04652-2022-11-01-7547','A420-5','kPAHRVBtw', 'SL')
('SL12058-2022-11-01-7506','S313-18','fdwAbJHpWfMB', 'MB')
('AC12058-2022-11-01-7428','A413-12','LxymtjKiYpD', 'SU')
('SL22517-2022-11-02-7680','S320-24','KUHpbWqRmJibCNc', 'SU')
('SL22517-2022-11-01-7526','S314-14','kYbayntTeuFFIBFH', 'UB')
('SL22517-2022-11-01-7527','S314-15','kxPwBJVauyAuqqW', 'SL')
('AC22517-2022-11-02-7656','A426-6','DO', 'SU')
('AC04652-2022-11-01-7550','A420-8','urtawDywTHDHYf', 'LB')
('AC22517-2022-11-01-7513','A418-7','ltgCn', 'LB')
('AC04652-2022-11-02-7604','A423-8','LUotvnfKny', 'LB')
('AC22517-2022-11-02-7661','A426-11','WCCiTN', 'SL')
('SL04652-2022-11-02-7515','S314-3','lxhcXdlAEPLW', 'UB')
('SL04652-2022-11-01-7648','S319-16','I', 'SU')
('SL04652-2022-11-02-7516','S314-4','qbW', 'LB')
('AC12058-2022-11-01-7433','A413-17','jFqlpaUTmgj', 'SL')
('SL12058-2022-11-01-7511','S313-23','g', 'SL')
('SL12058-2022-11-01-7512','S313-24','TFcR', 'SU')
('SL04652-2022-11-01-7650','S319-18','KeyNn', 'MB')
('AC12058-2022-11-01-7436','A414-2','yKJOeNPAy', 'LB')
('AC12058-2022-11-01-7437','A414-3','D', 'UB')
('SL04652-2022-11-02-7520','S314-8','zgQHseEFZmv', 'SU')
('AC04652-2022-11-01-7559','A420-17','JXVv', 'SL')
('AC12058-2022-11-01-7439','A414-5','eVlSVZUZifi', 'SL')
('SL04652-2022-11-02-7524','S314-12','AvDU', 'LB')
('SL22517-2022-11-02-7687','S321-7','yHCapBEIogx', 'SL')
('SL04652-2022-11-02-7525','S314-13','zgidwppovz', 'MB')
('SL04652-2022-11-01-7653','S319-21','KUbzvuquFZR', 'MB')
('AC04652-2022-11-01-7560','A420-18','XDNfnlxXvC', 'SU')
('AC04652-2022-11-01-7561','A421-1','Ptam', 'LB')
('SL12058-2022-11-01-7516','S314-4','HGqTxTOChfEvAsaf', 'LB')
('SL22517-2022-11-02-7693','S321-13','IYFgJ', 'MB')
('AC04652-2022-11-01-7563','A421-3','EdglLKurMbhJ', 'UB')
('AC04652-2022-11-02-7612','A423-16','UDiVNtTdM', 'UB')
('SL04652-2022-11-02-7527','S314-15','fAXkRW', 'SL')
('SL04652-2022-11-01-7656','S319-24','xSgC', 'SU')
('AC04652-2022-11-01-7566','A421-6','HspiwHi', 'SU')
('SL22517-2022-11-01-7539','S315-3','GfgjLqiDiFNM', 'UB')
('SL22517-2022-11-01-7540','S315-4','VXcikgaiwudSj', 'LB')
('AC04652-2022-11-01-7570','A421-10','ggfCZXBT', 'UB')
('AC04652-2022-11-01-7571','A421-11','doRRvR', 'SL')
('SL22517-2022-11-01-7543','S315-7','HBWfiIDgvuhm', 'SL')
('AC22517-2022-11-02-7671','A427-3','yHrcsChmLL', 'UB')
('AC22517-2022-11-02-7673','A427-5','Lr', 'SL')
('SL22517-2022-11-02-7700','S321-20','RQPpUfueZ', 'LB')
('SL04652-2022-11-02-7535','S314-23','lGWLEp', 'SL')
('AC04652-2022-11-02-7616','A424-2','BqioACID', 'LB')
('AC04652-2022-11-02-7620','A424-6','PlhtmWpxOt', 'SU')
('SL12058-2022-11-01-7527','S314-15','aJmWZFvGnqS', 'SL')
('SL04652-2022-11-01-7660','S320-4','iu', 'LB')
('SL04652-2022-11-01-7661','S320-5','ROpptDZSkJ', 'MB')
('SL22517-2022-11-02-7705','S322-1','ZXmadPOKsfrM', 'LB')
('AC04652-2022-11-01-7578','A421-18','nisa', 'SU')
('SL22517-2022-11-02-7707','S322-3','XurZcKMEg', 'UB')
('SL04652-2022-11-02-7542','S315-6','NA', 'UB')
('SL22517-2022-11-02-7710','S322-6','ojIn', 'UB')
('SL04652-2022-11-02-7544','S315-8','evDxkKf', 'SU')
('SL22517-2022-11-01-7548','S315-12','xLVJ', 'LB')
('SL04652-2022-11-02-7545','S315-9','HUkI', 'LB')
('SL04652-2022-11-02-7546','S315-10','MxBtvEwxT', 'MB')
('AC04652-2022-11-02-7625','A424-11','USRBazbpjZZ', 'SL')
('AC04652-2022-11-01-7585','A422-7','gZXcSd', 'LB')
('AC22517-2022-11-01-7526','A419-2','wbXkRFOWUdrxza', 'LB')
('AC22517-2022-11-02-7684','A427-16','IwPKUn', 'UB')
('AC04652-2022-11-01-7587','A422-9','QlfawFPs', 'UB')
('AC22517-2022-11-02-7685','A427-17','l', 'SL')
('SL04652-2022-11-02-7549','S315-13','FAqOyyqBGl', 'MB')
('SL22517-2022-11-01-7552','S315-16','HOA', 'SU')
('SL04652-2022-11-02-7550','S315-14','uiylFFppkOa', 'UB')
('AC22517-2022-11-02-7686','A427-18','itxgfXQSb', 'SU')
('AC12058-2022-11-01-7462','A415-10','BUjweWEZJ', 'UB')
('AC22517-2022-11-02-7688','A428-2','XKvrPqDYBPcQfciK', 'LB')
('SL04652-2022-11-02-7555','S315-19','ueiIEqtgyNheJx', 'UB')
('AC12058-2022-11-01-7464','A415-12','WFzjxkMO', 'SU')
('SL12058-2022-11-01-7534','S314-22','yyMLnHCz', 'UB')
('AC22517-2022-11-01-7529','A419-5','mMZDSizt', 'SL')
('AC04652-2022-11-01-7591','A422-13','O', 'LB')
('SL12058-2022-11-01-7539','S315-3','zzMM', 'UB')
('AC22517-2022-11-02-7691','A428-5','EuGMhSTmLdXCnNEP', 'SL')
('SL04652-2022-11-02-7558','S315-22','fswRLCLiFuqN', 'UB')
('AC04652-2022-11-01-7595','A422-17','gQnuljpHDoM', 'SL')
('AC04652-2022-11-01-7596','A422-18','XJetqhAViVC', 'SU')
('AC22517-2022-11-02-7699','A428-13','TZDqHoSdoF', 'LB')
('AC22517-2022-11-02-7700','A428-14','ydvvHrOuVCguxJEV', 'LB')
('SL04652-2022-11-02-7563','S316-3','QfSPFYgBPWAWy', 'UB')
('AC04652-2022-11-02-7640','A425-8','rGIeZyPyaRYXcLaJ', 'LB')
('AC04652-2022-11-02-7641','A425-9','vKPwpfAmxC', 'UB')
('AC04652-2022-11-01-7602','A423-6','SVeHsmnLwXNbyGGj', 'SU')
('AC22517-2022-11-02-7702','A428-16','uhhIUPrKXqNW', 'UB')
('SL22517-2022-11-02-7724','S322-20','HEyaVzkhU', 'LB')
('SL04652-2022-11-01-7681','S321-1','eThuSdQkAcLzGcw', 'LB')
('AC12058-2022-11-01-7473','A416-3','iSFYmb', 'UB')
('AC22517-2022-11-01-7543','A420-1','yyhUWmgNHhhlDIu', 'LB')
('AC04652-2022-11-02-7646','A425-14','TYXUC', 'LB')
('SL04652-2022-11-01-7682','S321-2','Ilv', 'MB')
('AC22517-2022-11-01-7547','A420-5','Nq', 'SL')
('SL22517-2022-11-01-7568','S316-8','lBTlU', 'SU')
('AC22517-2022-11-01-7548','A420-6','PJwjXtkVQ', 'SU')
('SL22517-2022-11-02-7727','S322-23','cOxVakEPBlP', 'SL')
('AC22517-2022-11-01-7550','A420-8','oPnn', 'LB')
('AC22517-2022-11-01-7551','A420-9','SRaNR', 'UB')
('AC22517-2022-11-01-7552','A420-10','xMfKdtFLcQQ', 'UB')
('SL22517-2022-11-02-7728','S322-24','RMAntRw', 'SU')
('AC04652-2022-11-01-7610','A423-14','nn', 'LB')
('SL12058-2022-11-01-7555','S315-19','WMEmPTvCLhEo', 'UB')
('AC04652-2022-11-01-7612','A423-16','ZxBltrFTJCIEY', 'UB')
('AC04652-2022-11-02-7649','A425-17','HsaupIbof', 'SL')
('SL04652-2022-11-02-7572','S316-12','eZNHlSgmqDeNq', 'LB')
('AC04652-2022-11-02-7650','A425-18','gAVJe', 'SU')
('SL22517-2022-11-02-7732','S323-4','kXkcdw', 'LB')
('AC04652-2022-11-02-7652','A426-2','zzZvflHSd', 'LB')
('SL22517-2022-11-01-7576','S316-16','NIwjbvw', 'SU')
('AC22517-2022-11-02-7712','A429-8','zbRkKpQE', 'LB')
('SL22517-2022-11-02-7734','S323-6','ktS', 'UB')
('AC22517-2022-11-01-7557','A420-15','mDeGSvMmuekTs', 'UB')
('AC22517-2022-11-02-7714','A429-10','shljpYrxpYJIeu', 'UB')
('AC04652-2022-11-02-7657','A426-7','TkkZqEGpnTLdP', 'LB')
('AC04652-2022-11-01-7618','A424-4','KgtxCo', 'UB')
('SL04652-2022-11-01-7686','S321-6','hqb', 'UB')
('AC12058-2022-11-01-7483','A416-13','GQXxJepQg', 'LB')
('SL12058-2022-11-01-7562','S316-2','r', 'MB')
('AC04652-2022-11-02-7659','A426-9','N', 'UB')
('AC22517-2022-11-01-7562','A421-2','UgumRBLhVtPjY', 'LB')
('SL22517-2022-11-02-7741','S323-13','YxEF', 'MB')
('SL22517-2022-11-02-7742','S323-14','EJNHMn', 'UB')
('AC04652-2022-11-02-7663','A426-13','d', 'LB')
('SL04652-2022-11-01-7692','S321-12','MlpclyNty', 'LB')
('SL04652-2022-11-01-7693','S321-13','Rl', 'MB')
('AC22517-2022-11-01-7563','A421-3','uXOZCYsnBVXgLr', 'UB')
('AC12058-2022-11-01-7485','A416-15','tnU', 'UB')
('AC22517-2022-11-02-7720','A429-16','QmOOntgKgf', 'UB')
('SL04652-2022-11-02-7580','S316-20','ZqA', 'LB')
('AC12058-2022-11-01-7489','A417-1','azhV', 'LB')
('SL04652-2022-11-01-7701','S321-21','zw', 'MB')
('AC04652-2022-11-02-7668','A426-18','YCDL', 'SU')
('AC12058-2022-11-01-7491','A417-3','xKMhgJrw', 'UB')
