('AC22517-2022-11-02-4216','A235-4','cTmBYlcAoxl', 'UB')
('AC04652-2022-11-01-5070','A282-12','oa', 'SU')
('AC22517-2022-11-02-5184','A288-18','MCZvVTeT', 'SU')
('SL12058-2022-11-01-5021','S210-5','wJNZzX', 'MB')
('SL12058-2022-11-01-5022','S210-6','aEIGahmbKs', 'UB')
('SL12058-2022-11-01-5023','S210-7','LgjXveZUYK', 'SL')
('SL22517-2022-11-02-5190','S217-6','TxwjebAshSj', 'UB')
('SL22517-2022-11-01-5037','S210-21','GyOyFUFgNo', 'MB')
('SL04652-2022-11-01-5182','S216-22','OBvKwnVT', 'UB')
('SL04652-2022-11-01-5183','S216-23','IJDHaQ', 'SL')
('SL22517-2022-11-01-5039','S210-23','t', 'SL')
('SL22517-2022-11-02-5192','S217-8','HJVRzeSJ', 'SU')
('SL22517-2022-11-01-5043','S211-3','Uj', 'UB')
('SL12058-2022-11-01-5026','S210-10','wEjVKdHRxPwq', 'MB')
('AC22517-2022-11-01-5095','A284-1','IPEwGSbRaIxEX', 'LB')
('SL04652-2022-11-02-4999','S209-7','ClvckS', 'SL')
('SL12058-2022-11-01-5029','S210-13','aSAS', 'MB')
('SL04652-2022-11-02-5000','S209-8','LPvWv', 'SU')
('AC22517-2022-11-01-5097','A284-3','JpHwWHojEhbyvd', 'UB')
('AC22517-2022-11-01-5098','A284-4','AHglJb', 'UB')
('AC12058-2022-11-01-5099','A284-5','KSfQbPB', 'SL')
('SL04652-2022-11-01-5186','S217-2','IoBGyJmDpPYkCl', 'MB')
('AC22517-2022-11-02-5194','A289-10','bvjDh', 'UB')
('SL22517-2022-11-02-5201','S217-17','wz', 'LB')
('SL04652-2022-11-01-5187','S217-3','ZqwhAZ', 'UB')
('AC22517-2022-11-02-5195','A289-11','wrDY', 'SL')
('AC22517-2022-11-01-5101','A284-7','ob', 'LB')
('SL22517-2022-11-02-5203','S217-19','qbVj', 'UB')
('AC22517-2022-11-02-5196','A289-12','yElkgzjYdhrTZ', 'SU')
('AC12058-2022-11-01-5102','A284-8','VVj', 'LB')
('SL04652-2022-11-01-5189','S217-5','vTKFJIVORIAPxX', 'MB')
('SL22517-2022-11-02-5204','S217-20','iTBVO', 'LB')
('SL12058-2022-11-01-5034','S210-18','sMYyGy', 'MB')
('AC04652-2022-11-01-5083','A283-7','yMITlaWawMY', 'LB')
('AC04652-2022-11-01-5084','A283-8','YUyodWqZfBh', 'LB')
('AC12058-2022-11-01-5103','A284-9','fhAHqRaCCOhEIfj', 'UB')
('AC22517-2022-11-01-5102','A284-8','lTaDXlUqcqMI', 'LB')
('SL22517-2022-11-01-5057','S211-17','PnHxTjvQmoaV', 'LB')
('SL22517-2022-11-02-5206','S217-22','eOYFO', 'UB')
('AC04652-2022-11-02-5178','A288-12','TQOvXQFYQtrhYd', 'SU')
('AC04652-2022-11-02-5179','A288-13','dsoxLkI', 'LB')
('AC22517-2022-11-02-5202','A289-18','AqqtIiMptHWrz', 'SU')
('SL22517-2022-11-01-5059','S211-19','QbVqBVPbbcr', 'UB')
('SL04652-2022-11-02-5005','S209-13','ZZybw', 'MB')
('AC04652-2022-11-02-5181','A288-15','zbRki', 'UB')
('SL22517-2022-11-01-5060','S211-20','RLwzCjsITALqtXp', 'LB')
('AC22517-2022-11-01-5108','A284-14','yLc', 'LB')
('SL22517-2022-11-01-5061','S211-21','OLqcwwVGOQ', 'MB')
('SL04652-2022-11-01-5196','S217-12','sqXzs', 'LB')
('SL22517-2022-11-02-5212','S218-4','FpTIWGs', 'LB')
('SL04652-2022-11-02-5008','S209-16','XcjMxmAX', 'SU')
('AC12058-2022-11-01-5109','A284-15','TBKJXdoT', 'UB')
('AC04652-2022-11-01-5097','A284-3','XRQdYYuHhYzeoKn', 'UB')
('SL04652-2022-11-01-5198','S217-14','sh', 'UB')
('SL12058-2022-11-01-5042','S211-2','rKavUeyM', 'MB')
('AC04652-2022-11-02-5187','A289-3','tdxrV', 'UB')
('SL04652-2022-11-01-5200','S217-16','QvnKRbIGmFAcxnsc', 'SU')
('SL04652-2022-11-01-5201','S217-17','EBeyqL', 'LB')
('AC12058-2022-11-01-5113','A285-1','rBTxiiQiIdW', 'LB')
('SL12058-2022-11-01-5048','S211-8','fF', 'SU')
('AC12058-2022-11-01-5114','A285-2','ROxWCIxesoVLTJXk', 'LB')
('SL22517-2022-11-01-5065','S212-1','nXPYCBQSGmVFBxSQ', 'LB')
('SL04652-2022-11-02-5014','S209-22','KjxMorYqsSzdD', 'UB')
('AC22517-2022-11-01-5116','A285-4','dutnmoF', 'UB')
('SL04652-2022-11-01-5205','S217-21','nomRBcpQo', 'MB')
('AC22517-2022-11-02-5213','A290-11','Wvd', 'SL')
('SL22517-2022-11-02-5220','S218-12','cLLMtwqqYTfaN', 'LB')
('SL04652-2022-11-02-5017','S210-1','q', 'LB')
('SL22517-2022-11-02-5221','S218-13','LAdVXZFsee', 'MB')
('AC22517-2022-11-02-5217','A290-15','wKXfsGbbljRHNlSg', 'UB')
('SL22517-2022-11-02-5223','S218-15','PkyR', 'SL')
('AC04652-2022-11-02-5193','A289-9','HwOYNvg', 'UB')
('SL04652-2022-11-02-5022','S210-6','vSvsThcrHEMXIN', 'UB')
('AC04652-2022-11-02-5196','A289-12','SVyYVNSHupczM', 'SU')
('SL12058-2022-11-01-5052','S211-12','BhgZHVMt', 'LB')
('AC22517-2022-11-02-5218','A290-16','NZighvTrg', 'UB')
('AC04652-2022-11-01-5110','A284-16','tZFNFHcbOov', 'UB')
('AC04652-2022-11-01-5111','A284-17','QsIvqRkO', 'SL')
('AC04652-2022-11-01-5112','A284-18','xhbyUoyzGY', 'SU')
('SL04652-2022-11-02-5024','S210-8','jkPrDOO', 'SU')
('AC22517-2022-11-02-5220','A290-18','Mv', 'SU')
('SL04652-2022-11-02-5026','S210-10','aD', 'MB')
('SL22517-2022-11-02-5230','S218-22','Iz', 'UB')
('SL04652-2022-11-02-5027','S210-11','EmmxcZDPqbfjPCt', 'UB')
('SL12058-2022-11-01-5057','S211-17','VkLLMF', 'LB')
('AC22517-2022-11-01-5123','A285-11','xQvvdmJtuJ', 'SL')
('AC12058-2022-11-01-5126','A285-14','sOHK', 'LB')
('SL22517-2022-11-02-5231','S218-23','HwpGNmsQhdCIbu', 'SL')
('SL04652-2022-11-01-5215','S218-7','jYSpjpWpYOVIMnv', 'SL')
('AC22517-2022-11-02-5224','A291-4','Hkv', 'UB')
('SL04652-2022-11-01-5216','S218-8','ek', 'SU')
('SL22517-2022-11-02-5233','S219-1','Z', 'LB')
('SL22517-2022-11-01-5078','S212-14','HQmCmWXYuroGJpp', 'UB')
('SL04652-2022-11-02-5033','S210-17','UUpEke', 'LB')
('SL12058-2022-11-01-5063','S211-23','xGuxdfZGjFAVkA', 'SL')
('SL12058-2022-11-01-5064','S211-24','NoCY', 'SU')
('SL04652-2022-11-02-5034','S210-18','yBuqrvnTPdZyQ', 'MB')
('SL22517-2022-11-02-5236','S219-4','IwzSicjdyJTGPzjL', 'LB')
('SL22517-2022-11-02-5237','S219-5','ruqxHq', 'MB')
('SL22517-2022-11-02-5238','S219-6','V', 'UB')
('SL22517-2022-11-01-5080','S212-16','iPWMiLp', 'SU')
('AC04652-2022-11-02-5206','A290-4','Qh', 'UB')
('AC22517-2022-11-02-5229','A291-9','wAnwJg', 'UB')
('SL04652-2022-11-02-5035','S210-19','JMzqxVazZiC', 'UB')
('SL22517-2022-11-02-5243','S219-11','YqWtE', 'UB')
('SL22517-2022-11-01-5083','S212-19','neuWEMaLOxxD', 'UB')
('SL04652-2022-11-01-5226','S218-18','aAfqEMErtGRt', 'MB')
('SL22517-2022-11-02-5245','S219-13','XyoYTgsnpzWpJL', 'MB')
('SL22517-2022-11-02-5246','S219-14','hf', 'UB')
('SL22517-2022-11-02-5248','S219-16','lWvOMRsYUnBWPmXy', 'SU')
('SL12058-2022-11-01-5070','S212-6','VVS', 'UB')
('SL22517-2022-11-01-5087','S212-23','pRMnNQM', 'SL')
('SL22517-2022-11-01-5088','S212-24','kOnn', 'SU')
('SL12058-2022-11-01-5071','S212-7','BpIoCg', 'SL')
('SL04652-2022-11-01-5235','S219-3','RjytfAgdpmr', 'UB')
('SL22517-2022-11-01-5091','S213-3','DtMhUW', 'UB')
('SL04652-2022-11-02-5045','S211-5','DMlbvoMePUcmYK', 'MB')
('SL22517-2022-11-01-5092','S213-4','D', 'LB')
('SL04652-2022-11-01-5236','S219-4','DLsbIIZGz', 'LB')
('SL12058-2022-11-01-5074','S212-10','gbIscQiRBFKBTnpS', 'MB')
('SL04652-2022-11-01-5237','S219-5','Oys', 'MB')
('AC12058-2022-11-01-5142','A286-12','wFbgKPg', 'SU')
('SL22517-2022-11-02-5250','S219-18','bzPVCiAW', 'MB')
('AC12058-2022-11-01-5143','A286-13','AOBacMO', 'LB')
('SL22517-2022-11-01-5097','S213-9','PxXLDoIwN', 'LB')
('SL12058-2022-11-01-5079','S212-15','hrCpRGbpRtwPZ', 'SL')
('AC04652-2022-11-01-5135','A286-5','INumloOtgxcTbes', 'SL')
('SL22517-2022-11-02-5255','S219-23','CrBTtXn', 'SL')
('SL04652-2022-11-01-5239','S219-7','RxfNnJ', 'SL')
('AC04652-2022-11-01-5138','A286-8','YXBcHODd', 'LB')
('AC12058-2022-11-01-5148','A286-18','NpYPTDItedHhoHR', 'SU')
('AC12058-2022-11-01-5152','A287-4','Tkez', 'UB')
('AC04652-2022-11-01-5143','A286-13','YDytP', 'LB')
('AC04652-2022-11-01-5144','A286-14','R', 'LB')
('AC04652-2022-11-01-5145','A286-15','ukAOAtYJPQ', 'UB')
('AC12058-2022-11-01-5157','A287-9','KYLuFAH', 'UB')
('SL22517-2022-11-01-5106','S213-18','ONzgCLJjpyTiumG', 'MB')
('SL22517-2022-11-01-5107','S213-19','X', 'UB')
('SL12058-2022-11-01-5085','S212-21','xdYg', 'MB')
('SL22517-2022-11-02-5260','S220-4','jVfGIoDufOFKRhQL', 'LB')
('SL22517-2022-11-01-5110','S213-22','SyUr', 'UB')
('SL04652-2022-11-01-5243','S219-11','TLx', 'UB')
('AC22517-2022-11-01-5139','A286-9','KnghdHxXWymME', 'UB')
('AC04652-2022-11-01-5149','A287-1','MdwguaqSJbFeKJL', 'LB')
('AC22517-2022-11-01-5142','A286-12','XayvpD', 'SU')
('SL04652-2022-11-02-5059','S211-19','BKdAEFihNsqu', 'UB')
('AC04652-2022-11-01-5155','A287-7','wELWf', 'LB')
('SL22517-2022-11-02-5266','S220-10','X', 'MB')
('SL22517-2022-11-01-5116','S214-4','pBZkFHbdUIzJi', 'LB')
('AC04652-2022-11-01-5156','A287-8','dZgiBXIKoGv', 'LB')
('SL04652-2022-11-02-5062','S211-22','UdhCu', 'UB')
('AC04652-2022-11-01-5158','A287-10','fQ', 'UB')
('AC22517-2022-11-01-5144','A286-14','PAv', 'LB')
('AC22517-2022-11-01-5145','A286-15','nOHBi', 'UB')
('AC04652-2022-11-02-5227','A291-7','tAVvfb', 'LB')
('AC04652-2022-11-01-5159','A287-11','QwFRPxzlQw', 'SL')
('SL22517-2022-11-02-5269','S220-13','XCQgquHLOsob', 'MB')
('AC12058-2022-11-01-5163','A287-15','HQZIbnPKoMOhYDvL', 'UB')
('AC04652-2022-11-01-5160','A287-12','tiuOayzWQpp', 'SU')
('AC04652-2022-11-02-5230','A291-10','JmMxjCARyktiVB', 'UB')
('SL04652-2022-11-02-5067','S212-3','RzOGU', 'UB')
('SL04652-2022-11-02-5068','S212-4','YzGXviiH', 'LB')
('AC04652-2022-11-01-5162','A287-14','kmbY', 'LB')
('AC12058-2022-11-01-5164','A287-16','KvAQtFRPfM', 'UB')
('AC12058-2022-11-01-5165','A287-17','YUYqdpdgnrnj', 'SL')
('SL04652-2022-11-01-5251','S219-19','vXgycyOhzlRkac', 'UB')
('AC22517-2022-11-01-5151','A287-3','PKMxMyqw', 'UB')
('AC04652-2022-11-02-5235','A291-15','cD', 'UB')
('AC12058-2022-11-01-5168','A288-2','IunoM', 'LB')
('SL22517-2022-11-01-5127','S214-15','eAVNBEGISxmfy', 'SL')
('SL04652-2022-11-02-5071','S212-7','LgZtRLGbIlXa', 'SL')
('SL22517-2022-11-02-5271','S220-15','xNHerfAwot', 'SL')
('SL04652-2022-11-02-5072','S212-8','CuiRFixNPE', 'SU')
('AC04652-2022-11-02-5240','A292-2','l', 'LB')
('SL04652-2022-11-01-5253','S219-21','iM', 'MB')
('SL12058-2022-11-01-5100','S213-12','ePZJAT', 'LB')
('AC22517-2022-11-01-5158','A287-10','qOEQbf', 'UB')
('AC12058-2022-11-01-5170','A288-4','E', 'UB')
('SL22517-2022-11-01-5132','S214-20','NaeKOaZmWth', 'LB')
('SL22517-2022-11-02-5273','S220-17','xvE', 'LB')
('AC12058-2022-11-01-5171','A288-5','nCcyygwrupicVKi', 'SL')
('SL04652-2022-11-02-5075','S212-11','VVMPBWIX', 'UB')
('AC22517-2022-11-01-5163','A287-15','rzIOUbLT', 'UB')
('AC04652-2022-11-02-5244','A292-6','Ii', 'SU')
('AC12058-2022-11-01-5173','A288-7','evlNqS', 'LB')
('AC12058-2022-11-01-5174','A288-8','JBdCOL', 'LB')
('SL22517-2022-11-01-5134','S214-22','pdoS', 'UB')
('AC04652-2022-11-01-5171','A288-5','BmwgU', 'SL')
('SL04652-2022-11-02-5081','S212-17','o', 'LB')
('SL22517-2022-11-01-5137','S215-1','nRk', 'LB')
('AC12058-2022-11-01-5178','A288-12','xBZQfGYo', 'SU')
('AC04652-2022-11-01-5172','A288-6','FVJeCQLucrPMEbX', 'SU')
('AC22517-2022-11-01-5166','A287-18','HwWcUZm', 'SU')
('SL04652-2022-11-02-5086','S212-22','zPLCRYdwNxjgM', 'UB')
('AC22517-2022-11-02-5264','A293-8','KGEYmG', 'LB')
('SL04652-2022-11-01-5262','S220-6','jAfjYxv', 'UB')
('AC22517-2022-11-01-5168','A288-2','EkctIJcmYJ', 'LB')
('AC22517-2022-11-01-5169','A288-3','Rul', 'UB')
('SL04652-2022-11-02-5088','S212-24','WWZgZHlMhfLuSXr', 'SU')
('AC04652-2022-11-02-5254','A292-16','lUBKYYlR', 'UB')
('AC12058-2022-11-01-5180','A288-14','pCIMMqlC', 'LB')
('AC22517-2022-11-02-5266','A293-10','qJCFwdOSc', 'UB')
('AC04652-2022-11-02-5257','A293-1','ZfSEMOnnmFS', 'LB')
('AC04652-2022-11-01-5176','A288-10','fvWOqjzGAy', 'UB')
('AC22517-2022-11-02-5269','A293-13','CPfcVOiXqGxJP', 'LB')
('SL04652-2022-11-02-5091','S213-3','AHFADm', 'UB')
('AC22517-2022-11-01-5172','A288-6','ovHHZzVqjcrARuD', 'SU')
('AC04652-2022-11-02-5258','A293-2','fnYiCxFedorhbh', 'LB')
('AC12058-2022-11-01-5184','A288-18','i', 'SU')
('SL04652-2022-11-02-5093','S213-5','NOTtBj', 'MB')
('SL04652-2022-11-02-5094','S213-6','yGNMBcRFtZGv', 'UB')
('SL04652-2022-11-02-5096','S213-8','wGOo', 'SU')
('AC04652-2022-11-01-5181','A288-15','VHcfabPTwOvTDb', 'UB')
('SL04652-2022-11-01-5274','S220-18','bnqnnDcSw', 'MB')
('AC22517-2022-11-01-5175','A288-9','e', 'UB')
('AC22517-2022-11-02-5277','A294-3','fkLvJpZQ', 'UB')
('AC22517-2022-11-02-5278','A294-4','TGEtNONetzYpFyfJ', 'UB')
('SL04652-2022-11-01-5277','S220-21','vGNwfS', 'MB')
('AC12058-2022-11-01-5190','A289-6','HSQPM', 'SU')
('AC04652-2022-11-01-5185','A289-1','HqP', 'LB')
('AC04652-2022-11-01-5186','A289-2','LEGtSdA', 'LB')
('SL22517-2022-11-01-5149','S215-13','YKvKf', 'MB')
('AC04652-2022-11-02-5264','A293-8','DEj', 'LB')
('AC04652-2022-11-01-5189','A289-5','OkV', 'SL')
('AC22517-2022-11-02-5280','A294-6','fhNmXqrBcMc', 'SU')
('SL22517-2022-11-01-5153','S215-17','nfxf', 'LB')
('AC04652-2022-11-02-5265','A293-9','QiU', 'UB')
('SL22517-2022-11-01-5155','S215-19','asAqsc', 'UB')
('AC12058-2022-11-01-5192','A289-8','DuOcsUVMUGJEL', 'LB')
('AC22517-2022-11-01-5183','A288-17','orUdxoZygplMqfYc', 'SL')
('AC12058-2022-11-01-5194','A289-10','xUkkbUg', 'UB')
('AC04652-2022-11-01-5190','A289-6','WtPFF', 'SU')
('AC22517-2022-11-01-5184','A288-18','sAJWF', 'SU')
('AC22517-2022-11-01-5185','A289-1','HhxzOSKKiidgmvEA', 'LB')
('SL22517-2022-11-02-5300','S221-20','KWltfTupJ', 'LB')
('AC04652-2022-11-02-5271','A293-15','YJuZwtwe', 'UB')
('AC22517-2022-11-01-5190','A289-6','XjNnwMk', 'SU')
('SL04652-2022-11-02-5108','S213-20','niz', 'LB')
('AC12058-2022-11-01-5200','A289-16','RiiWT', 'UB')
('SL22517-2022-11-02-5303','S221-23','tTQjICa', 'SL')
('AC22517-2022-11-01-5193','A289-9','pOW', 'UB')
('AC22517-2022-11-01-5194','A289-10','xGfcUz', 'UB')
('AC22517-2022-11-01-5195','A289-11','TntTItdFalIG', 'SL')
('SL22517-2022-11-02-5304','S221-24','IlhRS', 'SU')
('SL22517-2022-11-02-5305','S222-1','PHOlFJTRS', 'LB')
('AC04652-2022-11-02-5279','A294-5','bCKYeHbTXNECDyK', 'SL')
('AC22517-2022-11-01-5197','A289-13','zKBQyziNj', 'LB')
('SL22517-2022-11-01-5164','S216-4','Ye', 'LB')
('SL04652-2022-11-02-5113','S214-1','TfvPtqNmbWMoFlc', 'LB')
('SL22517-2022-11-02-5308','S222-4','GMAnVSTJnvk', 'LB')
('SL12058-2022-11-01-5129','S214-17','eLZ', 'LB')
('SL04652-2022-11-02-5115','S214-3','AkhMlCBsPhBOo', 'UB')
('AC12058-2022-11-01-5205','A290-3','UxMDua', 'UB')
('AC12058-2022-11-01-5206','A290-4','GvTgHhJztsq', 'UB')
('AC04652-2022-11-01-5204','A290-2','HTKbxVDKWyF', 'LB')
('AC22517-2022-11-01-5202','A289-18','nzXRbggW', 'SU')
('AC12058-2022-11-01-5208','A290-6','ntcCuQdu', 'SU')
('AC22517-2022-11-02-5298','A295-6','nSOXSNjFERgxZy', 'SU')
('AC04652-2022-11-01-5205','A290-3','mQVyRBXqpVFomZ', 'UB')
('SL22517-2022-11-02-5316','S222-12','tmKIfDjpLcesGPO', 'LB')
('AC22517-2022-11-02-5302','A295-10','ERL', 'UB')
('AC22517-2022-11-02-5303','A295-11','aJaWqXKMSgXbthgQ', 'SL')
('SL12058-2022-11-01-5138','S215-2','XSXtVESaMSxOD', 'MB')
('SL12058-2022-11-01-5140','S215-4','uTGQy', 'LB')
('SL04652-2022-11-01-5301','S221-21','frLtbFE', 'MB')
('AC04652-2022-11-01-5209','A290-7','tRIwudQ', 'LB')
('SL12058-2022-11-01-5142','S215-6','rInmsrAAzZXcCLs', 'UB')
('SL04652-2022-11-02-5126','S214-14','AWaUR', 'UB')
('SL04652-2022-11-02-5127','S214-15','t', 'SL')
('SL04652-2022-11-02-5128','S214-16','NleA', 'SU')
('AC12058-2022-11-01-5214','A290-12','St', 'SU')
('AC04652-2022-11-02-5291','A294-17','kNqAjuvYgkqt', 'SL')
('AC04652-2022-11-02-5292','A294-18','ncfZMnQltTkET', 'SU')
('AC22517-2022-11-02-5305','A295-13','sPAmDjvYEltWhFN', 'LB')
('AC04652-2022-11-02-5295','A295-3','BPBjrpaCftgwre', 'UB')
('SL22517-2022-11-01-5170','S216-10','fvU', 'MB')
('AC22517-2022-11-02-5308','A295-16','yywHOBmgSuEWfms', 'UB')
('SL12058-2022-11-01-5144','S215-8','x', 'SU')
('AC22517-2022-11-02-5310','A295-18','BcYuHxOIDJvzI', 'SU')
('AC04652-2022-11-01-5213','A290-11','RoyGAMmrPSLJ', 'SL')
('SL22517-2022-11-01-5174','S216-14','jqZmuoauOJqbwgec', 'UB')
('AC22517-2022-11-02-5312','A296-2','WSIuoAnvhkEIco', 'LB')
('AC04652-2022-11-02-5301','A295-9','vsjeIEewD', 'UB')
('SL22517-2022-11-01-5176','S216-16','UZiePv', 'SU')
('AC22517-2022-11-02-5313','A296-3','RoiMK', 'UB')
('AC04652-2022-11-01-5216','A290-14','RfkKewsg', 'LB')
('AC04652-2022-11-01-5224','A291-4','MzutLrBe', 'UB')
('SL22517-2022-11-02-5333','S223-5','PQWfTPWGPYXkyf', 'MB')
('SL04652-2022-11-02-5136','S214-24','tPzLKLSlqielftNP', 'SU')
('SL04652-2022-11-02-5137','S215-1','QVNEEwmV', 'LB')
('AC04652-2022-11-02-5308','A295-16','GOHSvsoZFHaGMKZg', 'UB')
('AC22517-2022-11-02-5320','A296-10','ziifzoTTplwFT', 'UB')
('AC04652-2022-11-02-5310','A295-18','sK', 'SU')
('AC04652-2022-11-02-5311','A296-1','GaXoCOsXuvSE', 'LB')
('AC04652-2022-11-02-5314','A296-4','EyBhYuzteVrHUX', 'UB')
('AC22517-2022-11-02-5323','A296-13','lLHhhLI', 'LB')
('SL12058-2022-11-01-5150','S215-14','CWmoMbIuoFfo', 'UB')
('SL22517-2022-11-01-5184','S216-24','K', 'SU')
('AC22517-2022-11-02-5326','A296-16','asxCT', 'UB')
('AC22517-2022-11-01-5217','A290-15','cleJ', 'UB')
('SL22517-2022-11-02-5343','S223-15','HhqGejLUTpIiFTog', 'SL')
('SL04652-2022-11-01-5320','S222-16','roqZOQW', 'SU')
('AC22517-2022-11-01-5218','A290-16','NgCvh', 'UB')
('SL22517-2022-11-01-5188','S217-4','CMS', 'LB')
('SL04652-2022-11-02-5142','S215-6','bldkqjagvImZWT', 'UB')
('AC04652-2022-11-01-5239','A292-1','bHXnXsAFBtJabxM', 'LB')
('AC22517-2022-11-01-5222','A291-2','erkjYDMwtAVH', 'LB')
('AC22517-2022-11-02-5333','A297-5','jiI', 'SL')
('AC04652-2022-11-02-5319','A296-9','Yfl', 'UB')
('SL22517-2022-11-02-5347','S223-19','uHxTmdCJg', 'UB')
('AC22517-2022-11-01-5223','A291-3','Wr', 'UB')
('AC04652-2022-11-02-5320','A296-10','SwPWDwcsaomY', 'UB')
('SL04652-2022-11-02-5145','S215-9','GVTRKscTGOzX', 'LB')
('SL22517-2022-11-01-5193','S217-9','CyIynMXhqOZ', 'LB')
('SL12058-2022-11-01-5160','S215-24','JIXbvw', 'SU')
('SL04652-2022-11-01-5331','S223-3','onQsfsgYx', 'UB')
('AC12058-2022-11-01-5229','A291-9','ozSzLRyCNfvDg', 'UB')
('AC04652-2022-11-01-5247','A292-9','jCtghibJdwIE', 'UB')
('SL22517-2022-11-01-5197','S217-13','jnSrFpPBz', 'MB')
('SL04652-2022-11-02-5149','S215-13','Uc', 'MB')
('SL22517-2022-11-01-5198','S217-14','HcqRhotOzKlIpuca', 'UB')
('AC12058-2022-11-01-5232','A291-12','TKAgpIVVFNtcLxcJ', 'SU')
('AC04652-2022-11-01-5256','A292-18','RSs', 'SU')
('AC22517-2022-11-02-5342','A297-14','gphLsKVWIWbal', 'LB')
('AC22517-2022-11-01-5231','A291-11','wlPhqwA', 'SL')
('SL04652-2022-11-02-5151','S215-15','kRerjPsXMFoStxi', 'SL')
('AC22517-2022-11-01-5233','A291-13','BucClCeDyU', 'LB')
('AC12058-2022-11-01-5237','A291-17','MVpAUDWmrxwaQ', 'SL')
('AC12058-2022-11-01-5239','A292-1','AawcslyhfrDXAiw', 'LB')
('SL12058-2022-11-01-5170','S216-10','cVnA', 'MB')
('SL04652-2022-11-01-5340','S223-12','qhVUBpX', 'LB')
('SL04652-2022-11-01-5341','S223-13','a', 'MB')
('SL12058-2022-11-01-5172','S216-12','KNet', 'LB')
('AC22517-2022-11-01-5237','A291-17','FZDIWbtekSeMUs', 'SL')
('SL04652-2022-11-01-5343','S223-15','aIdpugwMRv', 'SL')
('SL12058-2022-11-01-5174','S216-14','LFBxj', 'UB')
('SL04652-2022-11-02-5154','S215-18','eUCokxrn', 'MB')
('SL04652-2022-11-02-5155','S215-19','lgzqyydueoi', 'UB')
('AC04652-2022-11-01-5266','A293-10','IMtVWPCWeJQp', 'UB')
('SL22517-2022-11-02-5357','S224-5','kAnpKe', 'MB')
('SL04652-2022-11-01-5348','S223-20','MvDbreD', 'LB')
('AC22517-2022-11-02-5351','A298-5','PCcDstasUjzPg', 'SL')
('SL22517-2022-11-02-5364','S224-12','QjxfsrJPwZpf', 'LB')
('AC04652-2022-11-02-5337','A297-9','x', 'UB')
('AC22517-2022-11-02-5354','A298-8','wVeQKKHsTgJ', 'LB')
('SL04652-2022-11-02-5163','S216-3','Jch', 'UB')
('SL12058-2022-11-01-5183','S216-23','JoyJFtrUTMVurnKM', 'SL')
('SL04652-2022-11-02-5165','S216-5','hG', 'MB')
('AC22517-2022-11-02-5356','A298-10','VO', 'UB')
('SL22517-2022-11-01-5215','S218-7','p', 'SL')
('SL04652-2022-11-02-5166','S216-6','vMtK', 'UB')
('SL04652-2022-11-01-5349','S223-21','hMm', 'MB')
('SL04652-2022-11-01-5350','S223-22','WUvtcztIXR', 'UB')
('SL04652-2022-11-01-5351','S223-23','KYAqdnSl', 'SL')
('AC12058-2022-11-01-5258','A293-2','vK', 'LB')
('SL22517-2022-11-01-5220','S218-12','rAsBKrmb', 'LB')
('AC12058-2022-11-01-5261','A293-5','BLUqNe', 'SL')
('AC22517-2022-11-02-5358','A298-12','sJWFCvpvNUveQuw', 'SU')
('AC22517-2022-11-02-5359','A298-13','QOmIYFOl', 'LB')
('SL22517-2022-11-01-5223','S218-15','vlYcvR', 'SL')
('SL12058-2022-11-01-5192','S217-8','s', 'SU')
('SL04652-2022-11-01-5354','S224-2','sIVujaMZQnbnN', 'MB')
('AC04652-2022-11-02-5343','A297-15','bjduQ', 'UB')
('AC04652-2022-11-02-5344','A297-16','LwvbOokJIsWrF', 'UB')
('SL22517-2022-11-02-5369','S224-17','YsgnpZn', 'LB')
('AC04652-2022-11-02-5347','A298-1','f', 'LB')
('SL12058-2022-11-01-5193','S217-9','IYJ', 'LB')
('SL04652-2022-11-01-5356','S224-4','EA', 'LB')
('SL22517-2022-11-02-5372','S224-20','od', 'LB')
('SL22517-2022-11-02-5373','S224-21','ISWY', 'MB')
('SL12058-2022-11-01-5196','S217-12','asvekh', 'LB')
('SL22517-2022-11-01-5231','S218-23','zqmyKcxSBZ', 'SL')
('AC22517-2022-11-01-5250','A292-12','tAwcuNH', 'SU')
('AC22517-2022-11-02-5365','A299-1','bdU', 'LB')
('SL22517-2022-11-01-5232','S218-24','ssVnEcH', 'SU')
('SL04652-2022-11-02-5179','S216-19','a', 'UB')
('AC04652-2022-11-01-5282','A294-8','cj', 'LB')
('SL22517-2022-11-01-5234','S219-2','injyHtunZbC', 'MB')
('SL04652-2022-11-02-5182','S216-22','m', 'UB')
('AC04652-2022-11-01-5284','A294-10','YRu', 'UB')
('AC04652-2022-11-01-5285','A294-11','KRwFgcbaZArM', 'SL')
('SL22517-2022-11-02-5380','S225-4','tubGUZ', 'LB')
('SL04652-2022-11-01-5359','S224-7','hNLLsIKpbVatyDTc', 'SL')
('SL22517-2022-11-01-5240','S219-8','WCHjBzpahWMwjD', 'SU')
('AC12058-2022-11-01-5272','A293-16','iBUuAUdMY', 'UB')
('SL04652-2022-11-01-5360','S224-8','ndZGAppppB', 'SU')
('AC04652-2022-11-01-5287','A294-13','zAMUCmyK', 'LB')
('AC22517-2022-11-02-5370','A299-6','ZYth', 'SU')
('AC12058-2022-11-01-5273','A293-17','XVSlBI', 'SL')
('SL22517-2022-11-01-5245','S219-13','gyZDwGRdMxCXB', 'MB')
