('SL04652-2022-11-02-11','S1-11','Cfih', 'UB')
('SL22517-2022-11-01-5058','S211-18','cFJbXMjnqKrwP', 'MB')
('AC04652-2022-11-01-5074','A282-16','zYoGlGUVLtPFrkLp', 'UB')
('SL04652-2022-11-01-5088','S212-24','Tr', 'SU')
('AC22517-2022-11-01-4903','A273-7','tNyqfgeWARqhe', 'LB')
('SL12058-2022-11-01-5021','S210-5','yDNnGWJARLDR', 'MB')
('SL22517-2022-11-02-5136','S214-24','Hbz', 'SU')
('AC12058-2022-11-01-5067','A282-9','m', 'UB')
('AC04652-2022-11-02-5024','A280-2','b', 'LB')
('AC12058-2022-11-01-5070','A282-12','KHgB', 'SU')
('AC22517-2022-11-01-4923','A274-9','RoohtZIGfnabSuvN', 'UB')
('SL22517-2022-11-01-5076','S212-12','dtrmHZawLTASYsJR', 'LB')
('SL04652-2022-11-01-5111','S213-23','HWzZM', 'SL')
('SL04652-2022-11-01-5112','S213-24','xgz', 'SU')
('SL22517-2022-11-02-5154','S215-18','m', 'MB')
('AC04652-2022-11-01-5094','A283-18','eFFqZdJQLXXl', 'SU')
('AC04652-2022-11-01-5096','A284-2','ZEGxIZcxYcMX', 'LB')
('AC04652-2022-11-02-5039','A280-17','pYomcXgcAbAYyF', 'SL')
('SL12058-2022-11-01-5048','S211-8','xAwaRFADUspgpNyw', 'SU')
('AC22517-2022-11-01-4935','A275-3','h', 'UB')
('SL04652-2022-11-01-5129','S214-17','XNwJml', 'LB')
('SL04652-2022-11-02-5058','S211-18','ygzngwzDZ', 'MB')
('SL12058-2022-11-01-5060','S211-20','caoBjtMACgKtQa', 'LB')
('SL22517-2022-11-02-5170','S216-10','AuBDsoNeSFTW', 'MB')
('AC12058-2022-11-01-5103','A284-9','mUVaSM', 'UB')
('AC12058-2022-11-01-5104','A284-10','abllsFHU', 'UB')
('SL12058-2022-11-01-5064','S211-24','UgHfXXI', 'SU')
('AC22517-2022-11-02-5165','A287-17','u', 'SL')
('AC22517-2022-11-02-5166','A287-18','BohRPdJ', 'SU')
('SL12058-2022-11-01-5074','S212-10','J', 'MB')
('AC22517-2022-11-02-5180','A288-14','Fl', 'LB')
('AC04652-2022-11-01-5134','A286-4','MMmtpyqH', 'UB')
('AC22517-2022-11-01-4977','A277-9','Dhnc', 'UB')
('AC22517-2022-11-01-4979','A277-11','qp', 'SL')
('AC12058-2022-11-01-5128','A285-16','kRdfa', 'UB')
('AC22517-2022-11-01-4982','A277-14','pxiE', 'LB')
('AC04652-2022-11-02-5083','A283-7','RRhZLOZvedFlv', 'LB')
('AC22517-2022-11-01-4993','A278-7','eHuarNEylWbJPAN', 'LB')
('AC04652-2022-11-02-5087','A283-11','aewjiYHJFMt', 'SL')
('SL04652-2022-11-02-5088','S212-24','MzL', 'SU')
('SL04652-2022-11-02-5089','S213-1','vE', 'LB')
('AC04652-2022-11-01-5143','A286-13','Wxgg', 'LB')
('AC04652-2022-11-02-5090','A283-14','WsIlEWYZNulZ', 'LB')
('AC22517-2022-11-01-4998','A278-12','NfrZDpBoFvgTvqw', 'SU')
('SL22517-2022-11-01-5129','S214-17','bx', 'LB')
('SL22517-2022-11-02-5208','S217-24','ePRCwABfVTNvExjo', 'SU')
('SL04652-2022-11-02-5104','S213-16','NaHlnCkyjMbL', 'SU')
('SL04652-2022-11-01-5181','S216-21','Y', 'MB')
('AC22517-2022-11-02-5215','A290-13','BwikpPpn', 'LB')
('AC04652-2022-11-01-5151','A287-3','TnVGyUg', 'UB')
('AC04652-2022-11-01-5152','A287-4','DLtPnfl', 'UB')
('AC04652-2022-11-02-5101','A284-7','TPEeuuHRYibGjS', 'LB')
('AC22517-2022-11-01-5011','A279-7','RdrZD', 'LB')
('SL04652-2022-11-02-5120','S214-8','hNEKFOG', 'SU')
('AC04652-2022-11-01-5168','A288-2','ExSb', 'LB')
('SL12058-2022-11-01-5129','S214-17','R', 'LB')
('AC22517-2022-11-01-5022','A279-18','dXEprrGrd', 'SU')
('AC04652-2022-11-02-5112','A284-18','OBWXVSoNhbmv', 'SU')
('SL12058-2022-11-01-5143','S215-7','FCj', 'SL')
('SL04652-2022-11-01-5213','S218-5','olGFsldRVSWR', 'MB')
('SL22517-2022-11-02-5249','S219-17','dvZW', 'LB')
('SL12058-2022-11-01-5145','S215-9','IMP', 'LB')
('SL22517-2022-11-01-5173','S216-13','vZwc', 'MB')
('AC04652-2022-11-01-5192','A289-8','OifhHUU', 'LB')
('AC04652-2022-11-02-5128','A285-16','mmoVuAMzCnsOAhP', 'UB')
('SL12058-2022-11-01-5148','S215-12','HUx', 'LB')
('SL04652-2022-11-01-5219','S218-11','ZCIhQWkITxXnP', 'UB')
('SL12058-2022-11-01-5153','S215-17','FKoMMeOJ', 'LB')
('AC04652-2022-11-01-5199','A289-15','VJMIRNMatUgCmuv', 'UB')
('SL04652-2022-11-01-5227','S218-19','vSTsPOquYdra', 'UB')
('AC22517-2022-11-02-5259','A293-3','mZYFwlrdlVPaPuhH', 'UB')
('AC04652-2022-11-02-5140','A286-10','WwxihTzSXZ', 'UB')
('AC22517-2022-11-01-5053','A281-13','UoDgy', 'LB')
('SL04652-2022-11-02-5167','S216-7','caS', 'SL')
('AC22517-2022-11-02-5263','A293-7','vBRpbbJYFfY', 'LB')
('AC12058-2022-11-01-5207','A290-5','trnjmjaUS', 'SL')
('SL04652-2022-11-01-5233','S219-1','YnPdZgJenox', 'LB')
('AC22517-2022-11-02-5267','A293-11','rBg', 'SL')
('SL04652-2022-11-01-5235','S219-3','Qonlr', 'UB')
('AC12058-2022-11-01-5210','A290-8','sGwS', 'LB')
('AC12058-2022-11-01-5211','A290-9','kg', 'UB')
('SL12058-2022-11-01-5173','S216-13','FVG', 'MB')
('SL22517-2022-11-01-5205','S217-21','hBLdqsq', 'MB')
('SL04652-2022-11-02-5179','S216-19','SZDYJBcXECnixSVr', 'UB')
('SL22517-2022-11-02-5286','S221-6','fDUmpAVpTYlvE', 'UB')
('SL22517-2022-11-02-5287','S221-7','KA', 'SL')
('AC04652-2022-11-02-5157','A287-9','AXXCRYmAbxvDRGR', 'UB')
('AC04652-2022-11-01-5217','A290-15','YGcPp', 'UB')
('SL22517-2022-11-02-5291','S221-11','IHDBQuVhkcoD', 'UB')
('SL22517-2022-11-01-5212','S218-4','RJCCbdQcaBRt', 'LB')
('AC04652-2022-11-02-5163','A287-15','nSuICWvLoDrSeLvJ', 'UB')
('AC22517-2022-11-02-5286','A294-12','MLTpajRGKCqWL', 'SU')
('SL22517-2022-11-01-5221','S218-13','qjbW', 'MB')
('AC22517-2022-11-02-5330','A297-2','dZqbtJJqPVmeMaA', 'LB')
('AC04652-2022-11-01-5270','A293-14','FhKTnllHmxx', 'LB')
('SL04652-2022-11-01-5294','S221-14','oNP', 'UB')
('AC22517-2022-11-02-5338','A297-10','B', 'UB')
('SL04652-2022-11-01-5298','S221-18','ufDANLgYXZDoNVr', 'MB')
('AC22517-2022-11-01-5131','A286-1','FnrSCouewHkszt', 'LB')
('AC22517-2022-11-02-5342','A297-14','cXGpBbARx', 'LB')
('SL04652-2022-11-02-5238','S219-6','MxE', 'UB')
('SL04652-2022-11-01-5300','S221-20','gkqlXMhJOEMQguXa', 'LB')
('SL04652-2022-11-01-5302','S221-22','cV', 'UB')
('SL22517-2022-11-01-5259','S220-3','GPqshpuruoP', 'UB')
('SL22517-2022-11-01-5260','S220-4','OwARYLbePVFW', 'LB')
('SL12058-2022-11-01-5254','S219-22','lJHdDiBBmsxIWBH', 'UB')
('AC22517-2022-11-02-5349','A298-3','x', 'UB')
('AC04652-2022-11-02-5205','A290-3','jeowDLorbV', 'UB')
('SL22517-2022-11-01-5265','S220-9','ht', 'LB')
('SL22517-2022-11-01-5290','S221-10','jCCJtHo', 'MB')
('AC04652-2022-11-02-5227','A291-7','tWtvrmkvqfa', 'LB')
('AC04652-2022-11-01-5323','A296-13','VZZv', 'LB')
('AC04652-2022-11-02-5230','A291-10','LPrBdRqn', 'UB')
('SL22517-2022-11-01-5293','S221-13','PMcHvjs', 'MB')
('AC04652-2022-11-01-5325','A296-15','vakUiiLLkPYk', 'UB')
('SL04652-2022-11-01-5329','S223-1','hIqFF', 'LB')
('AC22517-2022-11-02-5387','A300-5','iAoXDOolHs', 'SL')
('AC22517-2022-11-01-5181','A288-15','DxgKBP', 'UB')
('SL04652-2022-11-02-5285','S221-5','TsXSxLr', 'MB')
('SL04652-2022-11-01-5332','S223-4','MUdflpXgUOG', 'LB')
('SL22517-2022-11-01-5313','S222-9','bxJawkeNZm', 'LB')
('AC22517-2022-11-02-5400','A300-18','KTeOumbz', 'SU')
('SL12058-2022-11-01-5303','S221-23','D', 'SL')
('SL12058-2022-11-01-5304','S221-24','lPtCPuA', 'SU')
('AC12058-2022-11-01-5334','A297-6','ZiCKaudqanMhw', 'SU')
('AC04652-2022-11-02-5249','A292-11','VRirrbjEJJbiCRUt', 'SL')
('SL12058-2022-11-01-5309','S222-5','tjWLjI', 'MB')
('SL22517-2022-11-01-5322','S222-18','IbEtmjDeMn', 'MB')
('SL22517-2022-11-02-5443','S227-19','ODqpzuaYeoh', 'UB')
('AC04652-2022-11-01-5416','A301-16','W', 'UB')
('AC04652-2022-11-01-5417','A301-17','u', 'SL')
('AC12058-2022-11-01-5383','A300-1','UavUHc', 'LB')
('AC22517-2022-11-02-5469','A304-15','aijGIipdXAztMTSz', 'UB')
('AC12058-2022-11-01-5386','A300-4','vFJj', 'UB')
('AC04652-2022-11-01-5420','A302-2','UXVdD', 'LB')
('AC22517-2022-11-02-5474','A305-2','E', 'LB')
('SL12058-2022-11-01-5381','S225-5','uZCJBG', 'MB')
('SL04652-2022-11-01-5403','S226-3','cJijtwManFFCyX', 'UB')
('AC04652-2022-11-02-5306','A295-14','GkzdqEADB', 'LB')
('AC22517-2022-11-02-5483','A305-11','PNbzOIiLO', 'SL')
('AC22517-2022-11-02-5487','A305-15','xFpeyfN', 'UB')
('AC04652-2022-11-01-5430','A302-12','ZqfXbhWIMDCiW', 'SU')
('AC22517-2022-11-01-5280','A294-6','paKv', 'SU')
('SL04652-2022-11-02-5367','S224-15','O', 'SL')
('SL04652-2022-11-02-5368','S224-16','Zy', 'SU')
('SL22517-2022-11-01-5398','S225-22','vwVzPgibOHxjIs', 'UB')
('SL04652-2022-11-02-5369','S224-17','IyGQ', 'LB')
('SL12058-2022-11-01-5395','S225-19','oysVJfXJVsy', 'UB')
('SL22517-2022-11-01-5402','S226-2','V', 'MB')
('SL04652-2022-11-01-5419','S226-19','nfQswrmiSHOzQLi', 'UB')
('SL04652-2022-11-01-5420','S226-20','DudbSfXAbX', 'LB')
('SL12058-2022-11-01-5399','S225-23','NSumqYZZklJK', 'SL')
('SL22517-2022-11-02-5467','S228-19','zUbKi', 'UB')
('AC22517-2022-11-01-5287','A294-13','lWhcbqmXQum', 'LB')
('SL04652-2022-11-02-5379','S225-3','KqqXGUtIoHrPsMVT', 'UB')
('AC04652-2022-11-02-5322','A296-12','eBsxGWrLdYLoWD', 'SU')
('AC12058-2022-11-01-5410','A301-10','IPdkL', 'UB')
('SL22517-2022-11-02-5475','S229-3','KnNjjkn', 'UB')
('AC04652-2022-11-02-5335','A297-7','xszrkGDNzJUquE', 'LB')
('SL04652-2022-11-01-5438','S227-14','aaKkJMau', 'UB')
('AC12058-2022-11-01-5422','A302-4','PZOzXsxgcWYJKkS', 'UB')
('AC12058-2022-11-01-5423','A302-5','pi', 'SL')
('SL22517-2022-11-02-5488','S229-16','hkVPlMBq', 'SU')
('SL12058-2022-11-01-5423','S226-23','AGxalYE', 'SL')
('AC12058-2022-11-01-5432','A302-14','qNHEPRMVgADN', 'LB')
('SL22517-2022-11-02-5493','S229-21','KfFDTVe', 'MB')
('SL22517-2022-11-02-5501','S230-5','dMMhxVVgdokG', 'MB')
('AC12058-2022-11-01-5447','A303-11','oCXFbzQoppk', 'SL')
('SL22517-2022-11-02-5510','S230-14','VHVyWhFhCZHGCnG', 'UB')
('SL22517-2022-11-01-5444','S227-20','dhygPPZrAWvKL', 'LB')
('AC22517-2022-11-01-5331','A297-3','IENltQvbGcU', 'UB')
('SL04652-2022-11-01-5461','S228-13','eVVKq', 'MB')
('SL04652-2022-11-01-5462','S228-14','tEDEJdxIuCRwc', 'UB')
('AC22517-2022-11-02-5545','A309-1','NE', 'LB')
('AC04652-2022-11-01-5484','A305-12','RrNjk', 'SU')
('SL22517-2022-11-02-5515','S230-19','LWfTOhQBGUqfFGbd', 'UB')
('SL22517-2022-11-01-5449','S228-1','HbNUjOvnAF', 'LB')
('SL22517-2022-11-02-5518','S230-22','qjVVCTjQuadwa', 'UB')
('AC22517-2022-11-01-5339','A297-11','EH', 'SL')
('AC22517-2022-11-02-5551','A309-7','GbVyxQbKCk', 'LB')
('SL12058-2022-11-01-5455','S228-7','D', 'SL')
('SL12058-2022-11-01-5456','S228-8','KwDYtrb', 'SU')
('SL04652-2022-11-02-5422','S226-22','aq', 'UB')
('AC04652-2022-11-02-5360','A298-14','elUlVchPDvFmLbZ', 'LB')
('AC22517-2022-11-02-5556','A309-12','GcGr', 'SU')
('AC22517-2022-11-01-5345','A297-17','iFgBngYWUdZxfaML', 'SL')
('AC12058-2022-11-01-5464','A304-10','uicCkI', 'UB')
('AC22517-2022-11-01-5347','A298-1','TXAeju', 'LB')
('SL04652-2022-11-01-5475','S229-3','vndKxStlJ', 'UB')
('SL04652-2022-11-01-5476','S229-4','fKoaegmqxAtuw', 'LB')
('AC22517-2022-11-02-5561','A309-17','bcKzoUYkibhyA', 'SL')
('AC22517-2022-11-02-5562','A309-18','MYXWYzLa', 'SU')
('AC22517-2022-11-02-5563','A310-1','PoumFNwz', 'LB')
('AC12058-2022-11-01-5469','A304-15','qjEhE', 'UB')
('SL04652-2022-11-02-5438','S227-14','sjVhNVqsJpcE', 'UB')
('AC12058-2022-11-01-5472','A304-18','QfjfxdlrqpsQJW', 'SU')
('SL04652-2022-11-02-5487','S229-15','CaCgdIopPhcEq', 'SL')
('AC12058-2022-11-01-5508','A306-18','jBAYJ', 'SU')
('AC22517-2022-11-02-5608','A312-10','kLksXwepbUTvAX', 'UB')
('AC04652-2022-11-02-5425','A302-7','wXeXsxUKxiFsRb', 'LB')
('SL04652-2022-11-01-5527','S231-7','jOrHTiLJNA', 'SL')
('SL04652-2022-11-02-5492','S229-20','bdkLUlblysmRXUg', 'LB')
('AC04652-2022-11-02-5427','A302-9','qhqOfeTgccNAn', 'UB')
('AC04652-2022-11-01-5552','A309-8','AakHWP', 'LB')
('AC04652-2022-11-02-5429','A302-11','nlkIkkfiHryEU', 'SL')
('AC22517-2022-11-02-5616','A312-18','WyMjeb', 'SU')
('AC04652-2022-11-01-5564','A310-2','jcyPLjPaMRWtZw', 'LB')
('SL12058-2022-11-01-5523','S231-3','YiRSuXRjAYGgvu', 'UB')
('AC04652-2022-11-01-5565','A310-3','ZouhwHpzR', 'UB')
('AC04652-2022-11-02-5448','A303-12','uMzl', 'SU')
('SL04652-2022-11-02-5513','S230-17','DtVv', 'LB')
('AC12058-2022-11-01-5536','A308-10','mOCmyX', 'UB')
('SL22517-2022-11-01-5530','S231-10','xVpywztDHsIFi', 'MB')
('AC22517-2022-11-01-5416','A301-16','xDFoUmVhQo', 'UB')
('SL12058-2022-11-01-5530','S231-10','kHYknqzMXX', 'MB')
('SL22517-2022-11-02-5608','S234-16','oqUjVWtdsuKzP', 'SU')
('AC12058-2022-11-01-5542','A308-16','cOXHD', 'UB')
('SL04652-2022-11-02-5535','S231-15','KeJyoz', 'SL')
('AC22517-2022-11-01-5434','A302-16','xvJlcTrPZlwE', 'UB')
('SL12058-2022-11-01-5543','S231-23','VWovzM', 'SL')
('SL22517-2022-11-02-5620','S235-4','nr', 'LB')
('SL22517-2022-11-02-5621','S235-5','UhmgVm', 'MB')
('AC04652-2022-11-02-5485','A305-13','aSJMucLTL', 'LB')
('AC04652-2022-11-02-5486','A305-14','KL', 'LB')
('AC12058-2022-11-01-5582','A311-2','odO', 'LB')
('AC04652-2022-11-01-5621','A313-5','E', 'SL')
('AC12058-2022-11-01-5593','A311-13','eu', 'LB')
('SL22517-2022-11-01-5583','S233-15','ze', 'SL')
('SL12058-2022-11-01-5586','S233-18','dhKvuX', 'MB')
('AC04652-2022-11-01-5631','A313-15','GDPumVvBAggGUdd', 'UB')
('SL22517-2022-11-02-5667','S237-3','W', 'UB')
('AC12058-2022-11-01-5601','A312-3','TLvgAJrOVj', 'UB')
('SL12058-2022-11-01-5590','S233-22','rYaLcteQwWYq', 'UB')
('AC12058-2022-11-01-5603','A312-5','YrGdhlRCetcTKek', 'SL')
('AC12058-2022-11-01-5605','A312-7','POSigfAmRq', 'LB')
('AC12058-2022-11-01-5640','A314-6','cggIIGwHHRbUv', 'SU')
('AC12058-2022-11-01-5641','A314-7','nOBvBVzIU', 'LB')
('SL04652-2022-11-01-5646','S236-6','fySD', 'UB')
('SL04652-2022-11-02-5625','S235-9','aiwbkgXgRlJxaqp', 'LB')
('AC04652-2022-11-01-5681','A316-11','POGq', 'SL')
('AC04652-2022-11-01-5682','A316-12','ffnVEg', 'SU')
('SL22517-2022-11-02-5717','S239-5','KgSAQ', 'MB')
('SL22517-2022-11-02-5718','S239-6','FYjYVlp', 'UB')
('SL22517-2022-11-01-5635','S235-19','sxPLAs', 'UB')
('AC22517-2022-11-01-5532','A308-6','kAMRujWOyD', 'SU')
('SL22517-2022-11-01-5640','S235-24','JMQDeDNRPEg', 'SU')
('AC22517-2022-11-01-5536','A308-10','YlUcd', 'UB')
('AC12058-2022-11-01-5666','A315-14','FMUBkeH', 'LB')
('AC04652-2022-11-01-5691','A317-3','jOIELL', 'UB')
('AC12058-2022-11-01-5668','A315-16','GDGEyQTQaE', 'UB')
('SL22517-2022-11-01-5643','S236-3','vgZatvkhEhwUhNq', 'UB')
('AC22517-2022-11-02-5763','A321-3','wkUhXcWLcURXYs', 'UB')
('AC04652-2022-11-01-5696','A317-8','AKvM', 'LB')
('AC22517-2022-11-02-5765','A321-5','R', 'SL')
('SL04652-2022-11-02-5643','S236-3','llP', 'UB')
('AC22517-2022-11-02-5769','A321-9','dRbHwJKrFMTa', 'UB')
('SL22517-2022-11-02-5731','S239-19','l', 'UB')
('AC04652-2022-11-02-5580','A310-18','sB', 'SU')
('SL12058-2022-11-01-5650','S236-10','rOpQyLYeylSyWPr', 'MB')
('AC04652-2022-11-01-5701','A317-13','otZIFUfZ', 'LB')
('SL04652-2022-11-02-5653','S236-13','wGdwfugiKINPlRt', 'MB')
('AC22517-2022-11-01-5554','A309-10','KCxeplCC', 'UB')
('AC22517-2022-11-02-5774','A321-14','AhePs', 'LB')
('AC22517-2022-11-01-5556','A309-12','Q', 'SU')
('SL12058-2022-11-01-5660','S236-20','GTlv', 'LB')
('SL22517-2022-11-02-5736','S239-24','izwNHhndUYiY', 'SU')
('AC04652-2022-11-02-5595','A311-15','Eg', 'UB')
('SL12058-2022-11-01-5662','S236-22','ylzvLXpJGlYBm', 'UB')
('AC04652-2022-11-01-5714','A318-8','aTMOD', 'LB')
('SL22517-2022-11-01-5662','S236-22','O', 'UB')
('SL12058-2022-11-01-5663','S236-23','lMmwLkHNupKWk', 'SL')
('SL22517-2022-11-01-5663','S236-23','HthD', 'SL')
('AC22517-2022-11-01-5564','A310-2','bkBGQGxyCXuXa', 'LB')
('AC04652-2022-11-02-5600','A312-2','lEIavlhagACqpC', 'LB')
('AC22517-2022-11-01-5569','A310-7','TiIfkiLwGviYoKuI', 'LB')
('AC04652-2022-11-01-5723','A318-17','MgFOTAe', 'SL')
('AC12058-2022-11-01-5697','A317-9','AvJvqd', 'UB')
('AC04652-2022-11-01-5725','A319-1','jVOlilAX', 'LB')
('SL04652-2022-11-02-5678','S237-14','KOBmUHhBsYlZchV', 'UB')
('AC12058-2022-11-01-5719','A318-13','RbeDFYdAygwFPM', 'LB')
('SL12058-2022-11-01-5693','S238-5','adpOSX', 'MB')
('AC04652-2022-11-01-5754','A320-12','JiBEsMoOdfJx', 'SU')
('AC22517-2022-11-02-5816','A324-2','C', 'LB')
('SL04652-2022-11-02-5695','S238-7','brhcxyrKW', 'SL')
('SL04652-2022-11-01-5725','S239-13','yYikElEAt', 'MB')
('SL04652-2022-11-02-5697','S238-9','JOw', 'LB')
('AC22517-2022-11-02-5824','A324-10','sxGqM', 'UB')
('SL04652-2022-11-01-5734','S239-22','AgfzjRNgk', 'UB')
('SL22517-2022-11-02-5788','S242-4','sgdRCPEoedEp', 'LB')
('SL04652-2022-11-01-5737','S240-1','IW', 'LB')
('SL12058-2022-11-01-5702','S238-14','PiwIQqocOFJ', 'UB')
('SL12058-2022-11-01-5705','S238-17','ULwMWyarVgnCEDZv', 'LB')
('SL22517-2022-11-01-5706','S238-18','UctJyHMrcr', 'MB')
('AC04652-2022-11-02-5646','A314-12','CqGojUOn', 'SU')
('SL22517-2022-11-01-5710','S238-22','lbWKIDqaSFK', 'UB')
('AC04652-2022-11-02-5648','A314-14','zisbwtOqYTi', 'LB')
('SL04652-2022-11-02-5734','S239-22','GySoftnFlFE', 'UB')
('AC22517-2022-11-02-5863','A326-13','uYOniLzBZfPHkz', 'LB')
('AC12058-2022-11-01-5795','A322-17','gxvANwkhk', 'SL')
('AC04652-2022-11-02-5696','A317-8','KwDAmq', 'LB')
('SL22517-2022-11-02-5834','S244-2','yAw', 'MB')
('AC04652-2022-11-02-5701','A317-13','bzIYqcWKjBf', 'LB')
('SL04652-2022-11-01-5798','S242-14','kjeJCSjzzbhKEMU', 'UB')
('SL12058-2022-11-01-5754','S240-18','ALc', 'MB')
('AC12058-2022-11-01-5842','A325-10','GczTMxlAwLsclR', 'UB')
('AC04652-2022-11-02-5750','A320-8','zKlPMirpUfj', 'LB')
('AC12058-2022-11-01-5849','A325-17','Aa', 'SL')
('SL12058-2022-11-01-5804','S242-20','dwtLgnzUWCcVB', 'LB')
('AC04652-2022-11-02-5754','A320-12','vPJorOxJru', 'SU')
('AC12058-2022-11-01-5854','A326-4','VMpuTdwwuFWTyK', 'UB')
('SL22517-2022-11-01-5809','S243-1','FKsMOQSqo', 'LB')
('AC22517-2022-11-02-5924','A330-2','lXaRC', 'LB')
('AC22517-2022-11-02-5925','A330-3','fd', 'UB')
('AC04652-2022-11-01-5893','A328-7','GXXTeibcqjFOuBA', 'LB')
('AC04652-2022-11-01-5894','A328-8','YZW', 'LB')
('AC12058-2022-11-01-5880','A327-12','onqdPZFFd', 'SU')
('SL22517-2022-11-02-5924','S247-20','fUiaMPTaxErvdq', 'LB')
('SL04652-2022-11-01-5859','S245-3','iQtPzmI', 'UB')
('SL12058-2022-11-01-5836','S244-4','XPjOIBoe', 'LB')
('AC04652-2022-11-02-5795','A322-17','ZvhtaAjMoZutZa', 'SL')
('SL04652-2022-11-02-5850','S244-18','zNrYA', 'MB')
('SL22517-2022-11-02-5937','S248-9','KX', 'LB')
('AC04652-2022-11-01-5920','A329-16','zWTeEhBgWgMmyQ', 'UB')
('AC22517-2022-11-01-5777','A321-17','FevkGTq', 'SL')
('SL04652-2022-11-02-5860','S245-4','ufYj', 'LB')
('AC04652-2022-11-01-5924','A330-2','ZB', 'LB')
('AC22517-2022-11-01-5780','A322-2','MmNsnQYSrjcX', 'LB')
('SL04652-2022-11-02-5862','S245-6','HqSAOYyrcmpKgD', 'UB')
('AC12058-2022-11-01-5912','A329-8','GLESYKkLrPDyCcG', 'LB')
('AC12058-2022-11-01-5914','A329-10','HGGBJBnrBiMajxN', 'UB')
('SL22517-2022-11-02-5953','S249-1','rkMHkkx', 'LB')
('SL12058-2022-11-01-5860','S245-4','yeAgwuOJaX', 'LB')
('SL22517-2022-11-02-5955','S249-3','sXavKXQttYZDkM', 'UB')
('SL22517-2022-11-02-5956','S249-4','tN', 'LB')
('AC22517-2022-11-02-5994','A333-18','M', 'SU')
('SL04652-2022-11-01-5882','S246-2','gmxxEBXhmZIgJqA', 'MB')
('SL12058-2022-11-01-5863','S245-7','fMldnjjUCU', 'SL')
('SL22517-2022-11-01-5865','S245-9','JUYPb', 'LB')
('AC22517-2022-11-02-5997','A334-3','xURRkOnsbeo', 'UB')
('AC04652-2022-11-01-5936','A330-14','Bq', 'LB')
('AC04652-2022-11-01-5937','A330-15','sDfYqHRgJMBJaSVL', 'UB')
('AC22517-2022-11-01-5797','A323-1','lQwiRVSZo', 'LB')
('SL22517-2022-11-02-5969','S249-17','aIbus', 'LB')
('AC12058-2022-11-01-5928','A330-6','YwSnc', 'SU')
('AC22517-2022-11-02-6003','A334-9','rlcURNPZxbgTo', 'UB')
('SL04652-2022-11-01-5894','S246-14','QvjuEnGfinTTAaEP', 'UB')
('SL22517-2022-11-02-5974','S249-22','WqecrwjYAsI', 'UB')
('SL04652-2022-11-02-5888','S246-8','XSuUELmnwGc', 'SU')
('AC04652-2022-11-01-5949','A331-9','RyyFlm', 'UB')
('SL12058-2022-11-01-5876','S245-20','mSmsvL', 'LB')
('SL22517-2022-11-02-5978','S250-2','rJHBfXzHuYC', 'MB')
('SL12058-2022-11-01-5879','S245-23','w', 'SL')
('AC12058-2022-11-01-5979','A333-3','CYudXdyZCCPfSwAY', 'UB')
('SL12058-2022-11-01-5914','S247-10','txsooPWE', 'MB')
('SL04652-2022-11-02-5933','S248-5','nuiWthQQ', 'MB')
('AC22517-2022-11-02-6051','A337-3','jsIeisNxacoSjiZ', 'UB')
('SL04652-2022-11-02-5935','S248-7','dFWdeyB', 'SL')
('SL04652-2022-11-01-5937','S248-9','JvRFLCemYXD', 'LB')
('AC22517-2022-11-01-5853','A326-3','JgXLalWBZCCuut', 'UB')
('AC04652-2022-11-02-5886','A327-18','cyDhvSiXYlBvRecP', 'SU')
('AC22517-2022-11-01-5867','A326-17','KWXMeDgqScINaWCY', 'SL')
('AC22517-2022-11-02-6061','A337-13','zgojrlyiSMpAqqBg', 'LB')
('AC04652-2022-11-01-6023','A335-11','sSetYReQOgkzFfb', 'SL')
('AC22517-2022-11-01-5870','A327-2','ISMtnRJuL', 'LB')
('SL22517-2022-11-02-6047','S252-23','HnqXf', 'SL')
('AC12058-2022-11-01-5996','A334-2','aN', 'LB')
('SL04652-2022-11-02-5953','S249-1','E', 'LB')
('SL12058-2022-11-01-5930','S248-2','pcJwGS', 'MB')
('SL12058-2022-11-01-5933','S248-5','lHHBbtmrwlg', 'MB')
('AC22517-2022-11-01-5877','A327-9','zssjiDkgevHLufBP', 'UB')
('AC04652-2022-11-01-6028','A335-16','IovOvcykS', 'UB')
('SL04652-2022-11-01-5957','S249-5','RHuIkNDonQ', 'MB')
('AC12058-2022-11-01-5999','A334-5','rfGgVZcK', 'SL')
('AC22517-2022-11-01-5881','A327-13','HiFYg', 'LB')
('SL04652-2022-11-02-5962','S249-10','UbqUnxuDfCear', 'MB')
('AC04652-2022-11-01-6035','A336-5','u', 'SL')
('AC22517-2022-11-02-6075','A338-9','tOJH', 'UB')
('AC04652-2022-11-01-6037','A336-7','EqKWSYpj', 'LB')
('SL12058-2022-11-01-5937','S248-9','abj', 'LB')
('SL12058-2022-11-01-5938','S248-10','KyVQP', 'MB')
('AC04652-2022-11-02-5917','A329-13','qyyEbLLJvnJ', 'LB')
('AC22517-2022-11-01-5890','A328-4','mLXviwbLVXhXLnq', 'UB')
('SL22517-2022-11-02-6062','S253-14','Zf', 'UB')
('SL04652-2022-11-01-5966','S249-14','fpCaoFUd', 'UB')
('SL04652-2022-11-01-5967','S249-15','lLFYmyVGzQBjoHkI', 'SL')
('AC22517-2022-11-01-5895','A328-9','eqKlHliIue', 'UB')
('SL22517-2022-11-02-6067','S253-19','ahRto', 'UB')
('SL04652-2022-11-01-5974','S249-22','JTtHrLtuGkWyod', 'UB')
