('AC04652-2022-11-01-1730','A97-2','ZupvcVggEpzE', 'LB')
('SL22517-2022-11-02-10911','S455-15','QQrLvHbpRYMF', 'SL')
('AC04652-2022-11-02-11031','A613-15','UpWqwWRvVIfmCbDV', 'UB')
('AC04652-2022-11-02-11032','A613-16','yik', 'UB')
('SL12058-2022-11-01-10780','S450-4','cPOkLF', 'LB')
('SL12058-2022-11-01-10781','S450-5','JXSadiNXY', 'MB')
('AC04652-2022-11-02-11037','A614-3','OKuUdwaTXAr', 'UB')
('AC04652-2022-11-01-11205','A623-9','YySgX', 'UB')
('SL04652-2022-11-02-10973','S458-5','osMPxJe', 'MB')
('AC22517-2022-11-01-11053','A615-1','xWzgnyM', 'LB')
('SL22517-2022-11-01-10893','S454-21','eyul', 'MB')
('SL04652-2022-11-02-11002','S459-10','QEqRsERt', 'MB')
('SL12058-2022-11-01-10846','S452-22','Dupx', 'UB')
('SL12058-2022-11-01-10847','S452-23','npEiGgTHLjNW', 'SL')
('AC12058-2022-11-01-11091','A617-3','bDUTZWiXqjhjyogB', 'UB')
('SL22517-2022-11-02-10976','S458-8','DwofyTRKFTMIb', 'SU')
('AC04652-2022-11-01-11244','A625-12','hHQdanrwihAD', 'SU')
('AC12058-2022-11-01-11109','A618-3','IXuQEMm', 'UB')
('AC04652-2022-11-01-11285','A627-17','ihwMoHUIRXhITJ', 'SL')
('SL22517-2022-11-02-11023','S460-7','CMqkvudPRslota', 'SL')
('AC22517-2022-11-01-11132','A619-8','ebRqRYBkshTNnBb', 'LB')
('AC04652-2022-11-01-11296','A628-10','vXLjFQFMZ', 'UB')
('SL12058-2022-11-01-10908','S455-12','xdbzhcEUZzc', 'LB')
('SL22517-2022-11-02-11036','S460-20','ZurTpYXmYUcLval', 'LB')
('AC04652-2022-11-02-11152','A620-10','pPcUWpVy', 'UB')
('SL04652-2022-11-01-11038','S460-22','ZDCMiSVqGoFnZkV', 'UB')
('SL22517-2022-11-02-11038','S460-22','aEkYDsoSHAom', 'UB')
('AC04652-2022-11-01-11308','A629-4','K', 'UB')
('AC12058-2022-11-01-11162','A621-2','lotQGbxAJUc', 'LB')
('AC22517-2022-11-02-11115','A618-9','NbYDDAchQibY', 'UB')
('AC04652-2022-11-02-11160','A620-18','lyPlVurqbpwMzr', 'SU')
('SL22517-2022-11-01-10954','S457-10','FK', 'MB')
('AC22517-2022-11-01-11160','A620-18','CpCP', 'SU')
('AC22517-2022-11-01-11161','A621-1','NFy', 'LB')
('SL04652-2022-11-01-11057','S461-17','ocTIhPNXcUtoV', 'LB')
('AC22517-2022-11-01-11162','A621-2','byfRHR', 'LB')
('AC12058-2022-11-01-11178','A621-18','Ths', 'SU')
('SL04652-2022-11-01-11058','S461-18','zprA', 'MB')
('AC22517-2022-11-01-11164','A621-4','YEsemsPcOJZHn', 'UB')
('AC22517-2022-11-02-11135','A619-11','hJEtIJGXbc', 'SL')
('SL22517-2022-11-02-11072','S462-8','KZvmPqmMxiXQWPBS', 'SU')
('SL22517-2022-11-01-10980','S458-12','t', 'LB')
('SL22517-2022-11-01-10981','S458-13','PXj', 'MB')
('AC04652-2022-11-01-11339','A630-17','rYvrGuWHvbQs', 'SL')
('SL22517-2022-11-01-10983','S458-15','JZglQYAkUGspOncU', 'SL')
('SL04652-2022-11-02-11119','S464-7','KE', 'SL')
('AC04652-2022-11-02-11241','A625-9','AfMqQ', 'UB')
('SL04652-2022-11-01-11107','S463-19','sRsacEVLyqvz', 'UB')
('AC04652-2022-11-02-11247','A625-15','phZ', 'UB')
('AC04652-2022-11-02-11248','A625-16','haafAfaopKS', 'UB')
('SL22517-2022-11-01-11046','S461-6','BuwIibQtoyUXQQP', 'UB')
('SL22517-2022-11-01-11049','S461-9','OMIl', 'LB')
('AC12058-2022-11-01-11257','A626-7','CjNYDk', 'LB')
('AC04652-2022-11-02-11271','A627-3','c', 'UB')
('SL22517-2022-11-01-11067','S462-3','RFMFGzPrnkO', 'UB')
('AC12058-2022-11-01-11274','A627-6','bDCawZjIh', 'SU')
('SL22517-2022-11-01-11071','S462-7','OA', 'SL')
('AC22517-2022-11-02-11226','A624-12','IO', 'SU')
('SL04652-2022-11-01-11140','S465-4','dgmoJkY', 'LB')
('SL22517-2022-11-02-11153','S465-17','KAjdlLkDqHCqa', 'LB')
('SL04652-2022-11-02-11160','S465-24','a', 'SU')
('SL04652-2022-11-02-11161','S466-1','QzrdLtNlhpWZjSL', 'LB')
('AC12058-2022-11-01-11278','A627-10','ndOTsYlsPovBjh', 'UB')
('AC12058-2022-11-01-11279','A627-11','KxXuHSLVH', 'SL')
('AC22517-2022-11-01-11247','A625-15','ZHbjC', 'UB')
('AC22517-2022-11-01-11254','A626-4','gTAaHvjhVhSbQm', 'UB')
('SL04652-2022-11-02-11179','S466-19','wsCdu', 'UB')
('SL22517-2022-11-01-11091','S463-3','zYtcL', 'UB')
('AC04652-2022-11-01-11447','A636-17','eCdMUrQEDhtcrA', 'SL')
('SL12058-2022-11-01-11047','S461-7','QzBzXDbBkj', 'SL')
('AC22517-2022-11-02-11261','A626-11','agBYV', 'SL')
('SL22517-2022-11-02-11184','S466-24','TfopjIsNdtJ', 'SU')
('AC22517-2022-11-02-11268','A626-18','KnVsZcWBoQaiw', 'SU')
('SL04652-2022-11-02-11197','S467-13','QefOagbaIGE', 'MB')
('SL12058-2022-11-01-11064','S461-24','BsQkHpZ', 'SU')
('SL22517-2022-11-01-11109','S463-21','UpZPjHrNL', 'MB')
('AC22517-2022-11-02-11274','A627-6','jEpXwCTqbjcT', 'SU')
('SL12058-2022-11-01-11066','S462-2','njBtvbgGtmR', 'MB')
('SL12058-2022-11-01-11067','S462-3','VOiosifFzLmGmv', 'UB')
('AC04652-2022-11-02-11358','A631-18','spSaaxaBitGNj', 'SU')
('SL22517-2022-11-01-11161','S466-1','Ktin', 'LB')
('AC04652-2022-11-02-11362','A632-4','aloqOhYkzjWIB', 'UB')
('SL22517-2022-11-01-11165','S466-5','zk', 'MB')
('SL04652-2022-11-01-11242','S469-10','W', 'MB')
('AC04652-2022-11-01-11532','A641-12','TtWsfRUbsgJH', 'SU')
('SL22517-2022-11-02-11254','S469-22','HDfl', 'UB')
('SL22517-2022-11-01-11179','S466-19','UQsXpWeQsi', 'UB')
('AC12058-2022-11-01-11379','A633-3','TEkIf', 'UB')
('AC12058-2022-11-01-11380','A633-4','qnvHBOTAMz', 'UB')
('SL22517-2022-11-01-11183','S466-23','ITZcsiLvr', 'SL')
('AC22517-2022-11-02-11349','A631-9','WyIRCl', 'UB')
('SL22517-2022-11-01-11188','S467-4','JzRuQpbwdMaSS', 'LB')
('SL04652-2022-11-02-11272','S470-16','mgvMrGPhnVyOp', 'SU')
('SL04652-2022-11-01-11262','S470-6','DJQnLeGEdojYZvW', 'UB')
('AC22517-2022-11-02-11354','A631-14','wQok', 'LB')
('AC04652-2022-11-02-11394','A633-18','uN', 'SU')
('SL22517-2022-11-02-11280','S470-24','zpYxCDNw', 'SU')
('SL12058-2022-11-01-11148','S465-12','j', 'LB')
('SL04652-2022-11-02-11288','S471-8','VDo', 'SU')
('AC04652-2022-11-01-11572','A643-16','ohOiJQa', 'UB')
('AC12058-2022-11-01-11401','A634-7','auU', 'LB')
('SL12058-2022-11-01-11181','S466-21','zYARXrbR', 'MB')
('SL22517-2022-11-02-11311','S472-7','uOMOGrcyQy', 'SL')
('SL04652-2022-11-01-11307','S472-3','D', 'UB')
('SL22517-2022-11-01-11238','S469-6','B', 'UB')
('SL22517-2022-11-02-11315','S472-11','GwAu', 'UB')
('AC12058-2022-11-01-11426','A635-14','KDwvRzcQfz', 'LB')
('AC04652-2022-11-01-11597','A645-5','jrCAgk', 'SL')
('AC22517-2022-11-01-11426','A635-14','CSEbURiNbpfg', 'LB')
('SL12058-2022-11-01-11235','S469-3','vSBkufXLvXhj', 'UB')
('AC12058-2022-11-01-11476','A638-10','LtyxzyhTRnykT', 'UB')
('SL04652-2022-11-01-11363','S474-11','ihy', 'UB')
('SL04652-2022-11-01-11364','S474-12','fiRdeE', 'LB')
('SL12058-2022-11-01-11248','S469-16','BijnqexIJD', 'SU')
('AC04652-2022-11-01-11649','A648-3','nltKrYGwOLUzJuj', 'UB')
('AC22517-2022-11-02-11473','A638-7','oIXhceVGQW', 'LB')
('AC04652-2022-11-02-11486','A639-2','yCBqxeahEcAyjN', 'LB')
('SL22517-2022-11-01-11307','S472-3','ceYKqUJspRVy', 'UB')
('SL12058-2022-11-01-11255','S469-23','ebLaCOuS', 'SL')
('AC04652-2022-11-02-11491','A639-7','knbPRPML', 'LB')
('AC12058-2022-11-01-11497','A639-13','JqFlUw', 'LB')
('SL04652-2022-11-01-11380','S475-4','nXkpbedNgfSauF', 'LB')
('SL12058-2022-11-01-11288','S471-8','GxgaGEBTXXOqg', 'SU')
('SL04652-2022-11-02-11407','S476-7','kGxUPJVrASPPuFIX', 'SL')
('SL04652-2022-11-02-11414','S476-14','oImp', 'UB')
('SL22517-2022-11-01-11339','S473-11','nFqha', 'UB')
('SL12058-2022-11-01-11298','S471-18','ifRj', 'MB')
('SL12058-2022-11-01-11305','S472-1','h', 'LB')
('AC04652-2022-11-02-11532','A641-12','abZJA', 'SU')
('SL12058-2022-11-01-11308','S472-4','UpMuTZ', 'LB')
('SL22517-2022-11-01-11345','S473-17','csFpey', 'LB')
('AC04652-2022-11-02-11537','A641-17','FcPqoKciZUIx', 'SL')
('SL04652-2022-11-02-11434','S477-10','UfXiMyBEopBCBNF', 'MB')
('SL04652-2022-11-01-11434','S477-10','BMz', 'MB')
('AC04652-2022-11-01-11734','A652-16','nNwZG', 'UB')
('SL04652-2022-11-02-11457','S478-9','CGuteLsHTaRAVG', 'LB')
('SL04652-2022-11-02-11459','S478-11','GwKYVkoBoO', 'UB')
('SL04652-2022-11-02-11460','S478-12','tNnUZRQuBuxwZo', 'LB')
('SL22517-2022-11-01-11371','S474-19','HsdjuRJJSSXQ', 'UB')
('AC04652-2022-11-02-11573','A643-17','BP', 'SL')
('AC12058-2022-11-01-11581','A644-7','pIADY', 'LB')
('AC04652-2022-11-01-11748','A653-12','wgEelkFr', 'SU')
('AC12058-2022-11-01-11583','A644-9','tFLv', 'UB')
('AC22517-2022-11-02-11561','A643-5','FbXCjCcKAHWzcw', 'SL')
('SL12058-2022-11-01-11349','S473-21','n', 'MB')
('AC04652-2022-11-01-11803','A656-13','UyyQEw', 'LB')
('AC12058-2022-11-01-11632','A647-4','BIc', 'UB')
('SL22517-2022-11-01-11438','S477-14','bXBzQpEUudCIi', 'UB')
('SL12058-2022-11-01-11412','S476-12','Vsdon', 'LB')
('AC12058-2022-11-01-11640','A647-12','VF', 'SU')
('AC12058-2022-11-01-11641','A647-13','JSs', 'LB')
('AC04652-2022-11-02-11663','A648-17','lRsikXgIOz', 'SL')
('AC22517-2022-11-02-11628','A646-18','hrbBIqiJXhgArUK', 'SU')
('SL22517-2022-11-02-11547','S482-3','ctwi', 'UB')
('SL04652-2022-11-02-11547','S482-3','PIksFBT', 'UB')
('AC22517-2022-11-01-11648','A648-2','uhPRta', 'LB')
('SL22517-2022-11-02-11550','S482-6','ofzyUdbcIg', 'UB')
('SL04652-2022-11-02-11550','S482-6','PTfiArSqAreN', 'UB')
('SL12058-2022-11-01-11426','S477-2','gOh', 'MB')
('SL22517-2022-11-01-11462','S478-14','hsykhDHj', 'UB')
('AC22517-2022-11-02-11633','A647-5','wJotyzQoTZ', 'SL')
('AC04652-2022-11-01-11832','A658-6','RWuSXmWo', 'SU')
('AC04652-2022-11-01-11834','A658-8','sJftTOiRP', 'LB')
('SL22517-2022-11-02-11560','S482-16','bpzLdKzBc', 'SU')
('SL22517-2022-11-02-11561','S482-17','aYPXDBnmZRxgQRZ', 'LB')
('AC12058-2022-11-01-11667','A649-3','mNycqjtPbEfJ', 'UB')
('SL22517-2022-11-01-11470','S478-22','PREkGQs', 'UB')
('AC04652-2022-11-01-11884','A661-4','xKNfu', 'UB')
('SL22517-2022-11-01-11507','S480-11','oygzxVjKgYRlYGR', 'UB')
('AC04652-2022-11-01-11894','A661-14','p', 'LB')
('AC12058-2022-11-01-11717','A651-17','JHrUCgYjMo', 'SL')
('AC22517-2022-11-01-11705','A651-5','OqV', 'SL')
('AC22517-2022-11-01-11706','A651-6','qRTXDkneYrTWvD', 'SU')
('SL04652-2022-11-02-11623','S485-7','oLoBIP', 'SL')
('SL22517-2022-11-02-11620','S485-4','sjNgBZcSuhW', 'LB')
('SL04652-2022-11-01-11591','S483-23','efgRoDLaOntMmP', 'SL')
('SL04652-2022-11-01-11592','S483-24','LiyYsEUfFZ', 'SU')
('SL04652-2022-11-02-11634','S485-18','dMUSEgMmDotE', 'MB')
('SL12058-2022-11-01-11508','S480-12','hAeAwVFjLb', 'LB')
('AC04652-2022-11-01-11928','A663-12','b', 'SU')
('SL04652-2022-11-01-11602','S484-10','eGuBYf', 'MB')
('SL22517-2022-11-02-11641','S486-1','gDNcsxum', 'LB')
('SL12058-2022-11-01-11519','S480-23','abCiLBUmZKMNnWFh', 'SL')
('AC22517-2022-11-02-11699','A650-17','bogCTTVGrP', 'SL')
('SL22517-2022-11-01-11554','S482-10','FnVq', 'MB')
('SL22517-2022-11-01-11573','S483-5','ty', 'MB')
('SL04652-2022-11-02-11667','S487-3','tRIYlWwyWBBGu', 'UB')
('SL22517-2022-11-02-11669','S487-5','sgy', 'MB')
('SL22517-2022-11-02-11670','S487-6','ifZHMfNQSzg', 'UB')
('SL12058-2022-11-01-11543','S481-23','xpssr', 'SL')
('SL22517-2022-11-01-11579','S483-11','kNnuCydrpQ', 'UB')
('AC22517-2022-11-02-11728','A652-10','IKbnKcsbkzbkk', 'UB')
('AC22517-2022-11-02-11730','A652-12','psWClKWmoK', 'SU')
('AC12058-2022-11-01-11768','A654-14','Bxvkz', 'LB')
('AC04652-2022-11-01-11980','A666-10','rXbMLmwtSMaEs', 'UB')
('AC12058-2022-11-01-11770','A654-16','LdgSFRxEJXpL', 'UB')
('AC22517-2022-11-01-11769','A654-15','EmfynSrArFFF', 'UB')
('AC12058-2022-11-01-11772','A654-18','C', 'SU')
('AC22517-2022-11-01-11771','A654-17','HdNZsfo', 'SL')
('AC22517-2022-11-01-11772','A654-18','VACgP', 'SU')
('AC12058-2022-11-01-11774','A655-2','x', 'LB')
('SL04652-2022-11-02-11688','S487-24','RDPPufqnnOmfaT', 'SU')
('SL04652-2022-11-01-11654','S486-14','cjH', 'UB')
('SL22517-2022-11-01-11627','S485-11','GTPbseA', 'UB')
('SL04652-2022-11-02-11712','S488-24','EfyDQhctoaskqd', 'SU')
('AC22517-2022-11-02-11764','A654-10','XPqxBjMvjQKv', 'UB')
('SL22517-2022-11-01-11630','S485-14','mTGnocUe', 'UB')
('AC04652-2022-11-02-11821','A657-13','EgrxX', 'LB')
('AC04652-2022-11-02-11822','A657-14','BKZHvhZBl', 'LB')
('SL04652-2022-11-01-11683','S487-19','BJGXXGNuDaClA', 'UB')
('SL22517-2022-11-01-11639','S485-23','Q', 'SL')
('SL22517-2022-11-01-11643','S486-3','uyZhINoH', 'UB')
('AC22517-2022-11-01-11821','A657-13','PRPvzENW', 'LB')
('SL22517-2022-11-01-11655','S486-15','gGv', 'SL')
('AC22517-2022-11-01-11859','A659-15','JpZojTfBLntw', 'UB')
('SL12058-2022-11-01-11640','S485-24','f', 'SU')
('AC04652-2022-11-01-12067','A671-7','qdlDVTbF', 'LB')
('AC22517-2022-11-02-11818','A657-10','OF', 'UB')
('SL04652-2022-11-02-11779','S491-19','xQIpvlqiBGK', 'UB')
('SL04652-2022-11-01-11732','S489-20','UMcBjmPiGhHzDm', 'LB')
('SL04652-2022-11-01-11733','S489-21','A', 'MB')
('SL22517-2022-11-02-11774','S491-14','yR', 'UB')
('SL22517-2022-11-02-11775','S491-15','ZzmCPNHNhBfC', 'SL')
('AC22517-2022-11-02-11820','A657-12','eu', 'SU')
('AC22517-2022-11-02-11823','A657-15','Iv', 'UB')
('SL22517-2022-11-02-11778','S491-18','QPLExLbIbsOtab', 'MB')
('AC12058-2022-11-01-11859','A659-15','qgRwwAfiELniPCM', 'UB')
('AC22517-2022-11-02-11824','A657-16','KfyjWeaHHgQE', 'UB')
('SL22517-2022-11-02-11782','S491-22','f', 'UB')
('AC12058-2022-11-01-11863','A660-1','zMw', 'LB')
('AC04652-2022-11-02-11891','A661-11','HhjBINTqb', 'SL')
('SL04652-2022-11-02-11799','S492-15','DZtrMNPZAhgy', 'SL')
('SL22517-2022-11-02-11793','S492-9','JJRqd', 'LB')
('SL22517-2022-11-02-11794','S492-10','nLnoZvpNWQgRgZlG', 'MB')
('AC04652-2022-11-01-12093','A672-15','TFlCocLuFdqxe', 'UB')
('SL22517-2022-11-02-11798','S492-14','PgYnGbjDh', 'UB')
('AC04652-2022-11-01-12152','A676-2','dOMzbqwM', 'LB')
('SL22517-2022-11-01-11774','S491-14','mE', 'UB')
('AC12058-2022-11-01-11944','A664-10','pqAWrmOIXKWDMb', 'UB')
('AC04652-2022-11-01-12153','A676-3','jCoSadHuc', 'UB')
('SL12058-2022-11-01-11729','S489-17','DwlXUJ', 'LB')
('AC22517-2022-11-02-11913','A662-15','gCSGrOGb', 'UB')
('SL04652-2022-11-02-11863','S495-7','YFQhwNNIK', 'SL')
('SL04652-2022-11-01-11825','S493-17','bvZTGHn', 'LB')
('AC12058-2022-11-01-11964','A665-12','h', 'SU')
('SL04652-2022-11-02-11949','S498-21','L', 'MB')
('AC22517-2022-11-02-12028','A669-4','LUjDm', 'UB')
('AC22517-2022-11-01-12079','A672-1','VqLtRGjEBQ', 'LB')
('AC04652-2022-11-01-12260','A682-2','cLJ', 'LB')
('AC04652-2022-11-01-12262','A682-4','aLZbfSPmfLPuaHYF', 'UB')
('SL12058-2022-11-01-11848','S494-16','TqAAwWas', 'SU')
('SL04652-2022-11-01-11949','S498-21','UrHQAE', 'MB')
('SL12058-2022-11-01-11885','S496-5','PkTPrsA', 'MB')
('AC12058-2022-11-01-12117','A674-3','eekPFvkdzWtSmT', 'UB')
('SL22517-2022-11-01-11934','S498-6','vHqg', 'UB')
('AC22517-2022-11-02-12085','A672-7','wYueaBHP', 'LB')
('SL04652-2022-11-02-12009','S501-9','dkenOwgWACQ', 'LB')
('SL12058-2022-11-01-11889','S496-9','dFmIKMIL', 'LB')
('AC12058-2022-11-01-12120','A674-6','kjOPyWgha', 'SU')
('AC04652-2022-11-01-12305','A684-11','UVeDo', 'SL')
('SL04652-2022-11-01-12000','S500-24','XTggSLIQyW', 'SU')
('AC12058-2022-11-01-12133','A675-1','yaqganqPnhr', 'LB')
('AC04652-2022-11-02-12135','A675-3','nDouFNTdBeib', 'UB')
('AC22517-2022-11-01-12130','A674-16','WYJafPAXoLUqe', 'UB')
('AC12058-2022-11-01-12142','A675-10','vtirVDB', 'UB')
('AC22517-2022-11-02-12111','A673-15','WZAwGCuAbhG', 'UB')
('AC22517-2022-11-02-12115','A674-1','IHibcUaQuT', 'LB')
('AC22517-2022-11-02-12124','A674-10','RIegqAcwMd', 'UB')
('AC12058-2022-11-01-12161','A676-11','cmyCQPAZe', 'SL')
('AC04652-2022-11-02-12149','A675-17','ji', 'SL')
('AC04652-2022-11-02-12150','A675-18','TfEOdeQD', 'SU')
('AC22517-2022-11-02-12129','A674-15','aHuFqXVGAik', 'UB')
('SL22517-2022-11-01-11995','S500-19','LvYDJeznFDI', 'UB')
('AC12058-2022-11-01-12201','A678-15','RZdpTbaLiUEyTRhM', 'UB')
('AC12058-2022-11-01-12202','A678-16','bkFxWWiCtFw', 'UB')
('SL12058-2022-11-01-11952','S498-24','VCxBhgOn', 'SU')
('SL12058-2022-11-01-11953','S499-1','UfKJRlNLM', 'LB')
('AC12058-2022-11-01-12208','A679-4','g', 'UB')
('AC04652-2022-11-02-12187','A678-1','AyqDLoGRaVIHwx', 'LB')
('SL22517-2022-11-02-12095','S504-23','WiGJQVVmzIjExeZ', 'SL')
('AC12058-2022-11-01-12210','A679-6','mQOXHpJhHgyugDG', 'SU')
('AC04652-2022-11-02-12190','A678-4','CSduYiSMyB', 'UB')
('SL22517-2022-11-02-12130','S506-10','ah', 'MB')
('AC22517-2022-11-02-12199','A678-13','aNL', 'LB')
('SL22517-2022-11-02-12131','S506-11','UWUxKfzlnIcA', 'UB')
('SL04652-2022-11-02-12118','S505-22','r', 'UB')
('SL22517-2022-11-02-12132','S506-12','sFVRfCKQFVTi', 'LB')
('SL12058-2022-11-01-11985','S500-9','aWJfaszHf', 'LB')
('AC04652-2022-11-01-12404','A690-2','StHJ', 'LB')
('SL22517-2022-11-02-12136','S506-16','pxKFQCwjvsoSJbvJ', 'SU')
('SL12058-2022-11-01-11987','S500-11','DamvKpuxC', 'UB')
('AC12058-2022-11-01-12254','A681-14','UBqtCNh', 'LB')
('SL22517-2022-11-02-12144','S506-24','npWzB', 'SU')
('SL12058-2022-11-01-11994','S500-18','amXGfDTgIOnm', 'MB')
('SL22517-2022-11-02-12146','S507-2','LvrcdgOFIxJhbG', 'MB')
('SL04652-2022-11-01-12115','S505-19','XXM', 'UB')
('AC12058-2022-11-01-12262','A682-4','btdyxUqisi', 'UB')
('AC04652-2022-11-02-12232','A680-10','aoCmyegAFCUTnuVf', 'UB')
('AC22517-2022-11-01-12255','A681-15','XETdlda', 'UB')
('AC12058-2022-11-01-12270','A682-12','tNAnftwYHhmleqB', 'SU')
('SL04652-2022-11-01-12129','S506-9','CpDmSHNmqiIpOS', 'LB')
('SL04652-2022-11-02-12147','S507-3','GACLiZizANFyiK', 'UB')
('SL04652-2022-11-01-12130','S506-10','WQvbW', 'MB')
('AC22517-2022-11-01-12257','A681-17','RTJUAipideaIpP', 'SL')
('SL04652-2022-11-01-12136','S506-16','pSbgwjLtVMNFi', 'SU')
('AC04652-2022-11-02-12250','A681-10','Cq', 'UB')
('AC04652-2022-11-02-12273','A682-15','EXmZhxoTIgEQ', 'UB')
('SL04652-2022-11-02-12194','S509-2','dTXcamw', 'MB')
('SL22517-2022-11-01-12113','S505-17','sNJ', 'LB')
('AC22517-2022-11-02-12274','A682-16','ocYtpHP', 'UB')
('SL04652-2022-11-02-12200','S509-8','AROxmELw', 'SU')
('SL04652-2022-11-02-12201','S509-9','Gfm', 'LB')
('SL12058-2022-11-01-12053','S503-5','lnZasEZeKAG', 'MB')
('AC04652-2022-11-02-12291','A683-15','FmPiBBZPEQmifndI', 'UB')
('AC04652-2022-11-02-12293','A683-17','Raruxy', 'SL')
('SL12058-2022-11-01-12065','S503-17','FpCcuBO', 'LB')
('SL22517-2022-11-01-12133','S506-13','rhCXWgemZezjWT', 'MB')
('AC04652-2022-11-02-12298','A684-4','a', 'UB')
('AC12058-2022-11-01-12331','A686-1','WugvYAcWuXAlchoy', 'LB')
('AC12058-2022-11-01-12354','A687-6','xmSrpuhxGwgBM', 'SU')
('AC22517-2022-11-02-12321','A685-9','xqx', 'UB')
('SL22517-2022-11-02-12244','S511-4','IDlZQztLRrIoYdzV', 'LB')
('SL12058-2022-11-01-12083','S504-11','UvqhukyKXvjRs', 'UB')
('AC04652-2022-11-02-12343','A686-13','amxM', 'LB')
('AC12058-2022-11-01-12361','A687-13','irYikcxMTxRREcMr', 'LB')
('SL22517-2022-11-02-12246','S511-6','udRlbYHJOr', 'UB')
('SL22517-2022-11-01-12167','S507-23','pGpUOKMJrrAFY', 'SL')
('AC04652-2022-11-01-12548','A698-2','WyOGQCdzYgWwSX', 'LB')
('AC22517-2022-11-01-12360','A687-12','EtFappCb', 'SU')
('SL12058-2022-11-01-12148','S507-4','PthKtNTIFCdCHtX', 'LB')
('AC22517-2022-11-01-12415','A690-13','OTmrHBMscaZGbmU', 'LB')
('AC04652-2022-11-02-12410','A690-8','PGOgggGgsWxLzVE', 'LB')
('SL04652-2022-11-01-12280','S512-16','wPvLIPaXY', 'SU')
('AC22517-2022-11-01-12424','A691-4','FZoOjs', 'UB')
('AC04652-2022-11-01-12611','A701-11','yWdEHhItto', 'SL')
('SL22517-2022-11-02-12307','S513-19','bUFYfZQFyiLrH', 'UB')
('SL04652-2022-11-01-12283','S512-19','PiYt', 'UB')
('SL04652-2022-11-02-12318','S514-6','XEgmu', 'UB')
('AC04652-2022-11-01-12616','A701-16','tf', 'UB')
('AC22517-2022-11-02-12388','A689-4','sEtTYWqJWzbiz', 'UB')
('AC04652-2022-11-02-12425','A691-5','yWmUxxHObds', 'SL')
('SL04652-2022-11-02-12326','S514-14','CYCSVzjqJOUj', 'UB')
('AC04652-2022-11-01-12631','A702-13','yigB', 'LB')
('AC04652-2022-11-02-12435','A691-15','uCRitzwxEw', 'UB')
('SL22517-2022-11-02-12322','S514-10','LvSk', 'MB')
('AC04652-2022-11-01-12647','A703-11','JoUBj', 'SL')
('AC04652-2022-11-02-12482','A694-8','OGXdd', 'LB')
('SL22517-2022-11-02-12365','S516-5','EWkAsWKutnjLMMk', 'MB')
('SL04652-2022-11-02-12390','S517-6','FGfwImoCxHKCl', 'UB')
('SL22517-2022-11-02-12375','S516-15','gERbUCmuikfRMuyG', 'SL')
('AC04652-2022-11-02-12497','A695-5','pttl', 'SL')
('SL04652-2022-11-01-12392','S517-8','cJwfagQnPzPOH', 'SU')
('AC04652-2022-11-02-12533','A697-5','Utzi', 'SL')
('AC22517-2022-11-01-12534','A697-6','yRFTwtEudVY', 'SU')
('AC12058-2022-11-01-12553','A698-7','mABKITy', 'LB')
('SL22517-2022-11-01-12347','S515-11','OlHm', 'UB')
('AC12058-2022-11-01-12558','A698-12','KSZBkEUmPft', 'SU')
('SL04652-2022-11-01-12422','S518-14','j', 'UB')
('SL22517-2022-11-02-12436','S519-4','dTMUHB', 'LB')
('AC22517-2022-11-02-12509','A695-17','CnGrSZedkS', 'SL')
('AC22517-2022-11-01-12585','A700-3','mP', 'UB')
('AC22517-2022-11-02-12543','A697-15','BY', 'UB')
('SL22517-2022-11-02-12477','S520-21','ntAdFl', 'MB')
('SL22517-2022-11-01-12396','S517-12','DyOupfqARpf', 'LB')
('SL22517-2022-11-01-12397','S517-13','AIKPFVtYLCM', 'MB')
('AC22517-2022-11-02-12548','A698-2','ZVVuSWnhUvL', 'LB')
('AC12058-2022-11-01-12609','A701-9','DHMqNAgMr', 'UB')
('AC04652-2022-11-01-12792','A711-12','rzqrfICPOGpB', 'SU')
('AC04652-2022-11-01-12793','A711-13','vasIXsIGwV', 'LB')
('AC04652-2022-11-01-12795','A711-15','yx', 'UB')
('SL04652-2022-11-01-12470','S520-14','TfQgRC', 'UB')
('AC04652-2022-11-02-12603','A701-3','MY', 'UB')
('AC04652-2022-11-01-12801','A712-3','jkulQtYMx', 'UB')
('SL04652-2022-11-01-12479','S520-23','jRPpMkqVToFm', 'SL')
('AC04652-2022-11-01-12804','A712-6','wAWUnCcCdzN', 'SU')
('SL04652-2022-11-01-12481','S521-1','HRUVWrblNxg', 'LB')
('SL12058-2022-11-01-12331','S514-19','VtzAfdrGjACeWebs', 'UB')
('SL22517-2022-11-01-12414','S518-6','uMJZV', 'UB')
('SL22517-2022-11-01-12417','S518-9','kFaSmPM', 'LB')
('AC22517-2022-11-01-12614','A701-14','xNnctxLpTrCNBm', 'LB')
('AC04652-2022-11-02-12618','A701-18','IEovYbjGfsabi', 'SU')
('AC22517-2022-11-01-12624','A702-6','vCrDHUBBDfy', 'SU')
('SL04652-2022-11-01-12489','S521-9','xtNUAvYcaw', 'LB')
('AC04652-2022-11-01-12814','A712-16','GYdvZw', 'UB')
('AC04652-2022-11-01-12815','A712-17','MuBLCyfKetPe', 'SL')
('AC04652-2022-11-01-12817','A713-1','MXWV', 'LB')
('AC04652-2022-11-02-12641','A703-5','izjKRpdJyB', 'SL')
