('SL12058-2022-11-01-1133','S48-5','udhGaWlU', 'MB')
('AC04652-2022-11-02-10309','A573-13','jJFPsmNnAs', 'LB')
('AC22517-2022-11-02-10308','A573-12','tKqS', 'SU')
('AC12058-2022-11-01-10298','A573-2','LEIdvKomyl', 'LB')
('AC12058-2022-11-01-10300','A573-4','nsyahlIQF', 'UB')
('AC12058-2022-11-01-10301','A573-5','WD', 'SL')
('AC04652-2022-11-01-10504','A584-10','wIuRsY', 'UB')
('SL22517-2022-11-02-10189','S425-13','iryrbF', 'MB')
('SL12058-2022-11-01-10043','S419-11','jwMgZQUUtm', 'UB')
('SL12058-2022-11-01-10044','S419-12','iGbWPp', 'LB')
('SL04652-2022-11-02-10263','S428-15','Vd', 'SL')
('SL22517-2022-11-01-10145','S423-17','IOiJcmp', 'LB')
('SL22517-2022-11-02-10232','S427-8','MC', 'SU')
('SL04652-2022-11-01-10225','S427-1','MtKZWQofA', 'LB')
('AC12058-2022-11-01-10359','A576-9','GcQfyImgPNNgH', 'UB')
('AC04652-2022-11-02-10364','A576-14','kaywPmTMaPx', 'LB')
('AC04652-2022-11-02-10365','A576-15','sPyGgyDpkTHr', 'UB')
('SL22517-2022-11-02-10258','S428-10','Qvq', 'MB')
('AC04652-2022-11-02-10369','A577-1','TrgeLJUddpliG', 'LB')
('SL04652-2022-11-02-10277','S429-5','Bj', 'MB')
('AC04652-2022-11-02-10370','A577-2','QJPTDsERkoz', 'LB')
('SL12058-2022-11-01-10109','S422-5','uEEitngk', 'MB')
('SL22517-2022-11-01-10176','S424-24','mngwWzPjSFFb', 'SU')
('SL22517-2022-11-01-10177','S425-1','ByUl', 'LB')
('SL04652-2022-11-02-10280','S429-8','BhbFAR', 'SU')
('SL12058-2022-11-01-10111','S422-7','DMsDx', 'SL')
('AC22517-2022-11-02-10448','A581-8','wJulvEjTudxuphR', 'LB')
('SL22517-2022-11-02-10360','S432-16','YRzmpPzzU', 'SU')
('AC04652-2022-11-02-10450','A581-10','aEDCLKz', 'UB')
('SL04652-2022-11-01-10332','S431-12','UEtvCUyKTF', 'LB')
('AC12058-2022-11-01-10450','A581-10','kRfTryOWr', 'UB')
('AC22517-2022-11-02-10453','A581-13','luefjYThyi', 'LB')
('SL12058-2022-11-01-10201','S426-1','ZvWTLVBKXtYyTIco', 'LB')
('SL04652-2022-11-01-10334','S431-14','ZrLDJHuoSty', 'UB')
('SL04652-2022-11-01-10337','S431-17','rrnpfrSgnEQ', 'LB')
('AC22517-2022-11-02-10466','A582-8','lZSrzIEpiaJ', 'LB')
('SL04652-2022-11-01-10357','S432-13','mNwYarw', 'MB')
('AC22517-2022-11-02-10475','A582-17','HamdQyQxas', 'SL')
('AC04652-2022-11-02-10482','A583-6','ldkZdiaja', 'SU')
('AC04652-2022-11-01-10675','A594-1','MtQMSRGpyIaUsZIx', 'LB')
('SL22517-2022-11-02-10400','S434-8','rjcv', 'SU')
('AC04652-2022-11-02-10486','A583-10','nKQaeSsvuYa', 'UB')
('SL22517-2022-11-01-10298','S430-2','eQOKfSnYJDrRJ', 'MB')
('SL22517-2022-11-02-10408','S434-16','kfpkihwVtBQ', 'SU')
('AC04652-2022-11-01-10683','A594-9','FawYRBeSMWLnBMy', 'UB')
('AC22517-2022-11-01-10472','A582-14','EtPwXUViVaLBN', 'LB')
('SL22517-2022-11-02-10420','S435-4','vjXUqXxMUxEFUg', 'LB')
('AC04652-2022-11-01-10695','A595-3','dSTfAaj', 'UB')
('SL12058-2022-11-01-10246','S427-22','mYYB', 'UB')
('SL04652-2022-11-02-10417','S435-1','fAGb', 'LB')
('SL04652-2022-11-02-10471','S437-7','PuXgRiOfLZTkiMk', 'SL')
('SL04652-2022-11-02-10472','S437-8','zVizHUscAtzZ', 'SU')
('AC22517-2022-11-01-10562','A587-14','I', 'LB')
('SL12058-2022-11-01-10329','S431-9','YoSRvLnYDPsXre', 'LB')
('AC12058-2022-11-01-10569','A588-3','jAXkqIPnvboaV', 'UB')
('AC12058-2022-11-01-10570','A588-4','WML', 'UB')
('SL04652-2022-11-02-10498','S438-10','SjUdP', 'MB')
('AC04652-2022-11-02-10651','A592-13','ubnoxueNDvFaeHu', 'LB')
('SL12058-2022-11-01-10412','S434-20','EBYFCBjfLwUahBQ', 'LB')
('AC12058-2022-11-01-10641','A592-3','DDwB', 'UB')
('AC22517-2022-11-02-10671','A593-15','uccBoS', 'UB')
('SL22517-2022-11-02-10574','S441-14','wTrvtjuBePRvZYw', 'UB')
('SL22517-2022-11-01-10483','S437-19','Lfd', 'UB')
('AC04652-2022-11-01-10845','A603-9','xyQdZZFoOdv', 'UB')
('SL04652-2022-11-01-10545','S440-9','nsu', 'LB')
('AC22517-2022-11-02-10686','A594-12','qDUofYbdcNgut', 'SU')
('SL12058-2022-11-01-10438','S435-22','fgKsm', 'UB')
('SL12058-2022-11-01-10439','S435-23','fjqFElMMoVnwz', 'SL')
('AC04652-2022-11-01-10852','A603-16','nJLnw', 'UB')
('SL22517-2022-11-01-10494','S438-6','TBRFEiabs', 'UB')
('SL22517-2022-11-01-10495','S438-7','LsMRTbOaDo', 'SL')
('SL04652-2022-11-02-10591','S442-7','ITEks', 'SL')
('AC22517-2022-11-02-10722','A596-12','vbTnmH', 'SU')
('AC22517-2022-11-02-10723','A596-13','RZbEwavXka', 'LB')
('AC12058-2022-11-01-10738','A597-10','pn', 'UB')
('AC04652-2022-11-01-10912','A607-4','kVEMykDrZkPCWyN', 'UB')
('AC12058-2022-11-01-10787','A600-5','pCqKuPscrPlLKZ', 'SL')
('AC04652-2022-11-01-10960','A609-16','gDRXJgqbopCdtvE', 'UB')
('AC04652-2022-11-01-10961','A609-17','wNpkMjHlZGDCz', 'SL')
('AC04652-2022-11-02-10853','A603-17','brvYZCKF', 'SL')
('AC22517-2022-11-01-10846','A603-10','vjyPNOOPil', 'UB')
('AC04652-2022-11-02-10870','A604-16','GRTuPp', 'UB')
('AC22517-2022-11-01-10905','A606-15','eREQYGoZKm', 'UB')
('AC04652-2022-11-01-11083','A616-13','JTsEVkpiRLPmFNPS', 'LB')
('SL12058-2022-11-01-10701','S446-21','lywtCcvMBiwUD', 'MB')
('SL22517-2022-11-01-10800','S450-24','oto', 'SU')
('AC22517-2022-11-01-10994','A611-14','csXtncvT', 'LB')
('AC04652-2022-11-01-11187','A622-9','cJxtxLofjCdchtx', 'UB')
('SL12058-2022-11-01-10795','S450-19','iBKjdwSHPAQyOhK', 'UB')
('AC22517-2022-11-01-11034','A613-18','TkkrZNK', 'SU')
('AC04652-2022-11-02-11053','A615-1','oHYz', 'LB')
('AC12058-2022-11-01-11075','A616-5','cR', 'SL')
('AC04652-2022-11-02-11077','A616-7','MQobgqGsZ', 'LB')
('AC22517-2022-11-01-11059','A615-7','OC', 'LB')
('AC22517-2022-11-01-11060','A615-8','iXGCNgHKawaMMIB', 'LB')
('AC04652-2022-11-02-11115','A618-9','dccCNmxSQjydlNlX', 'UB')
('AC12058-2022-11-01-11123','A618-17','qdLkFdiKQdfg', 'SL')
('SL04652-2022-11-02-11034','S460-18','HqrIUbqCtpoSpLeE', 'MB')
('AC04652-2022-11-02-11117','A618-11','HlhcnCUbYXzJQmnk', 'SL')
('SL22517-2022-11-01-10921','S456-1','bOqyzCEmiL', 'LB')
('SL12058-2022-11-01-10885','S454-13','hapbrBTJjioOexP', 'MB')
('AC04652-2022-11-02-11121','A618-15','OFqg', 'UB')
('AC22517-2022-11-02-11098','A617-10','WPbW', 'UB')
('AC04652-2022-11-01-11284','A627-16','oYpHtxf', 'UB')
('SL04652-2022-11-01-11019','S460-3','ABNtg', 'UB')
('AC04652-2022-11-02-11133','A619-9','plVnOaZmrhZyL', 'UB')
('AC04652-2022-11-01-11291','A628-5','HmyOzB', 'SL')
('SL04652-2022-11-02-11051','S461-11','BexQQw', 'UB')
('AC12058-2022-11-01-11152','A620-10','Tqi', 'UB')
('AC04652-2022-11-02-11200','A623-4','RCdSXruDp', 'UB')
('AC12058-2022-11-01-11198','A623-2','CjkYPznn', 'LB')
('AC12058-2022-11-01-11199','A623-3','VAXUR', 'UB')
('SL22517-2022-11-01-10993','S459-1','fdyrWvkq', 'LB')
('AC22517-2022-11-01-11183','A622-5','PtI', 'SL')
('SL22517-2022-11-01-11004','S459-12','rMypbpktnzdY', 'LB')
('AC04652-2022-11-01-11405','A634-11','bs', 'SL')
('AC22517-2022-11-01-11223','A624-9','ZNQBgorkd', 'UB')
('SL04652-2022-11-01-11127','S464-15','w', 'SL')
('SL22517-2022-11-01-11063','S461-23','zRoweVnHAB', 'SL')
('AC22517-2022-11-02-11219','A624-5','xWXu', 'SL')
('SL04652-2022-11-01-11133','S464-21','JmBldvYm', 'MB')
('SL04652-2022-11-01-11134','S464-22','msFgCqkphTbO', 'UB')
('AC22517-2022-11-02-11221','A624-7','I', 'LB')
('SL04652-2022-11-02-11162','S466-2','tMstw', 'MB')
('SL22517-2022-11-02-11165','S466-5','SA', 'MB')
('AC22517-2022-11-01-11256','A626-6','wqveQhP', 'SU')
('AC04652-2022-11-02-11289','A628-3','Opkh', 'UB')
('SL22517-2022-11-01-11097','S463-9','FuEPKQgIMms', 'LB')
('AC22517-2022-11-02-11254','A626-4','vMhseB', 'UB')
('SL22517-2022-11-01-11099','S463-11','apuaGMVt', 'UB')
('AC22517-2022-11-01-11333','A630-11','pBOlVrgBXbrhTs', 'SL')
('AC12058-2022-11-01-11355','A631-15','sneBr', 'UB')
('SL04652-2022-11-01-11226','S468-18','fR', 'MB')
('SL04652-2022-11-02-11244','S469-12','llT', 'LB')
('AC22517-2022-11-02-11323','A630-1','bQ', 'LB')
('AC04652-2022-11-01-11521','A641-1','gezqqHCUgoRvO', 'LB')
('SL22517-2022-11-01-11160','S465-24','ql', 'SU')
('AC04652-2022-11-01-11523','A641-3','LXbjUYRZR', 'UB')
('AC04652-2022-11-01-11524','A641-4','QcebRmQMxE', 'UB')
('AC22517-2022-11-02-11330','A630-8','DxHPpFlKIVIUjC', 'LB')
('AC04652-2022-11-02-11363','A632-5','NoolnZmsNPSZZ', 'SL')
('SL12058-2022-11-01-11118','S464-6','OIIqSrHLzHsCv', 'UB')
('SL04652-2022-11-02-11254','S469-22','nsKWQAbE', 'UB')
('SL22517-2022-11-02-11247','S469-15','gGZcFDAir', 'SL')
('AC12058-2022-11-01-11366','A632-8','UkGCcCljVQjzon', 'LB')
('AC22517-2022-11-02-11337','A630-15','BmzbyDD', 'UB')
('SL22517-2022-11-01-11180','S466-20','yooFgccxV', 'LB')
('SL04652-2022-11-01-11254','S469-22','OXwewXY', 'UB')
('SL04652-2022-11-02-11306','S472-2','ZcOxukJKWS', 'MB')
('SL04652-2022-11-01-11311','S472-7','UuMW', 'SL')
('SL22517-2022-11-02-11329','S473-1','Few', 'LB')
('SL04652-2022-11-01-11345','S473-17','VK', 'LB')
('SL22517-2022-11-02-11368','S474-16','MMLxRXs', 'SU')
('SL04652-2022-11-02-11364','S474-12','wNoQ', 'LB')
('SL04652-2022-11-01-11355','S474-3','dHSbkl', 'UB')
('AC22517-2022-11-01-11477','A638-11','HGpg', 'SL')
('SL22517-2022-11-02-11373','S474-21','iQu', 'MB')
('AC12058-2022-11-01-11481','A638-15','HMPcGYDBJUfmbovd', 'UB')
('SL22517-2022-11-02-11379','S475-3','iRZCGQRijchejnWb', 'UB')
('SL22517-2022-11-01-11303','S471-23','LvCD', 'SL')
('SL04652-2022-11-02-11375','S474-23','oyxTIIaB', 'SL')
('AC04652-2022-11-02-11488','A639-4','PkDmM', 'UB')
('AC22517-2022-11-01-11490','A639-6','VUVvqahxazscmXJm', 'SU')
('SL04652-2022-11-01-11374','S474-22','EFSqVVWn', 'UB')
('AC04652-2022-11-01-11656','A648-10','AFrZgJntRBAF', 'UB')
('AC04652-2022-11-01-11657','A648-11','kgVGaZwT', 'SL')
('AC12058-2022-11-01-11492','A639-8','qpTOOtkDvjZFa', 'LB')
('AC12058-2022-11-01-11544','A642-6','wbiu', 'SU')
('AC04652-2022-11-02-11547','A642-9','SEztEaIZGuW', 'UB')
('SL04652-2022-11-02-11439','S477-15','K', 'SL')
('AC04652-2022-11-02-11563','A643-7','TNmHZZFE', 'LB')
('SL22517-2022-11-01-11365','S474-13','NuocxLkxlZ', 'MB')
('AC22517-2022-11-01-11564','A643-8','QPXUHSRovordcqQf', 'LB')
('AC04652-2022-11-01-11735','A652-17','jXiBggXTEYobi', 'SL')
('SL04652-2022-11-01-11451','S478-3','Tws', 'UB')
('AC22517-2022-11-01-11569','A643-13','ro', 'LB')
('AC22517-2022-11-01-11570','A643-14','bSxRHcRlHaQOpRo', 'LB')
('SL04652-2022-11-02-11461','S478-13','aZLsmYyQP', 'MB')
('SL04652-2022-11-02-11463','S478-15','SaYqzdsMvJK', 'SL')
('AC22517-2022-11-01-11575','A644-1','OKTQrZP', 'LB')
('AC04652-2022-11-02-11583','A644-9','oTNSWAnytncu', 'UB')
('AC04652-2022-11-01-11777','A655-5','UYI', 'SL')
('AC22517-2022-11-02-11592','A644-18','oHRHTBW', 'SU')
('SL22517-2022-11-02-11503','S480-7','nMAHqB', 'SL')
('AC22517-2022-11-01-11614','A646-4','DsU', 'UB')
('SL04652-2022-11-01-11483','S479-11','YbUjIGkhmmOA', 'UB')
('AC04652-2022-11-02-11618','A646-8','k', 'LB')
('AC22517-2022-11-01-11615','A646-5','tkmBaJumF', 'SL')
('AC12058-2022-11-01-11613','A646-3','ybwSCOwT', 'UB')
('SL04652-2022-11-01-11487','S479-15','kFnfWdxa', 'SL')
('SL22517-2022-11-02-11511','S480-15','qLRc', 'SL')
('SL04652-2022-11-01-11489','S479-17','gpYaIPtwUjGpIqkx', 'LB')
('AC22517-2022-11-01-11623','A646-13','OgPKXTEPrwyCD', 'LB')
('SL22517-2022-11-02-11517','S480-21','csumWCqFttLscCS', 'MB')
('AC22517-2022-11-02-11604','A645-12','xLQH', 'SU')
('AC22517-2022-11-01-11626','A646-16','GiukgoBpFVHmwj', 'UB')
('SL04652-2022-11-02-11519','S480-23','YYLriujz', 'SL')
('AC12058-2022-11-01-11626','A646-16','lT', 'UB')
('AC22517-2022-11-01-11628','A646-18','NZQgCgnqsnTwcdNM', 'SU')
('AC12058-2022-11-01-11627','A646-17','Dg', 'SL')
('SL22517-2022-11-01-11427','S477-3','KkxNHvjfD', 'UB')
('AC22517-2022-11-02-11607','A645-15','nfoMCFHOkRhQAp', 'UB')
('AC22517-2022-11-01-11631','A647-3','yfQHFLZbURkXaAOZ', 'UB')
('AC12058-2022-11-01-11629','A647-1','ubo', 'LB')
('AC04652-2022-11-02-11635','A647-7','sRogsOM', 'LB')
('AC22517-2022-11-01-11634','A647-6','HgouTXFlnvNJb', 'SU')
('SL22517-2022-11-02-11527','S481-7','Mr', 'SL')
('SL22517-2022-11-01-11432','S477-8','oaZAmUCeboiEMM', 'SU')
('SL04652-2022-11-02-11527','S481-7','rVn', 'SL')
('AC04652-2022-11-02-11641','A647-13','QArrNzQatUrQrvjj', 'LB')
('AC22517-2022-11-01-11637','A647-9','iibFTlOTnqm', 'UB')
('AC04652-2022-11-02-11648','A648-2','BXExcM', 'LB')
('AC12058-2022-11-01-11652','A648-6','fWBOwmL', 'SU')
('AC04652-2022-11-02-11660','A648-14','WATYCDobqynx', 'LB')
('SL22517-2022-11-01-11449','S478-1','IN', 'LB')
('AC22517-2022-11-01-11649','A648-3','AxjZi', 'UB')
('SL12058-2022-11-01-11423','S476-23','hgCRDxEESJX', 'SL')
('SL12058-2022-11-01-11424','S476-24','BJEXYoGEYr', 'SU')
('AC04652-2022-11-02-11672','A649-8','AOSAbJiDsoSj', 'LB')
('AC04652-2022-11-01-11904','A662-6','eReAKeFZjwLF', 'SU')
('AC22517-2022-11-01-11710','A651-10','AzYQFpYeyCfvnwvt', 'UB')
('SL22517-2022-11-01-11520','S480-24','UrtjdpdHDz', 'SU')
('SL04652-2022-11-02-11618','S485-2','zBYhkW', 'MB')
('AC04652-2022-11-01-11905','A662-7','RarwOq', 'LB')
('SL22517-2022-11-02-11614','S484-22','FfaOJsfbEmj', 'UB')
('SL12058-2022-11-01-11504','S480-8','XeHEsalTFEVuGqaC', 'SU')
('AC04652-2022-11-01-11926','A663-10','sj', 'UB')
('SL12058-2022-11-01-11509','S480-13','Oficdb', 'MB')
('AC22517-2022-11-01-11728','A652-10','JpYbTXEYkEtsAiy', 'UB')
('SL22517-2022-11-01-11542','S481-22','CKtDm', 'UB')
('AC22517-2022-11-01-11731','A652-13','zLo', 'LB')
('SL04652-2022-11-01-11612','S484-20','mcwmINE', 'LB')
('AC22517-2022-11-02-11700','A650-18','utnIh', 'SU')
('SL04652-2022-11-02-11652','S486-12','iysmSthoY', 'LB')
('AC12058-2022-11-01-11746','A653-10','lcpHmWPuDeYDWRJA', 'UB')
('AC12058-2022-11-01-11747','A653-11','La', 'SL')
('AC22517-2022-11-01-11744','A653-8','gszrPUkWMevUq', 'LB')
('SL04652-2022-11-01-11653','S486-13','wlXOQHOZFtakyUtO', 'MB')
('AC04652-2022-11-02-11790','A655-18','IyhsFVjRht', 'SU')
('SL04652-2022-11-02-11689','S488-1','Dl', 'LB')
('SL12058-2022-11-01-11595','S484-3','XtcOyLZWckqZ', 'UB')
('AC22517-2022-11-02-11792','A656-2','PAtLpGTQKKc', 'LB')
('AC04652-2022-11-02-11863','A660-1','DqtBikFsuOfjMO', 'LB')
('AC22517-2022-11-02-11809','A657-1','xAWieKiqJLkSu', 'LB')
('AC04652-2022-11-02-11873','A660-11','SIkeTKIMUiYJG', 'SL')
('AC04652-2022-11-01-12061','A671-1','EsMAsRCcEkm', 'LB')
('AC22517-2022-11-02-11815','A657-7','xw', 'LB')
('AC12058-2022-11-01-11872','A660-10','gsniHdnabeSeg', 'UB')
('AC22517-2022-11-02-11843','A658-17','cOydhWWSbmYAbo', 'SL')
('SL12058-2022-11-01-11666','S487-2','qNBYIhUOQJ', 'MB')
('SL22517-2022-11-02-11812','S493-4','y', 'LB')
('AC22517-2022-11-02-11871','A660-9','lIzosWEmkB', 'UB')
('AC12058-2022-11-01-11903','A662-5','SjsXuQyIPRytfh', 'SL')
('SL04652-2022-11-01-11780','S491-20','wiiPVTzc', 'LB')
('AC22517-2022-11-01-11943','A664-9','hSodANsQPdXuq', 'UB')
('AC04652-2022-11-01-12159','A676-9','qBsfPrNTao', 'UB')
('AC04652-2022-11-02-11967','A665-15','uRyqGE', 'UB')
('SL22517-2022-11-01-11847','S494-15','jlirKIETsTuW', 'SL')
('SL04652-2022-11-02-11915','S497-11','LfJ', 'UB')
('SL12058-2022-11-01-11789','S492-5','pzjhxAF', 'MB')
('AC04652-2022-11-01-12211','A679-7','kKz', 'LB')
('AC22517-2022-11-02-11981','A666-11','YC', 'SL')
('AC04652-2022-11-01-12213','A679-9','rHNdMaNcWzKVp', 'UB')
('AC04652-2022-11-02-12021','A668-15','qsIUlmDQHqEoeNZr', 'UB')
('AC12058-2022-11-01-12013','A668-7','fXJvekpJw', 'LB')
('SL04652-2022-11-01-11877','S495-21','BdC', 'MB')
('AC22517-2022-11-02-11984','A666-14','Ni', 'LB')
('AC22517-2022-11-02-11985','A666-15','GD', 'UB')
('AC04652-2022-11-01-12232','A680-10','C', 'UB')
('AC22517-2022-11-02-12008','A668-2','abecRSRG', 'LB')
('AC22517-2022-11-02-12040','A669-16','dxV', 'UB')
('AC04652-2022-11-01-12261','A682-3','eTnIrnBYhUX', 'UB')
('SL04652-2022-11-01-11946','S498-18','WeHlaFaYPwqQfU', 'MB')
('SL04652-2022-11-01-11947','S498-19','So', 'UB')
('SL04652-2022-11-02-11977','S500-1','n', 'LB')
('SL04652-2022-11-01-11986','S500-10','sRfjGEFpzEu', 'MB')
('SL22517-2022-11-02-12024','S501-24','eVbnv', 'SU')
('SL04652-2022-11-01-12009','S501-9','TOdyiAcawshYSDCC', 'LB')
('AC04652-2022-11-02-12141','A675-9','jNAskzFIWQqiwj', 'UB')
('SL22517-2022-11-01-11953','S499-1','i', 'LB')
('SL04652-2022-11-02-12029','S502-5','zKQqo', 'MB')
('SL04652-2022-11-02-12033','S502-9','MxgxJwEU', 'LB')
('AC04652-2022-11-01-12337','A686-7','LEEBm', 'LB')
('AC22517-2022-11-02-12159','A676-9','vq', 'UB')
('AC22517-2022-11-01-12191','A678-5','ycYzYXilCL', 'SL')
('AC22517-2022-11-02-12160','A676-10','TJFHjiqL', 'UB')
('SL04652-2022-11-02-12081','S504-9','vgxouwmS', 'LB')
('SL22517-2022-11-02-12104','S505-8','acotFtwkav', 'SU')
('SL22517-2022-11-02-12105','S505-9','PDoB', 'LB')
('SL22517-2022-11-02-12106','S505-10','NFW', 'MB')
('AC22517-2022-11-02-12177','A677-9','syDS', 'UB')
('AC22517-2022-11-01-12206','A679-2','xjfuAhItISkiWAw', 'LB')
('SL22517-2022-11-02-12118','S505-22','byGJsqfYBCfZ', 'UB')
('SL12058-2022-11-01-11973','S499-21','XvYWe', 'MB')
('SL04652-2022-11-02-12127','S506-7','hEhuvM', 'SL')
('SL04652-2022-11-01-12109','S505-13','S', 'MB')
('SL22517-2022-11-01-12055','S503-7','klAHlVcf', 'SL')
('SL22517-2022-11-01-12057','S503-9','haMbuOgVeI', 'LB')
('SL04652-2022-11-02-12164','S507-20','uhZvt', 'LB')
('SL04652-2022-11-02-12165','S507-21','Bmx', 'MB')
('SL22517-2022-11-02-12180','S508-12','cswWmIzvOG', 'LB')
('SL22517-2022-11-01-12094','S504-22','vUMHNDsH', 'UB')
('SL04652-2022-11-02-12177','S508-9','rcldbkUcDHcU', 'LB')
('SL22517-2022-11-01-12098','S505-2','JenNy', 'MB')
('AC22517-2022-11-02-12265','A682-7','pnnzka', 'LB')
('AC22517-2022-11-02-12282','A683-6','WsbWI', 'SU')
('SL12058-2022-11-01-12060','S503-12','lMCVfjnPOQXhSxt', 'LB')
('AC12058-2022-11-01-12323','A685-11','zUPYOOhaWkaEAjv', 'SL')
('SL04652-2022-11-02-12214','S509-22','NBSQAacw', 'UB')
('SL04652-2022-11-01-12189','S508-21','dLiUngMTUsVsHkoF', 'MB')
('AC04652-2022-11-01-12494','A695-2','KFrXIkKnGbxQv', 'LB')
('SL04652-2022-11-02-12229','S510-13','pkhtZAPSd', 'MB')
('AC04652-2022-11-01-12519','A696-9','hkvIAjBQ', 'UB')
('AC22517-2022-11-01-12329','A685-17','UvXW', 'SL')
('SL22517-2022-11-01-12151','S507-7','R', 'SL')
('AC22517-2022-11-01-12333','A686-3','xGIxNRWlFjKonY', 'UB')
('SL22517-2022-11-02-12231','S510-15','flIiU', 'SL')
('AC04652-2022-11-02-12322','A685-10','yaFuvBhAhUNjd', 'UB')
('SL22517-2022-11-01-12152','S507-8','iwAXn', 'SU')
('SL22517-2022-11-01-12153','S507-9','ASTcSds', 'LB')
('SL12058-2022-11-01-12121','S506-1','VX', 'LB')
('SL12058-2022-11-01-12123','S506-3','wmFXoJStaQJT', 'UB')
('AC22517-2022-11-02-12351','A687-3','M', 'UB')
('SL04652-2022-11-01-12244','S511-4','LjhzrBMqVO', 'LB')
('SL12058-2022-11-01-12128','S506-8','RWgwPIWoMObc', 'SU')
('SL04652-2022-11-02-12277','S512-13','MTnK', 'MB')
('AC22517-2022-11-01-12392','A689-8','AbYn', 'LB')
('SL04652-2022-11-02-12281','S512-17','MdhNyLOrwrQ', 'LB')
('AC04652-2022-11-02-12378','A688-12','BOWGOFohpoA', 'SU')
('SL12058-2022-11-01-12135','S506-15','uiXG', 'SL')
('AC22517-2022-11-01-12398','A689-14','SxhmnQPTMykM', 'LB')
('SL22517-2022-11-02-12281','S512-17','vhrYCRZn', 'LB')
('SL22517-2022-11-02-12282','S512-18','oVhSnblainPY', 'MB')
('SL12058-2022-11-01-12143','S506-23','nkgqHtN', 'SL')
('AC22517-2022-11-01-12407','A690-5','mRiqC', 'SL')
('SL22517-2022-11-02-12295','S513-7','xpPR', 'SL')
('SL12058-2022-11-01-12155','S507-11','Jx', 'UB')
('AC04652-2022-11-01-12615','A701-15','aSsueHrefwi', 'UB')
('SL04652-2022-11-02-12319','S514-7','YTprsSdHyirCQgb', 'SL')
('SL04652-2022-11-01-12286','S512-22','I', 'UB')
('SL22517-2022-11-01-12244','S511-4','qUbZUkQcvElj', 'LB')
('SL22517-2022-11-02-12313','S514-1','WeyqQUbyhcLqi', 'LB')
('AC04652-2022-11-01-12620','A702-2','YPQxj', 'LB')
('SL12058-2022-11-01-12166','S507-22','iftpwZChruJkXxVr', 'UB')
('SL12058-2022-11-01-12182','S508-14','aMGGOhc', 'UB')
('AC12058-2022-11-01-12459','A693-3','TEcCVqKZHPmoQWkX', 'UB')
('SL22517-2022-11-01-12258','S511-18','lHu', 'MB')
('SL22517-2022-11-02-12339','S515-3','P', 'UB')
('AC12058-2022-11-01-12475','A694-1','Nh', 'LB')
('SL04652-2022-11-01-12323','S514-11','b', 'UB')
('AC04652-2022-11-02-12454','A692-16','yioniHDMduFEZ', 'UB')
('SL04652-2022-11-01-12385','S517-1','G', 'LB')
('AC22517-2022-11-01-12515','A696-5','LqO', 'SL')
('AC12058-2022-11-01-12532','A697-4','IIIS', 'UB')
('SL04652-2022-11-02-12425','S518-17','BSRkVRrsJzUVW', 'LB')
('AC04652-2022-11-02-12526','A696-16','IlhxwhYmDUnQVFHh', 'UB')
('SL04652-2022-11-02-12426','S518-18','ivLd', 'MB')
('AC12058-2022-11-01-12533','A697-5','USrkxAre', 'SL')
('AC04652-2022-11-02-12528','A696-18','VBjqflGcGn', 'SU')
('AC22517-2022-11-01-12593','A700-11','un', 'SL')
('SL12058-2022-11-01-12322','S514-10','hmlnY', 'MB')
('SL04652-2022-11-02-12494','S521-14','GpiNxi', 'UB')
('AC22517-2022-11-01-12595','A700-13','gqZqQsWNThHfwN', 'LB')
('SL22517-2022-11-02-12487','S521-7','xsjoduHGvIwN', 'SL')
('AC22517-2022-11-02-12558','A698-12','szTKldJ', 'SU')
('AC22517-2022-11-02-12561','A698-15','MTZEWH', 'UB')
('AC12058-2022-11-01-12620','A702-2','bSNDjyyYNXl', 'LB')
('AC04652-2022-11-02-12615','A701-15','YWvxuCLXoNlgrY', 'UB')
('SL04652-2022-11-02-12509','S522-5','OUtaNPeiWeSzw', 'MB')
('SL22517-2022-11-02-12496','S521-16','inxiDtP', 'SU')
('AC04652-2022-11-02-12619','A702-1','iPwNFmAjmMsiOn', 'LB')
('SL22517-2022-11-01-12421','S518-13','yRMqRIUVTcolEVmh', 'MB')
('AC04652-2022-11-01-12809','A712-11','YEkPis', 'SL')
('SL12058-2022-11-01-12340','S515-4','mMMnpjbSEJ', 'LB')
('SL12058-2022-11-01-12341','S515-5','MQiwzEA', 'MB')
('AC22517-2022-11-01-12621','A702-3','rVAkYY', 'UB')
('SL04652-2022-11-02-12517','S522-13','MDwmqEMqeFUsC', 'MB')
('SL22517-2022-11-01-12426','S518-18','oP', 'MB')
('SL22517-2022-11-01-12430','S518-22','qWlOqCwzywZf', 'UB')
('AC04652-2022-11-02-12676','A705-4','TfjgysAWSGccJ', 'UB')
('AC22517-2022-11-01-12716','A707-8','Yilrun', 'LB')
('SL04652-2022-11-02-12584','S525-8','ioJsn', 'SU')
('SL22517-2022-11-02-12571','S524-19','ieSXtCU', 'UB')
('SL04652-2022-11-01-12607','S526-7','vdAH', 'SL')
('AC04652-2022-11-01-12914','A718-8','YcTkrPWylZB', 'LB')
('AC22517-2022-11-02-12705','A706-15','rPxqpAXXsJAz', 'UB')
('AC22517-2022-11-01-12758','A709-14','ZmZCYjobgohCVJB', 'LB')
('SL04652-2022-11-02-12629','S527-5','yMLgcEFa', 'MB')
('SL22517-2022-11-02-12602','S526-2','UfBpho', 'MB')
