('SL12058-2022-11-01-6','S1-6','mZAbQzsEZg', 'UB')
('AC22517-2022-11-01-3196','A178-10','tWn', 'UB')
('SL04652-2022-11-01-3360','S140-24','bpUSe', 'SU')
('AC12058-2022-11-01-3337','A186-7','qXjgP', 'LB')
('SL04652-2022-11-02-3291','S138-3','YOJb', 'UB')
('AC22517-2022-11-01-3206','A179-2','iqmNWrRHiTULH', 'LB')
('SL22517-2022-11-01-3346','S140-10','Wi', 'MB')
('SL22517-2022-11-01-3348','S140-12','aolXX', 'LB')
('AC22517-2022-11-01-3208','A179-4','Dsu', 'UB')
('AC04652-2022-11-01-3362','A187-14','piGQmgcXlUe', 'LB')
('AC04652-2022-11-01-3366','A187-18','Gn', 'SU')
('SL12058-2022-11-01-3311','S138-23','N', 'SL')
('SL04652-2022-11-02-3309','S138-21','vUL', 'MB')
('SL22517-2022-11-01-3370','S141-10','dNIiVR', 'MB')
('SL04652-2022-11-02-3311','S138-23','DbllsKOgB', 'SL')
('AC12058-2022-11-01-3369','A188-3','YUzedPdR', 'UB')
('AC04652-2022-11-01-3381','A188-15','wHdKqrgSYmmcCFqB', 'UB')
('SL04652-2022-11-01-3400','S142-16','BvFKPDIWjTwwP', 'SU')
('AC04652-2022-11-01-3382','A188-16','CQhWTxtSLA', 'UB')
('SL12058-2022-11-01-3321','S139-9','ECjubOxIeyhzbN', 'LB')
('SL22517-2022-11-02-3419','S143-11','SJxeGPdazwx', 'UB')
('AC22517-2022-11-01-3233','A180-11','BVz', 'SL')
('SL04652-2022-11-02-3316','S139-4','BAlPnDxQcbMnq', 'LB')
('SL22517-2022-11-02-3422','S143-14','yVoC', 'UB')
('AC22517-2022-11-02-3438','A191-18','IkpnMJB', 'SU')
('SL22517-2022-11-01-3380','S141-20','yXmVzwyPTINf', 'LB')
('SL04652-2022-11-02-3318','S139-6','EmMhwcz', 'UB')
('SL22517-2022-11-01-3381','S141-21','PW', 'MB')
('SL04652-2022-11-02-3319','S139-7','OE', 'SL')
('SL12058-2022-11-01-3360','S140-24','noAJSN', 'SU')
('SL12058-2022-11-01-3361','S141-1','QVEvmFovzJHzybu', 'LB')
('AC04652-2022-11-02-3369','A188-3','pCsvbqca', 'UB')
('AC22517-2022-11-01-3267','A182-9','xboFT', 'UB')
('SL22517-2022-11-01-3416','S143-8','Dngjp', 'SU')
('AC04652-2022-11-02-3371','A188-5','FpyfOWDoqvqSxV', 'SL')
('AC04652-2022-11-01-3425','A191-5','YsrZBNHWSCiAhkW', 'SL')
('SL04652-2022-11-01-3446','S144-14','BfaMzyINEBfEdgqx', 'UB')
('AC22517-2022-11-02-3490','A194-16','c', 'UB')
('SL22517-2022-11-01-3420','S143-12','FrM', 'LB')
('SL12058-2022-11-01-3369','S141-9','gjjXdTkaPEtMCwW', 'LB')
('AC22517-2022-11-02-3493','A195-1','FhsT', 'LB')
('SL22517-2022-11-01-3421','S143-13','XqDGYCSwG', 'MB')
('SL12058-2022-11-01-3373','S141-13','trqFa', 'MB')
('SL04652-2022-11-01-3452','S144-20','EHfHM', 'LB')
('SL22517-2022-11-01-3432','S143-24','dT', 'SU')
('AC04652-2022-11-01-3446','A192-8','tpgvaKzptgyI', 'LB')
('SL22517-2022-11-01-3433','S144-1','ufBP', 'LB')
('AC12058-2022-11-01-3444','A192-6','yLyPhL', 'SU')
('AC22517-2022-11-01-3284','A183-8','m', 'LB')
('AC12058-2022-11-01-3452','A192-14','Izy', 'LB')
('AC12058-2022-11-01-3453','A192-15','ujsUEro', 'UB')
('SL22517-2022-11-01-3438','S144-6','dwRo', 'UB')
('SL04652-2022-11-01-3474','S145-18','ySbxFF', 'MB')
('SL12058-2022-11-01-3403','S142-19','necUGua', 'UB')
('SL22517-2022-11-02-3508','S147-4','YZ', 'LB')
('AC12058-2022-11-01-3460','A193-4','oazhoyTbKEYZ', 'UB')
('SL22517-2022-11-02-3511','S147-7','jAkaMBsn', 'SL')
('AC04652-2022-11-01-3468','A193-12','Rxt', 'SU')
('AC22517-2022-11-01-3299','A184-5','pGqFps', 'SL')
('SL04652-2022-11-02-3397','S142-13','luowxhxm', 'MB')
('SL12058-2022-11-01-3413','S143-5','TWputmoLLVDqKeU', 'MB')
('SL12058-2022-11-01-3419','S143-11','NznaTfPgiKn', 'UB')
('SL22517-2022-11-01-3461','S145-5','szrXfcCFxhEMQ', 'MB')
('AC22517-2022-11-01-3309','A184-15','taQAAR', 'UB')
('SL22517-2022-11-01-3465','S145-9','tedWOUqFn', 'LB')
('SL12058-2022-11-01-3425','S143-17','rlStSxzkNgCtFSDD', 'LB')
('SL04652-2022-11-01-3491','S146-11','YdIJoHCdjbb', 'UB')
('AC04652-2022-11-02-3415','A190-13','HBAPudwyDiEUXk', 'LB')
('AC22517-2022-11-02-3542','A197-14','QETzU', 'LB')
('AC04652-2022-11-01-3487','A194-13','rnltQZm', 'LB')
('SL04652-2022-11-01-3497','S146-17','lODZgXxoOjMHe', 'LB')
('AC04652-2022-11-01-3490','A194-16','e', 'UB')
('AC12058-2022-11-01-3483','A194-9','ScYVvbwCJRoimH', 'UB')
('AC04652-2022-11-02-3418','A190-16','ZTFQeYLGXUBlECvV', 'UB')
('AC22517-2022-11-02-3545','A197-17','j', 'SL')
('SL22517-2022-11-02-3540','S148-12','lfnaIdAlzaDnxE', 'LB')
('SL04652-2022-11-01-3502','S146-22','HkrvsqZcNQ', 'UB')
('SL22517-2022-11-02-3543','S148-15','zBJ', 'SL')
('AC22517-2022-11-02-3548','A198-2','xli', 'LB')
('SL12058-2022-11-01-3435','S144-3','fEpCZlMhWft', 'UB')
('SL22517-2022-11-01-3479','S145-23','AUp', 'SL')
('AC04652-2022-11-01-3501','A195-9','IRefKkSLZZPW', 'UB')
('AC12058-2022-11-01-3488','A194-14','MmNRDKtZLa', 'LB')
('SL22517-2022-11-02-3553','S149-1','qkfDmDMxTxOSWDL', 'LB')
('AC04652-2022-11-02-3426','A191-6','CmPw', 'SU')
('SL22517-2022-11-02-3555','S149-3','jOSqFfseLidTm', 'UB')
('AC04652-2022-11-02-3428','A191-8','JJsXv', 'LB')
('AC22517-2022-11-02-3552','A198-6','ekW', 'SU')
('SL22517-2022-11-02-3571','S149-19','iLqpMESKTnbqe', 'UB')
('AC04652-2022-11-01-3523','A196-13','NCKHbAbDUyZs', 'LB')
('AC04652-2022-11-01-3526','A196-16','feNumfSQrtWTIkxg', 'UB')
('AC04652-2022-11-02-3437','A191-17','dBl', 'SL')
('AC04652-2022-11-01-3528','A196-18','CvEPZnOOA', 'SU')
('SL22517-2022-11-02-3577','S150-1','FUWGzxGWxtxQYyNl', 'LB')
('SL12058-2022-11-01-3465','S145-9','hjPJBoOV', 'LB')
('SL22517-2022-11-01-3499','S146-19','hzvIRpHHPFcsjC', 'UB')
('SL22517-2022-11-01-3500','S146-20','nAdF', 'LB')
('AC04652-2022-11-01-3531','A197-3','V', 'UB')
('AC22517-2022-11-02-3575','A199-11','jVRKfB', 'SL')
('AC04652-2022-11-01-3532','A197-4','CAUOqUvFpObcJmKZ', 'UB')
('SL22517-2022-11-02-3585','S150-9','EBLCsHJepvY', 'LB')
('SL04652-2022-11-02-3451','S144-19','FSzhywK', 'UB')
('SL04652-2022-11-01-3542','S148-14','u', 'UB')
('AC22517-2022-11-01-3352','A187-4','TmMcOfNXqRzYl', 'UB')
('SL04652-2022-11-02-3478','S145-22','ARAtvPC', 'UB')
('SL12058-2022-11-01-3504','S146-24','jQFlbBqvS', 'SU')
('AC22517-2022-11-01-3388','A189-4','JDO', 'UB')
('AC04652-2022-11-01-3561','A198-15','bMjObGRHjHPilG', 'UB')
('AC22517-2022-11-01-3418','A190-16','htLmuiXgQDfKcjuX', 'UB')
('SL04652-2022-11-02-3507','S147-3','eOUqea', 'UB')
('AC04652-2022-11-01-3586','A200-4','WcvLt', 'UB')
('SL04652-2022-11-02-3509','S147-5','NeUAyUCyNHvXfT', 'MB')
('SL04652-2022-11-02-3510','S147-6','mckfctcOMbBu', 'UB')
('SL12058-2022-11-01-3552','S148-24','xuqfVcZ', 'SU')
('SL04652-2022-11-01-3609','S151-9','HcCnIDwS', 'LB')
('AC12058-2022-11-01-3614','A201-14','DxbwBCanfnTsItI', 'LB')
('SL12058-2022-11-01-3559','S149-7','lMpqSMosaGpQClqu', 'SL')
('AC04652-2022-11-02-3527','A196-17','u', 'SL')
('SL22517-2022-11-01-3599','S150-23','XsUNkClzdrKV', 'SL')
('AC22517-2022-11-02-3660','A204-6','TnCbJtGaOgcZiJZ', 'SU')
('SL22517-2022-11-02-3668','S153-20','xeCxSVhl', 'LB')
('SL12058-2022-11-01-3563','S149-11','brwhHmtOqwdICgtr', 'UB')
('SL04652-2022-11-02-3530','S148-2','D', 'MB')
('AC22517-2022-11-02-3661','A204-7','UuEkvWAjEW', 'LB')
('AC04652-2022-11-02-3539','A197-11','GFffSM', 'SL')
('SL04652-2022-11-01-3619','S151-19','fjtqSMSsi', 'UB')
('AC04652-2022-11-01-3615','A201-15','CsodIRpfe', 'UB')
('AC22517-2022-11-01-3450','A192-12','KNObU', 'SU')
('AC22517-2022-11-02-3729','A208-3','jSWu', 'UB')
('SL04652-2022-11-01-3679','S154-7','XZR', 'SL')
('AC04652-2022-11-01-3671','A204-17','axDhqweQ', 'SL')
('AC04652-2022-11-02-3598','A200-16','hTNo', 'UB')
('AC04652-2022-11-02-3599','A200-17','VgRAhuj', 'SL')
('SL04652-2022-11-02-3654','S153-6','vmOEVlMcfaK', 'UB')
('AC04652-2022-11-01-3713','A207-5','LMmwNTQN', 'SL')
('SL04652-2022-11-01-3728','S156-8','h', 'SU')
('SL22517-2022-11-01-3703','S155-7','sWS', 'SL')
('SL22517-2022-11-01-3704','S155-8','pCPUKLNPAYcSV', 'SU')
('SL04652-2022-11-01-3732','S156-12','zTtzOjOzPeBHpSk', 'LB')
('SL04652-2022-11-01-3733','S156-13','uuzgZPvO', 'MB')
('SL04652-2022-11-01-3734','S156-14','R', 'UB')
('AC22517-2022-11-02-3800','A212-2','iwxGOTffKjk', 'LB')
('AC22517-2022-11-01-3571','A199-7','pnQTp', 'LB')
('SL12058-2022-11-01-3688','S154-16','QFRbBSipvgLt', 'SU')
('SL22517-2022-11-01-3720','S155-24','K', 'SU')
('SL12058-2022-11-01-3695','S154-23','IQLFHL', 'SL')
('SL12058-2022-11-01-3696','S154-24','JKvexbTFAaYRghpl', 'SU')
('AC04652-2022-11-01-3757','A209-13','eZTrMubwJjp', 'LB')
('AC12058-2022-11-01-3766','A210-4','aQsmNkTnrDi', 'UB')
('AC04652-2022-11-01-3759','A209-15','WPdhA', 'UB')
('SL22517-2022-11-01-3747','S157-3','uq', 'UB')
('AC04652-2022-11-02-3689','A205-17','DWmPUKn', 'SL')
('AC22517-2022-11-02-3848','A214-14','ZMl', 'LB')
('AC04652-2022-11-02-3691','A206-1','EzzmlHX', 'LB')
('SL04652-2022-11-02-3700','S155-4','FjJHfpTnZ', 'LB')
('AC04652-2022-11-01-3832','A213-16','lWqMumwkzk', 'UB')
('AC12058-2022-11-01-3814','A212-16','PYsc', 'UB')
('AC04652-2022-11-01-3833','A213-17','iNkM', 'SL')
('AC04652-2022-11-01-3834','A213-18','ILuJrQO', 'SU')
('AC22517-2022-11-01-3658','A204-4','qDvfnIxHiRDM', 'UB')
('AC12058-2022-11-01-3820','A213-4','sgmW', 'UB')
('SL04652-2022-11-02-3750','S157-6','eCgluMOh', 'UB')
('AC04652-2022-11-01-3850','A214-16','SJrOABQAe', 'UB')
('AC04652-2022-11-01-3851','A214-17','ozFsDo', 'SL')
('AC04652-2022-11-01-3852','A214-18','mZmH', 'SU')
('SL12058-2022-11-01-3791','S158-23','u', 'SL')
('SL22517-2022-11-02-3893','S163-5','feSBlkwEeimgXYu', 'MB')
('SL04652-2022-11-02-3769','S158-1','bStpbbeUycyyz', 'LB')
('AC22517-2022-11-02-3917','A218-11','rVCHBRHcWQ', 'SL')
('SL12058-2022-11-01-3799','S159-7','XQu', 'SL')
('AC04652-2022-11-02-3778','A210-16','Zc', 'UB')
('AC22517-2022-11-02-3927','A219-3','zWM', 'UB')
('AC04652-2022-11-01-3880','A216-10','GcrDZdMSPrzMwus', 'UB')
('AC12058-2022-11-01-3852','A214-18','syDRvuOHboV', 'SU')
('SL12058-2022-11-01-3811','S159-19','g', 'UB')
('AC04652-2022-11-01-3884','A216-14','nT', 'LB')
('AC04652-2022-11-01-3887','A216-17','ipfvYVlYyLUVIolx', 'SL')
('SL04652-2022-11-02-3791','S158-23','aGFvyOl', 'SL')
('AC04652-2022-11-02-3787','A211-7','EoXxurUAwEssslo', 'LB')
('SL04652-2022-11-02-3794','S159-2','lwG', 'MB')
('AC22517-2022-11-01-3698','A206-8','fRTV', 'LB')
('SL22517-2022-11-02-3923','S164-11','wircpVNin', 'UB')
('AC04652-2022-11-02-3818','A213-2','ioijDFgwyoIeSYLo', 'LB')
('AC22517-2022-11-02-3966','A221-6','CzEDyZDkIX', 'SU')
('AC22517-2022-11-01-3723','A207-15','vH', 'UB')
('SL22517-2022-11-02-3961','S166-1','LSSYq', 'LB')
('SL04652-2022-11-01-3896','S163-8','QfjM', 'SU')
('AC04652-2022-11-02-3824','A213-8','Qk', 'LB')
('SL04652-2022-11-02-3825','S160-9','XKF', 'LB')
('SL22517-2022-11-02-3965','S166-5','zehk', 'MB')
('AC04652-2022-11-02-3827','A213-11','PImhVrtWHtLnC', 'SL')
('SL22517-2022-11-02-3973','S166-13','QbZyKJnpjVS', 'MB')
('SL12058-2022-11-01-3895','S163-7','dyRqMlIQnyav', 'SL')
('AC22517-2022-11-02-4021','A224-7','v', 'LB')
('AC04652-2022-11-02-3912','A218-6','fWkBQCg', 'SU')
('SL22517-2022-11-01-3985','S167-1','JecXXYtUo', 'LB')
('SL22517-2022-11-01-3988','S167-4','TKFAHinLbFxaakwv', 'LB')
('SL22517-2022-11-01-3989','S167-5','svpNE', 'MB')
('SL22517-2022-11-02-4056','S169-24','rX', 'SU')
('AC04652-2022-11-01-4017','A224-3','lFtPuiFfkyYTQUS', 'UB')
('SL04652-2022-11-01-3986','S167-2','drZQcNOO', 'MB')
('SL04652-2022-11-02-3902','S163-14','QHpqGjctdnyc', 'UB')
('SL12058-2022-11-01-3939','S165-3','VkzEPQZdMfqmBkj', 'UB')
('SL12058-2022-11-01-3941','S165-5','PGSTuuZkX', 'MB')
('SL04652-2022-11-01-3996','S167-12','tvphqU', 'LB')
('SL12058-2022-11-01-3942','S165-6','Cr', 'UB')
('SL12058-2022-11-01-3943','S165-7','GBHPCqXFKgzxPGz', 'SL')
('SL04652-2022-11-01-3998','S167-14','AXMRcBxmwIfxT', 'UB')
('AC22517-2022-11-01-3823','A213-7','FXNiGeRgMei', 'LB')
('AC04652-2022-11-02-3928','A219-4','nunV', 'UB')
('SL12058-2022-11-01-3946','S165-10','lTCjBsBVPyoMdGJP', 'MB')
('AC12058-2022-11-01-3996','A222-18','T', 'SU')
('SL22517-2022-11-01-3998','S167-14','HmubHVdspe', 'UB')
('AC22517-2022-11-01-3825','A213-9','A', 'UB')
('SL22517-2022-11-02-4073','S170-17','mLmLViXcpTKEP', 'LB')
('SL22517-2022-11-02-4074','S170-18','xBNWLuaOLOeF', 'MB')
('SL04652-2022-11-02-3915','S164-3','lXdlyNTAuPojtOO', 'UB')
('SL04652-2022-11-02-3916','S164-4','afVYiBM', 'LB')
('SL12058-2022-11-01-3957','S165-21','rpDSlU', 'MB')
('SL22517-2022-11-02-4077','S170-21','sedRM', 'MB')
('AC22517-2022-11-02-4086','A227-18','hKZazrpletF', 'SU')
('AC22517-2022-11-01-3832','A213-16','gSjgPvsdqD', 'UB')
('SL04652-2022-11-01-4007','S167-23','EBlg', 'SL')
('SL04652-2022-11-02-3922','S164-10','OxtzdrWVCOeEja', 'MB')
('AC04652-2022-11-01-4035','A225-3','QIXnlkqloaR', 'UB')
('SL04652-2022-11-02-3924','S164-12','lbRK', 'LB')
('SL22517-2022-11-01-4010','S168-2','sGevYuYScDmAyoC', 'MB')
('SL22517-2022-11-02-4082','S171-2','vLrJkLNheqjA', 'MB')
('SL04652-2022-11-02-3927','S164-15','gEyYiuFjXnjng', 'SL')
('SL04652-2022-11-02-3928','S164-16','WGkVEn', 'SU')
('SL22517-2022-11-01-4013','S168-5','mzTQsTn', 'MB')
('SL04652-2022-11-02-3930','S164-18','TxVheSmG', 'MB')
('AC04652-2022-11-01-4037','A225-5','fHfBYffQ', 'SL')
('AC22517-2022-11-02-4094','A228-8','dAKftCkApb', 'LB')
('SL22517-2022-11-01-4034','S169-2','lyPfuOwNKyhOv', 'MB')
('AC22517-2022-11-02-4113','A229-9','CViNgkJzOUMQthe', 'UB')
('AC22517-2022-11-01-3861','A215-9','CIxVeY', 'UB')
('SL22517-2022-11-02-4105','S172-1','OIXapeWRQIB', 'LB')
('SL12058-2022-11-01-3994','S167-10','ySWNC', 'MB')
('AC22517-2022-11-02-4116','A229-12','RWXoSzuVrtnfZtij', 'SU')
('AC04652-2022-11-01-4062','A226-12','qOUfkINVLx', 'SU')
('SL12058-2022-11-01-3997','S167-13','IAZFeZN', 'MB')
('AC22517-2022-11-02-4118','A229-14','vESJZinovndOJmxG', 'LB')
('SL04652-2022-11-01-4029','S168-21','iXllSEtWEU', 'MB')
('SL04652-2022-11-01-4030','S168-22','IIknmFaekbPlF', 'UB')
('SL04652-2022-11-02-3955','S165-19','UVaNgFfNfXZ', 'UB')
('SL12058-2022-11-01-4001','S167-17','vrG', 'LB')
('AC04652-2022-11-01-4067','A226-17','NOtL', 'SL')
('SL22517-2022-11-02-4113','S172-9','EpCQRcVT', 'LB')
('SL22517-2022-11-02-4114','S172-10','eJr', 'MB')
('SL22517-2022-11-02-4115','S172-11','txFta', 'UB')
('AC04652-2022-11-02-3974','A221-14','vZ', 'LB')
('AC22517-2022-11-02-4125','A230-3','LUCICqcJebXCo', 'UB')
('AC22517-2022-11-02-4127','A230-5','QrCCeYD', 'SL')
('SL04652-2022-11-01-4041','S169-9','iTQ', 'LB')
('SL04652-2022-11-01-4042','S169-10','Ulq', 'MB')
('AC22517-2022-11-02-4129','A230-7','CQvWC', 'LB')
('SL12058-2022-11-01-4008','S167-24','XQbyZ', 'SU')
('AC22517-2022-11-02-4132','A230-10','ZiDyAsFmmsVGhN', 'UB')
('AC04652-2022-11-01-4076','A227-8','WdLNaa', 'LB')
('SL04652-2022-11-02-3967','S166-7','d', 'SL')
('SL22517-2022-11-01-4047','S169-15','rqnSWTgCbGS', 'SL')
('AC22517-2022-11-01-3879','A216-9','GdKNYhzXI', 'UB')
('SL22517-2022-11-01-4049','S169-17','SEPkUSlRwMkC', 'LB')
('SL04652-2022-11-01-4048','S169-16','cBggJl', 'SU')
('AC04652-2022-11-02-3986','A222-8','TADGmQeZYVBrTsZI', 'LB')
('AC22517-2022-11-01-3882','A216-12','IRh', 'SU')
('AC12058-2022-11-01-4045','A225-13','LkjEWMYNxvWkYc', 'LB')
('SL22517-2022-11-01-4052','S169-20','dM', 'LB')
('AC12058-2022-11-01-4047','A225-15','traWcH', 'UB')
('AC22517-2022-11-01-3885','A216-15','jFdOQrxiYW', 'UB')
('SL04652-2022-11-02-3971','S166-11','YpwkiupuXVYhca', 'UB')
('AC22517-2022-11-02-4141','A231-1','wFRKQvQFeNU', 'LB')
('SL04652-2022-11-01-4050','S169-18','y', 'MB')
('SL04652-2022-11-02-3973','S166-13','LQJsI', 'MB')
('AC22517-2022-11-02-4143','A231-3','SYDLTYOiQGpp', 'UB')
('SL22517-2022-11-01-4055','S169-23','Qu', 'SL')
('SL22517-2022-11-01-4056','S169-24','MoL', 'SU')
('SL04652-2022-11-02-3975','S166-15','OYK', 'SL')
('AC22517-2022-11-01-3890','A217-2','MWEuhRgB', 'LB')
('AC04652-2022-11-01-4140','A230-18','YHAHtQnVBpveASV', 'SU')
('AC04652-2022-11-02-4040','A225-8','SaqargLyuE', 'LB')
('AC22517-2022-11-01-3937','A219-13','FBF', 'LB')
('AC04652-2022-11-02-4042','A225-10','HXeyuciLvhUDhL', 'UB')
('AC04652-2022-11-02-4043','A225-11','mzUYNUQVhyyeqJkz', 'SL')
('AC04652-2022-11-02-4044','A225-12','XDqofRQfzO', 'SU')
('AC04652-2022-11-01-4145','A231-5','uddLEslGbTORGgFF', 'SL')
('SL22517-2022-11-01-4117','S172-13','GHjwfHEFULzUU', 'MB')
('SL12058-2022-11-01-4075','S170-19','agt', 'UB')
('SL04652-2022-11-01-4104','S171-24','qFsl', 'SU')
('SL22517-2022-11-01-4119','S172-15','ayKxtXAmdci', 'SL')
('AC22517-2022-11-01-3944','A220-2','sADsIShdcjiZWxdz', 'LB')
('AC12058-2022-11-01-4097','A228-11','Znkaz', 'SL')
('AC22517-2022-11-02-4193','A233-17','scMksmmDT', 'SL')
('AC22517-2022-11-02-4194','A233-18','YxcoyIKUXMmVBwOU', 'SU')
('SL12058-2022-11-01-4080','S170-24','kvmWaYDkYPEyOs', 'SU')
('AC04652-2022-11-01-4166','A232-8','PPhpL', 'LB')
('AC04652-2022-11-01-4167','A232-9','NfyQzmov', 'UB')
('AC04652-2022-11-01-4168','A232-10','pihCBLc', 'UB')
('SL04652-2022-11-01-4119','S172-15','cuXfZltvJocw', 'SL')
('AC12058-2022-11-01-4109','A229-5','tbdwECzABufRqHv', 'SL')
('AC04652-2022-11-02-4070','A227-2','mulUMdtmhA', 'LB')
('SL22517-2022-11-01-4130','S173-2','AvKnEhSb', 'MB')
('AC22517-2022-11-01-3951','A220-9','zIwDVXrTdBoF', 'UB')
('SL12058-2022-11-01-4094','S171-14','JnZYVAOqT', 'UB')
('SL22517-2022-11-02-4201','S176-1','WzRhhk', 'LB')
('AC04652-2022-11-01-4175','A232-17','iUQBSRSMFDEA', 'SL')
('SL12058-2022-11-01-4096','S171-16','PDQpuVXSqazZcM', 'SU')
('SL12058-2022-11-01-4097','S171-17','LIRrzDscmDxq', 'LB')
('AC12058-2022-11-01-4117','A229-13','NNoJg', 'LB')
('SL12058-2022-11-01-4101','S171-21','MAOLGunHHDUjHa', 'MB')
('AC12058-2022-11-01-4179','A233-3','vpfEhiDuHsSo', 'UB')
('SL04652-2022-11-02-4078','S170-22','LnJ', 'UB')
('SL04652-2022-11-02-4079','S170-23','MzG', 'SL')
('SL04652-2022-11-02-4080','S170-24','POQNHEjWmgnt', 'SU')
('SL04652-2022-11-02-4081','S171-1','vTlfaUKsAZL', 'LB')
('SL04652-2022-11-01-4218','S176-18','TPIxoMzs', 'MB')
('SL04652-2022-11-02-4111','S172-7','LCsNdtwFySVppxTb', 'SL')
('SL22517-2022-11-02-4288','S179-16','ejgcLj', 'SU')
('SL04652-2022-11-01-4229','S177-5','oVww', 'MB')
('AC12058-2022-11-01-4219','A235-7','zZCBmXY', 'LB')
('AC22517-2022-11-02-4294','A239-10','SGrtjtLCsoDTOC', 'UB')
('AC04652-2022-11-02-4167','A232-9','yssm', 'UB')
('AC04652-2022-11-01-4272','A238-6','gAy', 'SU')
('SL12058-2022-11-01-4210','S176-10','NyqFflZplmVu', 'MB')
('SL22517-2022-11-02-4313','S180-17','vPtLqn', 'LB')
('AC12058-2022-11-01-4235','A236-5','BQhEAr', 'SL')
('AC12058-2022-11-01-4240','A236-10','dlFCZbjNqGgFFe', 'UB')
('SL22517-2022-11-02-4321','S181-1','GkPzjGonXN', 'LB')
('AC04652-2022-11-02-4179','A233-3','nqmYFj', 'UB')
('AC04652-2022-11-01-4278','A238-12','GQCp', 'SU')
('SL04652-2022-11-02-4151','S173-23','NgWvSdGdUfpGd', 'SL')
('SL04652-2022-11-01-4255','S178-7','v', 'SL')
('SL04652-2022-11-01-4256','S178-8','HHCBZOKgsgTQIWw', 'SU')
('AC22517-2022-11-01-4075','A227-7','BeRU', 'LB')
('AC12058-2022-11-01-4246','A236-16','ZAyT', 'UB')
('SL12058-2022-11-01-4225','S177-1','iTfwyxbeewz', 'LB')
('SL04652-2022-11-02-4160','S174-8','WSWEof', 'SU')
('SL12058-2022-11-01-4227','S177-3','vgVgKbt', 'UB')
('SL22517-2022-11-01-4251','S178-3','BToX', 'UB')
('AC04652-2022-11-01-4282','A238-16','KegS', 'UB')
('SL12058-2022-11-01-4229','S177-5','QOlL', 'MB')
('AC22517-2022-11-01-4103','A228-17','XnNgqtmVtA', 'SL')
('SL04652-2022-11-01-4281','S179-9','LBwXlddzBtimCb', 'LB')
('SL12058-2022-11-01-4254','S178-6','URhwONWO', 'UB')
('AC22517-2022-11-02-4338','A241-18','Gjd', 'SU')
('SL04652-2022-11-02-4191','S175-15','Fo', 'SL')
('AC22517-2022-11-01-4113','A229-9','LARheMuyNZ', 'UB')
('SL22517-2022-11-01-4279','S179-7','SbywZiokfy', 'SL')
('SL12058-2022-11-01-4266','S178-18','fgqSxDVSUMYGecL', 'MB')
('AC12058-2022-11-01-4276','A238-10','PcfTTqPJlXbtbUUM', 'UB')
('AC12058-2022-11-01-4277','A238-11','WQYtjmYTteA', 'SL')
('AC04652-2022-11-02-4221','A235-9','UUvx', 'UB')
('AC22517-2022-11-02-4347','A242-9','A', 'UB')
('SL22517-2022-11-02-4358','S182-14','nqcMor', 'UB')
('SL22517-2022-11-01-4290','S179-18','LKxyXiPSzpZKa', 'MB')
('AC22517-2022-11-02-4356','A242-18','VKosLGIXDEuoIgg', 'SU')
('SL12058-2022-11-01-4286','S179-14','bIOD', 'UB')
('AC04652-2022-11-02-4235','A236-5','WBpZoQVRPLXjdf', 'SL')
('AC22517-2022-11-02-4363','A243-7','vxf', 'LB')
('SL04652-2022-11-01-4297','S180-1','wfSQ', 'LB')
('SL22517-2022-11-01-4307','S180-11','FpZesXuxE', 'UB')
('SL04652-2022-11-02-4216','S176-16','DdGFdr', 'SU')
('AC04652-2022-11-02-4240','A236-10','JmV', 'UB')
('SL22517-2022-11-02-4379','S183-11','kFOAVxG', 'UB')
('AC22517-2022-11-02-4369','A243-13','oqEaMTB', 'LB')
('SL12058-2022-11-01-4299','S180-3','kwDMWwJhhTjbYb', 'UB')
('SL04652-2022-11-01-4307','S180-11','jNCQA', 'UB')
('SL04652-2022-11-01-4308','S180-12','MsAErAu', 'LB')
('SL22517-2022-11-01-4316','S180-20','WUOQDD', 'LB')
('AC04652-2022-11-01-4340','A242-2','iVxzGtqPctLkuOu', 'LB')
('SL04652-2022-11-01-4312','S180-16','pVWJDklbU', 'SU')
('AC22517-2022-11-02-4383','A244-9','FoJrp', 'UB')
('AC04652-2022-11-01-4348','A242-10','BqJLDsY', 'UB')
('AC12058-2022-11-01-4319','A240-17','DnQMByDDkJ', 'SL')
('AC22517-2022-11-02-4421','A246-11','er', 'SL')
('AC22517-2022-11-01-4193','A233-17','dztnRmmEjHlrUa', 'SL')
('AC04652-2022-11-02-4303','A240-1','QSUZd', 'LB')
('AC22517-2022-11-01-4195','A234-1','wXyczKJMYE', 'LB')
('SL04652-2022-11-01-4362','S182-18','I', 'MB')
('AC22517-2022-11-02-4429','A247-1','wuEwxXZQrMv', 'LB')
('AC22517-2022-11-02-4431','A247-3','erOVKnPZxX', 'UB')
('AC04652-2022-11-01-4404','A245-12','OL', 'SU')
('SL04652-2022-11-02-4292','S179-20','sdIP', 'LB')
('AC04652-2022-11-01-4418','A246-8','dXBlENrVNWqOas', 'LB')
('SL22517-2022-11-02-4467','S187-3','wsG', 'UB')
('SL04652-2022-11-02-4303','S180-7','lOP', 'SL')
('SL04652-2022-11-02-4304','S180-8','JF', 'SU')
('AC04652-2022-11-02-4323','A241-3','jNelKgPuPvvNAl', 'UB')
('AC04652-2022-11-01-4427','A246-17','uwUArpxOO', 'SL')
('SL04652-2022-11-02-4308','S180-12','mq', 'LB')
